player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Calais Campbell,4364,ED,ATL,10,5,0,100.0,0,1,2,50.4,71.2,88.3,65.9,70.0,28.6,6,12,0,13,24.2,8,0,0,118.8,1,3,5,0,7,406,396,5,24,286,81,0,10,234,165,5,21,20,1,21,0,13,1,13.0
Matthew Slater,4467,WR,NE,2,0,0,,0,0,19,60.0,60.0,99.9,60.0,,,0,0,0,,,0,0,0,0.0,0,0,0,0,1,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,
Brandon Graham,5538,ED,PHI,9,0,0,,0,0,24,66.0,79.1,50.6,79.8,64.7,63.7,2,8,0,,20.0,1,0,1,0.0,0,3,1,1,11,164,160,0,6,150,4,0,4,104,49,2,4,4,0,13,0,0,0,
Kareem Jackson,5545,S,DEN,7,7,0,75.0,0,0,10,81.4,72.2,0.0,62.8,49.9,68.6,0,0,2,18,8.9,4,2,4,79.5,9,0,91,9,232,406,4,0,0,4,0,238,402,1,173,64,6,34,12,0,1,77,19,8.6
Jerry Hughes,5556,ED,HST,9,2,0,,0,0,13,64.0,65.3,64.1,60.7,64.1,53.4,0,15,0,,10.5,2,0,1,0.0,0,1,0,0,5,229,229,0,2,227,0,0,0,137,87,0,13,15,0,16,0,0,0,
Linval Joseph,5571,DI,BUF,2,0,0,,0,0,4,,50.0,80.4,51.0,52.4,70.0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,59,59,50,9,0,0,0,0,32,27,0,3,4,0,0,0,0,0,
Al Woods,5646,DI,NYJ,6,2,0,,0,0,22,,54.0,81.4,53.0,55.4,71.5,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,140,140,16,122,0,2,0,0,66,74,0,4,3,0,2,0,0,0,
Von Miller,6154,ED,BUF,6,0,0,,0,0,4,62.5,45.7,37.8,52.5,44.8,27.5,1,5,0,,33.3,1,0,1,0.0,0,0,1,0,6,125,124,0,0,124,0,0,1,88,31,0,1,2,0,6,0,0,0,
Patrick Peterson,6157,CB,PIT,9,4,0,60.5,1,0,25,58.2,57.9,55.1,75.3,54.3,30.8,0,2,1,52,18.2,6,4,4,107.1,26,0,69,407,385,637,2,0,0,2,0,35,635,6,246,124,6,23,43,2,4,344,164,13.2
Cameron Jordan,6176,ED,NO,10,11,3,,0,0,20,77.3,76.4,88.7,69.3,69.6,62.6,3,36,0,,8.8,3,0,0,0.0,0,3,0,0,9,546,546,0,14,497,35,0,0,347,190,0,13,20,0,42,0,0,0,
Cameron Heyward,6183,DI,PIT,3,2,0,,0,0,25,60.0,59.5,79.3,57.3,55.7,74.1,1,3,0,,0.0,0,0,0,0.0,0,0,0,0,0,95,95,5,44,12,34,0,0,58,37,0,7,8,0,4,0,0,0,
Justin Houston,6222,ED,CAR,7,3,1,100.0,0,0,5,82.9,61.2,48.1,61.8,49.0,44.8,2,7,0,0,18.2,2,0,1,79.2,1,1,1,0,19,177,173,0,0,171,2,0,4,99,59,3,5,6,1,10,0,0,7,0.0
Lawrence Guy Sr.,6385,DI,NE,10,9,1,,0,0,19,63.5,38.9,85.1,46.2,38.3,60.9,0,4,0,,0.0,0,0,0,0.0,0,0,0,0,0,346,345,3,162,25,155,0,1,155,191,0,13,15,0,4,0,0,0,
Nick Bellore,6515,LB,SEA,3,0,0,0.0,0,0,29,61.5,68.3,70.8,58.3,65.6,,0,0,0,,,0,0,0,39.6,0,0,11,0,2,11,0,0,0,0,0,0,11,1,8,0,0,0,1,0,0,0,0,
Stephon Gilmore,7016,CB,DAL,9,4,0,53.5,1,0,9,67.3,69.2,84.7,,72.4,68.2,0,0,2,68,8.6,3,5,4,84.8,23,0,46,443,317,520,2,0,0,2,0,1,518,0,203,28,5,28,43,0,3,354,136,15.4
Fletcher Cox,7018,DI,PHI,8,2,1,,0,1,24,67.0,69.6,68.4,69.5,56.7,75.5,8,8,0,,6.3,1,0,1,0.0,0,3,0,0,0,383,383,13,187,18,165,0,0,284,99,0,8,13,0,19,0,0,0,
Bobby Wagner,7050,LB,SEA,9,25,0,75.6,0,0,29,68.6,89.0,83.7,75.6,92.4,90.5,0,6,0,23,3.2,3,3,0,114.8,31,3,577,1,347,617,4,0,0,4,0,3,613,52,218,32,37,67,41,9,2,329,207,10.6
Lavonte David,7060,LB,TB,9,16,0,78.4,0,1,30,67.0,69.1,56.1,62.4,70.1,64.8,0,3,0,26,9.5,8,2,1,90.0,40,2,477,10,353,596,57,0,0,57,0,1,539,42,201,51,36,60,51,5,0,286,129,7.2
Demario Davis,7079,LB,NO,10,20,0,69.0,1,1,20,78.2,88.4,85.9,77.9,86.6,87.0,3,10,0,28,4.3,3,1,1,100.9,20,4,537,5,347,635,58,0,0,58,0,1,577,49,239,34,28,46,29,17,2,128,66,6.4
Rodney McLeod,7271,S,CLV,9,3,0,50.0,0,0,8,50.1,57.1,82.6,53.5,77.5,66.1,0,0,0,17,9.1,2,1,0,63.3,5,0,41,12,144,234,13,0,0,13,0,104,221,4,86,64,11,17,10,0,0,47,31,9.4
Tashaun Gipson Sr.,7288,S,SF,9,12,0,23.1,0,0,28,70.2,70.7,50.5,52.9,71.0,72.2,0,2,1,33,9.1,3,1,1,7.5,3,0,88,7,378,549,4,0,0,4,0,346,545,5,166,104,4,18,13,2,0,39,8,13.0
