player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Calais Campbell,4364,ED,ATL,8,4,0,,0,1,2,58.7,74.9,87.2,66.9,72.9,28.9,6,9,0,,25.0,7,0,0,0.0,0,2,2,0,6,326,322,0,21,228,73,0,4,186,134,2,18,17,0,17,0,0,0,
Matthew Slater,4467,WR,NE,2,0,0,,0,0,19,60.0,60.0,99.9,60.0,,,0,0,0,,,0,0,0,0.0,0,0,0,0,1,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,
Brandon Graham,5538,ED,PHI,8,0,0,,0,0,24,65.6,70.7,46.4,71.3,63.0,59.1,2,7,0,,20.0,1,0,1,0.0,0,1,1,1,11,146,142,0,6,133,3,0,4,90,45,2,3,4,0,10,0,0,0,
Kareem Jackson,5545,S,DEN,7,7,0,75.0,0,0,10,81.4,72.2,0.0,62.8,49.9,68.6,0,0,2,18,8.9,4,2,4,79.5,9,0,91,9,232,406,4,0,0,4,0,238,402,1,173,64,6,34,12,0,1,77,19,8.6
Jerry Hughes,5556,ED,HST,7,2,0,,0,0,13,64.0,65.6,60.1,58.2,68.1,49.2,0,13,0,,12.5,2,0,1,0.0,0,1,0,0,5,196,196,0,1,195,0,0,0,118,73,0,10,12,0,14,0,0,0,
Al Woods,5646,DI,NYJ,6,2,0,,0,0,22,,54.0,81.4,53.0,55.4,71.5,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,140,140,16,122,0,2,0,0,66,74,0,4,3,0,2,0,0,0,
Von Miller,6154,ED,BUF,4,0,0,,0,0,4,62.6,52.4,20.9,53.0,66.2,69.9,1,2,0,,0.0,0,0,1,0.0,0,0,1,0,4,79,78,0,0,78,0,0,1,61,14,0,1,1,0,3,0,0,0,
Patrick Peterson,6157,CB,PIT,7,4,0,58.8,1,0,25,55.1,54.3,84.6,66.6,47.4,28.5,0,1,1,52,21.4,6,2,2,115.6,20,0,47,345,292,495,1,0,0,1,0,8,494,4,199,94,4,18,34,1,4,306,147,15.3
Cameron Jordan,6176,ED,NO,8,8,3,,0,0,20,79.5,81.9,87.8,73.4,73.7,74.1,2,29,0,,8.0,2,0,0,0.0,0,2,0,0,6,431,431,0,14,387,30,0,0,276,149,0,9,15,0,33,0,0,0,
Cameron Heyward,6183,DI,PIT,1,0,0,,0,0,25,,56.9,72.7,62.2,54.5,,1,0,0,,,0,0,0,0.0,0,0,0,0,0,14,14,0,7,1,6,0,0,9,5,0,0,0,0,1,0,0,0,
