player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Calais Campbell,4364,ED,ATL,2,0,0,,0,0,2,40.6,63.5,80.8,58.9,72.1,28.5,1,3,0,,33.3,2,0,0,0.0,0,0,0,0,3,79,79,0,7,43,29,0,0,48,28,0,4,4,0,4,0,0,0,
Brandon Graham,5538,ED,PHI,2,0,0,,0,0,24,70.4,72.0,79.4,63.7,60.6,69.6,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,2,38,37,0,1,34,2,0,1,30,6,1,1,1,0,1,0,0,0,
Kareem Jackson,5545,S,DEN,2,0,0,100.0,0,0,10,70.8,62.5,0.0,,53.0,58.9,0,0,1,18,0.0,0,0,2,79.2,1,0,23,2,58,90,1,0,0,1,0,53,89,0,32,11,2,6,1,0,0,18,0,18.0
Jerry Hughes,5556,ED,HST,2,0,0,,0,0,13,60.0,49.1,80.7,51.4,51.0,71.7,0,3,0,,33.3,1,0,0,0.0,0,0,0,0,1,43,43,0,0,43,0,0,0,26,16,0,1,2,0,3,0,0,0,
Al Woods,5646,DI,NYJ,2,1,0,,0,0,22,,62.5,78.6,56.1,64.0,69.8,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,61,61,7,52,0,2,0,0,29,32,0,2,1,0,1,0,0,0,
Patrick Peterson,6157,CB,PIT,2,1,0,60.0,1,0,25,63.2,63.8,79.7,,62.4,29.6,0,0,0,29,28.6,2,2,1,130.0,6,0,17,115,87,152,0,0,0,0,0,2,152,0,65,18,0,4,10,0,2,92,34,15.3
Cameron Jordan,6176,ED,NO,2,3,2,,0,0,20,62.0,80.7,81.8,69.6,78.6,77.1,1,9,0,,11.1,1,0,0,0.0,0,1,0,0,2,100,100,0,5,89,6,0,0,67,31,0,3,5,0,11,0,0,0,
Cameron Heyward,6183,DI,PIT,1,0,0,,0,0,25,,56.9,72.7,62.2,54.5,,1,0,0,,,0,0,0,0.0,0,0,0,0,0,14,14,0,7,1,6,0,0,9,5,0,0,0,0,1,0,0,0,
Justin Houston,6222,ED,CAR,2,1,1,,0,0,5,76.4,72.3,78.3,65.7,61.9,75.2,0,4,0,,0.0,0,0,0,0.0,0,1,1,0,9,72,71,0,0,70,1,0,1,42,21,0,3,2,0,5,0,0,0,
Lawrence Guy Sr.,6385,DI,NE,2,3,0,,0,0,19,,64.8,78.4,50.0,72.5,71.4,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,59,59,0,26,4,29,0,0,31,28,0,2,2,0,0,0,0,0,
Stephon Gilmore,7016,CB,DAL,2,1,0,53.8,0,0,9,65.6,67.7,78.8,,73.5,81.9,0,0,1,68,0.0,0,2,1,86.1,7,0,7,87,71,101,0,0,0,0,0,0,101,0,30,7,1,9,13,0,1,142,66,20.3
Fletcher Cox,7018,DI,PHI,2,0,0,,0,0,24,,63.1,25.7,64.7,63.0,70.9,4,2,0,,0.0,0,0,1,0.0,0,0,0,0,0,94,94,4,41,7,42,0,0,73,21,0,1,4,0,6,0,0,0,
Bobby Wagner,7050,LB,SEA,2,5,0,100.0,0,0,29,55.1,80.4,77.7,61.9,91.3,82.3,0,1,0,21,3.4,1,0,0,118.8,6,0,136,1,67,147,1,0,0,1,0,0,146,13,67,9,13,23,6,1,0,84,41,14.0
Lavonte David,7060,LB,TB,2,2,0,86.7,0,0,30,59.4,53.8,78.1,52.9,47.0,54.5,0,0,0,25,15.4,2,0,0,92.2,13,0,93,0,76,113,14,0,0,14,0,0,99,7,30,6,6,9,15,0,0,92,45,7.1
Demario Davis,7079,LB,NO,2,2,0,50.0,0,0,20,75.7,89.7,79.8,66.7,90.4,86.6,0,3,0,6,0.0,0,0,0,56.3,1,1,101,2,70,123,15,0,0,15,0,0,108,15,38,5,8,14,2,4,0,6,0,6.0
Rodney McLeod,7271,S,CLV,2,1,0,40.0,0,0,8,53.2,53.2,78.5,,60.0,46.4,0,0,0,7,20.0,1,1,0,47.9,2,0,10,0,48,74,2,0,0,2,0,45,72,0,26,17,2,3,5,0,0,8,17,4.0
Tashaun Gipson Sr.,7288,S,SF,2,4,0,0.0,0,0,28,74.5,76.1,82.2,59.1,59.5,58.8,0,1,0,,14.3,1,0,0,39.6,0,0,20,2,114,143,0,0,0,0,0,102,143,1,28,19,0,2,1,1,0,0,0,
Harrison Smith,7641,S,MIN,2,1,0,80.0,0,0,18,61.7,56.6,79.4,52.0,49.7,32.7,0,0,0,13,27.3,3,0,0,95.8,4,0,45,2,61,142,14,0,0,14,0,48,128,7,74,33,1,7,5,0,0,35,17,8.8
Justin Bethel,7654,S,MIA,2,2,0,100.0,0,0,17,83.6,90.2,73.6,88.9,60.0,77.9,0,1,0,7,0.0,0,0,0,79.2,2,1,7,2,15,19,0,0,0,0,0,0,19,2,2,10,1,2,2,2,0,6,-5,3.0
Darius Slay,7817,CB,PHI,2,1,0,73.3,0,0,24,65.1,64.8,80.5,,56.4,81.5,0,0,1,23,0.0,0,1,0,91.3,11,0,6,130,109,138,0,0,0,0,0,1,138,0,29,1,1,8,15,0,1,121,43,11.0
Johnathan Hankins,7830,DI,DAL,2,1,0,,0,0,9,75.4,58.0,76.4,52.2,52.3,28.4,0,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,28,28,14,11,0,3,0,0,14,14,0,1,1,0,0,0,0,0,
Tyrann Mathieu,7850,S,NO,2,2,0,55.6,0,0,20,67.7,71.4,79.0,60.0,70.8,63.9,0,1,0,46,10.0,1,0,0,78.0,5,0,39,4,84,123,13,0,0,13,0,45,110,1,38,22,4,7,9,1,0,64,65,12.8
John Jenkins,7863,DI,LV,2,1,0,,0,0,23,,54.9,79.0,66.5,49.3,69.6,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,62,62,1,61,0,0,0,0,26,36,0,0,1,0,0,0,0,0,
