player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Calais Campbell,4364,ED,ATL,14,10,1,100.0,0,1,2,61.8,78.0,89.6,66.8,77.5,30.8,7,19,0,13,18.4,9,0,0,118.8,1,4,11,0,9,585,569,11,50,380,128,0,16,336,240,5,30,30,1,30,0,13,1,13.0
Matthew Slater,4467,WR,NE,2,0,0,,0,0,19,60.0,60.0,99.9,60.0,,,0,0,0,,,0,0,0,0.0,0,0,0,0,1,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,
Brandon Graham,5538,ED,PHI,14,0,0,0.0,0,0,24,67.2,78.9,66.8,76.7,68.0,68.4,2,15,0,,11.1,1,0,1,39.6,0,4,1,1,15,300,292,2,14,265,11,0,8,180,105,6,8,8,1,21,0,0,0,
Jason Pierre-Paul,5540,ED,MIA,3,1,0,,0,0,17,,65.8,75.7,51.3,70.5,71.4,0,0,0,,0.0,0,0,0,0.0,0,0,1,0,0,22,21,0,1,15,5,0,1,8,14,0,1,1,0,0,0,0,0,
Kareem Jackson,5545,S,DEN,8,8,0,75.0,0,0,10,76.1,67.5,0.0,62.8,49.6,68.1,0,0,2,19,9.1,5,2,4,74.7,12,0,121,9,273,480,4,0,0,4,0,271,476,1,206,75,6,42,16,0,1,111,41,9.3
Jerry Hughes,5556,ED,HST,14,2,0,,0,0,13,64.0,65.3,72.9,62.2,61.4,50.0,0,21,0,,16.0,4,0,1,0.0,0,1,0,0,6,348,348,0,3,342,3,0,0,202,140,0,16,19,0,22,0,0,0,
Linval Joseph,5571,DI,BUF,6,1,0,,0,0,4,75.2,34.0,83.4,49.4,29.5,52.8,0,3,0,,11.1,1,0,0,0.0,0,1,0,0,0,137,137,94,43,0,0,0,0,75,62,0,4,7,0,4,0,0,0,
Al Woods,5646,DI,NYJ,6,2,0,,0,0,22,,54.0,81.4,53.0,55.4,71.5,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,140,140,16,122,0,2,0,0,66,74,0,4,3,0,2,0,0,0,
Von Miller,6154,ED,BUF,10,0,0,,0,0,4,64.1,45.0,54.7,50.7,41.9,25.7,3,9,0,,50.0,2,0,1,0.0,0,0,2,0,12,210,208,0,0,208,0,0,2,148,50,0,1,2,0,12,0,0,0,
Patrick Peterson,6157,CB,PIT,14,7,0,55.4,1,0,25,63.6,62.6,42.5,75.3,58.1,36.5,0,2,1,52,17.0,8,6,5,93.5,31,0,95,563,560,926,2,0,0,2,0,69,924,6,360,197,11,32,56,2,4,388,186,12.5
Cameron Jordan,6176,ED,NO,14,14,3,,0,0,20,83.2,77.0,89.4,66.2,73.8,61.6,3,37,0,,9.3,4,0,0,0.0,0,3,0,0,9,660,660,0,14,594,52,0,0,392,259,0,18,25,0,43,0,0,0,
Cameron Heyward,6183,DI,PIT,8,5,0,,0,0,25,67.0,70.8,83.9,61.2,67.8,70.3,1,8,0,,3.3,1,0,0,0.0,0,2,1,0,0,318,317,12,171,32,102,0,1,185,133,0,23,24,0,11,0,0,0,
