player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Calais Campbell,4364,ED,ATL,6,3,0,,0,0,2,58.7,78.6,85.9,69.6,75.9,29.7,4,8,0,,21.7,5,0,0,0.0,0,1,1,0,6,231,228,0,14,160,54,0,3,128,97,2,15,15,0,13,0,0,0,
Matthew Slater,4467,WR,NE,1,0,0,,0,0,19,,60.0,67.5,60.0,,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
Brandon Graham,5538,ED,PHI,6,0,0,,0,0,24,65.1,76.8,39.0,73.1,72.9,59.1,2,6,0,,20.0,1,0,1,0.0,0,1,1,1,7,120,117,0,6,109,2,0,3,77,36,1,3,4,0,9,0,0,0,
Kareem Jackson,5545,S,DEN,6,6,0,80.0,0,0,10,79.5,71.1,0.0,,48.1,65.3,0,0,2,18,10.0,4,1,3,87.5,8,0,83,8,205,357,2,0,0,2,0,210,355,0,152,54,5,30,10,0,1,65,13,8.1
Jerry Hughes,5556,ED,HST,6,2,0,,0,0,13,63.7,66.4,55.6,61.3,65.9,47.5,0,13,0,,13.3,2,0,1,0.0,0,1,0,0,1,166,166,0,0,166,0,0,0,100,65,0,9,11,0,14,0,0,0,
Al Woods,5646,DI,NYJ,5,2,0,,0,0,22,,55.9,81.3,53.3,57.5,71.5,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,136,136,15,119,0,2,0,0,64,72,0,4,3,0,2,0,0,0,
Von Miller,6154,ED,BUF,2,0,0,,0,0,4,62.6,65.0,78.1,55.6,74.5,69.9,0,1,0,,0.0,0,0,0,0.0,0,0,1,0,4,47,46,0,0,46,0,0,1,33,10,0,1,1,0,1,0,0,0,
Patrick Peterson,6157,CB,PIT,5,4,0,57.1,1,0,25,59.9,58.7,82.9,55.0,51.6,27.0,0,1,1,52,26.1,6,2,1,109.8,16,0,38,258,217,357,1,0,0,1,0,5,356,2,138,55,3,13,28,1,4,238,107,14.9
Cameron Jordan,6176,ED,NO,6,7,2,,0,0,20,79.6,80.0,86.7,68.8,77.1,80.3,2,22,0,,5.6,1,0,0,0.0,0,2,0,0,4,320,320,0,8,287,25,0,0,208,108,0,6,10,0,26,0,0,0,
Cameron Heyward,6183,DI,PIT,1,0,0,,0,0,25,,56.9,72.7,62.2,54.5,,1,0,0,,,0,0,0,0.0,0,0,0,0,0,14,14,0,7,1,6,0,0,9,5,0,0,0,0,1,0,0,0,
