player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Calais Campbell,4364,ED,ATL,4,2,0,,0,0,2,57.7,76.0,84.4,60.0,82.7,30.4,3,4,0,,20.0,3,0,0,0.0,0,0,1,0,6,164,163,0,11,113,39,0,1,90,68,0,10,10,0,7,0,0,0,
Matthew Slater,4467,WR,NE,1,0,0,,0,0,19,,60.0,67.5,60.0,,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
Brandon Graham,5538,ED,PHI,4,0,0,,0,0,24,73.4,80.8,82.3,70.2,72.4,74.1,2,3,0,,0.0,0,0,0,0.0,0,0,0,1,5,83,81,0,3,76,2,0,2,54,24,1,2,3,0,5,0,0,0,
Kareem Jackson,5545,S,DEN,4,5,0,75.0,0,0,10,64.1,58.0,0.0,,53.6,71.6,0,0,2,18,4.3,1,1,3,102.1,3,0,50,6,124,228,2,0,0,2,0,136,226,0,104,34,3,17,4,0,1,36,1,12.0
Jerry Hughes,5556,ED,HST,4,0,0,,0,0,13,60.0,53.8,38.3,58.8,54.4,29.7,0,9,0,,25.0,2,0,1,0.0,0,1,0,0,1,103,103,0,0,103,0,0,0,59,43,0,4,6,0,10,0,0,0,
Al Woods,5646,DI,NYJ,3,1,0,,0,0,22,,54.8,80.0,54.4,55.6,71.1,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,94,94,13,79,0,2,0,0,38,56,0,4,3,0,1,0,0,0,
Patrick Peterson,6157,CB,PIT,4,4,0,63.6,1,0,25,64.3,63.7,82.1,59.5,57.8,28.1,0,0,1,52,20.0,4,2,1,116.7,14,0,32,215,174,294,0,0,0,0,0,3,294,1,119,44,3,12,22,0,4,216,94,15.4
Cameron Jordan,6176,ED,NO,4,6,2,,0,0,20,78.5,76.0,85.3,64.1,77.1,79.2,2,16,0,,6.7,1,0,0,0.0,0,1,0,0,2,229,229,0,5,207,17,0,0,157,70,0,4,8,0,19,0,0,0,
Cameron Heyward,6183,DI,PIT,1,0,0,,0,0,25,,56.9,72.7,62.2,54.5,,1,0,0,,,0,0,0,0.0,0,0,0,0,0,14,14,0,7,1,6,0,0,9,5,0,0,0,0,1,0,0,0,
Justin Houston,6222,ED,CAR,4,2,1,,0,0,5,76.7,60.8,35.5,65.6,48.5,35.1,2,6,0,,25.0,2,0,1,0.0,0,1,1,0,12,125,124,0,0,122,2,0,1,69,44,0,3,4,0,9,0,0,0,
