player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Calais Campbell,4364,ED,ATL,11,8,0,100.0,0,1,2,50.5,76.2,88.6,68.2,75.3,29.6,7,13,0,13,21.1,8,0,0,118.8,1,3,5,0,8,452,442,5,30,310,97,0,10,258,186,5,22,22,1,23,0,13,1,13.0
Matthew Slater,4467,WR,NE,2,0,0,,0,0,19,60.0,60.0,99.9,60.0,,,0,0,0,,,0,0,0,0.0,0,0,0,0,1,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,
Brandon Graham,5538,ED,PHI,11,0,0,,0,0,24,66.1,78.2,58.9,77.0,65.8,65.7,2,9,0,,16.7,1,0,1,0.0,0,4,1,1,11,215,209,0,9,192,8,0,6,142,62,4,5,5,0,15,0,0,0,
Jason Pierre-Paul,5540,ED,NO,1,1,0,,0,0,20,,67.9,75.3,52.6,70.8,71.4,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,17,17,0,1,11,5,0,0,6,11,0,1,1,0,0,0,0,0,
Kareem Jackson,5545,S,DEN,8,8,0,75.0,0,0,10,76.1,67.5,0.0,62.8,49.6,68.1,0,0,2,19,9.1,5,2,4,74.7,12,0,121,9,273,480,4,0,0,4,0,271,476,1,206,75,6,42,16,0,1,111,41,9.3
Jerry Hughes,5556,ED,HST,11,2,0,,0,0,13,63.8,63.9,68.3,58.8,63.7,55.8,0,15,0,,9.5,2,0,1,0.0,0,1,0,0,6,274,274,0,2,272,0,0,0,160,108,0,14,17,0,16,0,0,0,
Linval Joseph,5571,DI,BUF,4,0,0,,0,0,4,,37.4,82.0,47.8,37.9,42.5,0,3,0,,16.7,1,0,0,0.0,0,1,0,0,0,95,95,68,27,0,0,0,0,53,42,0,4,5,0,4,0,0,0,
Al Woods,5646,DI,NYJ,6,2,0,,0,0,22,,54.0,81.4,53.0,55.4,71.5,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,140,140,16,122,0,2,0,0,66,74,0,4,3,0,2,0,0,0,
Von Miller,6154,ED,BUF,8,0,0,,0,0,4,63.5,47.9,47.0,51.9,49.3,27.5,1,7,0,,33.3,1,0,1,0.0,0,0,2,0,9,162,160,0,0,160,0,0,2,113,40,0,1,2,0,8,0,0,0,
Patrick Peterson,6157,CB,PIT,11,5,0,58.0,1,0,25,61.6,60.5,33.3,75.3,57.1,29.5,0,2,1,52,20.0,8,6,5,100.2,29,0,81,478,463,752,2,0,0,2,0,36,750,6,283,155,8,27,50,2,4,377,176,13.0
Cameron Jordan,6176,ED,NO,11,11,3,,0,0,20,77.3,76.7,88.9,67.8,72.6,58.1,3,36,0,,10.8,4,0,0,0.0,0,3,0,0,9,591,591,0,14,532,45,0,0,365,217,0,15,22,0,42,0,0,0,
Cameron Heyward,6183,DI,PIT,5,3,0,,0,0,25,67.0,71.0,81.7,57.8,70.3,76.6,1,5,0,,0.0,0,0,0,0.0,0,1,0,0,0,176,176,9,92,20,55,0,0,114,62,0,14,15,0,7,0,0,0,
Justin Houston,6222,ED,CAR,7,3,1,100.0,0,0,5,82.9,61.2,48.1,61.8,49.0,44.8,2,7,0,0,18.2,2,0,1,79.2,1,1,1,0,19,177,173,0,0,171,2,0,4,99,59,3,5,6,1,10,0,0,7,0.0
