player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Calais Campbell,4364,ED,ATL,1,0,0,,0,0,2,60.0,56.4,79.4,54.2,60.1,25.0,1,2,0,,66.7,2,0,0,0.0,0,0,0,0,1,51,51,0,7,29,15,0,0,33,17,0,1,1,0,3,0,0,0,
Brandon Graham,5538,ED,PHI,1,0,0,,0,0,24,67.3,78.6,77.1,67.5,60.9,69.6,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,1,21,20,0,0,19,1,0,1,17,3,1,1,1,0,1,0,0,0,
Kareem Jackson,5545,S,DEN,1,0,0,100.0,0,0,10,70.6,65.8,0.0,,58.6,49.1,0,0,1,18,0.0,0,0,1,79.2,1,0,16,2,30,55,1,0,0,1,0,27,54,0,25,9,2,4,1,0,0,18,0,18.0
Jerry Hughes,5556,ED,HST,1,0,0,,0,0,13,60.0,42.2,78.2,49.6,45.4,,0,2,0,,100.0,1,0,0,0.0,0,0,0,0,1,23,23,0,0,23,0,0,0,13,9,0,0,0,0,2,0,0,0,
Al Woods,5646,DI,NYJ,1,0,0,,0,0,22,,63.4,74.9,60.0,62.8,67.3,0,0,0,,,0,0,0,0.0,0,1,0,0,0,20,20,0,19,0,1,0,0,13,7,0,1,0,0,1,0,0,0,
Patrick Peterson,6157,CB,PIT,1,1,0,66.7,0,0,25,64.5,63.2,76.4,,56.8,38.5,0,0,0,19,25.0,1,2,0,129.2,4,0,12,49,34,67,0,0,0,0,0,0,67,0,33,6,0,2,6,0,2,46,4,11.5
Cameron Jordan,6176,ED,NO,1,1,2,,0,0,20,,72.8,79.5,65.5,70.5,74.4,0,4,0,,0.0,0,0,0,0.0,0,1,0,0,0,54,54,0,0,48,6,0,0,37,17,0,2,3,0,5,0,0,0,
Cameron Heyward,6183,DI,PIT,1,0,0,,0,0,25,,56.9,72.7,62.2,54.5,,1,0,0,,,0,0,0,0.0,0,0,0,0,0,14,14,0,7,1,6,0,0,9,5,0,0,0,0,1,0,0,0,
Justin Houston,6222,ED,CAR,1,1,0,,0,0,5,62.3,66.6,74.9,56.6,70.5,72.8,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,3,26,26,0,0,25,1,0,0,17,6,0,1,1,0,1,0,0,0,
Lawrence Guy Sr.,6385,DI,NE,1,2,0,,0,0,19,,70.5,76.0,50.8,79.2,70.8,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,31,31,0,15,0,16,0,0,19,12,0,2,2,0,0,0,0,0,
