player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Calais Campbell,4364,ED,ATL,7,4,0,,0,1,2,58.7,77.1,86.6,67.5,76.0,29.5,4,9,0,,23.1,6,0,0,0.0,0,2,1,0,6,281,278,0,17,196,65,0,3,164,111,2,17,16,0,15,0,0,0,
Matthew Slater,4467,WR,NE,2,0,0,,0,0,19,60.0,60.0,99.9,60.0,,,0,0,0,,,0,0,0,0.0,0,0,0,0,1,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,
Brandon Graham,5538,ED,PHI,7,0,0,,0,0,24,65.6,70.9,42.8,71.8,63.1,59.1,2,6,0,,20.0,1,0,1,0.0,0,1,1,1,10,132,128,0,6,120,2,0,4,81,41,2,3,4,0,9,0,0,0,
Kareem Jackson,5545,S,DEN,7,7,0,75.0,0,0,10,81.4,72.2,0.0,62.8,49.9,68.6,0,0,2,18,8.9,4,2,4,79.5,9,0,91,9,232,406,4,0,0,4,0,238,402,1,173,64,6,34,12,0,1,77,19,8.6
Jerry Hughes,5556,ED,HST,6,2,0,,0,0,13,63.7,66.4,55.6,61.3,65.9,47.5,0,13,0,,13.3,2,0,1,0.0,0,1,0,0,1,166,166,0,0,166,0,0,0,100,65,0,9,11,0,14,0,0,0,
Al Woods,5646,DI,NYJ,5,2,0,,0,0,22,,55.7,81.3,53.3,57.4,71.5,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,136,136,15,119,0,2,0,0,64,72,0,4,3,0,2,0,0,0,
Von Miller,6154,ED,BUF,3,0,0,,0,0,4,62.6,62.3,78.5,57.0,66.4,69.9,0,2,0,,0.0,0,0,0,0.0,0,0,1,0,4,53,52,0,0,52,0,0,1,37,12,0,1,1,0,2,0,0,0,
Patrick Peterson,6157,CB,PIT,6,4,0,59.4,1,0,25,55.7,54.6,83.7,66.6,46.5,27.9,0,1,1,52,23.1,6,2,2,116.5,19,0,43,288,253,424,1,0,0,1,0,8,423,4,167,84,4,16,32,1,4,295,143,15.5
Cameron Jordan,6176,ED,NO,7,8,3,,0,0,20,79.6,79.7,87.3,70.7,73.6,80.8,2,23,0,,5.0,1,0,0,0.0,0,2,0,0,5,373,373,0,10,334,29,0,0,240,128,0,7,11,0,27,0,0,0,
Cameron Heyward,6183,DI,PIT,1,0,0,,0,0,25,,56.9,72.7,62.2,54.5,,1,0,0,,,0,0,0,0.0,0,0,0,0,0,14,14,0,7,1,6,0,0,9,5,0,0,0,0,1,0,0,0,
