player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Calais Campbell,4364,ED,ATL,16,11,1,100.0,0,1,2,62.2,82.0,90.0,67.7,83.4,34.2,9,24,0,13,18.9,10,0,0,118.8,1,6,12,0,10,671,654,24,56,416,158,0,17,391,270,5,33,32,1,39,0,13,1,13.0
Matthew Slater,4467,WR,NE,2,0,0,,0,0,19,60.0,60.0,99.9,60.0,,,0,0,0,,,0,0,0,0.0,0,0,0,0,1,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,
Tyson Alualu,5535,DI,DET,1,0,0,,0,0,11,,49.3,76.8,52.1,52.5,67.3,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,34,34,1,29,1,3,0,0,18,16,0,0,1,0,0,0,0,0,
Brandon Graham,5538,ED,PHI,16,0,0,0.0,0,0,24,69.0,82.1,70.4,79.5,69.4,70.8,2,21,0,,8.3,1,0,1,39.6,0,4,3,1,22,364,354,6,15,312,21,0,10,216,126,6,10,11,1,27,0,0,0,
Jason Pierre-Paul,5540,ED,MIA,3,1,0,,0,0,17,,65.8,75.7,51.3,70.5,71.4,0,0,0,,0.0,0,0,0,0.0,0,0,1,0,0,22,21,0,1,15,5,0,1,8,14,0,1,1,0,0,0,0,0,
Kareem Jackson,5545,S,HST,9,8,0,75.0,0,0,13,76.4,68.0,0.0,62.8,50.1,68.8,0,0,2,19,8.9,5,2,4,74.7,12,0,122,9,283,499,4,0,0,4,0,289,495,1,215,75,6,43,16,0,1,111,41,9.3
Jerry Hughes,5556,ED,HST,16,2,0,,0,1,13,63.9,70.6,76.8,67.3,63.9,56.0,1,23,0,,13.8,4,0,1,0.0,0,3,1,0,7,439,438,0,4,431,3,0,1,262,170,0,22,23,0,27,0,0,0,
Linval Joseph,5571,DI,BUF,7,1,0,,0,0,4,75.2,38.8,84.0,53.2,31.0,52.8,1,4,0,,11.1,1,0,0,0.0,0,1,0,0,0,161,161,111,50,0,0,0,0,87,74,0,4,7,0,6,0,0,0,
Al Woods,5646,DI,NYJ,6,2,0,,0,0,22,,54.0,81.4,53.0,55.4,71.5,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,140,140,16,122,0,2,0,0,66,74,0,4,3,0,2,0,0,0,
Von Miller,6154,ED,BUF,11,0,0,100.0,0,0,4,65.1,44.4,58.4,48.7,43.4,27.0,3,9,0,8,40.0,2,0,1,100.0,1,0,2,0,14,242,240,0,0,240,0,0,2,168,60,0,1,3,1,12,0,8,4,8.0
Patrick Peterson,6157,CB,PIT,16,8,0,51.7,1,0,25,63.7,63.0,46.7,75.3,59.2,42.5,0,2,2,52,15.4,8,6,5,80.4,31,0,105,563,645,1039,2,0,0,2,0,163,1037,6,388,206,12,36,60,2,4,388,186,12.5
Cameron Jordan,6176,ED,NO,16,15,3,,0,0,20,83.7,73.5,81.1,64.6,71.1,55.1,3,39,0,,10.6,5,0,1,0.0,0,3,0,0,10,740,740,0,15,664,61,0,0,435,295,0,19,27,0,45,0,0,0,
Cameron Heyward,6183,DI,PIT,10,5,1,,0,0,25,67.0,69.8,84.9,60.4,67.9,58.6,1,11,0,,6.3,2,0,0,0.0,0,2,1,0,0,398,397,13,213,42,129,0,1,244,154,0,24,25,0,14,0,0,0,
Justin Houston,6222,ED,CAR,7,3,1,100.0,0,0,5,82.9,61.2,48.1,61.8,49.0,44.8,2,7,0,0,18.2,2,0,1,79.2,1,1,1,0,19,177,173,0,0,171,2,0,4,99,59,3,5,6,1,10,0,0,7,0.0
Lawrence Guy Sr.,6385,DI,NE,16,16,1,,0,0,19,63.5,44.0,86.6,45.1,45.4,60.7,0,6,0,,2.6,1,0,0,0.0,0,0,0,0,0,490,489,4,234,40,211,0,1,215,275,0,20,22,0,6,0,0,0,
Nick Bellore,6515,LB,SEA,6,0,0,0.0,0,0,29,63.6,81.2,69.8,58.3,77.0,71.7,0,0,0,,0.0,0,0,0,39.6,0,0,14,0,3,15,0,0,0,0,0,0,15,1,11,0,1,1,1,0,0,0,0,
Stephon Gilmore,7016,CB,DAL,16,7,0,54.0,2,1,9,70.1,72.4,87.8,,75.9,72.2,0,0,2,68,7.4,5,8,6,83.1,47,0,62,847,579,969,4,0,0,4,0,1,965,0,390,55,13,56,87,0,4,631,195,13.4
Fletcher Cox,7018,DI,PHI,15,5,2,,0,2,24,67.0,75.7,67.1,72.4,67.0,70.2,13,23,0,,6.9,2,0,2,0.0,0,7,0,0,0,683,683,35,338,36,274,0,0,480,203,0,18,22,0,43,0,0,0,
Bruce Irvin,7021,ED,DET,3,0,0,50.0,0,0,11,29.1,40.3,0.0,59.4,60.1,69.2,2,2,0,19,,0,0,1,83.3,1,1,0,0,5,42,42,0,0,42,0,0,0,34,3,0,1,0,2,5,0,19,9,19.0
Melvin Ingram III,7024,ED,MIA,2,0,0,,0,0,17,60.8,53.7,76.6,58.4,50.5,27.6,0,2,0,,33.3,1,0,0,0.0,0,0,0,0,2,37,37,0,0,37,0,0,0,21,14,0,1,2,0,2,0,0,0,
Bobby Wagner,7050,LB,SEA,16,46,0,82.1,0,0,29,58.6,79.3,85.5,76.8,90.5,89.2,2,10,0,30,5.2,9,3,1,115.3,46,4,1027,2,587,1100,7,0,0,7,0,7,1093,77,436,57,63,119,56,16,2,493,303,10.7
Lavonte David,7060,LB,TB,14,21,0,77.3,1,1,30,67.3,72.5,65.8,70.4,74.8,71.5,0,11,0,33,8.1,10,4,2,96.4,68,5,724,15,531,907,84,0,0,84,0,2,823,74,302,82,55,93,88,16,1,553,311,8.1
