"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Austin Ekeler",LAC,"at ATL"," 8.0","A+","22.6","+0.9","43% (7/16)","13%","Great"
"2","Alvin Kamara",NO,"vs. BAL"," 7.0","A+","20.8","-1.1","36% (4/11)","20%","Poor"
"3","Josh Jacobs",LV,"at JAC"," 8.2","A","18.7","+1.2","43% (7/16)","16%","Great"
"4","Aaron Jones",GB,"at DET"," 8.4","A","17.9","-1.8","31% (5/16)","13%","Good"
"5","Travis Etienne Jr.",JAC,"vs. LV"," 4.0","A","17.9","+1.8","62% (5/8)","21%","Bad"
"6","Derrick Henry",TEN,"at KC"," 6.6","A","17.8","+3.3","57% (4/7)","36%","Good"
"7","Rhamondre Stevenson",NE,"vs. IND"," 5.4","A","17.8","+3.0","66% (10/15)","18%","Poor"
"8","Dalvin Cook",MIN,"at WAS"," 4.6","A","16.8","-0.5","42% (6/14)","19%","Good"
"9","Kenneth Walker III",SEA,"at ARI"," 4.8","A","16.3","+3.0","42% (3/7)","13%","Great"
"10","Joe Mixon",CIN,"vs. CAR"," 4.8","A","16.2","0.0","43% (7/16)","23%","Bad"
"11","Leonard Fournette",TB,"vs. LAR"," 5.4","A-","15.4","+1.2","42% (6/14)","19%","Average"
"12","Miles Sanders",PHI,"at HOU"," 9.4","A-","15.4","+0.7","50% (6/12)","18%","Good"
"13","Dameon Pierce",HOU,"vs. PHI"," 6.6","B+","14.6","+2.1","57% (4/7)","24%","Poor"
"14","D'Onta Foreman",CAR,"at CIN"," 3.6","B+","13.8","+1.6","52% (9/17)","16%","Great"
"15","Raheem Mostert",MIA,"at CHI"," 6.4","B+","13.1","-0.7","50% (4/8)","13%","Poor"
"16","Jamaal Williams",DET,"vs. GB"," 8.4","B","13.1","+2.9","50% (6/12)","26%","Good"
"17","D'Andre Swift",DET,"vs. GB"," 8.2","B","11.9","-1.7","37% (3/8)","6%","Great"
"18","Devin Singletary",BUF,"at NYJ"," 7.4","B","11.7","+1.7","56% (9/16)","15%","Bad"
"19","Kenyan Drake",BAL,"at NO"," 5.0","B","11.4","0.0","36% (4/11)","7%","Good"
"20","Antonio Gibson",WAS,"vs. MIN"," 6.4","B","11.2","+1.5","53% (8/15)","16%","Average"
"21","Deon Jackson",IND,"at NE"," 4.0","B-","11.1","+1.0","26% (4/15)","7%","Average"
"22","David Montgomery",CHI,"vs. MIA"," 5.6","B-","10.1","-0.7","40% (6/15)","12%","Poor"
"23","Michael Carter",NYJ,"vs. BUF"," 5.0","B-","10.1","-1.4","35% (5/14)","15%","Bad"
"24","AJ Dillon",GB,"at DET"," 9.4","B-","9.7","-0.2","35% (6/17)","9%","Bad"
"25","Cordarrelle Patterson",ATL,"vs. LAC","-","C+","9.5","-0.9","41% (5/12)","11%","Great"
"26","Khalil Herbert",CHI,"vs. MIA"," 4.2","C+","8.6","+1.8","50% (8/16)","16%","Good"
"27","Eno Benjamin",ARI,"vs. SEA"," 8.0","C+","7.9","+0.7","40% (6/15)","8%","Poor"
"28","James Conner",ARI,"vs. SEA"," 8.4","C","7.9","+2.6","45% (5/11)","12%","Bad"
"29","Rachaad White",TB,"vs. LAR"," 6.4","C","7.6","-0.7","25% (2/8)","8%","Bad"
"30","Isiah Pacheco",KC,"vs. TEN"," 4.4","C","7.5","-0.8","37% (3/8)","5%","Poor"
"31","Darrell Henderson Jr.",LAR,"at TB"," 5.4","C","7.3","-4.2","15% (2/13)","8%","Average"
"32","Clyde Edwards-Helaire",KC,"vs. TEN"," 4.2","C","7.0","+0.9","53% (7/13)","16%","Good"
"33","Brian Robinson Jr.",WAS,"vs. MIN"," 5.0","C","6.8","-1.2","50% (2/4)","11%","Bad"
"34","Justice Hill",BAL,"at NO"," 5.6","C","6.6","0.0","50% (3/6)","2%","Bad"
"35","Tyler Allgeier",ATL,"vs. LAC"," 7.4","C","6.6","+1.0","42% (3/7)","14%","Poor"
"36","Dontrell Hilliard",TEN,"at KC"," 6.2","C-","6.5","+1.7","57% (8/14)","6%","Great"
"37","Caleb Huntley",ATL,"vs. LAC"," 8.0","C-","6.4","-0.6","50% (2/4)","11%","Bad"
"38","Nyheim Hines",BUF,"at NYJ"," 7.0","C-","6.2","-0.3","40% (6/15)","0%","Bad"
"39","Jerick McKinnon",KC,"vs. TEN"," 4.6","D+","6.0","-0.9","50% (6/12)","9%","Bad"
