"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Justin Jefferson",MIN,"vs. IND"," 6.2","A+","20.9","+0.9","43% (7/16)","22%","Poor"
"2","Davante Adams",LV,"vs. NE"," 5.8","A+","20.0","+1.7","50% (8/16)","23%","Good"
"3","Ja'Marr Chase",CIN,"at TB"," 7.0","A+","19.9","+3.1","50% (6/12)","17%","Average"
"4","Tyreek Hill",MIA,"at BUF"," 6.0","A+","19.7","+0.8","50% (8/16)","16%","Average"
"5","Stefon Diggs",BUF,"vs. MIA"," 4.0","A+","18.7","+0.6","50% (8/16)","21%","Average"
"6","Amon-Ra St. Brown",DET,"at NYJ"," 4.8","A+","18.6","+3.3","53% (8/15)","11%","Average"
"7","CeeDee Lamb",DAL,"at JAC"," 6.8","A","18.5","-1.5","37% (6/16)","12%","Average"
"8","Keenan Allen",LAC,"vs. TEN"," 7.0","A","17.8","-2.4","50% (5/10)","13%","Bad"
"9","A.J. Brown",PHI,"at CHI"," 7.8","A","17.1","+0.4","46% (7/15)","17%","Good"
"10","DeAndre Hopkins",ARI,"at DEN"," 3.2","A","16.6","+1.0","42% (3/7)","13%","Average"
"11","DK Metcalf",SEA,"vs. SF"," 4.6","A","16.5","+0.4","56% (9/16)","18%","Average"
"12","Terry McLaurin",WAS,"vs. NYG"," 4.4","A","16.2","-1.3","37% (6/16)","13%","Bad"
"13","Chris Godwin",TB,"vs. CIN"," 4.8","A","16.1","-1.1","25% (3/12)","10%","Bad"
"14","Mike Williams",LAC,"vs. TEN"," 7.2","A","15.8","-0.8","54% (6/11)","11%","Poor"
"15","Christian Kirk",JAC,"vs. DAL"," 8.0","A","15.8","+0.3","43% (7/16)","22%","Poor"
"16","Tyler Lockett",SEA,"vs. SF"," 4.2","A","15.7","0.0","53% (8/15)","15%","Good"
"17","Garrett Wilson",NYJ,"vs. DET"," 5.2","A","15.6","+1.2","38% (5/13)","11%","Poor"
"18","Michael Pittman Jr.",IND,"at MIN"," 7.4","A-","15.6","-2.2","26% (4/15)","9%","Bad"
"19","Chris Olave",NO,"vs. ATL"," 8.2","A-","15.3","+0.2","41% (5/12)","14%","Bad"
"20","Jaylen Waddle",MIA,"at BUF"," 6.0","A-","15.3","-0.2","46% (7/15)","9%","Great"
"21","Christian Watson",GB,"vs. LAR"," 7.6","A-","15.3","+5.1","60% (6/10)","8%","Great"
"22","DeVonta Smith",PHI,"at CHI"," 8.0","A-","15.0","+0.3","50% (8/16)","8%","Good"
"23","JuJu Smith-Schuster",KC,"at HOU"," 5.6","B+","15.0","-1.6","38% (5/13)","10%","Bad"
"24","Amari Cooper",CLE,"vs. BAL"," 7.2","B+","14.8","-0.2","43% (7/16)","18%","Average"
"25","Zay Jones",JAC,"vs. DAL"," 8.8","B","14.7","+2.9","60% (9/15)","16%","Bad"
"26","Jerry Jeudy",DEN,"vs. ARI"," 7.0","B","14.6","-0.1","46% (6/13)","11%","Good"
"27","Diontae Johnson",PIT,"at CAR"," 5.0","B-","14.4","-3.0","12% (2/16)","17%","Bad"
"28","Brandon Aiyuk",SF,"at SEA"," 6.8","B-","13.6","+1.1","50% (8/16)","7%","Great"
"29","Tee Higgins",CIN,"at TB"," 6.8","B","12.4","-0.7","31% (5/16)","7%","Good"
"30","Mike Evans",TB,"vs. CIN"," 4.8","B-","12.3","-2.9","35% (5/14)","13%","Bad"
"31","Marquise Brown",ARI,"at DEN"," 3.2","C+","12.3","-1.1","27% (3/11)","14%","Poor"
"32","Adam Thielen",MIN,"vs. IND"," 6.2","C+","12.1","-0.6","35% (5/14)","12%","Poor"
"33","Allen Lazard",GB,"vs. LAR"," 7.4","C+","12.0","+0.3","50% (7/14)","18%","Poor"
"34","DJ Moore",CAR,"vs. PIT"," 6.2","C+","11.9","-2.8","18% (3/16)","16%","Poor"
"35","Drake London",ATL,"at NO"," 6.2","C+","11.9","-1.5","38% (5/13)","14%","Average"
"36","Donovan Peoples-Jones",CLE,"vs. BAL"," 7.2","C+","11.8","+0.8","68% (11/16)","12%","Bad"
"37","Darius Slayton",NYG,"at WAS"," 6.0","C+","11.1","+0.4","42% (6/14)","7%","Average"
"38","George Pickens",PIT,"at CAR"," 5.0","C","10.9","-0.4","61% (8/13)","8%","Average"
"39","Gabe Davis",BUF,"vs. MIA"," 5.0","C","10.8","+0.5","35% (5/14)","9%","Good"
"40","Chris Moore",HOU,"vs. KC"," 7.2","C","10.6","+1.2","57% (8/14)","9%","Bad"
"41","Joshua Palmer",LAC,"vs. TEN"," 6.8","C","10.2","+0.1","37% (6/16)","6%","Average"
"42","Michael Gallup",DAL,"at JAC"," 6.8","C","10.1","-1.1","30% (4/13)","8%","Average"
"43","Curtis Samuel",WAS,"vs. NYG"," 5.0","C","10.1","+0.2","53% (7/13)","10%","Average"
"44","Parris Campbell",IND,"at MIN"," 7.0","C","10.0","+0.9","46% (6/13)","7%","Average"
"45","Jakobi Meyers",NE,"at LV"," 7.2","C","9.9","+0.6","38% (5/13)","7%","Average"
"46","DJ Chark Jr.",DET,"at NYJ"," 4.2","C","9.6","+1.3","57% (4/7)","12%","Poor"
"47","Alec Pierce",IND,"at MIN"," 6.8","C-","9.6","+0.3","50% (6/12)","6%","Average"
"48","Elijah Moore",NYJ,"vs. DET"," 5.4","C-","9.2","-2.0","16% (2/12)","10%","Bad"
"49","Mack Hollins",LV,"vs. NE"," 6.0","C-","9.0","+0.5","43% (7/16)","11%","Poor"
"50","Robert Woods",TEN,"at LAC"," 5.2","C-","8.5","-3.3","30% (4/13)","5%","Bad"
"51","Van Jefferson",LAR,"at GB"," 5.8","C-","8.5","-1.2","40% (4/10)","9%","Good"
"52","Jahan Dotson",WAS,"vs. NYG"," 3.6","C-","8.5","+1.8","50% (4/8)","7%","Great"
"53","Isaiah McKenzie",BUF,"vs. MIA"," 4.2","D+","8.4","+1.9","46% (7/15)","9%","Average"
"54","Nelson Agholor",NE,"at LV"," 7.2","D+","8.3","-0.2","15% (2/13)","5%","Average"
"55","Tutu Atwell",LAR,"at GB"," 6.2","D+","8.3","+1.0","50% (5/10)","5%","Poor"
"56","Tyler Boyd",CIN,"at TB"," 7.4","D+","8.3","+1.3","56% (9/16)","7%","Average"
"57","Marquez Valdes-Scantling",KC,"at HOU"," 6.6","D","8.2","-1.9","35% (6/17)","6%","Bad"
"58","Demarcus Robinson",BAL,"at CLE"," 6.2","D","8.1","+0.4","43% (7/16)","5%","Bad"
"59","Nick Westbrook-Ikhine",TEN,"at LAC"," 5.8","D","8.0","-0.6","37% (6/16)","7%","Average"
"60","Jarvis Landry",NO,"vs. ATL"," 8.4","D","8.0","-2.7","18% (2/11)","10%","Bad"
"61","Ben Skowronek",LAR,"at GB"," 4.4","D-","7.8","-0.4","37% (6/16)","4%","Bad"
"62","Isaiah Hodgins",NYG,"at WAS"," 6.4","D","7.8","+2.6","42% (3/7)","8%","Good"
"63","Julio Jones",TB,"vs. CIN"," 4.2","F","7.6","-1.0","50% (5/10)","11%","Poor"
"64","Olamide Zaccheaus",ATL,"at NO"," 6.0","D-","7.5","+0.3","50% (8/16)","3%","Great"
"65","Terrace Marshall Jr.",CAR,"vs. PIT"," 6.2","F","7.5","-0.6","30% (4/13)","10%","Bad"
"66","Richie James Jr.",NYG,"at WAS"," 5.2","F","7.4","-0.2","36% (4/11)","5%","Great"
"67","Phillip Dorsett II",HOU,"vs. KC"," 7.0","F","7.3","-0.9","35% (5/14)","4%","Poor"
"68","Quez Watkins",PHI,"at CHI"," 7.6","F","7.3","+0.6","50% (8/16)","5%","Great"
"69","Jauan Jennings",SF,"at SEA"," 6.6","F","7.3","+0.6","40% (6/15)","3%","Bad"
"70","Marquise Goodwin",SEA,"vs. SF"," 5.0","F","7.2","+2.0","53% (7/13)","10%","Good"
"71","Devin Duvernay",BAL,"at CLE"," 6.8","F","6.9","+0.2","46% (7/15)","9%","Poor"
"72","Rashid Shaheed",NO,"vs. ATL","-","F","6.8","+3.0","62% (5/8)","3%","Great"
"73","Marvin Jones Jr.",JAC,"vs. DAL"," 8.8","F","6.7","-1.5","40% (6/15)","11%","Bad"
"74","Josh Reynolds",DET,"at NYJ"," 4.2","F","6.7","+1.1","46% (6/13)","14%","Bad"
"75","Hunter Renfrow",LV,"vs. NE","-","F","6.7","-3.5","10% (1/10)","3%","Bad"
"76","K.J. Osborn",MIN,"vs. IND"," 6.2","F","6.6","+0.3","43% (7/16)","6%","Average"
"77","Noah Brown",DAL,"at JAC"," 7.0","F","6.5","-0.1","41% (5/12)","9%","Bad"
"78","Amari Rodgers",HOU,"vs. KC"," 7.6","F","6.5","-0.8","7% (1/14)","5%","Great"
"79","Trent Sherfield",MIA,"at BUF"," 7.0","F","6.5","+1.0","43% (7/16)","5%","Average"
"80","Jameson Williams",DET,"at NYJ"," 4.6","F","6.5","+1.0","50% (1/2)","3%","Great"
"81","Laviska Shenault Jr.",CAR,"vs. PIT"," 6.8","F","6.4","+0.1","33% (4/12)","3%","Great"
"82","Tyquan Thornton",NE,"at LV"," 7.0","F","6.3","-0.6","33% (3/9)","7%","Average"
"83","Kendrick Bourne",NE,"at LV"," 7.6","F","6.3","-0.8","40% (6/15)","4%","Bad"
"84","Randall Cobb",GB,"vs. LAR"," 7.8","F","6.3","+0.3","66% (6/9)","8%","Bad"
"85","Equanimeous St. Brown",CHI,"vs. PHI"," 3.6","F","6.0","-0.5","46% (7/15)","4%","Bad"
"86","Dante Pettis",CHI,"vs. PHI"," 4.4","F","6.0","-0.4","23% (3/13)","4%","Great"
"87","Denzel Mims",NYJ,"vs. DET"," 4.6","F","6.0","-1.5","30% (3/10)","1%","Bad"
"88","Kadarius Toney",KC,"at HOU"," 6.0","F","6.0","-3.3","14% (1/7)","2%","Great"
"89","Romeo Doubs",GB,"vs. LAR"," 7.0","F","5.9","-1.2","44% (4/9)","9%","Good"
"90","DeSean Jackson",BAL,"at CLE"," 6.6","F","5.9","-0.9","33% (3/9)","1%","Bad"
"91","Ray-Ray McCloud",SF,"at SEA"," 7.4","F","5.6","+0.1","27% (3/11)","1%","Good"
"92","Russell Gage",TB,"vs. CIN"," 4.6","F","5.5","-1.0","25% (3/12)","7%","Average"
"93","Steven Sims Jr.",PIT,"at CAR","-","F","5.5","-1.0","28% (2/7)","2%","Bad"
"94","Skyy Moore",KC,"at HOU"," 5.8","F","5.5","-1.5","30% (4/13)","1%","Bad"
"95","Justin Watson",KC,"at HOU"," 7.2","F","5.5","-0.7","26% (4/15)","4%","Average"
"96","Robbie Anderson",ARI,"at DEN"," 4.0","F","5.5","-2.7","18% (3/16)","2%","Great"
"97","Byron Pringle",CHI,"vs. PHI"," 4.2","F","5.3","+0.7","20% (2/10)","5%","Good"
"98","Trenton Irwin",CIN,"at TB"," 6.6","F","5.2","+2.2","42% (3/7)","5%","Good"
"99","Jamal Agnew",JAC,"vs. DAL"," 8.6","F","5.2","+1.5","36% (4/11)","7%","Good"
"100","Braxton Berrios",NYJ,"vs. DET"," 4.0","F","5.0","+0.8","50% (8/16)","3%","Good"
"101","Brandon Johnson",DEN,"vs. ARI"," 7.6","F","4.8","-","-","9%","Average"
"102","DeAndre Carter",LAC,"vs. TEN"," 6.8","F","4.7","-0.5","29% (5/17)","6%","Average"
"103","Damiere Byrd",ATL,"at NO","-","F","4.7","+0.4","30% (4/13)","3%","Great"
"104","Shi Smith",CAR,"vs. PIT"," 6.4","F","4.7","-1.3","28% (4/14)","6%","Bad"
"105","Brandon Powell",LAR,"at GB"," 5.0","F","4.6","+0.2","35% (5/14)","5%","Bad"
"106","A.J. Green",ARI,"at DEN"," 3.8","F","4.4","-2.0","20% (3/15)","6%","Bad"
"107","Greg Dortch",ARI,"at DEN"," 3.0","F","4.3","-0.1","38% (5/13)","7%","Average"
"108","Cedrick Wilson Jr.",MIA,"at BUF"," 5.8","F","4.3","-1.1","20% (3/15)","1%","Bad"
"109","Kalif Raymond",DET,"at NYJ"," 5.0","F","4.2","-1.1","26% (4/15)","7%","Bad"
"110","Ashton Dulin",IND,"at MIN"," 7.0","F","4.1","+0.1","45% (5/11)","10%","Bad"
"111","Zach Pascal",PHI,"at CHI"," 8.2","F","4.0","-0.7","20% (3/15)","2%","Good"
"112","Montrell Washington",DEN,"vs. ARI"," 7.6","F","3.7","-1.7","18% (2/11)","2%","Bad"
"113","Jalen Virgil",DEN,"vs. ARI","-","F","3.7","-2.7","0% (0/4)","2%","Great"
"114","N'Keal Harry",CHI,"vs. PHI","-","F","3.7","+1.3","40% (2/5)","5%","Great"
"115","Dyami Brown",WAS,"vs. NYG"," 4.2","F","3.6","+0.1","33% (4/12)","3%","Great"
"116","Racey McMath",TEN,"at LAC","-","F","3.4","-2.3","0% (0/5)","29%","Bad"
"117","Cole Beasley",BUF,"vs. MIA","-","F","3.3","-2.9","0% (0/4)","0%","N/A"
"118","Trent Taylor",CIN,"at TB"," 6.8","F","3.3","-0.8","8% (1/12)","2%","Bad"
"119","Austin Trammell",LAR,"at GB","-","F","3.2","-1.2","0% (0/1)","0%","Bad"
"120","Tre'Quan Smith",NO,"vs. ATL"," 8.4","F","3.1","-1.7","23% (3/13)","4%","Average"
"121","Khalil Shakir",BUF,"vs. MIA"," 4.4","F","3.0","-1.0","10% (1/10)","2%","Great"
"122","Keelan Cole Sr.",LV,"vs. NE"," 6.2","F","3.0","-2.4","7% (1/14)","5%","Bad"
"123","James Washington",DAL,"at JAC"," 7.0","F","2.8","-3.6","16% (1/6)","0%","Bad"
"124","Kenny Golladay",NYG,"at WAS"," 6.4","F","2.5","-4.0","9% (1/11)","0%","Bad"
"125","Velus Jones Jr.",CHI,"vs. PHI","-","F","2.4","+0.1","33% (2/6)","3%","Great"
"126","Scotty Miller",TB,"vs. CIN"," 4.6","F","2.4","-0.8","42% (6/14)","6%","Bad"
"127","Gunner Olszewski",PIT,"at CAR","-","F","2.3","-0.5","8% (1/12)","2%","Bad"
"128","KhaDarel Hodge",ATL,"at NO"," 6.2","F","2.2","+0.3","43% (7/16)","4%","Good"
"129","Chris Conley",TEN,"at LAC","-","F","2.1","-1.4","20% (2/10)","1%","Bad"
"130","Demetric Felton Jr.",CLE,"vs. BAL","-","F","1.9","-1.4","0% (0/3)","0%","N/A"
"131","Danny Gray",SF,"at SEA"," 7.0","F","1.7","-1.4","0% (0/3)","2%","Bad"
"132","Marquez Callaway",NO,"vs. ATL"," 8.2","F","1.7","-0.4","28% (4/14)","10%","Bad"
"133","Michael Woods II",CLE,"vs. BAL","-","F","2.0","-0.5","25% (1/4)","5%","Bad"
"134","James Proche II",BAL,"at CLE","-","F","1.6","-1.0","18% (2/11)","2%","Bad"
"135","Jalen Reagor",MIN,"vs. IND","-","F","-","-0.1","30% (4/13)","2%","Great"
"136","Freddie Swain",DEN,"vs. ARI","-","F","-","-0.3","33% (1/3)","0%","N/A"
"137","T.Y. Hilton",DAL,"at JAC","-","F","-","+2.1","66% (2/3)","0%","N/A"
"138","Stanley Morgan Jr.",CIN,"at TB","-","F","-","-0.8","0% (0/10)","12%","Bad"
"139","Lawrence Cager",NYG,"at WAS","-","F","-","-0.7","0% (0/2)","3%","Great"
"140","Sammy Watkins",GB,"vs. LAR","-","F","-","-2.4","18% (2/11)","8%","Bad"
"141","Marcus Johnson",NYG,"at WAS","-","F","-","-2.8","11% (1/9)","12%","Bad"
"142","Cam Sims",WAS,"vs. NYG","-","F","-","-1.5","6% (1/15)","2%","Bad"
"143","Mecole Hardman",KC,"at HOU","-","F","-","+2.0","58% (7/12)","11%","Great"
"144","Samori Toure",GB,"vs. LAR","-","F","-","+0.5","60% (3/5)","10%","Poor"
"145","Lance McCutcheon",LAR,"at GB","-","F","-","-2.3","0% (0/3)","0%","N/A"
"146","Daylen Baldwin",CLE,"vs. BAL","-","F","-","-","-","0%","N/A"
"147","Tim Jones",JAC,"vs. DAL","-","F","-","-0.7","14% (1/7)","0%","N/A"
"148","Laquon Treadwell",SEA,"vs. SF","-","F","-","+2.7","66% (2/3)","6%","Bad"
"149","Breshad Perriman",TB,"vs. CIN","-","F","-","-1.8","18% (2/11)","4%","Average"
"150","Jalen Tolbert",DAL,"at JAC","-","F","-","-3.0","0% (0/6)","3%","Bad"
"151","Rashard Higgins",CAR,"vs. PIT","-","F","-","-0.8","11% (1/9)","0%","N/A"
"152","DJ Turner",FA,"-","-","F","-","-0.9","20% (1/5)","4%","Bad"
"153","Willie Snead IV",SF,"at SEA","-","F","-","-","-","0%","N/A"
"154","Deonte Harty",NO,"vs. ATL","-","F","-","-2.3","0% (0/5)","0%","N/A"
"155","David Sills V",NYG,"at WAS","-","F","-","-2.1","9% (1/11)","2%","Bad"
"156","Dareke Young",SEA,"vs. SF","-","F","-","-1.0","0% (0/6)","0%","N/A"
"157","KaVontae Turpin",DAL,"at JAC","-","F","-","-1.4","0% (0/7)","1%","Bad"
"158","Jalen Nailor",MIN,"vs. IND","-","F","-","-0.2","16% (1/6)","0%","Bad"
"159","Miles Boykin",PIT,"at CAR","-","F","-","-1.5","0% (0/9)","1%","Bad"
"160","Penny Hart",SEA,"vs. SF","-","F","-","-1.1","22% (2/9)","0%","N/A"
"161","Dax Milne",WAS,"vs. NYG","-","F","-","+0.4","50% (5/10)","2%","Great"
"162","John Brown",BUF,"vs. MIA","-","F","-","-","-","5%","Bad"
"163","Jeff Smith",NYJ,"vs. DET","-","F","-","-0.8","18% (2/11)","1%","Bad"
"164","Bryan Edwards",KC,"at HOU","-","F","-","-3.0","11% (1/9)","0%","N/A"
"165","Michael Bandy",LAC,"vs. TEN","-","F","-","-2.4","16% (1/6)","3%","Bad"
"166","Britain Covey",PHI,"at CHI","-","F","-","-0.2","0% (0/6)","0%","N/A"
