"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Travis Kelce",KC,"vs. JAC"," 7.6","A+","19.6","+0.5","60% (9/15)","24%","Average"
"2","Dallas Goedert",PHI,"vs. WAS"," 3.0","A","14.4","+0.6","53% (8/15)","9%","Average"
"3","George Kittle",SF,"vs. LAC"," 5.6","A","13.3","-0.1","35% (5/14)","10%","Poor"
"4","T.J. Hockenson",MIN,"at BUF"," 5.0","A-","13.3","+0.2","50% (6/12)","16%","Great"
"5","Zach Ertz",ARI,"at LAR"," 6.2","B+","13.0","+0.9","43% (7/16)","13%","Average"
"6","Greg Dulcich",DEN,"at TEN"," 7.4","B","12.8","+5.1","100% (3/3)","7%","Good"
"7","Gerald Everett",LAC,"at SF"," 5.2","B","12.0","+0.2","52% (9/17)","11%","Bad"
"8","Pat Freiermuth",PIT,"vs. NO"," 2.2","B","10.8","0.0","57% (8/14)","15%","Bad"
"9","Kyle Pitts",ATL,"at CAR"," 6.6","B-","9.8","-2.6","31% (5/16)","10%","Poor"
"10","Dalton Schultz",DAL,"at GB"," 5.6","C+","9.3","-0.8","50% (7/14)","3%","Bad"
"11","Taysom Hill",NO,"at PIT"," 5.6","C","8.8","+7.9","75% (6/8)","7%","Great"
"12","Evan Engram",JAC,"at KC"," 8.0","C","8.7","-0.4","43% (7/16)","6%","Poor"
"13","Cole Kmet",CHI,"vs. DET"," 8.6","C","8.4","-0.1","31% (5/16)","6%","Great"
"14","Tyler Higbee",LAR,"vs. ARI"," 9.4","C","8.3","-1.6","38% (5/13)","6%","Bad"
"15","Foster Moreau",LV,"vs. IND"," 9.0","C-","7.3","-1.0","40% (6/15)","3%","Bad"
"16","Mike Gesicki",MIA,"vs. CLE"," 7.6","D+","7.2","-1.2","18% (3/16)","6%","Great"
"17","Robert Tonyan",GB,"vs. DAL"," 4.2","D+","6.9","-0.7","33% (3/9)","8%","Bad"
"18","Noah Fant",SEA,"at TB"," 6.0","D","6.6","0.0","43% (7/16)","8%","Bad"
"19","Cade Otton",TB,"vs. SEA"," 7.0","D","6.6","+1.2","62% (5/8)","8%","Bad"
"20","Dawson Knox",BUF,"vs. MIN"," 8.2","D","6.3","-1.0","33% (5/15)","6%","Great"
"21","Juwan Johnson",NO,"at PIT"," 5.6","D-","5.7","+0.6","46% (7/15)","7%","Great"
"22","Will Dissly",SEA,"at TB"," 6.0","F","5.6","+0.8","35% (6/17)","7%","Great"
"23","Harrison Bryant",CLE,"at MIA","-","F","5.5","+0.2","57% (8/14)","5%","Bad"
"24","Logan Thomas",WAS,"at PHI"," 4.4","F","5.3","-1.2","37% (3/8)","10%","Bad"
"25","Brevin Jordan",HOU,"at NYG"," 7.8","F","4.8","-1.0","25% (3/12)","6%","Bad"
"26","Tommy Tremble",CAR,"vs. ATL"," 4.4","F","4.8","-0.4","35% (6/17)","6%","Great"
"27","Austin Hooper",TEN,"vs. DEN"," 6.0","F","4.6","-1.6","31% (5/16)","7%","Bad"
"28","James Mitchell",DET,"at CHI"," 4.6","F","4.4","+0.3","40% (2/5)","6%","Great"
"29","Tanner Hudson",NYG,"vs. HOU","-","F","4.4","-0.7","25% (2/8)","0%","Bad"
"30","Brock Wright",DET,"at CHI"," 4.6","F","4.1","-0.8","25% (4/16)","1%","Bad"
"31","Kylen Granson",IND,"at LV","-","F","4.1","0.0","37% (6/16)","2%","Bad"
"32","Cameron Brate",TB,"vs. SEA","-","F","4.1","+0.8","61% (8/13)","11%","Bad"
"33","Mo Alie-Cox",IND,"at LV"," 9.8","F","4.1","-1.0","18% (3/16)","5%","Great"
"34","Chigoziem Okonkwo",TEN,"vs. DEN","-","F","4.0","+0.1","25% (2/8)","6%","Average"
"35","Noah Gray",KC,"vs. JAC","-","F","3.5","+0.3","43% (7/16)","3%","Average"
"36","Jordan Akins",HOU,"at NYG"," 8.0","F","3.4","-0.7","25% (3/12)","5%","Good"
"37","Josiah Deguara",GB,"vs. DAL","-","F","3.4","-0.1","35% (6/17)","1%","Bad"
"38","Dan Arnold",JAC,"at KC","-","F","3.4","-1.2","41% (5/12)","3%","Bad"
"39","O.J. Howard",HOU,"at NYG","-","F","3.3","-1.5","12% (2/16)","3%","Great"
"40","Adam Trautman",NO,"at PIT","-","F","3.1","+0.2","36% (4/11)","2%","Great"
"41","Colby Parkinson",SEA,"at TB","-","F","3.1","+0.2","35% (6/17)","2%","Great"
"42","Shane Zylstra",DET,"at CHI","-","F","3.0","-0.7","14% (1/7)","13%","Great"
"43","Chris Myarick",NYG,"vs. HOU","-","F","3.0","+0.1","30% (4/13)","5%","Great"
"44","Jake Ferguson",DAL,"at GB","-","F","2.9","+0.7","25% (2/8)","7%","Great"
"45","Tre' McKitty",LAC,"at SF","-","F","2.8","-1.1","17% (3/17)","5%","Bad"
"46","Johnny Mundt",MIN,"at BUF","-","F","2.8","+0.6","50% (4/8)","3%","Average"
"47","Peyton Hendershot",DAL,"at GB","-","F","2.8","+0.6","50% (4/8)","6%","Great"
"48","John Bates",WAS,"at PHI","-","F","2.8","0.0","41% (7/17)","3%","Bad"
"49","Geoff Swaim",TEN,"vs. DEN","-","F","2.8","-0.7","33% (5/15)","10%","Average"
"50","Zach Gentry",PIT,"vs. NO","-","F","2.4","-0.3","31% (5/16)","4%","Bad"
"51","Armani Rogers",WAS,"at PHI","-","F","2.4","0.0","33% (3/9)","0%","Bad"
"52","Teagan Quitoriano",HOU,"at NYG","-","F","2.4","+1.4","33% (1/3)","21%","Great"
"53","Durham Smythe",MIA,"vs. CLE","-","F","2.3","-0.1","46% (7/15)","5%","Average"
"54","Jack Stoll",PHI,"vs. WAS","-","F","2.3","-0.5","28% (4/14)","5%","Bad"
"55","Quintin Morris",BUF,"vs. MIN","-","F","2.2","-0.8","11% (1/9)","5%","Bad"
"56","Pharaoh Brown",CLE,"at MIA","-","F","2.2","-1.2","21% (3/14)","1%","Bad"
"57","Ross Dwelley",SF,"vs. LAC","-","F","2.0","-0.4","13% (2/15)","2%","Great"
"58","Marcedes Lewis",GB,"vs. DAL","-","F","2.0","-0.5","23% (4/17)","8%","Great"
"59","Ko Kieft",TB,"vs. SEA","-","F","2.0","-0.6","33% (3/9)","1%","Bad"
"60","Trey McBride",ARI,"at LAR","-","F","2.0","-0.7","12% (1/8)","0%","Bad"
"61","Kyle Rudolph",TB,"vs. SEA","-","F","2.0","-0.3","36% (4/11)","1%","Bad"
"62","Trevon Wesco",CHI,"vs. DET","-","F","1.9","-0.1","23% (3/13)","0%","N/A"
"63","Eric Saubert",DEN,"at TEN","-","F","1.8","0.0","26% (4/15)","7%","Bad"
"64","Chris Manhertz",JAC,"at KC","-","F","1.6","-1.0","17% (3/17)","2%","Bad"
