"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Jalen Hurts",PHI,"at CHI"," 8.4","A+","25.2","+1.7","62% (10/16)","24%","Great"
"2","Patrick Mahomes II",KC,"at HOU"," 3.2","A","24.3","+1.3","64% (11/17)","3%","Average"
"3","Josh Allen",BUF,"vs. MIA"," 7.0","A","22.8","+0.7","43% (7/16)","10%","Average"
"4","Justin Herbert",LAC,"vs. TEN"," 5.2","A","21.6","-2.7","35% (6/17)","1%","Bad"
"5","Joe Burrow",CIN,"at TB"," 6.2","A","20.2","+4.9","56% (9/16)","8%","Good"
"6","Justin Fields",CHI,"vs. PHI"," 4.2","A","19.0","+4.3","69% (9/13)","14%","Great"
"7","Dak Prescott",DAL,"at JAC"," 7.2","B+","18.2","-0.2","54% (6/11)","1%","Good"
"8","Kirk Cousins",MIN,"vs. IND"," 6.0","B","17.6","-0.5","40% (6/15)","4%","Bad"
"9","Trevor Lawrence",JAC,"vs. DAL"," 2.8","B","17.1","+1.4","43% (7/16)","9%","Bad"
"10","Tom Brady",TB,"vs. CIN"," 4.4","B-","16.9","-2.8","25% (4/16)","2%","Bad"
"11","Geno Smith",SEA,"vs. SF"," 3.2","B-","16.8","+1.9","66% (10/15)","2%","Good"
"12","Deshaun Watson",CLE,"vs. BAL"," 7.4","C+","16.7","-6.6","50% (1/2)","3%","Bad"
"13","Aaron Rodgers",GB,"vs. LAR"," 5.8","C+","16.6","-1.5","31% (5/16)","1%","Average"
"14","Tua Tagovailoa",MIA,"at BUF"," 4.8","C","16.5","-0.9","28% (4/14)","2%","Great"
"15","Daniel Jones",NYG,"at WAS"," 7.0","C","16.3","+1.4","61% (8/13)","12%","Average"
"16","Derek Carr",LV,"vs. NE"," 7.0","C","16.2","-2.2","31% (5/16)","1%","Poor"
"17","Mac Jones",NE,"at LV"," 9.6","C-","16.0","-1.5","30% (4/13)","3%","Bad"
"18","Jared Goff",DET,"at NYJ"," 4.0","C-","15.8","+1.5","57% (8/14)","1%","Poor"
"19","Brock Purdy",SF,"at SEA"," 8.6","D+","15.5","+0.8","22% (2/9)","5%","Great"
"20","Matt Ryan",IND,"at MIN"," 5.0","D+","15.4","-1.0","21% (3/14)","4%","Poor"
"21","Tyler Huntley",BAL,"at CLE"," 7.4","D","15.2","-0.6","7% (1/14)","11%","Bad"
"22","Ryan Tannehill",TEN,"at LAC"," 8.0","D","15.0","-0.9","35% (5/14)","4%","Poor"
"23","Andy Dalton",NO,"vs. ATL"," 8.8","D","14.8","-0.1","26% (4/15)","3%","Average"
"24","Taylor Heinicke",WAS,"vs. NYG"," 6.4","D-","14.4","-1.5","20% (3/15)","4%","Average"
"25","Zach Wilson",NYJ,"vs. DET","-","F","14.1","-0.7","40% (4/10)","6%","Average"
"26","Desmond Ridder",ATL,"at NO"," 7.4","F","13.7","-0.5","0% (0/12)","0%","N/A"
"27","Colt McCoy",ARI,"at DEN"," 3.2","F","13.5","+0.4","27% (3/11)","2%","Bad"
"28","Sam Darnold",CAR,"vs. PIT"," 3.4","F","13.2","-0.4","40% (2/5)","13%","Bad"
"29","Mitch Trubisky",PIT,"at CAR"," 5.0","F","12.9","0.0","23% (3/13)","4%","Poor"
"30","Baker Mayfield",LAR,"at GB"," 7.2","F","12.3","+0.4","30% (4/13)","1%","Average"
"31","Brett Rypien",DEN,"vs. ARI"," 7.2","F","11.7","-0.8","9% (1/11)","0%","Bad"
"32","Davis Mills",HOU,"vs. KC"," 9.2","F","10.4","-0.7","46% (7/15)","2%","Bad"
"33","Jeff Driskel",HOU,"vs. KC","-","F","4.4","-","-","3%","Good"
"34","Mason Rudolph",PIT,"at CAR","-","F","2.3","+0.7","50% (1/2)","0%","N/A"
"35","Anthony Brown",BAL,"at CLE"," 7.6","F","1.8","-","-","0%","Bad"
"36","Josh Johnson",SF,"at SEA","-","F","1.0","+0.7","25% (1/4)","2%","Bad"
