"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Christian McCaffrey",SF,"at SEA"," 9.2","A+","22.2","+1.1","46% (6/13)","20%","Great"
"2","Derrick Henry",TEN,"at LAC"," 7.2","A+","21.6","+1.1","53% (7/13)","20%","Good"
"3","Austin Ekeler",LAC,"vs. TEN"," 4.6","A+","19.9","-0.2","43% (7/16)","18%","Good"
"4","Jonathan Taylor",IND,"at MIN"," 5.4","A","18.5","-3.7","30% (4/13)","22%","Bad"
"5","Josh Jacobs",LV,"vs. NE"," 2.8","A","18.4","+3.3","56% (9/16)","18%","Great"
"6","Dalvin Cook",MIN,"vs. IND"," 6.4","A","16.7","-3.0","26% (4/15)","20%","Average"
"7","Alvin Kamara",NO,"vs. ATL"," 9.0","A","16.5","-4.0","21% (3/14)","14%","Poor"
"8","James Conner",ARI,"at DEN"," 5.2","A","16.4","0.0","45% (5/11)","14%","Average"
"9","Tony Pollard",DAL,"at JAC"," 7.0","A","16.4","+3.3","62% (10/16)","13%","Great"
"10","Aaron Jones",GB,"vs. LAR"," 4.6","A-","16.1","-0.6","37% (6/16)","12%","Good"
"11","Saquon Barkley",NYG,"at WAS"," 4.2","A-","15.5","-2.1","31% (5/16)","21%","Average"
"12","Miles Sanders",PHI,"at CHI"," 8.2","A-","15.3","+2.3","53% (8/15)","16%","Great"
"13","Joe Mixon",CIN,"at TB"," 5.6","B+","15.0","+0.3","35% (5/14)","22%","Poor"
"14","Nick Chubb",CLE,"vs. BAL"," 6.2","B+","13.8","+1.0","56% (9/16)","19%","Great"
"15","Isiah Pacheco",KC,"at HOU"," 8.6","B","13.7","-0.3","42% (6/14)","8%","Poor"
"16","Travis Etienne Jr.",JAC,"vs. DAL"," 5.2","B","13.6","-1.7","46% (6/13)","19%","Bad"
"17","Zonovan Knight",NYJ,"vs. DET"," 6.8","B","13.5","+6.8","100% (3/3)","16%","Bad"
"18","David Montgomery",CHI,"vs. PHI"," 8.6","B","13.3","-0.9","46% (7/15)","13%","Poor"
"19","Ezekiel Elliott",DAL,"at JAC"," 7.0","B","13.3","+1.1","64% (9/14)","22%","Average"
"20","Najee Harris",PIT,"at CAR"," 7.8","B","12.9","-0.8","31% (5/16)","18%","Average"
"21","Latavius Murray",DEN,"vs. ARI"," 7.8","B-","12.5","+1.5","58% (7/12)","8%","Great"
"22","Rhamondre Stevenson",NE,"at LV"," 7.0","B","12.4","+0.1","53% (8/15)","16%","Poor"
"23","Brian Robinson Jr.",WAS,"vs. NYG"," 6.6","B-","11.8","+0.7","55% (5/9)","12%","Average"
"24","Rachaad White",TB,"vs. CIN"," 5.0","C+","11.7","+0.1","38% (5/13)","8%","Bad"
"25","J.K. Dobbins",BAL,"at CLE"," 7.4","C+","11.7","+0.3","40% (2/5)","12%","Good"
"26","Jerick McKinnon",KC,"at HOU"," 7.8","C+","11.4","+1.0","53% (8/15)","11%","Poor"
"27","Kenneth Walker III",SEA,"vs. SF"," 2.4","C+","11.3","+1.5","36% (4/11)","16%","Great"
"28","D'Andre Swift",DET,"at NYJ"," 5.8","C+","11.2","+0.1","36% (4/11)","12%","Good"
"29","Cordarrelle Patterson",ATL,"at NO"," 4.0","C","10.8","-1.9","33% (4/12)","19%","Good"
"30","Raheem Mostert",MIA,"at BUF"," 4.6","C","10.7","-0.8","41% (5/12)","11%","Average"
"31","D'Onta Foreman",CAR,"vs. PIT"," 3.8","C","10.5","+1.1","43% (7/16)","17%","Poor"
"32","Leonard Fournette",TB,"vs. CIN"," 5.2","C","10.2","-1.2","38% (5/13)","19%","Poor"
"33","Jamaal Williams",DET,"at NYJ"," 5.4","C","10.0","+3.0","53% (8/15)","23%","Average"
"34","AJ Dillon",GB,"vs. LAR"," 5.4","C","9.2","+0.4","31% (5/16)","10%","Poor"
"35","Antonio Gibson",WAS,"vs. NYG"," 5.8","C","9.0","+0.5","40% (6/15)","17%","Poor"
"36","Devin Singletary",BUF,"vs. MIA"," 5.0","C","8.5","+1.6","56% (9/16)","15%","Poor"
"37","Cam Akers",LAR,"at GB"," 9.4","C-","8.2","-1.2","36% (4/11)","11%","Average"
"38","James Cook",BUF,"vs. MIA"," 5.8","C-","8.0","+1.0","53% (7/13)","4%","Bad"
"39","Chuba Hubbard",CAR,"vs. PIT"," 4.8","D+","7.8","+0.4","42% (6/14)","7%","Great"
"40","Dare Ogunbowale",HOU,"vs. KC"," 5.8","D+","7.7","+1.5","33% (5/15)","4%","Average"
"41","Samaje Perine",CIN,"at TB"," 6.4","D+","7.5","+2.3","56% (9/16)","6%","Great"
"42","Rex Burkhead",HOU,"vs. KC"," 5.8","D","7.4","0.0","33% (5/15)","7%","Bad"
"43","Michael Carter",NYJ,"vs. DET"," 7.6","D","7.1","-1.8","33% (5/15)","9%","Poor"
"44","Tyler Allgeier",ATL,"at NO"," 3.8","D","7.1","+0.8","41% (5/12)","11%","Bad"
"45","Kareem Hunt",CLE,"vs. BAL"," 6.0","D-","7.0","-1.2","30% (4/13)","14%","Poor"
"46","Gus Edwards",BAL,"at CLE"," 7.4","D","6.7","+1.2","60% (3/5)","10%","Great"
"47","Jordan Mason",SF,"at SEA"," 9.6","D","6.5","-0.9","27% (3/11)","1%","Bad"
"48","Travis Homer",SEA,"vs. SF"," 2.0","D-","6.3","-0.2","45% (5/11)","3%","Great"
"49","Jaylen Warren",PIT,"at CAR"," 7.8","F","6.1","0.0","33% (4/12)","3%","Bad"
"50","Marlon Mack",DEN,"vs. ARI"," 7.8","F","5.4","+1.4","40% (2/5)","0%","Great"
"51","Kyren Williams",LAR,"at GB"," 8.2","F","5.4","-1.1","50% (3/6)","3%","Bad"
"52","Joshua Kelley",LAC,"vs. TEN"," 4.4","F","5.2","0.0","33% (4/12)","3%","Average"
"53","Kevin Harris",NE,"at LV"," 6.6","F","4.8","-0.5","33% (1/3)","2%","Great"
"54","Kenneth Gainwell",PHI,"at CHI"," 6.6","F","4.7","-0.8","31% (5/16)","7%","Great"
"55","Alexander Mattison",MIN,"vs. IND"," 6.4","F","4.7","-0.2","33% (5/15)","6%","Great"
"56","Pierre Strong Jr.",NE,"at LV"," 6.0","F","4.5","-0.7","9% (1/11)","5%","Great"
"57","JaMycal Hasty",JAC,"vs. DAL"," 4.8","F","4.3","+0.4","25% (4/16)","7%","Average"
"58","Ameer Abdullah",LV,"vs. NE"," 3.0","F","4.1","+0.5","46% (7/15)","6%","Bad"
"59","Raheem Blackshear",CAR,"vs. PIT"," 4.6","F","3.9","+1.6","50% (4/8)","9%","Good"
"60","Boston Scott",PHI,"at CHI"," 7.8","F","3.9","+1.6","50% (7/14)","5%","Good"
"61","Justin Jackson",DET,"at NYJ"," 5.6","F","3.9","+2.3","50% (8/16)","4%","Great"
"62","Darrynton Evans",CHI,"vs. PHI"," 8.6","F","3.7","-1.7","0% (0/2)","1%","Bad"
"63","Nyheim Hines",BUF,"vs. MIA"," 6.8","F","3.6","-1.7","31% (5/16)","4%","Average"
"64","Kyle Juszczyk",SF,"at SEA"," 9.9","F","3.5","+1.0","60% (9/15)","4%","Average"
"65","Matt Breida",NYG,"at WAS"," 5.0","F","3.3","-0.7","21% (3/14)","3%","Average"
"66","Keaontay Ingram",ARI,"at DEN"," 5.0","F","3.2","-0.9","12% (1/8)","7%","Bad"
"67","David Johnson",NO,"vs. ATL"," 8.8","F","3.2","-3.9","0% (0/3)","0%","Bad"
"68","Deon Jackson",IND,"at MIN"," 5.8","F","3.1","-0.3","14% (2/14)","4%","Average"
"69","Gary Brightwell",NYG,"at WAS"," 4.8","F","3.0","+0.2","25% (3/12)","8%","Average"
"70","Caleb Huntley",ATL,"at NO"," 3.4","F","3.0","-0.7","22% (2/9)","9%","Bad"
"71","Myles Gaskin",MIA,"at BUF"," 5.2","F","2.7","-2.9","33% (2/6)","10%","Bad"
"72","Malcolm Brown",LAR,"at GB"," 7.8","F","2.6","-1.3","25% (1/4)","14%","Bad"
"73","Salvon Ahmed",MIA,"at BUF"," 5.2","F","2.6","-1.5","0% (0/11)","0%","Bad"
"74","Ty Johnson",NYJ,"vs. DET"," 7.4","F","2.5","+0.4","33% (5/15)","1%","Great"
"75","Julius Chestnut",TEN,"at LAC"," 7.4","F","2.4","-","-","1%","Bad"
"76","Zamir White",LV,"vs. NE"," 3.2","F","2.3","-1.5","20% (2/10)","1%","Bad"
"77","Hassan Haskins",TEN,"at LAC"," 7.2","F","2.2","-1.1","18% (2/11)","0%","Bad"
"78","Alec Ingold",MIA,"at BUF","-","F","2.0","+0.9","46% (6/13)","7%","Good"
"79","Zack Moss",IND,"at MIN"," 5.8","F","1.9","-1.3","18% (2/11)","0%","N/A"
"80","Justice Hill",BAL,"at CLE"," 7.4","F","1.9","-0.3","36% (4/11)","1%","Bad"
"81","Benny Snell Jr.",PIT,"at CAR"," 7.2","F","1.9","+0.1","20% (3/15)","8%","Great"
"82","Dwayne Washington",NO,"vs. ATL","-","F","1.9","-0.9","15% (2/13)","2%","Bad"
"83","Patrick Ricard",BAL,"at CLE","-","F","1.9","-0.7","21% (3/14)","1%","Bad"
"84","Isaiah Spiller",LAC,"vs. TEN"," 3.2","F","1.9","-1.3","12% (1/8)","0%","Bad"
"85","Corey Clement",ARI,"at DEN"," 5.4","F","1.8","-","-","0%","Bad"
"86","Ronald Jones II",KC,"at HOU","-","F","1.8","-0.9","37% (3/8)","3%","Bad"
"87","C.J. Ham",MIN,"vs. IND","-","F","1.7","-0.6","21% (3/14)","2%","Great"
"88","Trestan Ebner",CHI,"vs. PHI"," 9.0","F","1.7","-1.3","8% (1/12)","6%","Bad"
"89","Demetric Felton Jr.",CLE,"vs. BAL","-","F","1.7","-1.4","0% (0/3)","0%","N/A"
"90","Eno Benjamin",NO,"vs. ATL"," 8.8","F","1.6","-0.4","35% (5/14)","0%","N/A"
"91","Royce Freeman",HOU,"vs. KC","-","F","1.6","-2.8","0% (0/3)","0%","N/A"
"92","Snoop Conner",JAC,"vs. DAL","-","F","1.6","-1.5","0% (0/5)","0%","Bad"
"93","Jakob Johnson",LV,"vs. NE","-","F","1.6","-0.4","13% (2/15)","0%","Bad"
"94","Tyrion Davis-Price",SF,"at SEA","-","F","1.5","-1.3","20% (1/5)","8%","Bad"
"95","Jonathan Williams",WAS,"vs. NYG","-","F","1.5","-1.1","18% (2/11)","2%","Bad"
"96","Trayveon Williams",CIN,"at TB","-","F","1.5","-0.8","50% (1/2)","2%","Bad"
"97","Reggie Gilliam",BUF,"vs. MIA","-","F","1.4","+0.6","44% (4/9)","5%","Great"
"98","Avery Williams",ATL,"at NO","-","F","1.4","-0.4","27% (3/11)","1%","Great"
"99","Malik Davis",DAL,"at JAC","-","F","1.3","-0.2","33% (2/6)","3%","Great"
"100","James Robinson",NYJ,"vs. DET","-","F","1.3","-2.3","38% (5/13)","3%","Great"
"101","Derek Watt",PIT,"at CAR","-","F","1.3","-0.4","8% (1/12)","6%","Average"
"102","Keith Smith",ATL,"at NO","-","F","0.9","-0.7","8% (1/12)","0%","N/A"
"103","Brandon Bolden",LV,"vs. NE","-","F","0.6","-1.2","14% (2/14)","1%","Great"
"104","Zander Horvath",LAC,"vs. TEN","-","F","0.6","-0.4","15% (2/13)","2%","Great"
"105","Michael Burton",KC,"at HOU","-","F","1.0","+0.5","23% (3/13)","1%","Bad"
"106","Craig Reynolds",DET,"at NYJ","-","F","0.5","-0.4","25% (3/12)","1%","Bad"
"107","Adam Prentice",NO,"vs. ATL","-","F","-","-1.0","0% (0/8)","0%","N/A"
"108","Chris Evans",CIN,"at TB","-","F","-","-0.9","15% (2/13)","1%","Great"
"109","Godwin Igwebuike",SEA,"vs. SF","-","F","-","-2.3","0% (0/5)","0%","N/A"
"110","Devine Ozigbo",DEN,"vs. ARI","-","F","-","-1.4","0% (0/5)","0%","Bad"
