"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES "
"1","Kansas City Chiefs",KC,"at HOU"," 9.9","A+","8.4","-0.6","41% (7/17)"
"2","Philadelphia Eagles",PHI,"at CHI"," 9.4","A","8.3","+1.5","50% (8/16)"
"3","Green Bay Packers",GB,"vs. LAR"," 9.9","A","8.2","-1.4","31% (5/16)"
"4","San Francisco 49ers",SF,"at SEA"," 7.0","A-","7.7","+2.1","62% (10/16)"
"5","Buffalo Bills",BUF,"vs. MIA"," 4.0","B+","7.6","+1.2","50% (8/16)"
"6","Dallas Cowboys",DAL,"at JAC"," 3.8","B","7.6","+3.5","62% (10/16)"
"7","Denver Broncos",DEN,"vs. ARI"," 6.6","B+","7.6","-0.6","37% (6/16)"
"8","Washington Commanders",WAS,"vs. NYG"," 5.2","B","7.2","+0.2","37% (6/16)"
"9","Carolina Panthers",CAR,"vs. PIT"," 7.0","B","7.1","+0.2","50% (8/16)"
"10","Baltimore Ravens",BAL,"at CLE"," 4.6","B-","7.1","+1.6","43% (7/16)"
"11","Arizona Cardinals",ARI,"at DEN"," 9.9","B-","6.9","-0.5","43% (7/16)"
"12","Minnesota Vikings",MIN,"vs. IND"," 9.9","C+","6.9","-0.5","43% (7/16)"
"13","New Orleans Saints",NO,"vs. ATL"," 5.4","C+","6.8","0.0","25% (4/16)"
"14","Pittsburgh Steelers",PIT,"at CAR"," 6.6","C","6.6","-0.5","31% (5/16)"
"15","New York Jets",NYJ,"vs. DET"," 2.6","C-","6.5","+1.6","56% (9/16)"
"16","Cleveland Browns",CLE,"vs. BAL"," 4.6","C","6.5","-1.1","25% (4/16)"
"17","New England Patriots",NE,"at LV"," 5.2","C-","6.4","+2.8","56% (9/16)"
"18","Detroit Lions",DET,"at NYJ"," 6.4","D+","6.4","-0.6","43% (7/16)"
"19","Las Vegas Raiders",LV,"vs. NE"," 7.4","D","6.3","-1.6","31% (5/16)"
"20","Tampa Bay Buccaneers",TB,"vs. CIN"," 3.2","D","6.2","-0.8","31% (5/16)"
"21","Seattle Seahawks",SEA,"vs. SF"," 4.6","D","6.2","+0.6","62% (10/16)"
"22","Los Angeles Chargers",LAC,"vs. TEN"," 6.2","D-","6.1","-1.7","41% (7/17)"
"23","New York Giants",NYG,"at WAS"," 8.0","D-","5.9","-1.5","31% (5/16)"
"24","Cincinnati Bengals",CIN,"at TB"," 3.6","F","5.9","-1.8","31% (5/16)"
"25","Indianapolis Colts",IND,"at MIN"," 3.6","F","5.8","-0.6","37% (6/16)"
"26","Tennessee Titans",TEN,"at LAC"," 5.2","F","5.5","+0.1","56% (9/16)"
"27","Atlanta Falcons",ATL,"at NO"," 9.2","F","5.5","-0.4","50% (8/16)"
"28","Miami Dolphins",MIA,"at BUF"," 5.6","F","5.5","+0.6","50% (8/16)"
"29","Los Angeles Rams",LAR,"at GB"," 5.0","F","5.5","-0.1","43% (7/16)"
"30","Jacksonville Jaguars",JAC,"vs. DAL"," 2.0","F","5.5","-1.0","37% (6/16)"
"31","Chicago Bears",CHI,"vs. PHI"," 3.0","F","5.2","-1.1","25% (4/16)"
"32","Houston Texans",HOU,"vs. KC"," 2.0","F","4.9","+0.3","62% (10/16)"
