"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Tyreek Hill",MIA,"at CHI"," 5.6","A+","21.7","-1.0","43% (7/16)","14%","Poor"
"2","Stefon Diggs",BUF,"at NYJ"," 5.8","A+","20.6","+1.4","56% (9/16)","26%","Average"
"3","Justin Jefferson",MIN,"at WAS"," 9.0","A+","19.9","+1.4","43% (7/16)","22%","Poor"
"4","Cooper Kupp",LAR,"at TB"," 7.6","A+","19.9","+1.1","53% (8/15)","16%","Good"
"5","DeAndre Hopkins",ARI,"vs. SEA"," 4.2","A+","19.7","+1.6","50% (2/4)","14%","Poor"
"6","Davante Adams",LV,"at JAC"," 7.4","A+","19.0","-1.4","37% (6/16)","26%","Poor"
"7","Amon-Ra St. Brown",DET,"vs. GB"," 6.6","A","17.7","+3.4","57% (8/14)","12%","Good"
"8","Tee Higgins",CIN,"vs. CAR"," 4.4","A","17.6","+0.9","43% (7/16)","7%","Good"
"9","A.J. Brown",PHI,"at HOU"," 6.0","A","16.4","-0.9","41% (5/12)","18%","Good"
"10","Jaylen Waddle",MIA,"at CHI"," 5.4","A","16.3","+2.4","60% (9/15)","7%","Great"
"11","Chris Godwin",TB,"vs. LAR"," 6.2","A","16.3","-2.2","33% (4/12)","7%","Bad"
"12","Mike Evans",TB,"vs. LAR"," 5.4","A","15.7","-1.1","50% (7/14)","17%","Poor"
"13","DJ Moore",CAR,"at CIN"," 4.8","A","15.5","-2.9","11% (2/17)","18%","Average"
"14","DK Metcalf",SEA,"at ARI"," 5.6","A","15.3","-2.5","37% (6/16)","19%","Average"
"15","Chris Olave",NO,"vs. BAL"," 5.6","A","14.8","+1.5","57% (4/7)","13%","Poor"
"16","Terry McLaurin",WAS,"vs. MIN"," 7.6","A","14.7","-2.8","31% (5/16)","11%","Bad"
"17","Tyler Lockett",SEA,"at ARI"," 6.2","A","14.6","-0.7","46% (7/15)","18%","Average"
"18","Tyler Boyd",CIN,"vs. CAR"," 4.2","A-","14.4","+2.5","68% (11/16)","6%","Great"
"19","Christian Kirk",JAC,"vs. LV"," 8.2","A-","14.4","-0.5","50% (8/16)","18%","Average"
"20","JuJu Smith-Schuster",KC,"vs. TEN"," 5.6","A-","13.7","-0.9","37% (3/8)","10%","Poor"
"21","Jakobi Meyers",NE,"vs. IND"," 8.2","A-","13.7","+0.9","50% (7/14)","10%","Good"
"22","Gabe Davis",BUF,"at NYJ"," 5.8","B+","13.7","+2.8","57% (8/14)","8%","Great"
"23","Joshua Palmer",LAC,"at ATL"," 8.6","B+","13.3","-0.3","56% (9/16)","5%","Poor"
"24","Michael Pittman Jr.",IND,"at NE"," 7.2","B","13.0","-2.2","33% (5/15)","11%","Bad"
"25","DeVonta Smith",PHI,"at HOU"," 6.0","B","12.7","+0.3","46% (7/15)","7%","Average"
"26","Adam Thielen",MIN,"at WAS"," 8.2","B","12.1","-1.8","38% (5/13)","13%","Poor"
"27","Rondale Moore",ARI,"vs. SEA"," 5.2","B","12.0","-1.2","27% (3/11)","7%","Poor"
"28","Curtis Samuel",WAS,"vs. MIN"," 9.0","C+","11.8","-0.9","36% (4/11)","10%","Poor"
"29","Darnell Mooney",CHI,"vs. MIA"," 4.0","B-","11.4","-0.9","43% (7/16)","12%","Bad"
"30","Devin Duvernay",BAL,"at NO"," 4.8","C+","11.4","+1.9","56% (9/16)","13%","Average"
"31","Romeo Doubs",GB,"at DET"," 7.0","C+","11.1","-0.6","50% (4/8)","9%","Good"
"32","Garrett Wilson",NYJ,"vs. BUF"," 5.4","C+","10.9","+0.5","25% (2/8)","15%","Bad"
"33","Drake London",ATL,"vs. LAC"," 7.6","C+","10.4","-2.6","37% (3/8)","8%","Average"
"34","Allen Lazard",GB,"at DET"," 6.4","C+","10.4","+1.1","57% (8/14)","16%","Good"
"35","Allen Robinson II",LAR,"at TB"," 6.4","C+","10.3","-1.9","40% (4/10)","22%","Bad"
"36","Zay Jones",JAC,"vs. LV"," 7.4","C+","10.2","+1.4","50% (8/16)","17%","Bad"
