"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Travis Kelce",KC,"at CIN"," 4.2","A+","20.1","+1.2","56% (9/16)","25%","Average"
"2","Mark Andrews",BAL,"vs. DEN"," 4.2","A","14.9","+0.7","46% (7/15)","16%","Poor"
"3","T.J. Hockenson",MIN,"vs. NYJ"," 4.8","A","13.5","+0.6","50% (6/12)","14%","Great"
"4","George Kittle",SF,"vs. MIA"," 8.2","A","13.4","+0.4","35% (5/14)","7%","Great"
"5","Pat Freiermuth",PIT,"at ATL"," 5.0","A-","13.0","-0.6","50% (7/14)","10%","Bad"
"6","Dalton Schultz",DAL,"vs. IND"," 8.6","B+","9.9","0.0","57% (8/14)","11%","Average"
"7","Foster Moreau",LV,"vs. LAC"," 6.0","B","8.8","-0.7","46% (7/15)","12%","Poor"
"8","Gerald Everett",LAC,"at LV"," 8.4","B","8.6","-1.1","43% (7/16)","9%","Bad"
"9","Hayden Hurst",CIN,"vs. KC"," 8.4","B-","8.5","+0.8","50% (7/14)","6%","Poor"
"10","Tyler Conklin",NYJ,"at MIN"," 9.0","C+","8.5","+0.4","56% (9/16)","6%","Great"
"11","Dawson Knox",BUF,"at NE"," 7.4","C+","8.3","-1.4","33% (5/15)","6%","Average"
"12","Cole Kmet",CHI,"vs. GB"," 8.2","C","8.3","+0.7","29% (5/17)","5%","Great"
"13","Evan Engram",JAC,"at DET"," 7.8","C","8.2","-0.6","43% (7/16)","5%","Bad"
"14","Greg Dulcich",DEN,"at BAL"," 6.8","C-","7.8","+0.3","50% (3/6)","4%","Average"
"15","Tyler Higbee",LAR,"vs. SEA"," 8.6","C-","7.5","-1.6","35% (5/14)","6%","Bad"
"16","Taysom Hill",NO,"at TB"," 5.8","D+","7.3","+6.2","72% (8/11)","7%","Great"
"17","Harrison Bryant",CLE,"at HOU"," 5.6","D","6.9","+0.6","57% (8/14)","10%","Bad"
"18","Noah Fant",SEA,"at LAR"," 4.8","D+","6.8","+0.2","37% (6/16)","10%","Bad"
"19","Robert Tonyan",GB,"at CHI"," 5.0","D","6.7","-1.4","25% (3/12)","7%","Bad"
"20","Hunter Henry",NE,"vs. BUF"," 3.2","D","6.3","-0.2","33% (5/15)","6%","Average"
"21","Logan Thomas",WAS,"at NYG"," 8.2","D","6.3","-1.2","40% (4/10)","12%","Bad"
"22","Jordan Akins",HOU,"vs. CLE"," 6.0","D-","6.3","+0.4","35% (5/14)","5%","Great"
"23","Austin Hooper",TEN,"at PHI"," 6.0","F","6.0","-0.7","31% (5/16)","10%","Poor"
"24","Mike Gesicki",MIA,"at SF"," 4.6","F","5.9","-0.5","20% (3/15)","9%","Good"
"25","Will Dissly",SEA,"at LAR"," 4.0","F","5.8","+0.7","31% (5/16)","6%","Great"
