"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Cooper Kupp",LAR,"at SF"," 6.8","A+","22.1","+1.9","50% (8/16)","28%","Good"
"2","Stefon Diggs",BUF,"at BAL"," 8.8","A+","20.3","+0.4","43% (7/16)","32%","Good"
"3","Justin Jefferson",MIN,"at NO"," 8.2","A+","19.5","-0.2","37% (6/16)","32%","Poor"
"4","Ja'Marr Chase",CIN,"vs. MIA"," 7.6","A+","19.3","+1.6","37% (6/16)","24%","Awful"
"5","Davante Adams",LV,"vs. DEN"," 4.8","A+","19.2","-1.1","37% (6/16)","38%","Awful"
"6","Tyreek Hill",MIA,"at CIN"," 6.2","A+","18.3","-0.6","43% (7/16)","15%","Good"
"7","Jaylen Waddle",MIA,"at CIN"," 6.2","A","17.8","+2.4","53% (8/15)","12%","Great"
"8","A.J. Brown",PHI,"vs. JAC"," 7.8","A","17.8","-0.9","50% (6/12)","21%","Awful"
"9","Michael Pittman Jr.",IND,"vs. TEN"," 7.6","A","17.4","-0.2","46% (7/15)","12%","Average"
"10","Deebo Samuel",SF,"vs. LAR"," 6.2","A","16.7","+1.8","46% (7/15)","7%","Good"
"11","Mike Evans",TB,"vs. KC"," 5.6","A","16.6","-0.4","42% (6/14)","17%","Good"
"12","CeeDee Lamb",DAL,"vs. WAS"," 6.0","A","16.6","-1.6","33% (5/15)","17%","Average"
"13","Tee Higgins",CIN,"vs. MIA"," 6.2","A","16.3","+0.8","40% (6/15)","8%","Great"
"14","Diontae Johnson",PIT,"vs. NYJ"," 8.8","A","15.8","-0.2","31% (5/16)","14%","Awful"
"15","Courtland Sutton",DEN,"at LV"," 7.0","A","15.7","-2.4","25% (4/16)","22%","Awful"
"16","Christian Kirk",JAC,"at PHI"," 5.8","A-","15.7","+1.4","62% (10/16)","29%","Average"
"17","Marquise Brown",ARI,"at CAR"," 8.8","A-","15.3","-1.5","31% (5/16)","16%","Awful"
"18","Mike Williams",LAC,"at HOU"," 7.6","A-","15.2","-2.0","33% (5/15)","12%","Great"
"19","Amari Cooper",CLE,"at ATL"," 7.2","A-","15.1","-0.3","50% (7/14)","13%","Great"
"20","Drake London",ATL,"vs. CLE"," 5.2","A-","15.0","+4.8","100% (3/3)","24%","Good"
"21","Brandin Cooks",HOU,"vs. LAC"," 4.4","A-","15.0","-2.6","26% (4/15)","16%","Awful"
"22","DK Metcalf",SEA,"at DET"," 4.8","B+","14.9","-1.1","37% (6/16)","29%","Poor"
"23","Tyler Lockett",SEA,"at DET"," 5.6","B+","14.7","-2.0","40% (6/15)","16%","Awful"
"24","Chris Olave",NO,"vs. MIN"," 8.4","B","14.1","+4.4","66% (2/3)","11%","Awful"
"25","Terry McLaurin",WAS,"at DAL"," 6.4","B","13.4","-2.7","31% (5/16)","11%","Average"
"26","DeVonta Smith",PHI,"vs. JAC"," 6.2","B","13.0","-0.2","37% (6/16)","11%","Average"
"27","Rashod Bateman",BAL,"vs. BUF"," 3.2","B","13.0","-0.2","46% (7/15)","3%","Great"
"28","Gabe Davis",BUF,"at BAL"," 8.8","B","12.8","+2.5","57% (8/14)","2%","Great"
"29","Curtis Samuel",WAS,"at DAL"," 6.2","B-","12.8","-0.4","25% (2/8)","17%","Good"
"30","DJ Moore",CAR,"vs. ARI"," 7.0","B-","12.7","-4.4","5% (1/17)","20%","Average"
"31","JuJu Smith-Schuster",KC,"at TB"," 3.4","C+","12.7","-4.4","20% (1/5)","4%","Awful"
"32","Garrett Wilson",NYJ,"at PIT"," 5.2","C+","12.6","+6.4","33% (1/3)","46%","Awful"
"33","Jerry Jeudy",DEN,"at LV"," 7.0","C+","12.5","-3.5","27% (3/11)","7%","Good"
"34","Brandon Aiyuk",SF,"vs. LAR"," 6.0","C+","12.2","-0.2","50% (8/16)","13%","Poor"
"35","Romeo Doubs",GB,"vs. NE"," 3.6","C+","12.0","+3.3","66% (2/3)","14%","Average"
"36","Adam Thielen",MIN,"at NO"," 8.0","C+","11.6","-1.9","38% (5/13)","15%","Poor"
"37","Allen Lazard",GB,"vs. NE"," 4.0","C+","11.3","+0.8","46% (7/15)","27%","Good"
"38","Josh Reynolds",DET,"vs. SEA"," 3.2","C","11.2","+1.4","50% (7/14)","19%","Awful"
"39","Elijah Moore",NYJ,"at PIT"," 4.8","C","11.1","+3.7","54% (6/11)","16%","Awful"
"40","Joshua Palmer",LAC,"at HOU"," 7.4","C","10.9","+1.3","68% (11/16)","7%","Good"
"41","Allen Robinson II",LAR,"at SF"," 6.8","C","10.7","-3.9","18% (2/11)","32%","Awful"
"42","Treylon Burks",TEN,"at IND"," 5.4","C","10.6","-1.5","66% (2/3)","6%","Awful"
"43","Russell Gage",TB,"vs. KC"," 5.8","C","10.4","+0.5","42% (6/14)","11%","Good"
"44","Greg Dortch",ARI,"at CAR"," 8.4","C","10.2","+3.2","66% (4/6)","9%","Average"
