"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Saquon Barkley",NYG,"vs. CHI"," 5.6","A+","20.2","-0.9","41% (5/12)","27%","Great"
"2","Jonathan Taylor",IND,"vs. TEN"," 4.0","A+","19.7","+4.5","68% (11/16)","14%","Poor"
"3","Christian McCaffrey",CAR,"vs. ARI"," 4.0","A+","18.8","-3.6","28% (2/7)","25%","Average"
"4","Nick Chubb",CLE,"at ATL"," 8.2","A","18.3","+0.9","50% (7/14)","21%","Great"
"5","Austin Ekeler",LAC,"at HOU"," 7.0","A","17.7","+0.4","40% (6/15)","6%","Awful"
"6","Joe Mixon",CIN,"vs. MIA"," 5.6","A","17.2","+1.4","50% (8/16)","27%","Awful"
"7","Leonard Fournette",TB,"vs. KC"," 6.0","A","16.8","+2.2","57% (8/14)","15%","Awful"
"8","Najee Harris",PIT,"vs. NYJ"," 9.4","A","16.3","-0.8","37% (6/16)","32%","Average"
"9","Jamaal Williams",DET,"vs. SEA"," 5.4","A","16.2","+1.2","33% (4/12)","25%","Great"
"10","Derrick Henry",TEN,"at IND"," 4.8","A-","16.1","+0.5","50% (4/8)","31%","Average"
"11","Aaron Jones",GB,"vs. NE"," 5.8","A-","15.9","-2.4","31% (5/16)","15%","Great"
"12","Khalil Herbert",CHI,"at NYG"," 7.6","A-","15.8","+1.9","50% (8/16)","33%","Great"
"13","Dalvin Cook",MIN,"at NO"," 2.0","B+","15.7","-2.7","30% (4/13)","6%","Great"
"14","Javonte Williams",DEN,"at LV"," 6.6","B+","15.5","+0.4","43% (7/16)","22%","Awful"
"15","Cordarrelle Patterson",ATL,"vs. CLE"," 5.8","B+","15.4","+1.6","60% (9/15)","13%","Great"
"16","James Conner",ARI,"at CAR"," 4.8","B","14.8","+4.1","71% (10/14)","18%","Awful"
"17","James Robinson",JAC,"at PHI"," 7.4","B","13.9","-0.4","57% (8/14)","17%","Great"
"18","Jeff Wilson Jr.",SF,"vs. LAR"," 2.4","B","13.7","-1.8","33% (4/12)","15%","Awful"
"19","Josh Jacobs",LV,"vs. DEN"," 6.8","B","13.3","-1.7","41% (7/17)","9%","Awful"
"20","Dameon Pierce",HOU,"vs. LAC"," 7.8","B","13.2","+0.3","66% (2/3)","27%","Awful"
"21","Ezekiel Elliott",DAL,"vs. WAS"," 4.2","B","13.1","-1.7","43% (7/16)","15%","Good"
"22","Antonio Gibson",WAS,"at DAL"," 4.6","B-","12.9","-0.2","46% (7/15)","32%","Poor"
"23","Kareem Hunt",CLE,"at ATL"," 7.4","B-","12.8","-1.0","33% (3/9)","28%","Average"
"24","Miles Sanders",PHI,"vs. JAC"," 8.2","B-","12.8","-2.2","25% (3/12)","10%","Average"
"25","AJ Dillon",GB,"vs. NE"," 5.2","B-","11.8","+1.4","52% (9/17)","17%","Poor"
"26","Tony Pollard",DAL,"vs. WAS"," 4.2","C+","11.8","+1.2","53% (8/15)","15%","Good"
"27","Clyde Edwards-Helaire",KC,"at TB"," 6.6","C+","11.6","+1.6","60% (6/10)","18%","Great"
"28","Devin Singletary",BUF,"at BAL"," 6.2","C+","11.5","+1.6","50% (8/16)","20%","Awful"
"29","Rashaad Penny",SEA,"at DET"," 9.2","C+","11.4","+1.7","33% (4/12)","10%","Awful"
"30","Breece Hall",NYJ,"at PIT"," 6.2","C","11.0","+2.4","66% (2/3)","12%","Good"
"31","Rhamondre Stevenson",NE,"at GB"," 9.4","C","11.0","+2.3","46% (6/13)","10%","Good"
"32","Michael Carter",NYJ,"at PIT"," 6.0","C","10.8","+0.3","53% (7/13)","7%","Awful"
"33","Cam Akers",LAR,"at SF"," 4.0","C","10.6","-2.6","66% (2/3)","14%","Poor"
"34","Damien Harris",NE,"at GB"," 9.4","C","9.7","+2.8","64% (9/14)","31%","Poor"
"35","Melvin Gordon III",DEN,"at LV"," 6.4","C","9.7","-0.3","33% (5/15)","16%","Awful"
"36","Chase Edmonds",MIA,"at CIN"," 6.6","C-","9.5","-1.1","33% (4/12)","18%","Great"
"37","J.K. Dobbins",BAL,"vs. BUF"," 6.2","C-","9.3","-7.9","0% (0/2)","4%","Awful"
"38","Travis Etienne Jr.",JAC,"at PHI"," 7.0","C-","9.1","-1.2","33% (1/3)","14%","Awful"
"39","J.D. McKissic",WAS,"at DAL"," 4.4","D+","8.8","+2.2","54% (6/11)","1%","Awful"
"40","Nyheim Hines",IND,"vs. TEN"," 5.0","D","8.7","-1.2","25% (4/16)","8%","Awful"
"41","Darrell Henderson Jr.",LAR,"at SF"," 3.6","D","8.5","-2.4","42% (6/14)","4%","Great"
"42","Jerick McKinnon",KC,"at TB"," 6.6","D","8.3","-1.2","41% (5/12)","8%","Average"
"43","Raheem Mostert",MIA,"at CIN"," 7.0","D","7.7","-2.9","33% (1/3)","10%","Awful"
"44","Alexander Mattison",MIN,"at NO"," 1.8","D","7.6","-0.3","33% (5/15)","7%","Great"
"45","Craig Reynolds",DET,"vs. SEA"," 5.4","D-","7.2","+0.5","42% (3/7)","1%","Awful"
"46","Rex Burkhead",HOU,"vs. LAC"," 7.0","D-","7.0","+0.5","33% (5/15)","9%","Awful"
"47","Kenneth Gainwell",PHI,"vs. JAC"," 6.4","F","6.6","0.0","33% (5/15)","10%","Average"
"48","Ken Walker III",SEA,"at DET"," 9.0","F","5.8","-1.9","0% (0/2)","3%","Awful"
"49","Mark Ingram II",NO,"vs. MIN"," 7.8","F","5.7","-1.4","35% (5/14)","6%","Great"
"50","Samaje Perine",CIN,"vs. MIA"," 5.2","F","5.6","+1.1","56% (9/16)","3%","Great"
"51","Tyler Allgeier",ATL,"vs. CLE"," 6.4","F","5.6","-1.1","0% (0/2)","7%","Awful"
"52","Justice Hill",BAL,"vs. BUF"," 7.2","F","5.4","+0.8","66% (2/3)","1%","Awful"
"53","Dontrell Hilliard",TEN,"at IND"," 6.2","F","5.4","+1.5","54% (6/11)","5%","Great"
"54","Eno Benjamin",ARI,"at CAR"," 5.2","F","5.4","0.0","25% (3/12)","7%","Awful"
"55","Sony Michel",LAC,"at HOU"," 7.0","F","5.3","+0.9","50% (8/16)","7%","Awful"
"56","Brandon Bolden",LV,"vs. DEN"," 6.8","F","4.8","+0.4","40% (6/15)","1%","Great"
"57","Zack Moss",BUF,"at BAL"," 6.4","F","4.7","-1.4","30% (4/13)","1%","Awful"
"58","Jaylen Warren",PIT,"vs. NYJ"," 9.4","F","4.7","-0.2","33% (1/3)","3%","Awful"
