"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Josh Allen",BUF,"at CIN"," 4.4","A+","25.2","+0.9","43% (7/16)","10%","Average"
"2","Patrick Mahomes II",KC,"vs. DEN"," 2.2","A","23.7","+1.1","58% (10/17)","4%","Good"
"3","Justin Fields",CHI,"at DET"," 9.4","A","21.9","+3.5","71% (10/14)","13%","Great"
"4","Joe Burrow",CIN,"vs. BUF"," 4.4","A","20.6","+4.7","62% (10/16)","7%","Average"
"5","Justin Herbert",LAC,"vs. LAR"," 6.4","A-","19.5","-3.9","29% (5/17)","2%","Bad"
"6","Jared Goff",DET,"vs. CHI"," 7.4","B+","18.5","+1.4","53% (8/15)","1%","Poor"
"7","Dak Prescott",DAL,"at TEN"," 5.6","B+","18.1","+1.1","63% (7/11)","2%","Great"
"8","Trevor Lawrence",JAC,"at HOU"," 3.4","B","17.9","+2.7","56% (9/16)","9%","Average"
"9","Kirk Cousins",MIN,"at GB"," 6.2","B","17.7","+1.5","53% (8/15)","3%","Poor"
"10","Daniel Jones",NYG,"vs. IND"," 7.0","B","17.6","+1.0","60% (9/15)","12%","Average"
"11","Aaron Rodgers",GB,"vs. MIN"," 5.8","B","17.4","-2.1","25% (4/16)","3%","Bad"
"12","Tom Brady",TB,"vs. CAR"," 5.0","B-","17.1","-1.6","31% (5/16)","2%","Bad"
"13","Gardner Minshew II",PHI,"vs. NO"," 3.6","B-","16.8","-0.1","7% (1/14)","5%","Good"
"14","Geno Smith",SEA,"vs. NYJ"," 3.4","C+","16.5","+1.5","66% (10/15)","2%","Average"
"15","Brock Purdy",SF,"at LV"," 9.9","C+","16.0","+1.0","36% (4/11)","5%","Great"
"16","Mike White",NYJ,"at SEA"," 8.4","C","15.7","+1.2","33% (2/6)","8%","Bad"
"17","Deshaun Watson",CLE,"at WAS"," 6.6","C-","15.3","-4.8","25% (1/4)","4%","Bad"
"18","Russell Wilson",DEN,"at KC"," 8.6","D+","15.0","-0.9","28% (4/14)","1%","Bad"
"19","Mac Jones",NE,"vs. MIA"," 6.4","D","14.6","-1.5","30% (4/13)","2%","Bad"
"20","Teddy Bridgewater",MIA,"at NE","-","D","14.4","+0.6","20% (2/10)","1%","Good"
"21","Sam Darnold",CAR,"at TB"," 5.8","D-","14.1","+0.3","50% (3/6)","11%","Bad"
"22","Tyler Huntley",BAL,"vs. PIT"," 5.6","D-","13.8","-2.6","0% (0/15)","10%","Bad"
"23","Carson Wentz",WAS,"vs. CLE"," 6.4","F","13.4","+1.0","44% (4/9)","1%","Average"
"24","Kenny Pickett",PIT,"at BAL"," 6.0","F","13.2","-1.1","28% (4/14)","7%","Bad"
"25","Baker Mayfield",LAR,"at LAC"," 7.0","F","13.1","+0.4","35% (5/14)","1%","Average"
"26","Desmond Ridder",ATL,"vs. ARI"," 7.2","F","12.9","-1.0","0% (0/14)","13%","Bad"
"27","Davis Mills",HOU,"vs. JAC"," 7.6","F","12.8","-0.6","40% (6/15)","2%","Average"
"28","Andy Dalton",NO,"at PHI"," 2.6","F","12.5","-0.7","25% (4/16)","2%","Average"
"29","Nick Foles",IND,"at NYG"," 3.0","F","12.2","-2.0","0% (0/9)","2%","Bad"
"30","David Blough",ARI,"at ATL","-","F","11.8","-","-","0%","N/A"
"31","Jarrett Stidham",LV,"vs. SF","-","F","11.3","-0.6","7% (1/14)","0%","Bad"
"32","Joshua Dobbs",TEN,"vs. DAL","-","F","10.7","-0.5","0% (0/11)","1%","Bad"
"33","Jeff Driskel",HOU,"vs. JAC"," 4.4","F","3.4","-1.8","0% (0/2)","3%","Bad"
"34","Malik Willis",TEN,"vs. DAL"," 5.2","F","3.4","-1.5","7% (1/14)","2%","Bad"
"35","Taylor Heinicke",WAS,"vs. CLE"," 6.6","F","-","-1.1","18% (3/16)","4%","Average"
"36","Jacoby Brissett",CLE,"at WAS","-","F","-","+0.4","33% (5/15)","4%","Bad"
"37","Chris Streveler",NYJ,"at SEA","-","F","-","+8.2","100% (1/1)","2%","Bad"
