"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Travis Kelce",KC,"vs. TEN"," 9.0","A+","18.2","+0.5","60% (9/15)","27%","Average"
"2","Zach Ertz",ARI,"vs. SEA"," 7.4","A","13.1","+0.5","37% (6/16)","12%","Poor"
"3","Dallas Goedert",PHI,"at HOU"," 4.4","A","13.1","-0.4","46% (7/15)","9%","Average"
"4","Gerald Everett",LAC,"at ATL"," 5.4","A-","11.5","+0.5","56% (9/16)","12%","Bad"
"5","Kyle Pitts",ATL,"vs. LAC"," 4.8","B+","11.0","-2.4","31% (5/16)","10%","Average"
"6","Isaiah Likely",BAL,"at NO"," 2.2","B","10.2","+0.4","37% (3/8)","4%","Average"
"7","Robert Tonyan",GB,"at DET"," 7.2","B","9.9","-0.3","37% (3/8)","8%","Bad"
"8","Evan Engram",JAC,"vs. LV"," 8.8","B","9.7","+0.3","50% (8/16)","6%","Poor"
"9","Tyler Higbee",LAR,"at TB"," 6.2","B","9.7","-1.0","46% (6/13)","7%","Bad"
"10","Taysom Hill",NO,"vs. BAL"," 7.6","B","9.2","+9.2","85% (6/7)","8%","Great"
"11","Hayden Hurst",CIN,"vs. CAR"," 8.2","B-","8.7","+0.6","46% (6/13)","8%","Poor"
"12","T.J. Hockenson",MIN,"at WAS"," 3.6","C+","8.6","-0.2","45% (5/11)","0%","Average"
"13","Tyler Conklin",NYJ,"vs. BUF"," 3.8","C","8.3","+1.0","58% (10/17)","7%","Great"
"14","Dawson Knox",BUF,"at NYJ"," 4.6","C","8.2","-0.9","35% (5/14)","6%","Great"
"15","Mike Gesicki",MIA,"at CHI"," 6.0","C","7.9","-1.1","18% (3/16)","9%","Great"
"16","Noah Fant",SEA,"at ARI"," 8.8","D+","7.8","-0.4","40% (6/15)","9%","Bad"
"17","Cade Otton",TB,"vs. LAR"," 4.2","D+","7.3","0.0","57% (4/7)","5%","Bad"
"18","Juwan Johnson",NO,"vs. BAL"," 7.8","D","6.9","+0.2","42% (6/14)","7%","Good"
"19","Foster Moreau",LV,"at JAC"," 6.0","D","6.2","-0.9","40% (6/15)","3%","Bad"
