"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Cooper Kupp",LAR,"vs. SF"," 7.8","A+","20.9","+1.1","53% (8/15)","18%","Good"
"2","Tyreek Hill",MIA,"at DET"," 5.8","A+","20.8","-1.2","43% (7/16)","11%","Average"
"3","Justin Jefferson",MIN,"vs. ARI"," 5.2","A+","20.8","+0.8","43% (7/16)","25%","Poor"
"4","Stefon Diggs",BUF,"vs. GB"," 6.8","A+","19.8","+0.9","50% (8/16)","25%","Average"
"5","Davante Adams",LV,"at NO"," 5.0","A+","19.7","-0.5","40% (6/15)","29%","Poor"
"6","DeAndre Hopkins",ARI,"at MIN"," 6.2","A","18.7","-3.1","25% (1/4)","13%","Bad"
"7","Tee Higgins",CIN,"at CLE"," 6.0","A","17.2","+0.9","43% (7/16)","6%","Good"
"8","CeeDee Lamb",DAL,"vs. CHI"," 5.8","A","16.8","-2.9","25% (4/16)","12%","Average"
"9","Amon-Ra St. Brown",DET,"vs. MIA"," 3.4","A","16.7","+3.3","57% (8/14)","12%","Good"
"10","Jaylen Waddle",MIA,"at DET"," 5.6","A","16.5","+1.1","53% (8/15)","7%","Great"
"11","A.J. Brown",PHI,"vs. PIT"," 7.2","A","16.4","-1.8","41% (5/12)","15%","Poor"
"12","Mike Evans",TB,"vs. BAL"," 5.6","A","16.4","-1.4","42% (6/14)","17%","Poor"
"13","Chris Godwin",TB,"vs. BAL"," 5.2","A","15.8","-1.4","41% (5/12)","7%","Bad"
"14","Chris Olave",NO,"vs. LV"," 6.2","A","15.8","+2.7","66% (4/6)","13%","Poor"
"15","Amari Cooper",CLE,"vs. CIN"," 4.8","A","15.8","-0.6","46% (7/15)","16%","Good"
"16","DJ Moore",CAR,"at ATL"," 7.0","A","14.9","-4.0","5% (1/17)","34%","Average"
"17","Tyler Boyd",CIN,"at CLE"," 5.8","A-","14.8","+3.0","68% (11/16)","6%","Great"
"18","Tyler Lockett",SEA,"vs. NYG"," 4.2","A-","14.2","-0.1","46% (7/15)","17%","Poor"
