"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Tyreek Hill",MIA,"at LAC"," 6.2","A+","15.2","+0.5","50% (8/16)","16%","Average"
"2","Justin Jefferson",MIN,"at DET"," 5.0","A+","14.8","+0.2","37% (6/16)","21%","Poor"
"3","Davante Adams",LV,"at LAR"," 7.2","A+","14.3","+2.9","56% (9/16)","23%","Good"
"4","Ja'Marr Chase",CIN,"vs. CLE"," 7.4","A+","13.7","+3.4","50% (6/12)","17%","Average"
"5","Amon-Ra St. Brown",DET,"vs. MIN"," 6.8","A+","13.6","+3.9","60% (9/15)","12%","Average"
"6","A.J. Brown",PHI,"at NYG"," 4.4","A+","12.9","+0.4","42% (6/14)","17%","Good"
"7","CeeDee Lamb",DAL,"vs. HOU"," 6.2","A","12.3","-1.1","37% (6/16)","13%","Average"
"8","Stefon Diggs",BUF,"vs. NYJ"," 5.2","A","12.0","+0.9","50% (8/16)","23%","Average"
"9","DeAndre Hopkins",ARI,"vs. NE"," 7.2","A","11.4","+0.8","42% (3/7)","12%","Average"
"10","Tee Higgins",CIN,"vs. CLE"," 7.4","A","11.2","+0.2","37% (6/16)","7%","Good"
"11","DK Metcalf",SEA,"vs. CAR"," 4.6","A","11.1","-0.1","50% (8/16)","20%","Poor"
"12","Deebo Samuel",SF,"vs. TB"," 6.8","A","10.9","-1.8","26% (4/15)","9%","Average"
"13","Jaylen Waddle",MIA,"at LAC"," 6.4","A","10.6","+0.5","50% (7/14)","8%","Great"
"14","Tyler Lockett",SEA,"vs. CAR"," 4.8","A","10.5","+0.7","53% (8/15)","15%","Good"
"15","Garrett Wilson",NYJ,"at BUF"," 6.2","A","10.5","+1.5","41% (5/12)","11%","Poor"
"16","Keenan Allen",LAC,"vs. MIA"," 3.2","A","10.4","-2.8","44% (4/9)","13%","Poor"
"17","Christian Kirk",JAC,"at TEN"," 6.0","A-","10.1","+0.9","50% (8/16)","22%","Average"
"18","Amari Cooper",CLE,"at CIN"," 5.4","A-","10.1","+0.4","50% (8/16)","17%","Average"
"19","Chris Godwin",TB,"at SF"," 6.2","A-","10.1","-0.7","33% (4/12)","10%","Bad"
"20","DeVonta Smith",PHI,"at NYG"," 4.0","A-","9.6","+0.2","46% (7/15)","8%","Good"
"21","Mike Evans",TB,"at SF"," 6.0","B+","9.5","-2.2","42% (6/14)","13%","Bad"
"22","Gabe Davis",BUF,"vs. NYJ"," 5.0","B+","9.4","+1.5","42% (6/14)","9%","Good"
"23","DJ Moore",CAR,"at SEA"," 6.6","B","9.1","-2.2","18% (3/16)","14%","Average"
"24","Marquise Brown",ARI,"vs. NE"," 6.8","B","9.1","-1.2","27% (3/11)","12%","Average"
"25","Mike Williams",LAC,"vs. MIA"," 3.4","B","8.8","-2.0","45% (5/11)","12%","Poor"
"26","Brandon Aiyuk",SF,"vs. TB"," 6.8","B","8.4","+1.2","50% (8/16)","8%","Good"
"27","Jerry Jeudy",DEN,"vs. KC"," 7.6","B","7.7","-1.7","38% (5/13)","8%","Average"
"28","Adam Thielen",MIN,"at DET"," 4.8","B","7.2","-1.2","30% (4/13)","11%","Poor"
"29","JuJu Smith-Schuster",KC,"at DEN"," 3.2","B","7.1","-2.3","33% (4/12)","8%","Bad"
"30","Joshua Palmer",LAC,"vs. MIA"," 3.4","B","6.9","+0.8","43% (7/16)","6%","Average"
"31","Donovan Peoples-Jones",CLE,"at CIN"," 5.4","B","6.5","+0.6","68% (11/16)","11%","Bad"
"32","Michael Gallup",DAL,"vs. HOU"," 6.4","B","6.4","-0.8","30% (4/13)","8%","Good"
"33","Zay Jones",JAC,"at TEN"," 6.6","B","6.2","+2.1","53% (8/15)","15%","Bad"
"34","Diontae Johnson",PIT,"vs. BAL"," 6.4","B","6.2","-3.3","6% (1/16)","17%","Bad"
"35","George Pickens",PIT,"vs. BAL"," 6.6","C+","6.1","-0.5","58% (7/12)","8%","Average"
"36","Mack Hollins",LV,"at LAR"," 7.2","C+","6.0","+0.6","46% (7/15)","11%","Poor"
"37","Darius Slayton",NYG,"vs. PHI"," 3.4","B-","6.0","+0.4","42% (6/14)","8%","Average"
"38","D.J. Chark Jr.",DET,"vs. MIN"," 5.2","C+","5.8","-0.4","50% (3/6)","13%","Bad"
"39","Tyler Boyd",CIN,"vs. CLE"," 7.4","C+","5.7","+1.8","62% (10/16)","7%","Average"
"40","Marquez Valdes-Scantling",KC,"at DEN"," 3.8","C+","5.7","-1.9","35% (6/17)","6%","Bad"
"41","Corey Davis",NYJ,"at BUF"," 6.0","C+","5.7","+0.2","44% (4/9)","8%","Poor"
"42","Van Jefferson",LAR,"vs. LV"," 6.8","C+","5.5","-1.1","40% (4/10)","9%","Good"
"43","Robert Woods",TEN,"vs. JAC"," 6.8","C","5.5","-3.7","25% (3/12)","7%","Bad"
"44","DeVante Parker",NE,"at ARI"," 5.8","C","5.4","-1.4","42% (6/14)","11%","Bad"
"45","Isaiah McKenzie",BUF,"vs. NYJ"," 5.8","C","5.4","+2.0","46% (7/15)","10%","Good"
"46","Devin Duvernay",BAL,"at PIT"," 6.4","C","5.4","+0.5","46% (7/15)","9%","Poor"
"47","Julio Jones",TB,"at SF"," 5.8","C","5.4","-1.7","40% (4/10)","10%","Poor"
"48","Kendall Hinton",DEN,"vs. KC"," 7.6","C","5.3","-0.4","40% (6/15)","2%","Bad"
"49","Demarcus Robinson",BAL,"at PIT"," 6.2","C","5.3","+0.1","37% (6/16)","5%","Bad"
"50","Nick Westbrook-Ikhine",TEN,"vs. JAC"," 7.0","C","5.3","-0.9","31% (5/16)","7%","Average"
"51","Elijah Moore",NYJ,"at BUF"," 6.8","C","5.1","-2.6","9% (1/11)","9%","Bad"
"52","Nelson Agholor",NE,"at ARI"," 7.0","C-","4.6","-0.2","16% (2/12)","6%","Average"
