"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Travis Kelce",KC,"at LV"," 8.6","A+","18.5","-0.2","47% (8/17)","18%","Average"
"2","George Kittle",SF,"vs. ARI"," 6.0","A","15.0","+0.4","35% (5/14)","8%","Great"
"3","T.J. Hockenson",MIN,"at CHI"," 5.4","A","14.3","+0.6","37% (6/16)","11%","Great"
"4","Mark Andrews",BAL,"at CIN"," 4.8","A","14.3","-2.7","33% (5/15)","13%","Poor"
"5","Evan Engram",JAC,"vs. TEN"," 7.2","A-","13.8","+1.6","56% (9/16)","7%","Good"
"6","Dalton Schultz",DAL,"at WAS"," 3.2","B+","13.5","-0.7","50% (7/14)","9%","Average"
"7","Dallas Goedert",PHI,"vs. NYG"," 8.4","B+","13.1","+0.2","45% (5/11)","7%","Average"
"8","Pat Freiermuth",PIT,"vs. CLE"," 6.4","B-","12.2","-1.1","46% (7/15)","10%","Bad"
"9","Taysom Hill",NO,"vs. CAR"," 5.4","B-","12.0","+6.9","80% (12/15)","9%","Great"
"10","Darren Waller",LV,"vs. KC"," 7.6","C+","11.9","-1.4","37% (3/8)","17%","Poor"
"11","David Njoku",CLE,"at PIT"," 6.0","C","10.2","+0.6","38% (5/13)","14%","Bad"
"12","Tyler Higbee",LAR,"at SEA"," 5.0","C","8.7","-0.9","31% (5/16)","8%","Poor"
"13","Dawson Knox",BUF,"vs. NE"," 7.8","C","8.5","-0.2","46% (7/15)","6%","Great"
"14","Cole Kmet",CHI,"vs. MIN"," 8.0","C","8.3","+0.4","31% (5/16)","5%","Great"
"15","Tyler Conklin",NYJ,"at MIA"," 9.2","C-","7.5","+0.6","50% (8/16)","5%","Average"
"16","Gerald Everett",LAC,"at DEN"," 6.0","D+","7.5","-1.6","37% (6/16)","9%","Bad"
"17","Juwan Johnson",NO,"vs. CAR"," 5.0","D+","7.1","+2.4","60% (9/15)","8%","Great"
"18","Noah Fant",SEA,"vs. LAR"," 7.2","D","6.7","+0.1","43% (7/16)","9%","Average"
"19","Hunter Henry",NE,"at BUF"," 3.0","D","6.6","-0.8","37% (6/16)","5%","Poor"
"20","Hayden Hurst",CIN,"vs. BAL"," 6.6","D","6.4","-0.2","38% (5/13)","5%","Poor"
"21","Trey McBride",ARI,"at SF"," 4.0","D","6.1","+0.3","33% (5/15)","3%","Good"
"22","Robert Tonyan",GB,"vs. DET"," 6.6","D-","6.1","-1.1","25% (4/16)","7%","Bad"
"23","Cade Otton",TB,"at ATL"," 5.6","F","6.1","+0.3","46% (7/15)","9%","Bad"
"24","Chigoziem Okonkwo",TEN,"at JAC"," 7.2","F","6.0","+1.1","50% (8/16)","5%","Average"
"25","Jordan Akins",HOU,"at IND"," 7.2","F","5.9","+1.2","50% (7/14)","5%","Great"
