"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Mark Andrews",BAL,"vs. BUF"," 4.0","A+","17.9","+2.8","52% (9/17)","27%","Average"
"2","Travis Kelce",KC,"at TB"," 5.8","A","17.4","-2.1","40% (6/15)","28%","Awful"
"3","Darren Waller",LV,"vs. DEN"," 5.8","A","13.0","-4.9","18% (2/11)","17%","Awful"
"4","Kyle Pitts",ATL,"vs. CLE"," 6.0","A-","12.4","-1.6","31% (5/16)","7%","Awful"
"5","George Kittle",SF,"vs. LAR"," 4.0","B","12.2","+0.1","30% (4/13)","5%","Awful"
"6","T.J. Hockenson",DET,"vs. SEA"," 9.2","B","11.8","-2.2","41% (5/12)","10%","Average"
"7","Dallas Goedert",PHI,"vs. JAC"," 6.0","B","11.7","0.0","53% (8/15)","5%","Great"
"8","Zach Ertz",ARI,"at CAR"," 5.2","B","11.4","+0.9","43% (7/16)","24%","Awful"
"9","Tyler Higbee",LAR,"at SF"," 6.4","B-","11.3","-0.7","35% (5/14)","13%","Awful"
"10","Pat Freiermuth",PIT,"vs. NYJ"," 8.8","C+","10.5","+1.0","53% (8/15)","18%","Average"
"11","Gerald Everett",LAC,"at HOU"," 9.0","C","9.3","+1.2","57% (8/14)","16%","Poor"
"12","David Njoku",CLE,"at ATL"," 9.9","C","9.2","+1.6","40% (6/15)","16%","Average"
"13","Tyler Conklin",NYJ,"at PIT"," 4.0","C-","8.5","+0.5","62% (10/16)","8%","Great"
"14","Evan Engram",JAC,"at PHI"," 8.4","C-","8.3","-0.2","43% (7/16)","3%","Awful"
"15","Dalton Schultz",DAL,"vs. WAS"," 5.6","D+","8.0","0.0","53% (8/15)","1%","Awful"
"16","Dawson Knox",BUF,"at BAL"," 6.0","D+","7.9","+0.2","35% (5/14)","2%","Awful"
"17","Robert Tonyan",GB,"vs. NE"," 4.8","D","7.4","-1.7","28% (2/7)","11%","Awful"
"18","Irv Smith Jr.",MIN,"at NO"," 4.0","D","7.2","-0.5","33% (1/3)","19%","Poor"
"19","Hayden Hurst",CIN,"vs. MIA"," 9.0","D","7.2","+0.1","50% (6/12)","7%","Average"
"20","Logan Thomas",WAS,"at DAL"," 6.8","D-","6.9","-0.9","50% (3/6)","18%","Awful"
"21","Cole Kmet",CHI,"at NYG"," 3.8","F","6.7","-0.9","31% (5/16)","2%","Awful"
"22","Albert Okwuegbunam",DEN,"at LV"," 6.6","F","6.7","-0.7","30% (4/13)","6%","Awful"
"23","Juwan Johnson",NO,"vs. MIN"," 3.6","F","6.3","-0.6","38% (5/13)","7%","Awful"
"24","Cameron Brate",TB,"vs. KC"," 5.4","F","5.8","-0.1","50% (8/16)","10%","Awful"
"25","Mike Gesicki",MIA,"at CIN"," 7.6","F","5.7","-1.4","25% (4/16)","6%","Great"
"26","Noah Fant",SEA,"at DET"," 5.2","F","5.7","-0.4","33% (5/15)","4%","Awful"
"27","Hunter Henry",NE,"at GB"," 8.8","F","5.7","-0.2","43% (7/16)","4%","Awful"
"28","Will Dissly",SEA,"at DET"," 5.0","F","5.5","+0.3","31% (5/16)","18%","Great"
"29","Austin Hooper",TEN,"at IND"," 6.6","F","5.3","-2.2","23% (4/17)","6%","Awful"
"30","Isaiah Likely",BAL,"vs. BUF"," 4.2","F","5.2","-1.8","33% (1/3)","2%","Awful"
"31","Jonnu Smith",NE,"at GB"," 8.6","F","5.2","-1.1","33% (5/15)","7%","Awful"
"32","Harrison Bryant",CLE,"at ATL"," 9.9","F","5.1","+0.6","60% (9/15)","15%","Awful"
"33","Taysom Hill",NO,"vs. MIN"," 3.8","F","5.0","+6.3","50% (1/2)","1%","Great"
"34","Mo Alie-Cox",IND,"vs. TEN"," 3.2","F","4.8","0.0","37% (6/16)","5%","Awful"
"35","Daniel Bellinger",NYG,"vs. CHI"," 6.8","F","4.7","+1.4","66% (2/3)","7%","Great"
"36","Kylen Granson",IND,"vs. TEN"," 3.6","F","4.5","-0.1","43% (7/16)","1%","Awful"
"37","Pharaoh Brown",HOU,"vs. LAC"," 7.8","F","4.3","-1.3","20% (3/15)","2%","Awful"
"38","Ian Thomas",CAR,"vs. ARI"," 4.6","F","4.3","-0.7","29% (5/17)","4%","Awful"
"39","Geoff Swaim",TEN,"at IND"," 6.2","F","4.2","+0.8","43% (7/16)","19%","Good"
"40","Jelani Woods",IND,"vs. TEN"," 3.2","F","4.1","+2.9","33% (1/3)","20%","Great"
"41","Jordan Akins",HOU,"vs. LAC"," 7.6","F","3.9","-1.0","23% (3/13)","24%","Great"
"42","Durham Smythe",MIA,"at CIN"," 7.4","F","3.9","+0.6","62% (10/16)","3%","Awful"
"43","Johnny Mundt",MIN,"at NO"," 4.0","F","3.9","+0.7","66% (4/6)","2%","Awful"
"44","Noah Gray",KC,"at TB"," 5.8","F","3.6","-0.4","25% (4/16)","3%","Awful"
"45","Colby Parkinson",SEA,"at DET"," 5.4","F","3.6","0.0","26% (4/15)","6%","Great"
"46","Tommy Tremble",CAR,"vs. ARI"," 4.2","F","3.5","-1.0","29% (5/17)","17%","Awful"
"47","O.J. Howard",HOU,"vs. LAC"," 8.2","F","3.4","-0.7","18% (3/16)","5%","Great"
"48","Eric Saubert",DEN,"at LV"," 6.6","F","3.4","0.0","18% (3/16)","7%","Good"
"49","Tanner Hudson",NYG,"vs. CHI"," 6.8","F","3.2","-1.1","20% (1/5)","1%","Awful"
"50","John Bates",WAS,"at DAL"," 6.4","F","3.0","-0.1","33% (5/15)","0%","N/A"
"51","Parker Hesse",ATL,"vs. CLE"," 5.8","F","2.9","-1.2","14% (1/7)","7%","Awful"
"52","Tre' McKitty",LAC,"at HOU"," 8.8","F","2.8","-0.8","21% (3/14)","6%","Awful"
"53","Jake Ferguson",DAL,"vs. WAS"," 5.8","F","2.7","-1.6","0% (0/3)","0%","N/A"
"54","Brock Wright",DET,"vs. SEA"," 9.4","F","2.7","-0.6","27% (3/11)","0%","Awful"
"55","Donald Parham Jr.",LAC,"at HOU"," 8.8","F","2.6","+1.0","36% (4/11)","0%","N/A"
"56","Dan Arnold",JAC,"at PHI"," 8.2","F","2.6","-1.3","45% (5/11)","5%","Awful"
"57","C.J. Uzomah",NYJ,"at PIT"," 4.2","F","2.5","+1.3","33% (5/15)","0%","Awful"
"58","Adam Trautman",NO,"vs. MIN"," 3.8","F","2.5","-0.5","33% (4/12)","0%","N/A"
"59","Josiah Deguara",GB,"vs. NE"," 5.2","F","2.5","-0.6","23% (4/17)","0%","N/A"
"60","Tyler Davis",GB,"vs. NE"," 5.0","F","2.5","-","-","0%","N/A"
"61","Jody Fortson",KC,"at TB"," 5.8","F","2.4","-0.3","20% (1/5)","14%","Average"
"62","Zach Gentry",PIT,"vs. NYJ"," 8.8","F","2.4","-0.1","43% (7/16)","0%","Awful"
"63","Peyton Hendershot",DAL,"vs. WAS"," 5.8","F","2.4","+0.4","33% (1/3)","1%","Awful"
"64","Anthony Firkser",ATL,"vs. CLE"," 7.6","F","2.4","-1.5","17% (3/17)","4%","Awful"
"65","Josh Oliver",BAL,"vs. BUF"," 4.2","F","2.4","0.0","25% (4/16)","15%","Great"
"66","Kyle Rudolph",TB,"vs. KC"," 6.0","F","2.4","+0.5","53% (7/13)","0%","Awful"
"67","Jack Stoll",PHI,"vs. JAC"," 6.6","F","2.3","-0.9","13% (2/15)","15%","Awful"
"68","Mitchell Wilcox",CIN,"vs. MIA"," 8.6","F","2.2","-0.2","14% (2/14)","0%","N/A"
"69","Quintin Morris",BUF,"at BAL"," 6.0","F","2.2","+0.1","25% (1/4)","0%","N/A"
"70","Ross Dwelley",SF,"vs. LAR"," 3.6","F","2.2","-0.2","13% (2/15)","3%","Great"
"71","Giovanni Ricci",CAR,"vs. ARI"," 4.2","F","2.0","-0.1","13% (2/15)","1%","Awful"
"72","Chris Myarick",NYG,"vs. CHI"," 6.8","F","2.0","+0.9","37% (3/8)","19%","Great"
"73","Kendall Blanton",LAR,"at SF"," 6.2","F","2.0","-0.3","40% (4/10)","0%","N/A"
"74","Cade Otton",TB,"vs. KC"," 5.8","F","1.9","-2.2","0% (0/2)","0%","N/A"
