"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Travis Kelce",KC,"vs. LV"," 8.4","A+","18.9","-0.9","46% (7/15)","23%","Poor"
"2","Mark Andrews",BAL,"vs. CIN"," 5.8","A+","17.1","+2.2","52% (9/17)","21%","Poor"
"3","Dallas Goedert",PHI,"at ARI"," 7.4","A","14.4","-0.5","53% (8/15)","5%","Great"
"4","Darren Waller",LV,"at KC"," 5.8","A","13.9","-5.3","18% (2/11)","16%","Awful"
"5","T.J. Hockenson",DET,"at NE"," 6.8","A-","12.4","+0.3","50% (6/12)","12%","Good"
"6","Tyler Higbee",LAR,"vs. DAL"," 6.0","B+","12.0","-0.2","42% (6/14)","14%","Awful"
"7","Zach Ertz",ARI,"vs. PHI"," 7.6","B+","11.9","+1.0","43% (7/16)","22%","Poor"
"8","George Kittle",SF,"at CAR"," 8.8","B","11.8","+0.2","30% (4/13)","13%","Awful"
"9","Pat Freiermuth",PIT,"at BUF"," 2.6","B-","10.8","+1.5","60% (9/15)","11%","Poor"
"10","Gerald Everett",LAC,"at CLE"," 4.8","B-","9.7","+1.5","60% (9/15)","16%","Average"
"11","David Njoku",CLE,"vs. LAC"," 4.8","C+","9.7","+1.7","40% (6/15)","15%","Awful"
"12","Tyler Conklin",NYJ,"vs. MIA"," 9.4","C","8.1","+0.7","68% (11/16)","5%","Great"
"13","Dalton Schultz",DAL,"at LAR"," 3.0","C-","8.0","-1.0","46% (7/15)","3%","Awful"
"14","Robert Tonyan",GB,"vs. NYG"," 7.8","D+","7.8","-0.7","42% (3/7)","17%","Awful"
"15","Logan Thomas",WAS,"vs. TEN"," 8.8","D","7.7","+0.2","50% (3/6)","15%","Awful"
"16","Evan Engram",JAC,"vs. HOU"," 4.6","D","7.6","-0.4","43% (7/16)","2%","Awful"
"17","Hayden Hurst",CIN,"at BAL"," 7.0","D","7.0","+0.4","50% (6/12)","7%","Average"
"18","Irv Smith Jr.",MIN,"vs. CHI"," 6.8","D","6.9","-0.9","25% (1/4)","16%","Awful"
