9/22/2022 20:15,at Browns,-4.5,Steelers,38,176,-210
9/25/2022 13:00,Chiefs,-5.5,at Colts,50.5,-252,209
9/25/2022 13:00,Raiders,-2,at Titans,45.5,-131,110
9/25/2022 13:00,Saints,-3,at Panthers,41,-151,127
9/25/2022 13:00,Eagles,-6.5,at Commanders,47.5,-285,233
9/25/2022 13:00,Ravens,-2.5,at Patriots,44,-150,126
9/25/2022 13:00,Bills,-5.5,at Dolphins,52.5,-231,192
9/25/2022 13:00,Bengals,-6,at Jets,45,-249,206
9/25/2022 13:00,at Vikings,-6,Lions,52.5,202,-247
9/25/2022 13:00,at Bears,-2.5,Texans,40,126,-150
9/25/2022 16:05,at Chargers,-7,Jaguars,47.5,252,-319
9/25/2022 16:25,at Buccaneers,-1,Packers,42,100,-120
9/25/2022 16:25,Rams,-3.5,at Cardinals,48.5,-190,158
9/25/2022 16:25,at Seahawks,0,Falcons,41.5,-109,-109
9/25/2022 20:20,49ers,-1.5,at Broncos,44.5,-125,104
9/26/2022 20:15,at Giants,-1,Cowboys,39,-103,-116
