12/22/2022 20:15,at Jets,-2.5,Jaguars,36.5,119,-142
12/24/2022 13:00,Lions,-2.5,at Panthers,43.5,-148,124
12/24/2022 13:00,at Ravens,-6.5,Falcons,35,234,-289
12/24/2022 13:00,Bills,-8.5,at Bears,40,-392,311
12/24/2022 13:00,Bengals,-3,at Patriots,41.5,-170,143
12/24/2022 13:00,at Titans,-3.5,Texans,35.5,145,-173
12/24/2022 13:00,at Browns,-3,Saints,31.5,132,-157
12/24/2022 13:00,at Vikings,-4,Giants,49.5,173,-207
12/24/2022 13:00,at Chiefs,-10,Seahawks,49.5,378,-492
12/24/2022 16:05,at 49ers,-6.5,Commanders,37.5,248,-307
12/24/2022 16:25,at Cowboys,-4.5,Eagles,47,176,-213
12/24/2022 20:15,at Steelers,-2,Raiders,38,111,-131
12/25/2022 13:00,at Dolphins,-3.5,Packers,50,159,-190
12/25/2022 16:30,Broncos,-3,at Rams,36.5,-157,133
12/25/2022 20:20,Buccaneers,-7.5,at Cardinals,40.5,-380,303
12/26/2022 20:15,Chargers,-4.5,at Colts,45.5,-213,177
