12/8/2022 20:15,Raiders,-6,at Rams,41.5,-273,236
12/11/2022 13:00,at Steelers,-1,Ravens,36.5,108,-128
12/11/2022 13:00,at Bengals,-5.5,Browns,46,198,-237
12/11/2022 13:00,at Cowboys,-17.5,Texans,44,1017,-2118
12/11/2022 13:00,at Titans,-3.5,Jaguars,41,161,-196
12/11/2022 13:00,at Lions,-2,Vikings,51.5,107,-126
12/11/2022 13:00,at Bills,-10,Jets,43,384,-507
12/11/2022 13:00,Eagles,-7,at Giants,45.5,-335,266
12/11/2022 16:05,Chiefs,-9,at Broncos,44,-443,349
12/11/2022 16:25,at Seahawks,-3.5,Panthers,44.5,164,-196
12/11/2022 16:25,at 49ers,-3.5,Buccaneers,37,155,-186
12/11/2022 20:20,Dolphins,-3.5,at Chargers,53.5,-172,144
12/12/2022 20:15,Patriots,-1.5,at Cardinals,43.5,-125,105
