10/13/2022 20:15,Commanders,-1,at Bears,38.5,-121,101
10/16/2022 13:00,Bengals,-2,at Saints,43,-132,111
10/16/2022 13:00,Ravens,-5.5,at Giants,45,-247,203
10/16/2022 13:00,at Colts,-2,Jaguars,42,110,-131
10/16/2022 13:00,Vikings,-3.5,at Dolphins,45.5,-172,144
10/16/2022 13:00,at Browns,-2.5,Patriots,43.5,120,-142
10/16/2022 13:00,at Packers,-7,Jets,45,271,-341
10/16/2022 13:00,49ers,-5.5,at Falcons,44.5,-237,196
10/16/2022 13:00,Buccaneers,-8,at Steelers,45,-397,311
10/16/2022 16:05,Cardinals,-2.5,at Seahawks,50.5,-140,118
10/16/2022 16:05,at Rams,-10,Panthers,41.5,358,-467
10/16/2022 16:25,Bills,-2.5,at Chiefs,54,-142,119
10/16/2022 20:20,at Eagles,-6.5,Cowboys,42,220,-267
10/17/2022 20:15,at Chargers,-4.5,Broncos,45.5,185,-224
