11/17/2022 20:15,at Packers,-3.5,Titans,40.5,149,-179
11/20/2022 13:00,Commanders,-3,at Texans,40.5,-164,138
11/20/2022 13:00,at Patriots,-3.5,Jets,38,143,-172
11/20/2022 13:00,Eagles,-7,at Colts,45.5,-303,246
11/20/2022 13:00,at Ravens,-13,Panthers,41.5,515,-709
11/20/2022 13:00,at Falcons,-3,Bears,49,132,-157
11/20/2022 13:00,at Bills,-7.5,Browns,49.5,288,-362
11/20/2022 13:00,at Giants,-3,Lions,45,143,-171
11/20/2022 13:00,at Saints,-2.5,Rams,39,128,-152
11/20/2022 16:05,at Broncos,-3,Raiders,41.5,125,-149
11/20/2022 16:25,Cowboys,-1.5,at Vikings,48,-125,105
11/20/2022 16:25,Bengals,-4,at Steelers,40.5,-196,163
11/20/2022 20:20,Chiefs,-5,at Chargers,52,-239,198
11/21/2022 20:15,49ers,-8,at Cardinals,43.5,-357,287
