10/27/2022 20:15,at Buccaneers,-2,Ravens,46.5,110,-130
10/30/2022 9:30,at Jaguars,-2.5,Broncos,40.5,113,-136
10/30/2022 13:00,at Eagles,-10.5,Steelers,43,373,-489
10/30/2022 13:00,at Vikings,-3.5,Cardinals,49,158,-190
10/30/2022 13:00,at Falcons,-4,Panthers,41,174,-210
10/30/2022 13:00,at Cowboys,-10,Bears,42.5,372,-485
10/30/2022 13:00,Raiders,-1.5,at Saints,49.5,-121,102
10/30/2022 13:00,Dolphins,-3.5,at Lions,51.5,-189,158
10/30/2022 13:00,Patriots,-2.5,at Jets,40,-142,119
10/30/2022 16:05,Titans,-2.5,at Texans,40.5,-145,122
10/30/2022 16:25,at Colts,-3,Commanders,39.5,127,-151
10/30/2022 16:25,49ers,-1,at Rams,42,-116,-102
10/30/2022 16:25,at Seahawks,-3,Giants,44.5,134,-160
10/30/2022 20:20,at Bills,-11,Packers,47,395,-525
10/31/2022 20:15,Bengals,-3,at Browns,45,-174,144
