9/29/2022 20:15,at Bengals,-4,Dolphins,48.5,167,-199
10/2/2022 9:30,Vikings,-3,at Saints,43.5,-147,123
10/2/2022 13:00,at Steelers,-3.5,Jets,41.5,147,-176
10/2/2022 13:00,at Lions,-4,Seahawks,48,174,-208
10/2/2022 13:00,at Colts,-3.5,Titans,43,157,-189
10/2/2022 13:00,at Cowboys,-3.5,Commanders,41.5,138,-165
10/2/2022 13:00,Bills,-3,at Ravens,51,-159,134
10/2/2022 13:00,at Giants,-2.5,Bears,39.5,133,-159
10/2/2022 13:00,Browns,-1,at Falcons,47.5,-119,100
10/2/2022 13:00,at Eagles,-6.5,Jaguars,45.5,230,-279
10/2/2022 13:00,Chargers,-5,at Texans,45,-234,196
10/2/2022 16:05,at Panthers,-1.5,Cardinals,43.5,102,-121
10/2/2022 16:25,at Packers,-9.5,Patriots,40.5,365,-477
10/2/2022 16:25,at Raiders,-2.5,Broncos,45.5,122,-146
10/2/2022 20:20,Chiefs,-0.5,at Buccaneers,45.5,-111,-108
10/3/2022 20:15,at 49ers,-1,Rams,42.5,101,-120
