,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,Position Rankings,,,,Overall Rankings,,,Actual Data,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
James Conner,,0,RB,5500,ARI,@ CLE,12,22.75,10.9,13.8,11.5,0,0,0,0,0,0.432,12.34,50.55,0.64,12.34,0,0,0,0,0,0,0,0,0,0,0,8.9,8.9,0,0,30.7,8.9,8.9,31,0,100,,108,22,1.6,8.10,1.5,20,34,34,30,127,127,,,,,,,,11.23,46,0.58,3.1,2.59,21.38,0.1,,,,,,,
Nelson Agholor,,0,WR,4000,NE,vs DAL,30,23.75,7.2,12.2,8.4,0,0,0,0,0,0,0,0,0,5.4,0.1685,5.4,3.25,39.17,0.27,0,0,0,0,0,0,8.79,8.79,0,0,23.19,8.79,8.79,71,0,100,,142,20,2.2,3.80,1,38,56,56,45,128,128,0.01,0.01,0.14,,,,1.36,0.17,1.03,,5.15,3.1,38.94,0.28,,,,,,,
Colts,,0,DST,3500,IND,vs HOU,27,17,5.5,8.5,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,0.69,1.37,0,0.23,17,8.78,8.78,0,0.53,19.78,8.78,8.78,2,0,100,,59,24,2.5,15.00,4.3,5,3,3,50,129,129,,,,,,,,,,,,,,,2.19,0.87,0.59,0.18,0.08,22.81,361.11
Tyler Higbee,,0,TE,4400,LAR,@ NYG,27,28.00,6.3,7.8,9.1,0,0,0,0,0,0,0,0,0,5.35,0.123,5.35,3.63,36.58,0.23,0,0,0,0,0,0,8.67,8.67,0,0,21.27,8.67,8.67,18,0,100,,103,13,2,8.60,2,9,14,14,41,130,130,,,,,,,,0.01,0.01,,4.2,2.85,29.97,0.19,,,,,,,
Kenyan Drake,,0,RB,4300,LV,@ DEN,21,19.75,8.9,13.3,6.5,0,0,0,0,0,0.2679,6.19,27.33,0.23,9.27,0.102,3.08,2.26,16.33,0.08,0,0,0,0,0,0,8.49,8.49,0,0,26.29,8.49,8.49,8,0,100,,29,18,2,21.30,5,32,35,35,42,131,131,,,,,,,,8.91,39.34,0.33,3.13,2.3,17.82,0.08,,,,,,,
Quez Watkins,,0,WR,3500,PHI,vs TB,26,23.00,4.8,5.9,8.5,0,0,0,0,0,0,0,0,0,4.47,0.1136,4.47,2.88,46.21,0.16,0,0,0,0,0,0,8.46,8.46,0,1.26,18.06,8.46,8.46,43,0,100,,95,32,2.4,9.40,2.7,43,57,57,50,132,132,,,,,,,,0.04,0.13,,3.65,2.35,37.26,0.13,,,,,,,
David Johnson,,0,RB,4600,HOU,@ IND,1,17.00,10.4,15.5,7.5,0,0,0,0,0,0.1596,3.24,13.09,0.13,7.16,0.1482,3.92,2.72,25.95,0.17,0,0,0,0,0,0,8.42,8.42,0,0,29.22,8.42,8.42,47,0,100,,155,33,1.8,2.10,0.5,29,36,36,39,133,133,,,,,,,,11.65,47.07,0.45,4.72,3.27,32.61,0.2,,,,,,,
Chris Evans,,0,RB,4000,CIN,@ DET,24,24.75,5.3,0,3.5,0,0,0,0,0,0.1046,2.72,12.91,0.07,5.78,0.0797,3.06,2.58,23.49,0.29,0,0,0,0,0,0,8.38,8.38,0,0.43,18.98,8.38,8.38,17,0,100,,54,0,2.1,15.70,3.9,35,37,37,45,134,134,,,,,,,,1.58,7.5,,1.58,1.33,12.83,0.17,,,,,,,
Pat Freiermuth,,0,TE,2900,PIT,vs SEA,11,24.00,4.5,0,5.4,0,0,0,0,0,0,0,0,0,4.73,0.1039,4.73,3.41,28.96,0.34,0,0,0,0,0,0,8.35,8.35,0,1.6,17.35,8.35,8.35,9,0,100,,71,54,2.9,12.80,4.4,21,15,15,56,135,135,,,,,,,,,,,5.32,3.84,32.58,0.42,,,,,,,
Robert Tonyan,,0,TE,3800,GB,@ CHI,12,24.50,6.7,11.7,4.6,0,0,0,0,0,0,0,0,0,3.55,0.1158,3.55,2.79,30.23,0.42,0,0,0,0,0,0,8.33,8.33,0,0,21.73,8.33,8.33,32,0,100,,148,9,2.2,3.00,0.8,13,16,16,47,136,136,,,,,,,,,,,3.02,2.37,26.73,0.39,,,,,,,
Christian Kirk,,0,WR,5000,ARI,@ CLE,7,22.75,7.7,10.7,13.1,0,0,0,0,0,0,0,0,0,4.6,0.1523,4.6,3.03,37.89,0.24,0,0,0,0,0,0,8.26,8.26,0,0,23.66,8.26,8.26,17,0,100,,42,36,1.7,18.50,3.7,28,58,58,35,137,137,0.02,0.02,0.56,,,,2.01,0.27,2.41,,6.54,4.31,53.36,0.32,,,,,,,
Jonnu Smith,,0,TE,3000,NE,vs DAL,26,23.75,5.4,9.5,6.7,0,0,0,0,0,0,0,0,0,4.62,0.1442,4.62,3.03,32.19,0.32,0,0,0,0,0,0,8.17,8.17,0,0.07,18.97,8.17,8.17,36,0,100,,157,10,2.7,1.90,0.6,20,17,17,55,138,138,,,,,,,,0.2,1.63,0.01,3.13,2.05,22.73,0.24,,,,,,,
Salvon Ahmed,,0,RB,4000,MIA,@ JAC,31,25.00,6.3,12,3.5,0,0,0,0,0,0.2005,4.85,17.59,0.12,8.74,0.0948,3.89,2.71,21.12,0.11,0,0,0,0,0,0,7.96,7.96,0,0,20.56,7.96,7.96,38,0,100,,134,3,2,4.70,1.2,35,38,38,45,139,139,,,,,,,,7.59,27.53,0.18,1.94,1.35,10.47,,,,,,,,
Kendrick Bourne,,0,WR,3800,NE,vs DAL,30,23.75,6,8.6,9.3,0,0,0,0,0,0,0,0,0,4.23,0.1322,4.23,2.84,36.57,0.24,0,0,0,0,0,0,7.94,7.94,0,0,19.94,7.94,7.94,23,0,100,,60,24,2.1,14.50,3.8,40,59,59,47,140,140,0.01,0.01,0.32,,,0.01,2,0.16,1.76,,3.92,2.63,35.33,0.24,,,,,,,
Odell Beckham Jr.,,0,WR,5100,CLE,vs ARI,6,25.75,9.7,12.4,7.6,0,0,0,0,0,0,0,0,0,4.67,0.1608,4.67,2.75,36.69,0.25,0,0,0,0,0,0,7.92,7.92,0,0,27.32,7.92,7.92,28,0,100,,70,41,1.6,12.90,2.5,27,60,60,34,141,141,0.07,0.06,2.07,,0.01,0.02,18.96,0.18,1.52,0.01,8.85,5.22,71.66,0.52,,,,,,,
Eric Ebron,,0,TE,3000,PIT,vs SEA,11,24.00,6.3,10.1,1.7,0,0,0,0,0,0,0,0,0,4.73,0.1039,4.73,2.98,32.58,0.28,0,0,0,0,0,0,7.92,7.92,0,0,20.52,7.92,7.92,15,0,100,,98,35,2.6,9.10,3,20,18,18,55,141,141,0.01,,,,,,0.02,0.05,-0.06,0.03,5.58,3.51,38.46,0.36,,,,,,,
David Njoku,,0,TE,3700,CLE,vs ARI,4,25.75,5.8,4.9,12.3,0,0,0,0,0,0,0,0,0,4.73,0.1631,4.73,2.94,33.84,0.26,0,0,0,0,0,0,7.88,7.88,0,0,19.48,7.88,7.88,39,0,100,,160,15,2.1,1.60,0.4,14,19,19,48,142,142,,,,,,,,0.03,0.03,,3.94,2.45,29.05,0.23,,,,,,,
J.D. McKissic,,0,RB,4800,WAS,vs KC,13,24.00,6.3,11.9,9.1,0,0,0,0,0,0.136,3.56,15.59,0.08,7.36,0.1127,3.8,2.9,21.71,0.11,0,0,0,0,0,0,7.77,7.77,0,0,20.37,7.77,7.77,14,0,100,,37,27,1.6,19.00,4,27,39,39,37,143,143,,,,,,,,3.63,15.9,0.08,4.29,3.27,25.16,0.13,,,,,,,
Cole Kmet,,0,TE,2800,CHI,vs GB,25,19.50,4.5,4.5,3.6,0,0,0,0,0,0,0,0,0,5.91,0.1869,5.91,3.77,35.64,0.07,0,0,0,0,0,0,7.75,7.75,0,1,16.75,7.75,7.75,16,0,100,,100,21,2.8,8.90,3.2,22,20,20,57,144,144,,,,,,,,0.06,-0.09,,4.33,2.76,26.39,0.06,,,,,,,
A.J. Dillon,,0,RB,4900,GB,@ CHI,3,24.50,7.9,4.5,8.1,0,0,0,0,0,0.2806,5.95,26.19,0.19,8.08,0.0696,2.13,1.87,16.69,0.07,0,0,0,0,0,0,7.72,7.72,0,0,23.52,7.72,7.72,36,0,100,,125,10,1.6,5.90,1.2,26,40,40,36,145,145,,,,,,,,8.94,39.35,0.29,1.58,1.39,12.87,0.06,,,,,,,
Rondale Moore,,0,WR,4600,ARI,@ CLE,7,22.75,6.6,0,12.4,0,0,0,0,0,0,0,0,0,4.94,0.1634,4.94,4.04,32.35,0.07,0,0,0,0,0,0,7.7,7.7,0,0,20.9,7.7,7.7,61,0,100,,128,19,1.7,5.60,1.2,32,61,61,39,146,146,,,,,,,,1.2,5.07,,4.8,3.93,31.13,0.07,,,,,,,
Austin Hooper,,0,TE,2800,CLE,vs ARI,4,25.75,6.4,9,5.7,0,0,0,0,0,0,0,0,0,4.43,0.1526,4.43,3.2,31.13,0.23,0,0,0,0,0,0,7.69,7.69,0,0,20.49,7.69,7.69,40,0,100,,162,26,2.7,1.40,0.5,22,21,21,57,147,147,,,,,,,,,,,4.73,3.42,34.25,0.27,,,,,,,
Tavon Austin,,0,WR,3200,JAC,vs MIA,22,22.00,6.8,1,6.1,0,0,0,0,0,0,0,0,0,6.02,0.1505,6.02,3.57,29.54,0.18,0,0,0,0,0,0,7.6,7.6,0,0,21.2,7.6,7.6,88,0,100,,172,0,2.4,0.00,,46,62,62,53,148,148,,,,,,,,1.88,11.93,0.09,3.63,2.15,19.38,0.15,,,,,,,
Buccaneers,,0,DST,3700,TB,@ PHI,20,23,6.2,7.4,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,1.19,0.4,0,0.4,23,7.56,7.56,0,0,19.96,7.56,7.56,10,0,100,,139,14,2,4.00,1.1,3,4,4,48,149,149,,,,,,,,,,,,,,,2.49,0.88,0.75,0.18,0.02,23.85,357.17
Tyler Conklin,,0,TE,3200,MIN,@ CAR,18,23.75,4.7,5.6,8.4,0,0,0,0,0,0,0,0,0,4.81,0.1418,4.81,3.38,31.33,0.17,0,0,0,0,0,0,7.53,7.53,0,0.48,16.93,7.53,7.53,13,0,100,,89,25,2.4,10.10,3.2,18,22,22,53,150,150,,,,,,,,,,,4,2.81,26.57,0.14,,,,,,,
Cardinals,,0,DST,2700,ARI,@ CLE,8,25.75,6.4,6.5,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,0.99,0.99,0,0.2,25.75,7.53,7.53,0,0,20.33,7.53,7.53,4,0,100,,74,7,2.8,12.00,4.4,13,5,5,58,150,150,,,,,,,,,,,,,,,2.53,0.75,0.65,0.15,0.04,23.12,350.63
Mark Ingram,,0,RB,4200,HOU,@ IND,1,17.00,9,5.3,5.8,0,0,0,0,0,0.5335,10.81,50.05,0.39,10.81,0,0,0,0,0,0,0,0,0,0,0,7.35,7.35,0,0,25.35,7.35,7.35,25,0,100,,89,32,1.8,10.10,2.4,33,41,41,43,151,151,,,,,,,,11.99,55.51,0.43,2.92,2.38,17.77,0.1,,,,,,,
Randall Cobb,,0,WR,3900,GB,@ CHI,23,24.50,7.5,10,7.8,0,0,0,0,0,0,0,0,0,4.25,0.1389,4.25,2.88,31.73,0.21,0,0,0,0,0,0,7.31,7.31,0,0,22.31,7.31,7.31,88,0,100,,172,32,1.9,0.00,,39,63,63,46,152,152,0.03,0.01,0.1,,,,1.56,0.43,1.42,,6,4.06,46.54,0.32,,,,,,,
Bears,,0,DST,3000,CHI,vs GB,9,24.5,6.1,5.5,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46,0.77,0.58,0,0.19,24.5,7.3,7.3,0,0,19.5,7.3,7.3,11,0,100,,148,12,2.4,3.00,1,10,6,6,55,153,153,,,,,,,,,,,,,,,2.42,0.7,0.53,0.18,0.04,21.2,332.47
Adam Humphries,,0,WR,3400,WAS,vs KC,11,24.00,5.6,8.3,5.9,0,0,0,0,0,0,0,0,0,4.57,0.1355,4.57,3.23,32.6,0.12,0,0,0,0,0,0,7.21,7.21,0,0,18.41,7.21,7.21,87,0,100,,169,29,2.1,0.60,0.2,44,64,64,51,154,154,,,,,0.01,,,0.1,0.38,,4.83,3.41,35.37,0.14,,,,,,,
Blake Jarwin,,0,TE,2600,DAL,@ NE,13,26.75,6.7,2.2,6,0,0,0,0,0,0,0,0,0,3.59,0.083,3.59,2.66,28.54,0.28,0,0,0,0,0,0,7.19,7.19,0,0,20.59,7.19,7.19,22,0,100,,116,0,2.8,7.10,2.7,24,23,23,59,155,155,,,,,,,,,,,2.66,1.97,21.37,0.21,,,,,,,
Cameron Brate,,0,TE,3500,TB,@ PHI,21,30.00,5.4,6.3,4.1,0,0,0,0,0,0,0,0,0,3.96,0.0902,3.96,2.59,26.5,0.31,0,0,0,0,0,0,7.1,7.1,0,0,17.9,7.1,7.1,24,0,100,,128,23,2,5.60,1.6,15,24,24,50,156,156,,,,,,,,,,,3.81,2.49,26.56,0.31,,,,,,,
Rashard Higgins,,0,WR,4400,CLE,vs ARI,6,25.75,5.9,10.1,7.8,0,0,0,0,0,0,0,0,0,4.16,0.1432,4.16,2.51,33.91,0.18,0,0,0,0,0,0,6.98,6.98,0,0,18.78,6.98,6.98,88,0,100,,172,2,1.6,0.00,,34,65,65,41,157,157,,,,,,,,0.01,0.06,,3.46,2.09,29.07,0.17,,,,,,,
Cedrick Wilson,,0,WR,3900,DAL,@ NE,5,26.75,8.4,4.2,7.3,0,0,0,0,0,0,0,0,0,3.59,0.083,3.59,2.42,29.65,0.26,0,0,0,0,0,0,6.95,6.95,0,0,23.75,6.95,6.95,49,0,100,,107,0,1.8,8.20,2.1,39,66,66,46,158,158,0.17,0.17,3.7,,,0.03,20.84,0.2,0.23,,3.67,2.47,30.63,0.27,,,,,,,
Byron Pringle,,0,WR,3200,KC,@ WAS,19,30.00,6.5,5.5,6.3,0,0,0,0,0,0,0,0,0,3.39,0.0878,3.39,2.4,27.95,0.28,0,0,0,0,0,0,6.88,6.88,0,0,19.88,6.88,6.88,47,0,100,,104,14,2.2,8.50,2.7,46,67,67,53,159,159,,,,,,,,,,,3.64,2.58,31.45,0.3,,,,,,,
Evan Engram,,0,TE,3400,NYG,vs LAR,22,21.00,6.4,9.1,6.7,0,0,0,0,0,0,0,0,0,4.67,0.1498,4.67,2.89,30.1,0.16,0,0,0,0,0,0,6.86,6.86,0,0,19.66,6.86,6.86,25,0,100,,130,37,2,5.40,1.6,16,25,25,51,160,160,,,,,,,,0.21,1.19,0.01,6.58,4.07,43.31,0.24,,,,,,,
Vikings,,0,DST,2900,MIN,@ CAR,24,21.75,5.9,3.6,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74,0.66,0.22,0,0.22,21.75,6.82,6.82,0,0,18.62,6.82,6.82,6,0,100,,99,22,2.4,9.00,3.1,11,7,7,56,161,161,,,,,,,,,,,,,,,2.57,0.89,0.53,0.19,0.03,21.01,344.07
Packers,,0,DST,3600,GB,@ CHI,26,19.5,5.2,5.7,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,1.12,0.67,0,0,19.5,6.81,6.81,0,0,17.21,6.81,6.81,8,0,100,,117,17,1.9,7.00,1.9,4,8,8,49,162,162,,,,,,,,,,,,,,,2.5,0.85,0.46,0.08,0.01,22.15,349.86
Brandon Bolden,,0,RB,4700,NE,vs DAL,5,23.75,5.4,0,6,0,0,0,0,0,0.0988,2.61,11.86,0.11,5.4,0.087,2.79,2.08,19.09,0.16,0,0,0,0,0,0,6.8,6.8,0,0,17.6,6.8,6.8,54,0,100,,164,13,1.4,1.20,0.3,28,42,42,38,163,163,,,,,,,,3,13.63,0.13,2.17,1.62,15.48,0.13,,,,,,,
Terrace Marshall Jr.,!,0,WR,3500,CAR,vs MIN,21,21.75,2.5,0,4.7,0,0,0,0,0,0,0,0,0,5.12,0.1596,5.12,2.91,23.14,0.25,0,0,0,0,0,0,6.72,6.72,0,2.97,11.72,6.72,6.72,82,0,100,,157,7,1.9,1.90,0.5,43,68,68,50,164,164,,,,,,,,,,,2.5,1.42,11.5,,,,,,,,
Bryan Edwards,,0,WR,3600,LV,@ DEN,16,19.75,4.9,4,7.3,0,0,0,0,0,0,0,0,0,3.75,0.124,3.75,2.22,34,0.18,0,0,0,0,0,0,6.7,6.7,0,0,16.5,6.7,6.7,46,0,100,,102,11,1.9,8.70,2.4,42,69,69,49,165,165,,,,,,,,0.04,,,2.96,1.75,28.82,0.14,,,,,,,
Jack Doyle,,0,TE,2900,IND,vs HOU,29,28.00,6.1,6.2,5.1,0,0,0,0,0,0,0,0,0,3.73,0.0982,3.73,2.69,24.65,0.24,0,0,0,0,0,0,6.6,6.6,0,0,18.8,6.6,6.6,43,0,100,,172,23,2.3,0.00,,21,26,26,56,166,166,,,,,,,,,,,4.39,3.17,30.62,0.27,,,,,,,
Sony Michel,,0,RB,4300,LAR,@ NYG,17,28.00,8.1,9.8,5.5,0,0,0,0,0,0.368,11.03,46.39,0.31,11.03,0,0,0,0,0,0,0,0,0,0,0,6.5,6.5,0,0,22.7,6.5,6.5,39,0,100,,137,19,1.5,4.20,1,32,43,43,42,167,167,,,,,,,,13.52,56.86,0.38,1.3,0.84,6.28,0.03,,,,,,,
C.J. Uzomah,,0,TE,3100,CIN,@ DET,23,24.75,5.4,11.4,7.6,0,0,0,0,0,0,0,0,0,3.91,0.1019,3.91,2.77,25.56,0.19,0,0,0,0,0,0,6.47,6.47,0,0,17.27,6.47,6.47,12,0,100,,86,14,2.1,10.50,3.4,19,27,27,54,168,168,,,,,,,,,,,3.64,2.58,25.17,0.2,,,,,,,
Broncos,,0,DST,3900,DEN,vs LV,15,19.75,6.1,4.8,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,0.88,0.44,0,0,19.75,6.29,6.29,0,0,18.49,6.29,6.29,13,0,100,,166,20,1.6,1.00,0.3,2,9,9,46,169,169,,,,,,,,,,,,,,,2.51,0.77,0.54,0.15,0.01,20.32,329.11
Devin Duvernay,,0,WR,3400,BAL,vs LAC,12,27.00,4.7,3.1,5.3,0,0,0,0,0,0,0,0,0,3.53,0.1265,3.53,2.63,24.32,0.18,0,0,0,0,0,0,6.14,6.14,0,0,15.54,6.14,6.14,67,0,100,,135,15,1.8,4.60,1.4,44,70,70,51,170,170,,,,,,,,0.35,3.87,,2.55,1.9,18.35,0.13,,,,,,,
O.J. Howard,,0,TE,2900,TB,@ PHI,21,30.00,6.6,9.4,2.3,0,0,0,0,0,0,0,0,0,2.86,0.0651,2.86,1.9,26.43,0.25,0,0,0,0,0,0,6.04,6.04,0,0,19.24,6.04,6.04,5,0,100,,49,14,2.1,16.90,5.8,21,28,28,56,171,171,,,,,,,,,,,3.58,2.38,34.46,0.33,,,,,,,
Allen Lazard,,0,WR,3500,GB,@ CHI,23,24.50,7.1,10.8,4.2,0,0,0,0,0,0,0,0,0,2.94,0.0961,2.94,1.98,25.96,0.24,0,0,0,0,0,0,6.02,6.02,0,0,20.22,6.02,6.02,34,0,100,,78,25,1.7,11.70,3.3,43,71,71,50,172,172,,,,,,,,0.17,1.79,,4.31,2.9,39.55,0.38,,,,,,,
Steelers,,0,DST,3400,PIT,vs SEA,13,19,6.1,8.4,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,0.41,0.41,0,0.21,19,5.96,5.96,0,0,18.16,5.96,5.96,7,0,100,,110,25,1.8,8.00,2.4,6,10,10,51,173,173,,,,,,,,,,,,,,,3.06,0.93,0.63,0.15,0.04,20.85,337.43
Freddie Swain,,0,WR,3400,SEA,@ PIT,18,19.00,4.8,3.2,7.5,0,0,0,0,0,0,0,0,0,3.14,0.1104,3.14,1.97,24.33,0.25,0,0,0,0,0,0,5.9,5.9,0,0,15.5,5.9,5.9,85,0,100,,160,0,1.7,1.60,0.5,44,72,72,51,174,174,,,,,,,,0.17,1.1,,2.14,1.34,18.28,0.21,,,,,,,
DeSean Jackson,,0,WR,3700,LAR,@ NYG,24,28.00,8.4,9,9.4,0,0,0,0,0,0,0,0,0,3.22,0.074,3.22,1.84,30.6,0.16,0,0,0,0,0,0,5.86,5.86,0,0,22.66,5.86,5.86,85,0,100,,160,21,1.6,1.60,0.4,41,73,73,48,175,175,,,,,,,,0.15,1.14,0.01,5.34,3.05,52.97,0.27,,,,,,,
Kyle Rudolph,,0,TE,2500,NYG,vs LAR,22,21.00,6.5,5.5,3.5,0,0,0,0,0,0,0,0,0,3.34,0.1069,3.34,2.33,22.68,0.2,0,0,0,0,0,0,5.8,5.8,0,0,18.8,5.8,5.8,29,0,100,,142,23,2.3,3.80,1.5,25,29,29,60,176,176,,,,,,,,,,,4.64,3.23,32.17,0.31,,,,,,,
Marquise Goodwin,,0,WR,3000,CHI,vs GB,9,19.50,7.1,0,2.4,0,0,0,0,0,0,0,0,0,3.68,0.1164,3.68,1.88,30.15,0.14,0,0,0,0,0,0,5.74,5.74,0,0,19.94,5.74,5.74,80,0,100,,154,0,1.9,2.20,0.7,48,74,74,55,177,177,,,,,,,,0.17,1.02,,4.27,2.18,35.35,0.17,,,,,,,
Ronald Jones,,0,RB,4500,TB,@ PHI,16,30.00,7.2,13,3.8,0,0,0,0,0,0.3137,8.73,38.48,0.31,8.73,0,0,0,0,0,0,0,0,0,0,0,5.71,5.71,0,0,20.11,5.71,5.71,41,0,100,,141,21,1.3,3.90,0.9,30,44,44,40,178,178,,,,,,,,9.64,42.49,0.34,2,1.43,10.77,0.02,,,,,,,
Alex Collins,,0,RB,5000,SEA,@ PIT,4,19.00,6.3,8.9,7.1,0,0,0,0,0,0.4535,9.11,37.66,0.32,9.11,0,0,0,0,0,0,0,0,0,0,0,5.69,5.69,0,0,18.29,5.69,5.69,11,0,100,,34,28,1.1,19.80,4,25,45,45,35,179,179,,,,,,,,9.96,41.17,0.35,1.73,1.27,10.23,0.02,,,,,,,
Dolphins,,0,DST,3300,MIA,@ JAC,30,22,7,8.8,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,0.42,0.84,0,0.21,22,5.67,5.67,0,0,19.67,5.67,5.67,10,0,100,,139,0,1.7,4.00,1.2,7,11,11,52,180,180,,,,,,,,,,,,,,,2.05,0.92,0.45,0.23,0.03,24.44,375.12
Rashod Bateman,,0,WR,3000,BAL,vs LAC,12,27.00,6.5,0,0,0,0,0,0,0,0,0,0,0,3.29,0.1178,3.29,2.16,27.2,0.12,0,0,0,0,0,0,5.6,5.6,0,0,18.6,5.6,5.6,53,0,100,,118,37,1.9,6.90,2.3,48,75,75,55,181,181,,,,,,,,,,,5.64,3.71,48.71,0.21,,,,,,,
Panthers,,0,DST,2900,CAR,vs MIN,10,23.75,6.3,6.1,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0.8,0.2,0.2,0,23.75,5.6,5.6,0,0,18.2,5.6,5.6,6,0,100,,99,13,1.9,9.00,3.1,11,12,12,56,181,181,,,,,,,,,,,,,,,2.62,0.86,0.64,0.15,0.03,23.36,349.6
Rams,,0,DST,4700,LAR,@ NYG,29,21,6.2,8.9,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.07,0.21,0,0,21,5.56,5.56,0,0,17.96,5.56,5.56,1,0,100,,52,24,1.2,16.00,3.4,1,13,13,38,182,182,,,,,,,,,,,,,,,2.74,0.93,0.58,0.2,0.06,21.38,343.39
Josh Gordon,,0,WR,3400,KC,@ WAS,19,30.00,6.5,0,2.1,0,0,0,0,0,0,0,0,0,3.49,0.0904,3.49,1.81,29.08,0.14,0,0,0,0,0,0,5.56,5.56,0,0,18.56,5.56,5.56,88,0,100,,172,16,1.6,0.00,,44,76,76,51,182,182,0.03,,,0.03,,,-10.91,0.03,0.03,,4.61,2.39,40.26,0.18,,,,,,,
Albert Wilson,,0,WR,3000,MIA,@ JAC,10,25.00,6.5,0,2.7,0,0,0,0,0,0,0,0,0,3.26,0.0795,3.26,2.12,23.37,0.14,0,0,0,0,0,0,5.3,5.3,0,0,18.3,5.3,5.3,73,0,100,,144,14,1.8,3.40,1.1,48,77,77,55,183,183,0.05,0.03,0.96,,0.03,0.01,10.14,0.39,2.28,0.01,4.37,2.84,31.12,0.19,,,,,,,
Harrison Bryant,,0,TE,2500,CLE,vs ARI,4,25.75,4.2,4.9,3.2,0,0,0,0,0,0,0,0,0,2.95,0.1018,2.95,1.97,20.37,0.21,0,0,0,0,0,0,5.27,5.27,0,0,13.67,5.27,5.27,43,0,100,,172,14,2.1,0.00,,25,30,30,60,184,184,,,,,,,,,,,2.68,1.79,19.07,0.21,,,,,,,
Dyami Brown,,0,WR,3300,WAS,vs KC,11,24.00,2.7,0,2.4,0,0,0,0,0,0,0,0,0,3.67,0.1089,3.67,1.76,23.57,0.17,0,0,0,0,0,0,5.14,5.14,0,1.09,10.54,5.14,5.14,58,0,100,,124,13,1.6,6.00,1.8,45,78,78,52,185,185,,,,,,,,0.11,-0.44,,2.78,1.33,18.33,,,,,,,,
Donovan Peoples-Jones,,0,WR,3500,CLE,vs ARI,6,25.75,7,4.5,5.2,0,0,0,0,0,0,0,0,0,2.65,0.0914,2.65,1.59,27.39,0.13,0,0,0,0,0,0,5.11,5.11,0,0,19.11,5.11,5.11,4,0,100,,9,11,1.5,29.10,8.3,43,79,79,50,186,186,,,,,,,,,,,3.88,2.33,41.33,0.21,,,,,,,
Mo Alie-Cox,,0,TE,3100,IND,vs HOU,29,28.00,4.4,6.1,6.7,0,0,0,0,0,0,0,0,0,2.71,0.0713,2.71,1.76,21.78,0.19,0,0,0,0,0,0,5.08,5.08,0,0,13.88,5.08,5.08,14,0,100,,91,0,1.6,9.80,3.2,19,31,31,54,187,187,,,,,,,,,,,2.23,1.45,18.92,0.15,,,,,,,
Bengals,,0,DST,3400,CIN,@ DET,25,21.75,4.9,2.8,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83,0.87,0.22,0,0,21.75,5.01,5.01,0,0,14.81,5.01,5.01,8,0,100,,117,13,1.5,7.00,2.1,6,14,14,51,188,188,,,,,,,,,,,,,,,2.13,0.88,0.33,0.11,0.02,22.81,373.25
Giovani Bernard,,0,RB,4700,TB,@ PHI,16,30.00,6.9,9.9,9.6,0,0,0,0,0,0,0,0,0,3.45,0.0786,3.45,2.56,19.5,0.08,0,0,0,0,0,0,4.99,4.99,0,0,18.79,4.99,4.99,46,0,100,,153,22,1.1,2.40,0.5,28,46,46,38,189,189,,,,,,,,6.16,24.77,0.13,3.72,2.76,21.9,0.09,,,,,,,
Chester Rogers,!,0,WR,3500,TEN,vs BUF,1,23.75,5.1,0,7.6,0,0,0,0,0,0,0,0,0,3.21,0.1142,3.21,2.14,21.99,0.1,0,0,0,0,0,0,4.94,4.94,0,0,15.14,4.94,4.94,84,0,100,,159,9,1.4,1.70,0.5,43,80,80,50,190,190,,,,,,,,0.1,0.49,,3.6,2.4,25.41,0.1,,,,,,,
Jalen Guyton,,0,WR,3400,LAC,@ BAL,17,24.00,5.1,6.1,4.4,0,0,0,0,0,0,0,0,0,2.77,0.071,2.77,1.57,24.03,0.16,0,0,0,0,0,0,4.93,4.93,0,0,15.13,4.93,4.93,78,0,100,,152,14,1.5,2.50,0.7,44,81,81,51,191,191,,,,,,,,0.27,1.03,,3.15,1.79,29.06,0.18,,,,,,,
