,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,,,,,,Actual Data,,Position Rankings,,,,Overall Rankings,,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
D.J. Montgomery,,0,WR,3000,NYJ,vs NO,24,19.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,6.60,2.2,55,50,110,110,120,56,274,274,,,,,,,,,,,6,3,36,,,,,,,,
Willie Snead,,0,WR,3000,CAR,vs ATL,12,21.75,6.8,7.2,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,18,0,0.00,,81,50,110,110,175,56,274,274,0.02,0.01,0.54,,,0.01,2.15,0.03,0.16,,4.78,3.23,38.4,0.17,,,,,,,
Alex Erickson,,0,WR,3000,CAR,vs ATL,12,21.75,4.8,1.5,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,0.04,0.02,0.47,,,,4.24,0.33,1.42,,2.76,1.75,20.75,0.02,,,,,,,
Matt Cole,,0,WR,3000,CAR,vs ATL,12,21.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,,,,,,,,,,,
C.J. Saunders,,0,WR,3000,CAR,vs ATL,12,21.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,2,2,11,,,,,,,,
Shi Smith,!,0,WR,3000,CAR,vs ATL,12,21.75,3.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,0.11,-0.33,,2.56,1.11,15.56,,,,,,,,
Brandon Zylstra,,0,WR,3000,CAR,vs ATL,12,21.75,4.4,1.3,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,8.50,2.8,48,50,110,110,109,56,274,274,0.05,,,,,,2.08,0.05,0.05,,2.26,1.58,21.79,0.05,,,,,,,
Anthony Schwartz,!,0,WR,3000,CLE,vs BAL,30,23.50,3.7,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,0.62,4.54,,1.92,0.85,11.85,0.08,,,,,,,
Lawrence Cager,,0,WR,3000,CLE,vs BAL,30,23.50,2.6,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,2.33,0.67,11.67,,,,,,,,
JoJo Natson,,0,WR,3000,CLE,vs BAL,30,23.50,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,1,3,,,,,,,,,,,,
Ryan Switzer,!,0,WR,3000,CLE,vs BAL,30,23.50,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,0.4,1.04,,2.48,2,12.84,0.04,,,,,,,
Andre Roberts,,0,WR,3000,LAC,vs NYG,14,26.25,3.2,0.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,0.16,0.98,,1.91,1.05,12.11,0.07,,,,,,,
Michael Bandy,,0,WR,3000,LAC,vs NYG,14,26.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,2,2,49,,,,,,,,
K.J. Hill,,0,WR,3000,LAC,vs NYG,14,26.25,2.2,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,35,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,2.33,1.67,17.17,,,,,,,,
Maurice French,,0,WR,3000,LAC,vs NYG,14,26.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,1,3,,,,,,,,,,,,
Diontae Spencer,,0,WR,3000,DEN,vs DET,7,27.00,1.3,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,0.4,1.67,,1.2,0.67,3.6,,,,,,,,
De'Mornay Pierson-El,,0,WR,3000,DEN,vs DET,7,27.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,,,,,,,,,,,
Seth Williams,,0,WR,3000,DEN,vs DET,7,27.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,1,1,34,,,,,,,,
Rico Gafford,,0,WR,3000,DEN,vs DET,7,27.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,,,,,,,,,,,
Kendall Hinton,,0,WR,3000,DEN,vs DET,7,27.00,3.1,-0.8,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,14,0,0.00,,81,50,110,110,175,56,274,274,0.71,0.14,1,0.14,0.07,,5.66,0.14,0.5,,2,1.36,18.64,0.07,,,,,,,
K.J. Hamler,!,0,WR,3000,DEN,vs DET,7,27.00,5.7,7.5,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,11,0,,,81,50,110,110,175,56,274,274,,,,,,,,0.53,2.35,,4,2.12,30,0.18,,,,,,,
DaeSean Hamilton,!,0,WR,3000,DEN,vs DET,7,27.00,5.7,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,5,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,4.44,2.53,26.03,0.16,,,,,,,
Mike Thomas,,0,WR,3000,CIN,vs SF,9,23.50,2.9,2.8,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,0.05,0.05,,1.95,1,10,0.05,,,,,,,
Trenton Irwin,!,0,WR,3000,CIN,vs SF,9,23.50,0.9,1.5,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,61,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,2.33,1,13,,,,,,,,
Pooka Williams Jr.,,0,WR,3000,CIN,vs SF,9,23.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,,,,,,,,,,,
Stanley Morgan,,0,WR,3000,CIN,vs SF,9,23.50,0.8,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,20,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,0.13,0.38,,1.75,0.63,3.63,,,,,,,,
Auden Tate,!,0,WR,3000,CIN,vs SF,9,23.50,4.6,3.6,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,15,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,4.21,2.18,28.54,0.07,,,,,,,
Trent Taylor,,0,WR,3000,CIN,vs SF,9,23.50,4.2,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,14,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,3.44,2.25,21.44,0.08,,,,,,,
Scotty Miller,!,0,WR,3000,TB,vs BUF,2,27.75,6,7.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,0.29,2.8,0.03,3.26,1.83,25.8,0.14,,,,,,,
John Hurst,,0,WR,3000,TB,vs BUF,2,27.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,,,,,,,,,,,
Justin Watson,!,0,WR,3000,TB,vs BUF,2,27.75,5.6,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,2.81,1.56,19.25,0.19,,,,,,,
Jaelon Darden,,0,WR,3000,TB,vs BUF,2,27.75,1.6,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,6,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,0.22,1.44,,1.44,0.78,7.56,,,,,,,,
Cyril Grayson,,0,WR,3000,TB,vs BUF,2,27.75,7.7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,0.17,2.33,,2.67,1.83,35.83,0.33,,,,,,,
Chris Blair,,0,WR,3000,GB,vs CHI,11,27.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,,,,,,,,,,,
Juwann Winfree,,0,WR,3000,GB,vs CHI,11,27.00,2.4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,2.29,1.29,10.71,,,,,,,,
Malik Taylor,!,0,WR,3000,GB,vs CHI,11,27.00,2.6,1.7,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,16,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,0.14,1.29,,1.29,1,11.43,0.14,,,,,,,
Amari Rodgers,,0,WR,3000,GB,vs CHI,11,27.00,0.6,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,75,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,0.25,2.75,,2,1,11.25,,,,,,,,
Andy Isabella,,0,WR,3000,ARI,vs LAR,27,27.00,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,0.22,0.39,,2.35,1.43,19.43,0.13,,,,,,,
Greg Dortch,,0,WR,3000,ARI,vs LAR,27,27.00,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,30,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,0.17,4,,4.5,4,36.5,0.17,,,,,,,
Andre Baccellia,,0,WR,3000,ARI,vs LAR,27,27.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,3,2,12.5,,,,,,,,
Cody White,,0,WR,3000,PIT,@ MIN,32,20.75,2,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,29,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,2,1.67,11,,,,,,,,
JuJu Smith-Schuster,!,0,WR,3000,PIT,@ MIN,32,20.75,9.6,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,34,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,0.06,0.31,0.01,7.64,5.2,61.19,0.4,,,,,,,
Steven Sims Jr.,,0,WR,3000,PIT,@ MIN,32,20.75,6,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,18,0,0.00,,81,50,110,110,175,56,274,274,0.04,,,,,,0.08,0.44,4.28,0.04,3.88,2.56,24.32,0.24,,,,,,,
Tyler Vaughns,,0,WR,3000,PIT,@ MIN,32,20.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,,,81,50,110,110,175,56,274,274,,,,,,,,,,,,,,,,,,,,,
Osirus Mitchell,,0,WR,3000,DAL,@ WAS,28,27.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,,,,,,,,,,,
Brandon Smith,,0,WR,3000,DAL,@ WAS,28,27.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,,,,,,,,,,,
Noah Brown,!,0,WR,3000,DAL,@ WAS,28,27.00,4.3,3.3,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,0.03,0.11,,2.77,1.69,20.51,0.03,,,,,,,
T.J. Vasher,!,0,WR,3000,DAL,@ WAS,28,27.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,,,,,,,,,,,
Simi Fehoko,!,0,WR,3000,DAL,@ WAS,28,27.00,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,2,1.5,12,,,,,,,,
Terry Godwin,!,0,WR,3000,JAC,@ TEN,29,18.25,3.2,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,0.5,1.5,,3,1.5,16,,,,,,,,
Tim Jones,,0,WR,3000,JAC,@ TEN,29,18.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,,,,,,,,,,,
D.J. Chark,!,0,WR,3000,JAC,@ TEN,29,18.25,9.3,12,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,15,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,0.04,0.44,,6.36,3.47,49.04,0.38,,,,,,,
Josh Hammond,,0,WR,3000,JAC,@ TEN,29,18.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,,,,,,,,,,,
Cade Johnson,,0,WR,3000,SEA,@ HOU,19,25.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,,,,,,,,,,,
John Ursua,!,0,WR,3000,SEA,@ HOU,19,25.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,1,1,11,,,,,,,,
Penny Hart,,0,WR,3000,SEA,@ HOU,19,25.00,1.3,0.6,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,24,0,2.60,0.9,74,50,110,110,154,56,274,274,,,,,,,,0.09,1.73,,1.27,0.82,7,,,,,,,,
Aaron Fuller,,0,WR,3000,SEA,@ HOU,19,25.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,,,,,,,,,,,
Cody Thompson,,0,WR,3000,SEA,@ HOU,19,25.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,,,,,,,,,,,
Javon Wims,,0,WR,3000,LV,@ KC,6,19.50,3.3,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,0.04,0.09,,2.61,1.26,12.78,0.09,,,,,,,
Dillon Stoner,,0,WR,3000,LV,@ KC,6,19.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,,,,,,,,,,,
DJ Turner,,0,WR,3000,LV,@ KC,6,19.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,,,,,,,,,,,
Tyron Johnson,,0,WR,3000,LV,@ KC,6,19.50,5.4,7.2,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,2,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,0.2,1.13,,2.07,1.47,27.6,0.2,,,,,,,
Michael Thomas,,0,WR,3000,NO,@ NYJ,25,23.00,9.8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,49,0,,,81,50,110,110,175,56,274,274,,,,,,,,0.02,-0.1,,9.28,7.09,83.69,0.49,,,,,,,
Malcolm Perry,,0,WR,3000,NO,@ NYJ,25,23.00,3,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,3,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,0.38,0.63,,1.63,1.13,11.5,0.13,,,,,,,
Kawaan Baker,,0,WR,3000,NO,@ NYJ,25,23.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,,,,,,,,,,,
Christian Blake,,0,WR,3000,ATL,@ CAR,20,19.75,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,2.6,1.4,12.85,,,,,,,,
Austin Trammell,,0,WR,3000,ATL,@ CAR,20,19.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,,,,,,,,,,,
Marvin Hall,,0,WR,3000,ATL,@ CAR,20,19.75,4.6,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,0.11,0.22,,1.89,1,20.05,0.11,,,,,,,
Jaylon Moore,,0,WR,3000,BAL,@ CLE,16,20.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,,,,,,,,,,,
Binjimen Victor,,0,WR,3000,BAL,@ CLE,16,20.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,,,,,,,,,,,
Tylan Wallace,!,0,WR,3000,BAL,@ CLE,16,20.50,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,1.5,0.5,5.33,,,,,,,,
Miles Boykin,!,0,WR,3000,BAL,@ CLE,16,20.50,3.8,4.7,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,14,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,2.3,1.3,17.2,0.23,,,,,,,
Corey Coleman,,0,WR,3000,NYG,@ LAC,15,17.25,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,1,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,0.12,0.6,,5.52,2.44,31.56,0.2,,,,,,,
Pharoh Cooper,,0,WR,3000,NYG,@ LAC,15,17.25,2.7,0.8,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,7,0,1.60,0.5,78,50,110,110,165,56,274,274,0.02,,,0.02,,,,0.07,0.27,,2.24,1.44,13.15,0.02,,,,,,,
C.J. Board,!,0,WR,3000,NYG,@ LAC,15,17.25,1.5,1.9,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,38,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,0.13,0.6,,1.73,1.13,12.2,,,,,,,,
Rysen John,!,0,WR,3000,NYG,@ LAC,15,17.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,,,,,,,,,,,
Dante Pettis,!,0,WR,3000,NYG,@ LAC,15,17.25,7.6,2.8,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,3,0,0.00,,81,50,110,110,175,56,274,274,0.08,0.08,1.28,,,,10.84,0.04,-0.08,,3.8,2.12,31.6,0.4,,,,,,,
Alex Bachman,,0,WR,3000,NYG,@ LAC,15,17.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,1,-3,,,,,,,,,,,,
David Sills,,0,WR,3000,NYG,@ LAC,15,17.25,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,4,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,2.29,1.14,11.29,,,,,,,,
Trinity Benson,!,0,WR,3000,DET,@ DEN,22,15.00,2,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,31,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,3.14,1.43,14.71,,,,,,,,
Tom Kennedy,,0,WR,3000,DET,@ DEN,22,15.00,3.8,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,1.70,0.6,77,50,110,110,164,56,274,274,0.14,0.14,10.71,,,0.14,22.61,,,,2.14,1.29,15.43,,,,,,,,
Connor Wedington,,0,WR,3000,SF,@ CIN,26,25.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,,,,,,,,,,,
Travis Benjamin,,0,WR,3000,SF,@ CIN,26,25.50,8.1,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,0.01,,,,,,0.57,0.38,2.12,,4.58,2.46,35.38,0.2,,,,,,,
Richie James,,0,WR,3000,SF,@ CIN,26,25.50,7.4,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,0.17,0.21,,3.29,2.21,35.17,0.13,,,,,,,
Mohamed Sanu,!,0,WR,3000,SF,@ CIN,26,25.50,6,6.3,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,32,0,0.00,,81,50,110,110,175,56,274,274,0.03,0.02,0.57,,,0.02,6.12,0.28,1.54,0.02,5.02,3.43,37.97,0.18,,,,,,,
River Cracraft,,0,WR,3000,SF,@ CIN,26,25.50,2.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,42,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,2.14,1.29,14,0.29,,,,,,,
Marquez Stevenson,,0,WR,3000,BUF,@ TB,4,24.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,81,50,110,110,175,56,274,274,,,,,,,,,,,,,,,,,,,,,
