,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,Position Rankings,,,,Overall Rankings,,,Actual Data,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Tyler Johnson,,0,WR,3300,TB,@ WAS,32,30.25,3.4,3.8,4.7,0,0,0,0,0,0,0,0,0,6.13,0.137,6.13,3.98,42.34,0.15,0,0,0,0,0,0,9.11,9.11,0,4.01,15.91,9.11,9.11,55,0,100,,125,23,2.8,4.70,1.4,46,48,48,52,128,128,,,,,,,,,,,2.93,1.9,20.86,0.07,,,,,,,
Jeremy McNichols,,0,RB,5500,TEN,vs NO,3,23.00,3.7,2.8,7.2,0,0,0,0,0,0.3999,9.77,39.94,0.1,13.15,0.1278,3.38,2.45,17.56,0.05,0,0,0,0,0,0,9.1,9.1,0,3.55,16.5,9.1,9.1,51,0,100,,155,10,1.7,1.80,0.3,21,36,36,30,129,129,,,,,,,,3.07,12.55,0.03,1.9,1.38,10.17,0.03,,,,,,,
Dawson Knox,,0,TE,4500,BUF,@ NYJ,18,30.75,6.1,7,14.1,0,0,0,0,0,0,0,0,0,4.66,0.104,4.66,2.98,34.13,0.42,0,0,0,0,0,0,8.91,8.91,0,0,21.11,8.91,8.91,32,0,100,,144,22,2,2.70,0.6,11,18,18,40,130,130,,,,,,,,0.02,0.25,,4.02,2.57,30.41,0.35,,,,,,,
Alex Collins,,0,RB,5200,SEA,@ GB,14,23.00,6.3,8.9,8.3,0,0,0,0,0,0.6745,14.25,58.9,0.5,14.25,0,0,0,0,0,0,0,0,0,0,0,8.89,8.89,0,0,21.49,8.89,8.89,36,0,100,,114,28,1.7,5.90,1.1,24,37,37,33,131,131,,,,,,,,9.96,41.17,0.35,1.73,1.27,10.23,0.02,,,,,,,
Colts,,0,DST,3600,IND,vs JAC,28,19,5.4,8.5,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,1.2,1.2,0,0.12,19,8.8,8.8,0,0.7,19.6,8.8,8.8,6,0,100,,57,24,2.4,14.00,3.9,4,4,4,49,132,132,,,,,,,,,,,,,,,2.18,0.87,0.59,0.18,0.08,22.77,359.74
Corey Davis,,0,WR,4900,NYJ,vs BUF,2,17.75,8.3,13.8,14.3,0,0,0,0,0,0,0,0,0,5.04,0.1743,5.04,3.04,43.25,0.23,0,0,0,0,0,0,8.75,8.75,0,0,25.35,8.75,8.75,25,0,100,,61,22,1.8,13.30,2.7,30,49,49,36,133,133,,,,,,,,0.08,0.74,,6.01,3.62,50.81,0.27,,,,,,,
Noah Fant,,0,TE,4300,DEN,vs PHI,32,22.75,6.2,10.7,10.9,0,0,0,0,0,0,0,0,0,5.21,0.1532,5.21,3.61,38.16,0.21,0,0,0,0,0,0,8.69,8.69,0,0,21.09,8.69,8.69,10,0,100,,79,31,2,10.90,2.5,13,19,19,42,134,134,,,,,,,,0.06,-0.24,,5.2,3.6,39.22,0.22,,,,,,,
Buccaneers,,0,DST,3500,TB,@ WAS,22,20.25,6.1,7.4,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,1.34,0.54,0,0.27,20.25,8.67,8.67,0,0,20.87,8.67,8.67,10,0,100,,112,15,2.5,6.00,1.7,5,5,5,50,135,135,,,,,,,,,,,,,,,2.48,0.88,0.75,0.18,0.02,23.91,357.31
Tim Patrick,,0,WR,4900,DEN,vs PHI,1,22.75,6.2,11.3,12.1,0,0,0,0,0,0,0,0,0,4.95,0.1455,4.95,3,40.89,0.24,0,0,0,0,0,0,8.53,8.53,0,0,20.93,8.53,8.53,56,0,100,,127,30,1.7,4.40,0.9,30,50,50,36,136,136,,,,,,,,0.06,0.35,,4.92,2.98,41.85,0.25,,,,,,,
Hayden Hurst,!,0,TE,2800,ATL,@ DAL,20,24.00,4.8,9.3,5.1,0,0,0,0,0,0,0,0,0,4.53,0.1151,4.53,3.11,32.64,0.36,0,0,0,0,0,0,8.53,8.53,0,1.33,18.13,8.53,8.53,43,0,100,,173,24,3,0.00,,25,20,20,57,136,136,,,,,,,,0.02,,,3.53,2.42,24.76,0.24,,,,,,,
David Njoku,,0,TE,3200,CLE,@ NE,4,21.25,6.1,4.9,8.8,0,0,0,0,0,0,0,0,0,4.96,0.1599,4.96,3.15,36.66,0.28,0,0,0,0,0,0,8.5,8.5,0,0,20.7,8.5,8.5,36,0,100,,151,14,2.7,2.10,0.7,21,21,21,53,137,137,,,,,,,,0.05,-0.06,,4.08,2.59,30.62,0.24,,,,,,,
Rondale Moore,,0,WR,4400,ARI,vs CAR,6,24.25,6.5,0,9.3,0,0,0,0,0,0,0,0,0,5.76,0.1837,5.76,4.65,34.62,0.06,0,0,0,0,0,0,8.47,8.47,0,0,21.47,8.47,8.47,67,0,100,,140,17,1.9,3.10,0.7,35,51,51,41,138,138,,,,,,,,1.19,4.5,,4.81,3.88,29.88,0.06,,,,,,,
Cowboys,,0,DST,3000,DAL,vs ATL,23,24,5.7,4.8,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02,1.39,0.38,0,0.38,24,7.84,7.84,0,0,19.24,7.84,7.84,1,0,100,,16,11,2.6,23.00,7.7,10,6,6,55,139,139,,,,,,,,,,,,,,,2.25,0.7,0.54,0.14,0.01,21.73,349.94
Deonte Harty,,0,WR,4000,NO,@ TEN,28,20.00,5,5.9,9.7,0,0,0,0,0,0,0,0,0,4.37,0.1641,4.37,3.16,37.66,0.15,0,0,0,0,0,0,7.83,7.83,0,0.33,17.83,7.83,7.83,34,0,100,,78,15,2,11.00,2.8,39,52,52,45,140,140,,,,,,,,0.47,3.56,,2.97,2.15,27.21,0.12,,,,,,,
Jarvis Landry,,0,WR,5200,CLE,@ NE,9,21.25,7.4,13.3,9,0,0,0,0,0,0,0,0,0,5,0.1612,5,3.23,35.63,0.17,0,0,0,0,0,0,7.81,7.81,0,0,22.61,7.81,7.81,46,0,100,,108,49,1.5,6.60,1.3,27,53,53,33,141,141,0.08,0.05,1.26,,0.01,0.01,8.78,0.32,2.08,0.04,8.65,5.58,62.59,0.29,,,,,,,
Ty Johnson,,0,RB,4500,NYJ,vs BUF,7,17.75,5.5,6,9.1,0,0,0,0,0,0.2558,6.48,27.86,0.1,9.5,0.1046,3.02,2.06,16.29,0.08,0,0,0,0,0,0,7.56,7.56,0,0,18.56,7.56,7.56,28,0,100,,91,8,1.7,8.80,2,31,38,38,40,142,142,,,,,,,,4.34,18.66,0.07,2.68,1.83,14.24,0.07,,,,,,,
Sammy Watkins,,0,WR,4300,BAL,@ MIA,24,27.25,9.5,8.9,9.4,0,0,0,0,0,0,0,0,0,3.98,0.1324,3.98,2.44,34.84,0.25,0,0,0,0,0,0,7.42,7.42,0,0,26.42,7.42,7.42,82,0,100,,165,16,1.7,0.70,0.2,36,54,54,42,143,143,0.01,,,0.01,0.01,,,0.13,0.91,,5.82,3.57,53.13,0.33,,,,,,,
Patriots,,0,DST,3400,NE,vs CLE,13,21.25,7.1,6.5,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21,1.51,0.35,0,0.23,21.25,7.31,7.31,0,0,21.51,7.31,7.31,8,0,100,,78,17,2.2,11.00,3.2,6,7,7,51,144,144,,,,,,,,,,,,,,,2.34,1.02,0.49,0.18,0.05,18.42,337.59
Allen Lazard,,0,WR,4400,GB,vs SEA,7,26.00,7.1,10.8,7.8,0,0,0,0,0,0,0,0,0,3.42,0.1104,3.42,2.32,31.36,0.29,0,0,0,0,0,0,7.2,7.2,0,0,21.4,7.2,7.2,77,0,100,,157,28,1.6,1.60,0.4,35,55,55,41,145,145,,,,,,,,0.16,1.7,,4.43,3,41.41,0.39,,,,,,,
Olamide Zaccheaus,,0,WR,4400,ATL,@ DAL,29,24.00,5.8,5.6,6.9,0,0,0,0,0,0,0,0,0,3.52,0.0894,3.52,2.24,35,0.24,0,0,0,0,0,0,7.18,7.18,0,0,18.78,7.18,7.18,58,0,100,,129,9,1.6,4.20,1,35,56,56,41,146,146,,,,,,,,0.06,0.06,,3.23,2.06,31.26,0.19,,,,,,,
Freddie Swain,,0,WR,3000,SEA,@ GB,17,23.00,4.8,3.2,6,0,0,0,0,0,0,0,0,0,3.61,0.1268,3.61,2.26,29.88,0.32,0,0,0,0,0,0,7.17,7.17,0,0,16.77,7.17,7.17,85,0,100,,173,0,2.4,0.00,,49,57,57,55,147,147,,,,,,,,0.17,1.1,,2.14,1.34,18.28,0.21,,,,,,,
O.J. Howard,,0,TE,2700,TB,@ WAS,24,30.25,6.6,9.4,4.5,0,0,0,0,0,0,0,0,0,3.39,0.0758,3.39,2.22,31.13,0.3,0,0,0,0,0,0,7.13,7.13,0,0,20.33,7.13,7.13,43,0,100,,173,12,2.6,0.00,,26,22,22,58,148,148,,,,,,,,,,,3.56,2.33,33.69,0.31,,,,,,,
Cameron Brate,,0,TE,2700,TB,@ WAS,24,30.25,5.3,6.3,3.6,0,0,0,0,0,0,0,0,0,3.86,0.0864,3.86,2.53,26.05,0.31,0,0,0,0,0,0,7,7,0,0,17.6,7,7,15,0,100,,100,25,2.6,7.60,2.8,26,23,23,58,149,149,,,,,,,,,,,3.86,2.53,26.85,0.31,,,,,,,
Elijah Moore,,0,WR,4700,NYJ,vs BUF,2,17.75,8.7,0,9.3,0,0,0,0,0,0,0,0,0,4.43,0.1533,4.43,2.5,31.85,0.21,0,0,0,0,0,0,6.95,6.95,0,0,24.35,6.95,6.95,24,0,100,,60,26,1.5,13.40,2.9,32,58,58,38,150,150,,,,,,,,0.47,3.33,0.07,6.87,3.87,48.67,0.33,,,,,,,
Rashard Higgins,,0,WR,3300,CLE,@ NE,9,21.25,5.9,10.1,5.3,0,0,0,0,0,0,0,0,0,4,0.1289,4,2.42,33.1,0.2,0,0,0,0,0,0,6.93,6.93,0,0,18.73,6.93,6.93,85,0,100,,173,2,2.1,0.00,,46,59,59,52,151,151,,,,,,,,0.01,0.06,,3.46,2.09,29.07,0.17,,,,,,,
Michael Gallup,,0,WR,4000,DAL,vs ATL,26,31.00,8,11.2,7.6,0,0,0,0,0,0,0,0,0,4.17,0.1085,4.17,2.31,34.39,0.19,0,0,0,0,0,0,6.89,6.89,0,0,22.89,6.89,6.89,43,0,100,,103,29,1.7,7.20,1.8,39,60,60,45,152,152,,,,,,,,,,,6.42,3.56,53.74,0.3,,,,,,,
Randall Cobb,,0,WR,4300,GB,vs SEA,7,26.00,7.4,10,8.6,0,0,0,0,0,0,0,0,0,3.92,0.1263,3.92,2.66,30.16,0.2,0,0,0,0,0,0,6.88,6.88,0,0,21.68,6.88,6.88,52,0,100,,121,32,1.6,5.10,1.2,36,61,61,42,153,153,0.03,0.01,0.1,,,,1.53,0.42,1.39,,5.94,4.03,46.6,0.32,,,,,,,
Steelers,,0,DST,4100,PIT,vs DET,30,17.75,6.1,8.4,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87,0.4,0.66,0,0.14,17.75,6.83,6.83,0,0,19.03,6.83,6.83,11,0,100,,122,25,1.7,5.00,1.2,1,8,8,44,154,154,,,,,,,,,,,,,,,3.03,0.93,0.62,0.14,0.04,20.94,337.82
Cedrick Wilson,,0,WR,3500,DAL,vs ATL,26,31.00,8.4,4.2,8.5,0,0,0,0,0,0,0,0,0,3.52,0.0914,3.52,2.37,28.94,0.26,0,0,0,0,0,0,6.82,6.82,0,0,23.62,6.82,6.82,85,0,100,,173,0,1.9,0.00,,44,62,62,50,155,155,0.17,0.17,3.7,,,0.03,20.84,0.2,0.23,,3.67,2.47,30.63,0.27,,,,,,,
Jalen Reagor,,0,WR,3500,PHI,@ DEN,20,21.75,4.2,7.4,5.8,0,0,0,0,0,0,0,0,0,5.32,0.1665,5.32,3.01,30.79,0.12,0,0,0,0,0,0,6.81,6.81,0,0.51,15.21,6.81,6.81,79,0,100,,159,18,1.9,1.40,0.4,44,63,63,50,156,156,,,,,,,,0.47,2.34,,3.69,2.09,22.06,0.09,,,,,,,
Jalen Guyton,,0,WR,3600,LAC,vs MIN,23,28.25,5.1,6.1,3.8,0,0,0,0,0,0,0,0,0,3.76,0.084,3.76,2.14,33.89,0.21,0,0,0,0,0,0,6.79,6.79,0,0,16.99,6.79,6.79,85,0,100,,173,15,1.9,0.00,,43,64,64,49,157,157,,,,,,,,0.26,1,,3.15,1.79,30.09,0.18,,,,,,,
Jermar Jefferson,!,0,RB,4000,DET,@ PIT,5,17.75,5.2,0,12.9,0,0,0,0,0,0.2158,4.46,22,0.59,5.16,0.0207,0.7,0.56,3.25,0.02,0,0,0,0,0,0,6.75,6.75,0,0,17.15,6.75,6.75,24,0,100,,83,19,1.7,10.10,2.5,36,39,39,45,158,158,,,,,,,,3.75,18.5,0.5,1.25,1,5.75,,,,,,,,
Russell Gage,,0,WR,5000,ATL,@ DAL,29,24.00,7.8,11.5,9.5,0,0,0,0,0,0,0,0,0,4.05,0.1028,4.05,2.78,29.57,0.15,0,0,0,0,0,0,6.64,6.64,0,0,22.24,6.64,6.64,85,0,100,,173,20,1.3,0.00,,29,65,65,35,159,159,0.04,0.02,0.75,,,0.02,3.81,0.12,0.4,,6,4.12,42.63,0.19,,,,,,,
Carlos Hyde,,0,RB,5000,JAC,@ IND,2,19.00,7.7,7.8,5,0,0,0,0,0,0.317,6.61,26.7,0.18,9.09,0.0665,2.48,1.72,8.78,0.03,0,0,0,0,0,0,6.53,6.53,0,0,21.93,6.53,6.53,54,0,100,,159,25,1.3,1.40,0.3,26,40,40,35,160,160,,,,,,,,12.91,52.14,0.36,2.36,1.64,9.03,0.04,,,,,,,
Saints,,0,DST,3100,NO,@ TEN,4,23,6.1,7.2,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,1.29,0.23,0,0.23,23,6.52,6.52,0,0,18.72,6.52,6.52,14,0,100,,152,10,2.1,2.00,0.6,9,9,9,54,161,161,,,,,,,,,,,,,,,2.5,0.84,0.57,0.12,0.02,22.87,352.82
Salvon Ahmed,,0,RB,4000,MIA,vs BAL,20,19.25,6.3,12,3.8,0,0,0,0,0,0.2927,7.1,25.75,0.17,9.24,0.0668,2.14,1.49,11.07,0.05,0,0,0,0,0,0,6.49,6.49,0,0,19.09,6.49,6.49,47,0,100,,147,3,1.6,2.50,0.6,36,41,41,45,162,162,,,,,,,,7.59,27.53,0.18,1.94,1.35,10.47,,,,,,,,
Boston Scott,,0,RB,4900,PHI,@ DEN,4,21.75,7.7,6,6.9,0,0,0,0,0,0.3047,8,35.25,0.48,8,0,0,0,0,0,0,0,0,0,0,0,6.41,6.41,0,0,21.81,6.41,6.41,20,0,100,,66,9,1.3,12.50,2.6,27,42,42,36,163,163,,,,,,,,6.45,28.42,0.39,2.18,1.76,13.82,0.03,,,,,,,
Jamison Crowder,,0,WR,4800,NYJ,vs BUF,2,17.75,7.7,15.1,12.2,0,0,0,0,0,0,0,0,0,3.79,0.1312,3.79,2.52,28.64,0.17,0,0,0,0,0,0,6.4,6.4,0,0,21.8,6.4,6.4,53,0,100,,122,29,1.3,5.00,1,31,66,66,37,164,164,0.03,0.01,0.43,,0.01,0.01,2.35,0.17,0.81,,6.23,4.14,46.37,0.28,,,,,,,
Robby Anderson,,0,WR,4400,CAR,@ ARI,18,17.25,7.9,14.6,5.8,0,0,0,0,0,0,0,0,0,4.4,0.1424,4.4,2.48,30.75,0.14,0,0,0,0,0,0,6.4,6.4,0,0,22.2,6.4,6.4,23,0,100,,59,28,1.5,13.70,3.1,35,66,66,41,164,164,,,,,,,,0.16,1.01,,6.7,3.78,49.97,0.3,,,,,,,
James Washington,,0,WR,3500,PIT,vs DET,10,22.75,5.8,6.6,4.1,0,0,0,0,0,0,0,0,0,4.03,0.0913,4.03,2.15,30.85,0.19,0,0,0,0,0,0,6.38,6.38,0,0,17.98,6.38,6.38,38,0,100,,88,6,1.8,9.50,2.7,44,67,67,50,165,165,,,,,,,,0.03,0.22,,3.78,2.02,28.97,0.2,,,,,,,
Vikings,,0,DST,2300,MIN,@ LAC,12,28.25,5.9,3.6,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,0.84,0.48,0,0.24,28.25,6.3,6.3,0,0,18.1,6.3,6.3,11,0,100,,122,21,2.7,5.00,2.2,17,10,10,62,166,166,,,,,,,,,,,,,,,2.54,0.89,0.54,0.19,0.03,21.07,344.61
Byron Pringle,,0,WR,3400,KC,@ LV,4,27.75,6.5,5.5,6.8,0,0,0,0,0,0,0,0,0,3.1,0.0821,3.1,2.2,25.7,0.25,0,0,0,0,0,0,6.27,6.27,0,0,19.27,6.27,6.27,17,0,100,,53,12,1.8,14.60,4.3,45,68,68,51,167,167,,,,,,,,,,,3.56,2.53,30.85,0.29,,,,,,,
Adam Humphries,,0,WR,3500,WAS,vs TB,14,20.25,5.6,8.3,5.3,0,0,0,0,0,0,0,0,0,3.93,0.1287,3.93,2.77,28.11,0.11,0,0,0,0,0,0,6.24,6.24,0,0,17.44,6.24,6.24,78,0,100,,158,29,1.8,1.50,0.4,44,69,69,50,168,168,,,,,0.01,,,0.1,0.38,,4.83,3.41,35.37,0.14,,,,,,,
Mo Alie-Cox,,0,TE,3100,IND,vs JAC,26,29.00,5.3,6.1,6.5,0,0,0,0,0,0,0,0,0,3.21,0.0868,3.21,2.13,25.98,0.25,0,0,0,0,0,0,6.23,6.23,0,0,16.83,6.23,6.23,38,0,100,,157,0,2,1.60,0.5,22,24,24,54,169,169,,,,,,,,,,,2.31,1.53,19.95,0.18,,,,,,,
Rams,,0,DST,3300,LAR,@ SF,17,23.75,6.2,8.9,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06,1.31,0.22,0,0,23.75,6.12,6.12,0,0,18.52,6.12,6.12,16,0,100,,173,23,1.9,0.00,,7,11,11,52,170,170,,,,,,,,,,,,,,,2.71,0.91,0.57,0.2,0.06,21.32,343.43
Sony Michel,,0,RB,4300,LAR,@ SF,27,26.75,8,9.8,5.6,0,0,0,0,0,0.325,10.16,42.6,0.28,10.16,0,0,0,0,0,0,0,0,0,0,0,5.94,5.94,0,0,21.94,5.94,5.94,39,0,100,,121,18,1.4,5.10,1.2,33,43,43,42,171,171,,,,,,,,13.27,55.64,0.36,1.33,0.88,6.47,0.03,,,,,,,
Donovan Peoples-Jones,,0,WR,4800,CLE,@ NE,9,21.25,6.9,4.5,11.1,0,0,0,0,0,0,0,0,0,3.14,0.1011,3.14,1.85,31.6,0.15,0,0,0,0,0,0,5.91,5.91,0,0,19.71,5.91,5.91,71,0,100,,146,12,1.2,2.60,0.5,31,70,70,37,172,172,,,,,,,,,,,4.04,2.38,41.27,0.19,,,,,,,
Tre'Quan Smith,,0,WR,4300,NO,@ TEN,28,20.00,7.5,9,7.6,0,0,0,0,0,0,0,0,0,2.83,0.1062,2.83,1.89,25,0.25,0,0,0,0,0,0,5.89,5.89,0,0,20.89,5.89,5.89,18,0,100,,54,6,1.4,14.40,3.3,36,71,71,42,173,173,,,,,,,,0.04,0.15,,3.52,2.35,33.06,0.37,,,,,,,
Taysom Hill,,0,QB,5200,NO,@ TEN,18,20.00,7.4,9.8,5.6,0.1008,2.68,21.98,0.1,0.08,0.1692,4.67,26.32,0.34,4.67,0,0,0,0,0,0,0,0,0,0,0,5.87,5.87,0,0,20.67,5.87,5.87,28,0,100,,119,3,1.1,5.24,1,20,29,29,33,174,174,4.22,2.7,32.42,0.13,0.41,0.13,35.38,3.81,21.47,0.28,0.86,0.63,6.59,0.14,,,,,,,
Adam Trautman,,0,TE,3000,NO,@ TEN,6,20.00,4.1,3.6,4.2,0,0,0,0,0,0,0,0,0,3.56,0.1339,3.56,2.54,24.56,0.14,0,0,0,0,0,0,5.84,5.84,0,0,14.04,5.84,5.84,14,0,100,,96,13,1.9,8.20,2.7,23,25,25,55,175,175,,,,,,,,,,,2.75,1.96,20.17,0.13,,,,,,,
Panthers,,0,DST,2400,CAR,@ ARI,3,24.25,6.3,6.1,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61,0.8,0.34,0.11,0.11,24.25,5.77,5.77,0,0,18.37,5.77,5.77,7,0,100,,70,14,2.4,12.00,5,16,12,12,61,176,176,,,,,,,,,,,,,,,2.59,0.87,0.64,0.17,0.03,23.3,350.14
Browns,,0,DST,2800,CLE,@ NE,19,23.25,4.9,6.1,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0.59,0.35,0,0.12,23.25,5.75,5.75,0,0,15.55,5.75,5.75,17,0,100,,177,9,2.1,-2.00,,12,13,13,57,177,177,,,,,,,,,,,,,,,2.13,0.76,0.49,0.1,0.03,24.98,365.76
A.J. Dillon,,0,RB,4800,GB,vs SEA,16,26.00,7.7,4.5,7.5,0,0,0,0,0,0.3514,9.43,40.84,0.27,9.43,0,0,0,0,0,0,0,0,0,0,0,5.7,5.7,0,0,21.1,5.7,5.7,4,0,100,,9,11,1.2,26.80,5.6,28,44,44,37,178,178,,,,,,,,9.27,40.15,0.27,1.64,1.39,12.61,0.06,,,,,,,
Gabriel Davis,,0,WR,3400,BUF,@ NYJ,13,30.75,9.9,8,5,0,0,0,0,0,0,0,0,0,2.51,0.056,2.51,1.42,24.05,0.3,0,0,0,0,0,0,5.63,5.63,0,0,25.43,5.63,5.63,12,0,100,,40,0,1.7,16.50,4.9,45,72,72,51,179,179,,,,,,,,0.03,,,4.18,2.36,41.36,0.49,,,,,,,
Ricky Seals-Jones,!,0,TE,3700,WAS,vs TB,25,20.25,5.5,0,8.7,0,0,0,0,0,0,0,0,0,3.73,0.1222,3.73,1.99,22.51,0.22,0,0,0,0,0,0,5.56,5.56,0,0,16.56,5.56,5.56,21,0,100,,112,5,1.5,6.00,1.6,17,26,26,48,180,180,,,,,,,,,,,3.84,2.05,23.73,0.23,,,,,,,
Harrison Bryant,,0,TE,2500,CLE,@ NE,4,21.25,4.2,4.9,3.6,0,0,0,0,0,0,0,0,0,3,0.0966,3,2,20.15,0.23,0,0,0,0,0,0,5.4,5.4,0,0,13.8,5.4,5.4,26,0,100,,133,14,2.2,3.80,1.5,28,27,27,60,181,181,,,,,,,,,,,2.79,1.86,19.03,0.21,,,,,,,
Braxton Berrios,,0,WR,3000,NYJ,vs BUF,2,17.75,6.3,6.1,5.6,0,0,0,0,0,0,0,0,0,3.38,0.1169,3.38,2.28,23.93,0.12,0,0,0,0,0,0,5.39,5.39,0,0,17.99,5.39,5.39,54,0,100,,123,7,1.8,4.90,1.6,49,73,73,55,182,182,0.03,0.03,0.05,,,0.03,3.13,0.34,2.34,0.05,3.71,2.5,25.87,0.13,,,,,,,
Eagles,,0,DST,2700,PHI,@ DEN,25,22.75,6.6,6.4,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.71,0.23,0,0.23,22.75,5.26,5.26,0,0,18.46,5.26,5.26,5,0,100,,50,14,1.9,15.00,5.6,13,14,14,58,183,183,,,,,,,,,,,,,,,2.45,0.8,0.57,0.24,0.02,22.02,352.35
Eno Benjamin,,0,RB,4400,ARI,vs CAR,15,24.25,3.3,0,3.5,0,0,0,0,0,0.1321,3.4,13.43,0.05,5.74,0.0747,2.34,1.82,14.13,0.06,0,0,0,0,0,0,5.24,5.24,0,0.29,11.84,5.24,5.24,49,0,100,,149,34,1.2,2.20,0.5,32,45,45,41,184,184,,,,,,,,5,19.75,0.08,1.83,1.42,11.42,,,,,,,,
Tajae Sharpe,,0,WR,3900,ATL,@ DAL,29,24.00,5,0,4.7,0,0,0,0,0,0,0,0,0,3.52,0.0894,3.52,1.93,23.29,0.16,0,0,0,0,0,0,5.22,5.22,0,0,15.22,5.22,5.22,81,0,100,,163,0,1.3,1.00,0.3,40,74,74,46,185,185,,,,,,,,0.03,0.27,,3.26,1.79,21,0.13,,,,,,,
Packers,,0,DST,2900,GB,vs SEA,20,23,5.2,5.7,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0.95,0.53,0,0,23,5.18,5.18,0,0,15.58,5.18,5.18,3,0,100,,39,19,1.8,17.00,5.9,11,15,15,56,186,186,,,,,,,,,,,,,,,2.52,0.83,0.47,0.08,0.01,22.09,348.73
Chuba Hubbard,,0,RB,5400,CAR,@ ARI,6,17.25,6.1,0,9.7,0,0,0,0,0,0.1629,3.97,14.43,0.11,6.45,0.0802,2.48,1.67,10.91,0.05,0,0,0,0,0,0,5.16,5.16,0,0,17.36,5.16,5.16,29,0,100,,92,24,1,8.70,1.6,22,46,46,31,187,187,,,,,,,,9.78,35.56,0.28,2.06,1.39,9.67,0.06,,,,,,,
Kyle Juszczyk,,0,RB,4000,SF,vs LAR,13,23.75,,,,0,0,0,0,0,0,0,0,0,3.38,0.0895,3.38,2.53,19.06,0.11,0,0,0,0,0,0,5.1,5.1,0,0,,5.1,5.1,52,0,100,,157,0,1.3,1.60,0.4,36,47,47,45,188,188,,,,,,,,,,,,,,,,,,,,,
Ray-Ray McCloud,,0,WR,3000,PIT,vs DET,10,22.75,3.3,2,1.8,0,0,0,0,0,0,0,0,0,3.7,0.0837,3.7,2.49,16.45,0.16,0,0,0,0,0,0,5.1,5.1,0,0.15,11.7,5.1,5.1,13,0,100,,49,0,1.7,15.30,5.1,49,75,75,55,188,188,,,,,,,,0.22,2.27,,2.81,1.89,12.51,,,,,,,,
Le'Veon Bell,,0,RB,4700,BAL,@ MIA,22,27.25,11.4,6.3,5.3,0,0,0,0,0,0.249,8.79,36.57,0.22,8.79,0,0,0,0,0,0,0,0,0,0,0,4.98,4.98,0,0,27.78,4.98,4.98,64,0,100,,171,34,1.1,0.10,0,29,48,48,38,189,189,0.01,,,,,,0.55,15.9,66.15,0.4,4.92,3.94,29.54,0.1,,,,,,,
Giovani Bernard,,0,RB,4300,TB,@ WAS,19,30.25,6.9,9.9,7.7,0,0,0,0,0,0,0,0,0,3.39,0.0758,3.39,2.52,19.37,0.08,0,0,0,0,0,0,4.94,4.94,0,0,18.74,4.94,4.94,51,0,100,,155,22,1.1,1.80,0.4,33,49,49,42,190,190,,,,,,,,6.16,24.77,0.13,3.72,2.76,21.9,0.09,,,,,,,
Eric Ebron,,0,TE,2900,PIT,vs DET,15,22.75,6.3,10.1,3,0,0,0,0,0,0,0,0,0,2.97,0.0672,2.97,1.87,20.45,0.17,0,0,0,0,0,0,4.94,4.94,0,0,17.54,4.94,4.94,28,0,100,,137,35,1.7,3.30,1.1,24,28,28,56,190,190,0.01,,,,,,0.02,0.05,-0.06,0.03,5.58,3.51,38.46,0.36,,,,,,,
Ravens,,0,DST,3200,BAL,@ MIA,29,19.25,6.9,8.2,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02,0.68,0.27,0,0,19.25,4.92,4.92,0,0,18.72,4.92,4.92,12,0,100,,131,12,1.5,4.00,1.3,8,16,16,53,191,191,,,,,,,,,,,,,,,2.26,0.81,0.52,0.23,0.02,20.17,331.34
Ronald Jones,,0,RB,4000,TB,@ WAS,19,30.25,7.2,13,3.9,0,0,0,0,0,0.2853,7.46,32.88,0.26,7.46,0,0,0,0,0,0,0,0,0,0,0,4.85,4.85,0,0,19.25,4.85,4.85,65,0,100,,173,21,1.2,0.00,,36,50,50,45,192,192,,,,,,,,9.64,42.49,0.34,2,1.43,10.77,0.02,,,,,,,
