,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,,,,,,Actual Data,,Position Rankings,,,,Overall Rankings,,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Devonta Freeman,,0,RB,4000,BAL,@ DEN,25,21.50,9.8,7.2,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,35,0,0.40,0.1,59,36,73,73,183,44,289,289,,,,,,,,13.12,53.92,0.45,4.14,3.28,25.45,0.15,,,,,,,
Nate McCrary,,0,RB,4000,BAL,@ DEN,25,21.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,63,36,73,73,187,44,289,289,,,,,,,,1,-1,,,,,,,,,,,,
Justice Hill,,0,RB,4000,BAL,@ DEN,25,21.50,3.4,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,63,36,73,73,187,44,289,289,,,,,,,,3,12.2,0.08,1.12,0.76,4.92,,,,,,,,
J.K. Dobbins,!,0,RB,4000,BAL,@ DEN,25,21.50,6.7,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,42,0,0.00,,63,36,73,73,187,44,289,289,,,,,,,,9,52.35,0.59,1.76,1.29,9.71,,,,,,,,
Gus Edwards,!,0,RB,4000,BAL,@ DEN,25,21.50,5.6,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,23,0,0.00,,63,36,73,73,187,44,289,289,,,,,,,,9.43,48.4,0.21,0.51,0.38,4.13,,,,,,,,
Trace McSorley,,0,QB,4000,BAL,@ DEN,3,21.50,3.4,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,36,33,35,35,187,44,289,289,3.5,1.25,25.5,,0.25,0.25,54.58,2.25,9.5,,,,,,,,,,,,
Trayveon Williams,,0,RB,4000,CIN,vs JAC,28,26.50,3.1,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,16,0,0.00,,63,36,73,73,187,44,289,289,,,,,,,,5.13,26,,0.88,0.75,4.25,,,,,,,,
Pooka Williams Jr.,,0,RB,4000,CIN,vs JAC,28,26.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,63,36,73,73,187,44,289,289,,,,,,,,,,,,,,,,,,,,,
Brandon Allen,,0,QB,4000,CIN,vs JAC,24,26.50,7.8,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,5,0,0.00,,36,33,35,35,187,44,289,289,20,11.23,122.23,0.46,1.54,0.77,72.27,2.31,5,,,,,,,,,,,,
Jake Browning,,0,QB,4000,CIN,vs JAC,24,26.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,,,36,33,35,35,187,44,289,289,,,,,,,,,,,,,,,,,,,,,
Nick Bawden,,0,RB,4000,NYJ,vs TEN,22,19.75,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,40,0,0.00,,63,36,73,73,187,44,289,289,,,,,,,,,,,1.17,0.83,6.17,,,,,,,,
Nate Sudfeld,,0,QB,4000,SF,vs SEA,8,27.00,3.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,,,36,33,35,35,187,44,289,289,7.4,5,37.6,0.2,1,0.2,123.6,1.6,5.6,,,,,,,,,,,,
Chris Thompson,,0,RB,4000,SF,vs SEA,5,27.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,,,63,36,73,73,187,44,289,289,,,,,,,,,,,,,,,,,,,,,
Josh Hokit,,0,RB,4000,SF,vs SEA,5,27.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,,,63,36,73,73,187,44,289,289,,,,,,,,,,,,,,,,,,,,,
Raymond Calais,,0,RB,4000,LAR,vs ARI,26,29.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,,,63,36,73,73,187,44,289,289,,,,,,,,,,,,,,,,,,,,,
Adrian Killins,,0,RB,4000,DEN,vs BAL,10,22.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,,,63,36,73,73,187,44,289,289,,,,,,,,,,,,,,,,,,,,,
Brett Rypien,!,0,QB,4000,DEN,vs BAL,12,22.50,6.4,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,36,33,35,35,187,44,289,289,14,9,98.33,1.33,0.33,0.67,52.93,1.67,-1.67,,,,,,,,,,,,
Jarrett Stidham,!,0,QB,4000,NE,vs TB,28,21.00,2.2,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,,,36,33,35,35,187,44,289,289,6,3,33.75,0.5,0.63,0.25,36.88,1.13,0.63,,,,,,,,,,,,
Garrett Gilbert,,0,QB,4000,NE,vs TB,28,21.00,5.3,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,36,33,35,35,187,44,289,289,9.38,5.38,59.63,0.13,0.63,0.13,33.99,0.75,3.13,,,,,,,,,,,,
Malcolm Perry,,0,RB,4000,NE,vs TB,3,21.00,3,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,3,0,0.00,,63,36,73,73,187,44,289,289,,,,,,,,0.38,0.63,,1.63,1.13,11.5,0.13,,,,,,,
Jakob Johnson,,0,RB,4000,NE,vs TB,3,21.00,2.1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,5,0,0.00,,63,36,73,73,187,44,289,289,,,,,,,,,,,1.33,1.08,6.58,0.08,,,,,,,
Ben Mason,,0,RB,4000,NE,vs TB,3,21.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,63,36,73,73,187,44,289,289,,,,,,,,,,,,,,,,,,,,,
Joshua Kelley,,0,RB,4000,LAC,vs LV,32,27.25,3.8,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,21,0,0.00,,63,36,73,73,187,44,289,289,,,,,,,,6.61,21.7,0.09,1.43,1.35,8.83,,,,,,,,
Darius Bradwell,,0,RB,4000,LAC,vs LV,32,27.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,63,36,73,73,187,44,289,289,,,,,,,,,,,1,,,,,,,,,,
Gabe Nabers,,0,RB,4000,LAC,vs LV,32,27.25,2.4,2,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,63,36,73,73,187,44,289,289,,,,,,,,0.38,1.15,,0.77,0.62,3.23,0.15,,,,,,,
Easton Stick,,0,QB,4000,LAC,vs LV,22,27.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,36,33,35,35,187,44,289,289,1,1,4,,,,83.3,1,-2,,,,,,,,,,,,
Chase Daniel,,0,QB,4000,LAC,vs LV,22,27.25,6.4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,36,33,35,35,187,44,289,289,10.94,7.65,72.59,0.35,1.12,0.41,52.47,1.76,1,,,,,,,,,,,,
K.J. Costello,,0,QB,4000,LAC,vs LV,22,27.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,,,36,33,35,35,187,44,289,289,,,,,,,,,,,,,,,,,,,,,
Dare Ogunbowale,,0,RB,4000,JAC,@ CIN,24,19.50,4.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,11,0,0.30,0.1,60,36,73,73,184,44,289,289,,,,,,,,2.61,9.06,0.09,2.64,1.76,13.76,0.03,,,,,,,
C.J. Beathard,,0,QB,4000,JAC,@ CIN,14,19.50,7.9,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,38,0,0.00,,36,33,35,35,187,44,289,289,26.26,15.42,184.32,0.68,2.42,0.95,82.45,2.74,12.37,0.21,,,,,,,,,,,
Kyle Lauletta,,0,QB,4000,JAC,@ CIN,14,19.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,,,36,33,35,35,187,44,289,289,5,,,1,,,-81.3,1,-2,,,,,,,,,,,,
Travis Etienne,!,0,RB,4000,JAC,@ CIN,24,19.50,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,63,36,73,73,187,44,289,289,,,,,,,,6.5,33.5,,3.5,2.5,25.5,,,,,,,,
Carlos Hyde,!,0,RB,4000,JAC,@ CIN,24,19.50,7.7,7.8,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,25,0,0.00,,63,36,73,73,187,44,289,289,,,,,,,,12.91,52.14,0.36,2.36,1.64,9.03,0.04,,,,,,,
Nathan Cottrell,,0,RB,4000,JAC,@ CIN,24,19.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,63,36,73,73,187,44,289,289,,,,,,,,1,3,,,,,,,,,,,,
Devine Ozigbo,,0,RB,4000,JAC,@ CIN,24,19.50,2.7,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,29,0,0.00,,63,36,73,73,187,44,289,289,,,,,,,,1.83,4.17,,2.5,2.17,12,,,,,,,,
Darrynton Evans,!,0,RB,4000,TEN,@ NYJ,18,24.75,4.8,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,63,36,73,73,187,44,289,289,,,,,,,,2.83,10.33,,1,0.67,6.33,0.17,,,,,,,
Shane Buechele,,0,QB,4000,KC,@ PHI,21,30.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,36,33,35,35,187,44,289,289,,,,,,,,,,,,,,,,,,,,,
Chris Streveler,!,0,QB,4000,ARI,@ LAR,2,25.00,3.4,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,,,36,33,35,35,187,44,289,289,6.25,4.25,35.25,0.25,1,0.25,38.95,1.75,5.25,,,,,,,,,,,,
Blaine Gabbert,,0,QB,4000,TB,@ NE,1,28.00,8.2,3.8,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,13,0,0.00,,36,33,35,35,187,44,289,289,20.03,11.92,131.84,0.62,1.76,0.73,66.44,3.22,12.14,0.08,,,,,,,,,,,
Kyle Trask,!,0,QB,4000,TB,@ NE,1,28.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,36,33,35,35,187,44,289,289,,,,,,,,,,,,,,,,,,,,,
Darwin Thompson,,0,RB,4000,TB,@ NE,27,28.00,7.1,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,63,36,73,73,187,44,289,289,,,,,,,,3.88,13.65,0.12,1.35,0.94,6.35,0.06,,,,,,,
Ke'Shawn Vaughn,,0,RB,4000,TB,@ NE,27,28.00,5,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,7,0,0.00,,63,36,73,73,187,44,289,289,,,,,,,,6,25.93,0.21,1.5,0.79,4.93,0.07,,,,,,,
Kyle Sloter,,0,QB,4000,LV,@ LAC,5,24.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,36,33,35,35,187,44,289,289,,,,,,,,,,,,,,,,,,,,,
Jalen Richard,!,0,RB,4000,LV,@ LAC,30,24.25,4.7,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,24,0,0.00,,63,36,73,73,187,44,289,289,,,,,,,,3.15,15.73,0.05,2.82,2.28,18.85,0.04,,,,,,,
Alec Ingold,,0,RB,4000,LV,@ LAC,30,24.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,63,36,73,73,187,44,289,289,,,,,,,,,,,,,,,,,,,,,
Trey Ragas,,0,RB,4000,LV,@ LAC,30,24.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,63,36,73,73,187,44,289,289,,,,,,,,1,9,,2,2,6,,,,,,,,
Nathan Peterman,,0,QB,4000,LV,@ LAC,5,24.25,4.8,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,36,33,35,35,187,44,289,289,12.55,6.55,53.36,1.18,0.91,0.27,51.25,1.91,8,0.09,,,,,,,,,,,
BJ Emmons,,0,RB,4000,LV,@ LAC,30,24.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,,,63,36,73,73,187,44,289,289,,,,,,,,,,,,,,,,,,,,,
Bo Scarbrough,,0,RB,4000,LV,@ LAC,30,24.25,2.4,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,60,0,,,63,36,73,73,187,44,289,289,,,,,,,,13.5,58.83,,0.67,0.17,0.83,,,,,,,,
Garrett Groshek,,0,RB,4000,LV,@ LAC,30,24.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,,,63,36,73,73,187,44,289,289,,,,,,,,,,,,,,,,,,,,,
Case Cookus,,0,QB,4000,LV,@ LAC,5,24.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,,,36,33,35,35,187,44,289,289,,,,,,,,,,,,,,,,,,,,,
Elijah Moore,!,0,WR,3900,NYJ,vs TEN,32,19.75,9.3,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,23,0,0.00,,93,40,113,113,187,45,289,289,,,,,,,,0.46,3.69,0.08,6.85,3.92,48.31,0.38,,,,,,,
K.J. Hamler,!,0,WR,3400,DEN,vs BAL,18,22.50,5.9,7.5,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,8,0,0.00,,93,45,113,113,187,50,289,289,,,,,,,,0.56,2.5,,4.19,2.19,28.44,0.19,,,,,,,
Scotty Miller,!,0,WR,3300,TB,@ NE,2,28.00,6,7.3,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,93,46,113,113,187,51,289,289,,,,,,,,0.29,2.88,0.03,3.21,1.85,26.44,0.15,,,,,,,
Brandon Zylstra,,0,WR,3200,CAR,@ DAL,31,23.75,4.4,1.3,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,8.30,2.6,52,47,113,113,114,52,289,289,0.05,,,,,,2.08,0.05,0.05,,2.26,1.58,21.79,0.05,,,,,,,
Danny Amendola,!,0,WR,3200,HOU,@ BUF,4,15.00,7.2,7.6,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,20,0,0.00,,93,47,113,113,187,52,289,289,0.05,0.03,0.86,,,0.02,12.69,0.05,0.27,,5.33,3.74,40.76,0.13,,,,,,,
Gerald Everett,!,0,TE,3200,SEA,@ SF,2,25.00,5.2,5.5,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,16,0,0.00,,47,19,52,52,187,52,289,289,,,,,,,,0.1,0.65,0.01,3.73,2.4,26.23,0.17,,,,,,,
Isaiah McKenzie,,0,WR,3100,BUF,vs HOU,24,32.00,5.8,6.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,93,48,113,113,187,53,289,289,0.02,0.02,0.21,,,0.02,2.69,0.79,3.93,0.05,2.76,1.97,18.33,0.16,,,,,,,
Jakeem Grant,,0,WR,3100,MIA,vs IND,29,22.00,5.8,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,-0.70,,94,48,113,113,191,53,289,289,,,,,,,,0.35,1.29,0.02,3.15,1.96,22.21,0.13,,,,,,,
Vyncint Smith,,0,WR,3000,NYJ,vs TEN,32,19.75,3.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,6,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,0.14,2.48,0.05,2.24,1.1,15.67,0.05,,,,,,,
D.J. Montgomery,,0,WR,3000,NYJ,vs TEN,32,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,6,3,36,,,,,,,,
Lawrence Cager,,0,WR,3000,NYJ,vs TEN,32,19.75,2.6,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,2.33,0.67,11.67,,,,,,,,
Denzel Mims,,0,WR,3000,NYJ,vs TEN,32,19.75,3.7,6.7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,14,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,3.58,1.63,25.79,,,,,,,,
Jeff Smith,!,0,WR,3000,NYJ,vs TEN,32,19.75,3.6,4.2,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,0.06,,,0.06,-0.06,,3.24,1.53,17.47,,,,,,,,
Manasseh Bailey,,0,WR,3000,NYJ,vs TEN,32,19.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
Josh Malone,,0,WR,3000,NYJ,vs TEN,32,19.75,3.3,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,0.23,1.08,,2.15,0.85,7,0.08,,,,,,,
Andre Patton,,0,WR,3000,PHI,vs KC,12,23.50,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,2.43,0.86,8,,,,,,,,
KeeSean Johnson,,0,WR,3000,PHI,vs KC,12,23.50,2.7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,39,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,0.06,0.17,,3.61,2,20,0.06,,,,,,,
Michael Walker,!,0,WR,3000,PHI,vs KC,12,23.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
J.J. Arcega-Whiteside,,0,WR,3000,PHI,vs KC,12,23.50,2.5,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,24,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,2.19,1,18.13,0.06,,,,,,,
Trevon Grimes,,0,WR,3000,PHI,vs KC,12,23.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
Greg Ward,,0,WR,3000,PHI,vs KC,12,23.50,5.6,8.3,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,28,0,8.50,2.8,50,49,113,113,112,54,289,289,0.1,0.07,0.57,,,,7.92,0.13,0.13,,4.47,3.03,26.4,0.33,,,,,,,
Travis Fulgham,,0,WR,3000,PHI,vs KC,12,23.50,9.8,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,5,2.71,38.5,0.29,,,,,,,
Reggie Davis,,0,WR,3000,DAL,vs CAR,27,27.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
Brennan Eagles,,0,WR,3000,DAL,vs CAR,27,27.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
T.J. Vasher,!,0,WR,3000,DAL,vs CAR,27,27.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
Robert Foster,,0,WR,3000,DAL,vs CAR,27,27.75,7.2,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,0.08,1.21,,2.83,1.33,26.75,0.13,,,,,,,
Brandon Smith,,0,WR,3000,DAL,vs CAR,27,27.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
Johnnie Dixon,,0,WR,3000,DAL,vs CAR,27,27.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
Malik Turner,,0,WR,3000,DAL,vs CAR,27,27.75,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,2.14,1.43,20,0.19,,,,,,,
Damion Ratley,,0,WR,3000,DAL,vs CAR,27,27.75,4.2,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,2.84,1.53,21.42,0.05,,,,,,,
Noah Brown,,0,WR,3000,DAL,vs CAR,27,27.75,4.2,3.3,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,0.03,0.12,,2.55,1.55,18.27,0.03,,,,,,,
Simi Fehoko,!,0,WR,3000,DAL,vs CAR,27,27.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,3,2,12,,,,,,,,
Ty Montgomery,,0,WR,3000,NO,vs NYG,14,24.75,7.2,4.5,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,7.90,2.6,53,49,113,113,119,54,289,289,,,,,,,,4.13,18.26,0.13,3.06,2.19,17.27,0.06,,,,,,,
Tommylee Lewis,,0,WR,3000,NO,vs NYG,14,24.75,2.8,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,0.42,1.88,,1.42,0.88,9.83,0.04,,,,,,,
Jalen McCleskey,,0,WR,3000,NO,vs NYG,14,24.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
