,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,,,,,,Actual Data,,Position Rankings,,,,Overall Rankings,,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Darwin Thompson,,0,RB,4000,TB,vs CHI,4,29.50,7.1,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,3.88,13.65,0.12,1.35,0.94,6.35,0.06,,,,,,,
Damarea Crockett,,0,RB,4000,DEN,@ CLE,5,19.50,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,3,7,,,,,,,,,,,,
Brett Rypien,!,0,QB,4000,DEN,@ CLE,17,19.50,6.4,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,33,30,27,27,175,42,237,237,14,9,98.33,1.33,0.33,0.67,52.93,1.67,-1.67,,,,,,,,,,,,
Mike Boone,!,0,RB,4000,DEN,@ CLE,5,19.50,6.5,1.5,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,3.95,21.79,0.21,0.63,0.53,2.74,,,,,,,,
Adrian Killins,,0,RB,4000,DEN,@ CLE,5,19.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,,,,,,,,,,,,,,
Levante Bellamy,,0,RB,4000,DEN,@ CLE,5,19.50,1.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,2,5.5,,0.5,0.5,2.5,,,,,,,,
Giovanni Ricci,,0,RB,4000,CAR,@ NYG,18,23.00,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,,,,1.33,0.33,5.33,,,,,,,,
Spencer Brown,,0,RB,4000,CAR,@ NYG,18,23.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,,,,,,,,,,,,,,
Phillip Walker,,0,QB,4000,CAR,@ NYG,24,23.00,3.9,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,2.62,0.7,28,30,27,27,149,42,237,237,13.56,7.56,81.11,0.89,1.22,0.22,50.16,1.33,1.22,,,,,,,,,,,,
James Morgan,,0,QB,4000,CAR,@ NYG,24,23.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,33,30,27,27,175,42,237,237,,,,,,,,,,,,,,,,,,,,,
La'Mical Perine,,0,RB,4000,NYJ,@ NE,28,17.75,3.6,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,29,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,6.55,23.91,0.18,1.36,1,5.73,,,,,,,,
Austin Walter,,0,RB,4000,NYJ,@ NE,28,17.75,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,33,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,6.5,25.25,0.25,0.75,0.5,2.25,,,,,,,,
Nick Bawden,,0,RB,4000,NYJ,@ NE,28,17.75,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,40,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,,,,1.17,0.83,6.17,,,,,,,,
Josh Johnson,,0,RB,4000,NYJ,@ NE,28,17.75,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,31,0,0.00,,63,34,65,65,175,42,237,237,28.33,19,212.67,0.67,1,1.67,87.73,3,9.33,,,,,,,,,,,,
Mike White,,0,QB,4000,NYJ,@ NE,9,17.75,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,27,0,10.08,2.5,20,30,27,27,90,42,237,237,33,22,238.25,2,1,1.25,81.88,1.25,-0.25,,,,,,,,,,,,
Tevin Coleman,!,0,RB,4000,NYJ,@ NE,28,17.75,7.8,2.1,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,18,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,9.11,38.87,0.29,2.1,1.48,14.63,0.14,,,,,,,
Michael Burton,,0,RB,4000,KC,@ TEN,30,31.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,,,,,,,,,,,,,,
Elijah McGuire,,0,RB,4000,KC,@ TEN,30,31.50,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,6,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,7.83,25.7,0.17,2.48,1.57,16.09,0.09,,,,,,,
Chad Henne,,0,QB,4000,KC,@ TEN,28,31.50,4.7,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,3.68,0.9,25,30,27,27,138,42,237,237,5.58,3.92,35.42,0.08,0.25,0.17,47.08,2,0.5,0.08,,,,,,,,,,,
Shane Buechele,,0,QB,4000,KC,@ TEN,28,31.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,33,30,27,27,175,42,237,237,,,,,,,,,,,,,,,,,,,,,
Derrick Gore,,0,RB,4000,KC,@ TEN,30,31.50,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,11,0,1.70,0.4,53,34,65,65,160,42,237,237,,,,,,,,6,28.78,0.22,1,0.89,11.67,,,,,,,,
Kyle Shurmur,,0,QB,4000,WAS,@ GB,20,20.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,,,33,30,27,27,175,42,237,237,,,,,,,,,,,,,,,,,,,,,
Curtis Samuel,!,0,WR,4000,WAS,@ GB,15,20.00,7.1,14.7,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,33,0,0.00,,75,35,93,93,175,42,237,237,,,,,,,,1.4,9.09,0.09,5.59,3.55,38.74,0.28,,,,,,,
Jonathan Williams,,0,RB,4000,WAS,@ GB,6,20.00,6.2,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,63,34,65,65,175,42,237,237,0.05,,,,,,1.89,4.62,19.67,0.14,0.86,0.71,5.19,,,,,,,,
AJ McCarron,!,0,QB,4000,ATL,@ MIA,21,24.25,7.1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,,,33,30,27,27,175,42,237,237,14.33,8.8,92.33,0.27,1.47,0.47,65.44,1.8,5.13,0.07,,,,,,,,,,,
Feleipe Franks,,0,QB,4000,ATL,@ MIA,21,24.25,0.6,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,33,30,27,27,175,42,237,237,0.33,,,0.33,,,,1,2,,,,,,,,,,,,
Keith Smith,,0,RB,4000,ATL,@ MIA,19,24.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,1.60,0.4,54,34,65,65,161,42,237,237,,,,,,,,,,,,,,,,,,,,,
Qadree Ollison,,0,RB,4000,ATL,@ MIA,19,24.25,3.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,23,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,3.38,12.15,0.38,0.62,0.38,1.46,,,,,,,,
Elijah Holyfield,,0,RB,4000,CIN,@ BAL,3,20.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,,,,,,,,,,,,,,
Jake Browning,,0,QB,4000,CIN,@ BAL,6,20.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,33,30,27,27,175,42,237,237,,,,,,,,,,,,,,,,,,,,,
Jermar Jefferson,,0,RB,4000,DET,@ LAR,9,16.75,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,19,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,3.75,18.5,0.5,1.25,1,5.75,,,,,,,,
Godwin Igwebuike,,0,RB,4000,DET,@ LAR,9,16.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,,,,,,,,,,,,,,
Tim Boyle,!,0,QB,4000,DET,@ LAR,4,16.75,5.4,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,33,30,27,27,175,42,237,237,7,4.57,38.64,0.43,,0.21,18.65,1.43,-0.21,,,,,,,,,,,,
Steven Montez,,0,QB,4000,DET,@ LAR,4,16.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,33,30,27,27,175,42,237,237,,,,,,,,,,,,,,,,,,,,,
Craig Reynolds,,0,RB,4000,DET,@ LAR,9,16.75,5.4,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,14,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,8.43,35.71,,1.43,1.29,9.71,,,,,,,,
Jason Cabinda,,0,RB,4000,DET,@ LAR,9,16.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,,,,,,,,,,,,,,
Jason Huntley,,0,RB,4000,PHI,@ LV,25,23.50,1.9,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,5,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,4.5,17.5,,0.75,0.25,,,,,,,,,
Jordan Howard,,0,RB,4000,PHI,@ LV,25,23.50,8.5,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,29,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,14.28,61.03,0.51,1.82,1.19,9.17,0.03,,,,,,,
Boston Scott,,0,RB,4000,PHI,@ LV,25,23.50,7.7,6,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,11,0,9.90,2.5,28,34,65,65,92,42,237,237,,,,,,,,6.57,29.19,0.41,2.24,1.81,14.19,0.03,,,,,,,
Gardner Minshew,,0,QB,4000,PHI,@ LV,23,23.50,6.3,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,65,0,0.00,,33,30,27,27,175,42,237,237,32.96,20.85,229.58,0.46,2.5,1.58,95.13,4.04,19.92,0.04,,,,,,,,,,,
Scottie Phillips,,0,RB,4000,HOU,@ ARI,7,13.75,1.6,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,30,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,2.67,7.33,,1.33,1,5.33,,,,,,,,
Rex Burkhead,,0,RB,4000,HOU,@ ARI,7,13.75,7.5,10.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,5,0,0.00,,63,34,65,65,175,42,237,237,0.01,,,,,,0.47,5.86,23.15,0.22,2.56,1.96,17.04,0.09,,,,,,,
Deshaun Watson,!,0,QB,4000,HOU,@ ARI,11,13.75,9.3,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,61,0,0.00,,33,30,27,27,175,42,237,237,32.36,21.81,265.85,0.66,3.2,1.86,103.39,5.68,31.27,0.32,,,,,,,,,,,
Jeff Driskel,,0,QB,4000,HOU,@ ARI,11,13.75,7.7,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,33,0,0.00,,33,30,27,27,175,42,237,237,21.56,12.63,132.5,0.5,2.38,0.81,70.89,3.44,20.25,0.19,,,,,,,,,,,
Artavis Pierce,,0,RB,4000,CHI,@ TB,2,17.50,3.9,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,2,11.33,0.33,,,,,,,,,,,
Ryan Nall,,0,RB,4000,CHI,@ TB,2,17.50,3.8,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,1.40,0.4,55,34,65,65,164,42,237,237,,,,,,,,0.7,1.2,,1,0.9,7.1,0.1,,,,,,,
Tarik Cohen,!,0,RB,4000,CHI,@ TB,2,17.50,7.6,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,31,0,0.00,,63,34,65,65,175,42,237,237,0.06,0.04,0.42,,,0.04,11.71,5.02,20.75,0.09,5.3,4,30.23,0.17,,,,,,,
Sam Ehlinger,,0,QB,4000,IND,@ SF,5,19.25,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,33,30,27,27,175,42,237,237,,,,,,,,1,3,,,,,,,,,,,,
Johnny Stanton,,0,RB,4000,CLE,vs DEN,15,20.50,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,7.60,1.9,33,34,65,65,105,42,237,237,,,,,,,,1.5,2.5,,0.5,0.5,0.5,0.5,,,,,,,
Nate Sudfeld,,0,QB,4000,SF,vs IND,32,22.25,3.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,33,30,27,27,175,42,237,237,7.4,5,37.6,0.2,1,0.2,123.6,1.6,5.6,,,,,,,,,,,,
Trenton Cannon,,0,RB,4000,SF,vs IND,1,22.25,3,0.7,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,6,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,2.83,8.33,0.06,1.56,1.11,8.89,,,,,,,,
Raheem Mostert,!,0,RB,4000,SF,vs IND,1,22.25,10.1,12.6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,2,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,9.05,51.62,0.41,1.41,1.1,10.59,0.08,,,,,,,
Josh Hokit,,0,RB,4000,SF,vs IND,1,22.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,,,,,,,,,,,,,,
Jeff Wilson,!,0,RB,4000,SF,vs IND,1,22.25,8.9,13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,5,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,9.56,40.41,0.38,1.79,1.18,10.09,0.12,,,,,,,
Jacques Patrick,,0,RB,4000,SF,vs IND,1,22.25,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,2,12,,,,,,,,,,,,
Jacob Eason,,0,QB,4000,SEA,vs NO,19,18.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,33,30,27,27,175,42,237,237,5,2,25,1,,,16.7,,,,,,,,,,,,,,
Nick Bellore,,0,RB,4000,SEA,vs NO,11,18.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,,,,,,,,,,,,,,
Danny Etling,,0,QB,4000,SEA,vs NO,19,18.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,33,30,27,27,175,42,237,237,,,,,,,,,,,,,,,,,,,,,
Travis Homer,,0,RB,4000,SEA,vs NO,11,18.25,4.5,3.6,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,6,0,1.40,0.4,55,34,65,65,164,42,237,237,,,,,,,,2.79,14.31,0.03,1.76,1.48,12.83,0.03,,,,,,,
Brett Hundley,,0,QB,4000,IND,@ SF,5,19.25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,33,30,27,27,175,42,237,237,17.74,10.47,100.11,0.68,1.63,0.47,55.46,2.47,17,0.11,,,,,,,,,,,
Deon Jackson,,0,RB,4000,IND,@ SF,16,19.25,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,3.75,7,0.25,,,,,,,,,,,
Jordan Wilkins,!,0,RB,4000,IND,@ SF,16,19.25,4.2,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,9,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,5.05,24.62,0.1,1.15,0.9,5.97,,,,,,,,
Dwayne Washington,!,0,RB,4000,NO,@ SEA,17,23.25,2.9,0.2,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,5.23,18.52,0.03,0.65,0.48,3.03,,,,,,,,
Devine Ozigbo,,0,RB,4000,NO,@ SEA,17,23.25,2.7,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,29,0,1.40,0.4,55,34,65,65,164,42,237,237,,,,,,,,1.83,4.17,,2.5,2.17,12,,,,,,,,
Alex Armah,,0,RB,4000,NO,@ SEA,17,23.25,1.7,0.6,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.20,0.1,62,34,65,65,174,42,237,237,,,,,,,,0.65,1.76,,0.59,0.35,1.12,0.06,,,,,,,
Adam Prentice,,0,RB,4000,NO,@ SEA,17,23.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,,,,,,,,,,,,,,
Ryquell Armstead,,0,RB,4000,NO,@ SEA,17,23.25,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,3.13,11.75,,1.75,1.06,10,0.13,,,,,,,
Trevor Siemian,,0,QB,4000,NO,@ SEA,13,23.25,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,42,0,0.00,,33,30,27,27,175,42,237,237,31.18,18.36,207.36,0.82,2.27,1.24,80.22,2.09,6.15,0.06,,,,,,,,,,,
Ian Book,,0,QB,4000,NO,@ SEA,13,23.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,33,30,27,27,175,42,237,237,20,12,135,2,8,,40.6,3,6,,,,,,,,,,,,
Lamar Miller,,0,RB,4000,NO,@ SEA,17,23.25,8.1,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,40,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,14.91,61.17,0.34,3.05,2.37,17.85,0.11,,,,,,,
Marquez Valdes-Scantling,!,0,WR,3900,GB,vs WAS,26,28.00,7.8,10.8,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,3,0,0.00,,75,36,93,93,175,43,237,237,,,,,,,,0.15,0.8,,4.55,2.3,39.43,0.23,,,,,,,
Logan Thomas,!,0,TE,3800,WAS,@ GB,22,20.00,6.1,11.3,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,10,0,0.00,,43,14,43,43,175,44,237,237,0.04,0.04,0.84,,,,5.23,0.06,0.1,,4.14,2.69,26.35,0.24,,,,,,,
Tyrell Williams,!,0,WR,3800,DET,@ LAR,3,16.75,7.3,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,32,0,0.00,,75,37,93,93,175,44,237,237,,,,,,,,0.03,0.24,,5.25,3.21,50.48,0.35,,,,,,,
Parris Campbell,!,0,WR,3500,IND,@ SF,7,19.25,4.5,7.4,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,18,0,0.00,,75,40,93,93,175,47,237,237,,,,,,,,0.35,2.94,,3.47,2.18,23.35,0.12,,,,,,,
Chester Rogers,!,0,WR,3400,TEN,vs KC,10,27.50,5.1,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,9,0,0.00,,75,41,93,93,175,48,237,237,,,,,,,,0.1,0.49,,3.6,2.4,25.41,0.1,,,,,,,
K.J. Hamler,!,0,WR,3200,DEN,@ CLE,13,19.50,5.9,7.5,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,8,0,0.00,,75,43,93,93,175,50,237,237,,,,,,,,0.56,2.5,,4.19,2.19,28.44,0.19,,,,,,,
Terrace Marshall Jr.,!,0,WR,3200,CAR,@ NYG,28,23.00,2.5,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,7,0,0.00,,75,43,93,93,175,50,237,237,,,,,,,,,,,2.5,1.42,11.5,,,,,,,,
Josh Gordon,,0,WR,3200,KC,@ TEN,32,31.50,6.5,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,16,0,0.00,,75,43,93,93,175,50,237,237,0.03,,,0.03,,,-10.91,0.03,0.03,,4.61,2.39,40.26,0.18,,,,,,,
Lawrence Cager,,0,WR,3000,CLE,vs DEN,17,20.50,2.6,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,2.33,0.67,11.67,,,,,,,,
Ryan Switzer,!,0,WR,3000,CLE,vs DEN,17,20.50,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,,,75,45,93,93,175,52,237,237,,,,,,,,0.4,1.04,,2.48,2,12.84,0.04,,,,,,,
JoJo Natson,,0,WR,3000,CLE,vs DEN,17,20.50,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,1,3,,,,,,,,,,,,
David Sills,,0,WR,3000,NYG,vs CAR,9,20.00,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,2,1,10.8,,,,,,,,
C.J. Board,!,0,WR,3000,NYG,vs CAR,9,20.00,1.5,1.9,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,38,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,0.13,0.6,,1.73,1.13,12.2,,,,,,,,
Rysen John,!,0,WR,3000,NYG,vs CAR,9,20.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,,,,,,,,,,,
