player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Calais Campbell,4364,DI,BLT,1,1,0,,0,0,3,,87.1,78.8,80.5,72.1,28.4,1,3,0,,33.3,1,0,0,0.0,0,0,0,0,0,60,60,21,20,5,14,0,0,46,14,0,0,1,0,4,0,0,0,
Malcolm Jenkins,4937,S,NO,1,0,0,66.7,0,0,20,59.3,59.4,76.5,56.1,61.3,77.5,0,0,0,3,0.0,0,0,1,70.1,2,0,11,2,34,48,4,0,0,4,0,20,44,2,12,11,2,3,3,0,0,5,11,2.5
Jason McCourty,5127,S,MIA,1,1,0,75.0,0,0,17,73.6,72.8,75.2,56.1,59.6,64.4,0,0,0,25,16.7,1,1,0,99.0,3,0,24,2,40,74,3,0,0,3,0,42,71,3,31,3,2,4,4,0,0,33,5,11.0
Steve McLendon,5232,DI,TB,1,0,0,,0,0,30,,51.6,75.6,52.9,55.5,66.8,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,27,27,1,22,0,4,0,0,19,8,0,1,1,0,0,0,0,0,
Ndamukong Suh,5527,DI,TB,1,0,0,,0,0,30,60.0,51.7,2.2,57.8,58.9,67.4,1,2,0,,0.0,0,0,1,0.0,0,0,1,0,1,53,52,0,30,8,14,0,1,46,6,0,1,1,0,3,0,0,0,
Gerald McCoy,5528,DI,LV,1,0,0,,0,0,23,,48.2,73.2,55.2,53.3,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,9,9,3,6,0,0,0,0,5,4,0,0,0,0,0,0,0,0,
Joe Haden,5532,CB,PIT,1,0,0,75.0,0,1,25,88.6,85.1,79.2,,52.5,61.1,0,0,0,37,16.7,1,0,0,108.3,3,0,1,79,62,85,2,0,0,2,0,0,83,0,23,3,2,5,4,0,0,42,13,14.0
Tyson Alualu,5535,DI,PIT,1,2,0,,0,0,25,,56.9,78.5,56.5,57.7,71.9,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,53,53,5,38,1,9,0,0,38,15,0,1,3,0,1,0,0,0,
Brandon Graham,5538,ED,PHI,1,0,0,,0,0,24,,74.7,78.1,66.1,71.3,69.2,1,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,35,35,0,0,22,13,0,0,23,12,0,1,2,0,2,0,0,0,
Jason Pierre-Paul,5540,ED,TB,1,2,0,100.0,0,0,30,80.5,65.2,80.8,51.7,69.3,79.2,1,2,0,6,0.0,0,0,0,81.9,3,0,2,0,7,77,72,0,4,62,6,0,5,56,14,3,2,5,3,3,0,11,11,3.7
Kareem Jackson,5545,S,DEN,1,1,0,0.0,0,0,10,65.0,65.2,84.2,,57.3,30.9,0,0,0,,33.3,1,0,0,39.6,0,0,9,0,45,61,0,0,0,0,0,43,61,0,16,9,0,1,2,0,0,0,0,
Devin McCourty,5552,S,NE,1,3,0,,0,0,19,67.2,73.4,76.4,,71.0,85.7,0,0,0,,0.0,0,0,0,0.0,0,0,8,0,30,54,1,0,0,1,0,44,53,0,24,1,0,4,0,0,0,0,0,
Jerry Hughes,5556,ED,BUF,1,0,0,,0,0,4,60.5,83.7,79.0,84.3,64.0,69.2,0,2,0,,0.0,0,0,0,0.0,0,0,0,0,1,33,33,0,0,33,0,0,0,19,13,0,0,1,0,2,0,0,0,
Linval Joseph,5571,DI,LAC,1,2,0,,0,0,27,,57.9,76.4,60.7,56.6,71.4,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,33,33,20,13,0,0,0,0,13,20,0,1,2,0,1,0,0,0,
Carlos Dunlap,5579,ED,SEA,1,1,0,,0,0,29,60.8,73.6,80.0,62.8,76.1,73.0,1,2,0,,0.0,0,0,0,0.0,0,1,0,0,3,40,40,0,0,39,1,0,0,25,12,0,0,0,0,4,0,0,0,
Corey Peters,5607,DI,ARZ,1,1,0,,0,0,1,,62.9,75.5,67.6,58.3,70.0,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,15,15,7,8,0,0,0,0,6,9,0,2,2,0,1,0,0,0,
Everson Griffen,5624,ED,MIN,1,0,0,,0,0,18,,52.0,77.1,56.2,52.2,23.6,1,1,0,,100.0,1,0,0,0.0,0,0,1,0,0,28,27,0,6,14,7,0,1,19,9,0,0,0,0,2,0,0,0,
Al Woods,5646,DI,SEA,1,1,0,,0,0,29,60.0,54.0,74.9,51.4,58.7,68.1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,27,27,10,6,0,11,0,0,16,11,0,0,0,0,0,0,0,0,
Von Miller,6154,ED,DEN,1,0,0,,0,0,10,78.1,86.8,77.9,79.5,63.5,73.3,1,2,0,,50.0,1,0,0,0.0,0,2,0,0,4,44,44,0,0,44,0,0,0,27,13,0,3,1,0,5,0,0,0,
Patrick Peterson,6157,CB,MIN,1,0,0,66.7,0,0,18,66.0,64.6,79.2,,56.0,72.8,0,0,0,7,0.0,0,0,0,75.7,2,0,1,68,33,69,0,0,0,0,0,0,69,0,36,0,1,1,3,0,0,13,20,6.5
J.J. Watt,6163,DI,ARZ,1,0,0,,0,0,1,59.5,67.5,78.0,58.1,76.9,70.5,1,2,0,,0.0,0,0,0,0.0,0,0,0,0,1,46,46,2,8,10,26,0,0,34,11,0,2,2,0,3,0,0,0,
Robert Quinn,6166,ED,CHI,1,0,0,,0,0,6,61.0,68.4,77.5,66.5,61.9,,1,2,0,,,0,0,0,0.0,0,0,0,0,3,33,33,0,0,33,0,0,0,17,13,0,0,0,0,3,0,0,0,
Ryan Kerrigan,6168,ED,PHI,1,0,0,,0,0,24,,70.4,77.8,67.6,63.7,,0,2,0,,,0,0,0,0.0,0,0,0,0,0,34,34,0,1,22,11,0,0,21,13,0,0,0,0,2,0,0,0,
Cameron Jordan,6176,ED,NO,1,0,0,,0,0,20,,63.3,78.4,68.6,50.2,,2,2,0,,,0,0,0,0.0,0,0,0,0,0,33,33,0,0,30,3,0,0,25,8,0,0,0,0,4,0,0,0,
Cameron Heyward,6183,DI,PIT,1,1,2,,0,1,25,,95.3,78.6,93.6,89.6,71.5,0,11,0,,0.0,0,0,0,0.0,0,1,3,0,0,56,53,6,38,6,3,0,3,40,16,0,2,2,0,12,0,0,0,
Justin Houston,6222,ED,BLT,1,0,0,100.0,0,0,3,41.4,78.7,78.9,76.6,75.7,32.5,1,1,0,27,33.3,1,0,0,118.8,1,1,2,0,2,56,54,0,0,52,2,0,2,40,14,0,2,2,1,3,0,27,27,27.0
K.J. Wright,6251,LB,LV,1,1,0,100.0,0,0,23,57.9,60.5,75.5,,62.0,28.1,0,0,0,29,33.3,2,0,0,118.8,1,0,18,0,17,37,14,0,0,14,0,0,23,0,20,5,2,3,1,0,0,29,24,29.0
Pernell McPhee,6317,ED,BLT,1,0,0,,0,0,3,62.0,55.5,78.0,46.1,70.9,70.9,0,2,0,,0.0,0,0,0,0.0,0,0,5,0,3,36,31,0,3,22,6,0,5,24,9,0,2,1,0,2,0,0,0,
Lawrence Guy,6385,DI,NE,1,1,0,,0,0,19,,44.2,76.0,61.1,42.4,71.1,1,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,29,29,0,23,0,6,0,0,12,17,0,1,3,0,2,0,0,0,
