player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Calais Campbell,4364,DI,BLT,2,1,0,,0,0,3,,82.4,79.9,75.0,73.4,27.6,1,3,0,,33.3,2,0,0,0.0,0,0,0,0,0,89,89,31,30,6,22,0,0,66,23,0,2,3,0,4,0,0,0,
Malcolm Jenkins,4937,S,NO,2,1,0,75.0,0,0,20,49.1,51.5,80.2,59.4,62.2,49.2,0,0,0,20,16.7,2,0,1,132.8,6,0,41,3,71,122,18,0,0,18,0,39,104,9,42,21,2,9,8,0,1,55,37,9.2
Jason McCourty,5127,S,MIA,2,1,0,71.4,0,0,17,70.7,70.9,77.1,56.1,62.5,60.1,0,0,0,25,20.0,2,2,0,131.0,5,0,38,12,75,132,3,0,0,3,0,69,129,3,54,10,2,7,7,0,1,50,15,10.0
Steve McLendon,5232,DI,TB,2,0,0,,0,0,30,59.5,51.6,77.7,56.2,51.9,68.7,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,1,47,47,2,39,0,6,0,0,33,13,0,1,2,0,0,0,0,0,
Ndamukong Suh,5527,DI,TB,2,0,1,,0,0,30,60.4,58.3,26.0,61.3,59.1,70.5,2,3,0,,0.0,0,0,1,0.0,0,1,1,0,2,94,93,0,53,9,31,0,1,74,18,0,4,3,0,6,0,0,0,
Gerald McCoy,5528,DI,LV,1,0,0,,0,0,23,,48.2,73.2,55.2,53.3,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,9,9,3,6,0,0,0,0,5,4,0,0,0,0,0,0,0,0,
Joe Haden,5532,CB,PIT,1,0,0,75.0,0,1,25,88.6,85.1,79.2,,52.5,61.1,0,0,0,37,16.7,1,0,0,108.3,3,0,1,79,62,85,2,0,0,2,0,0,83,0,23,3,2,5,4,0,0,42,13,14.0
Tyson Alualu,5535,DI,PIT,2,2,0,,0,0,25,,59.4,78.7,59.4,57.8,40.8,1,1,0,,16.7,1,0,0,0.0,0,0,0,0,0,57,57,7,40,1,9,0,0,40,17,0,1,3,0,2,0,0,0,
Brandon Graham,5538,ED,PHI,2,0,0,,0,0,24,,64.0,79.9,60.6,63.0,25.6,1,1,0,,50.0,2,0,0,0.0,0,0,0,0,0,50,50,0,1,36,13,0,0,32,18,0,1,2,0,2,0,0,0,
Jason Pierre-Paul,5540,ED,TB,2,3,1,100.0,0,0,30,85.9,60.4,38.0,51.5,58.8,81.0,1,3,0,6,0.0,0,0,1,81.9,3,0,8,0,16,138,127,0,6,113,8,0,11,93,29,3,3,7,3,4,0,11,11,3.7
