player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Calais Campbell,4364,DI,BLT,3,1,0,,0,0,3,60.0,81.6,81.5,77.4,69.7,28.3,2,7,0,,27.3,3,0,0,0.0,0,0,0,0,0,136,136,42,47,11,36,0,0,94,42,0,5,7,0,9,0,0,0,
Malcolm Jenkins,4937,S,NO,3,3,0,61.1,0,0,20,65.8,68.0,82.2,59.0,67.7,62.8,0,0,1,31,10.5,2,1,1,71.1,11,0,58,5,122,194,26,0,0,26,0,64,168,15,57,41,5,14,18,0,1,98,68,8.9
Jason McCourty,5127,S,MIA,3,1,0,71.4,0,0,17,70.5,70.8,78.5,54.5,63.4,66.7,0,0,0,25,16.7,2,2,0,131.0,5,0,39,12,94,173,4,0,0,4,0,108,169,4,75,10,2,9,7,0,1,50,15,10.0
Steve McLendon,5232,DI,TB,3,0,0,,0,0,30,59.5,47.8,78.6,58.8,42.4,26.7,0,0,0,,25.0,1,0,0,0.0,0,0,0,0,1,61,61,2,52,0,7,0,0,41,19,0,2,3,0,0,0,0,0,
Ndamukong Suh,5527,DI,TB,3,2,1,,0,0,30,60.4,53.7,37.9,58.1,53.7,29.1,2,4,0,,28.6,2,0,1,0.0,0,1,1,0,2,129,128,0,74,11,43,0,1,98,29,0,4,3,0,7,0,0,0,
Gerald McCoy,5528,DI,LV,1,0,0,,0,0,23,,48.2,73.2,55.2,53.3,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,9,9,3,6,0,0,0,0,5,4,0,0,0,0,0,0,0,0,
Joe Haden,5532,CB,PIT,2,0,0,75.0,0,1,25,78.1,73.2,80.5,,42.8,46.1,0,0,0,37,22.2,2,0,0,145.8,6,0,5,121,84,132,3,0,0,3,0,0,129,0,48,3,2,7,8,0,1,80,22,13.3
Tyson Alualu,5535,DI,PIT,2,2,0,,0,0,25,,59.4,78.7,59.4,57.8,40.8,1,1,0,,16.7,1,0,0,0.0,0,0,0,0,0,57,57,7,40,1,9,0,0,40,17,0,1,3,0,2,0,0,0,
Brandon Graham,5538,ED,PHI,2,0,0,,0,0,24,,64.0,79.9,60.6,63.0,25.6,1,1,0,,50.0,2,0,0,0.0,0,0,0,0,0,50,50,0,1,36,13,0,0,32,18,0,1,2,0,2,0,0,0,
Jason Pierre-Paul,5540,ED,TB,2,3,1,100.0,0,0,30,85.9,60.4,38.0,51.5,58.8,81.0,1,3,0,6,0.0,0,0,1,81.9,3,0,8,0,16,138,127,0,6,113,8,0,11,93,29,3,3,7,3,4,0,11,11,3.7
Kareem Jackson,5545,S,DEN,3,1,0,25.0,0,0,10,76.3,81.0,88.7,,71.5,56.6,0,0,1,23,15.4,2,0,0,11.5,1,0,25,0,123,167,0,0,0,0,0,121,167,0,44,21,3,10,4,0,0,23,1,23.0
Devin McCourty,5552,S,NE,3,3,0,33.3,0,0,19,67.5,70.6,80.2,54.0,68.8,76.9,0,0,1,27,6.7,1,1,0,27.8,1,0,21,1,98,188,1,0,0,1,0,158,187,2,88,7,0,11,3,0,0,27,0,27.0
Jerry Hughes,5556,ED,BUF,3,0,0,100.0,1,0,4,47.5,67.4,33.7,76.5,62.5,28.3,0,6,0,18,25.0,1,0,1,118.8,1,0,1,0,4,99,98,0,0,96,2,0,1,65,30,0,2,3,1,6,0,18,3,18.0
Linval Joseph,5571,DI,LAC,3,4,0,,0,0,27,60.0,43.7,80.9,71.0,33.3,75.0,1,3,0,,0.0,0,0,0,0.0,0,0,0,0,0,119,119,54,65,0,0,0,0,55,64,0,5,11,0,4,0,0,0,
Carlos Dunlap,5579,ED,SEA,3,1,1,,0,0,29,63.2,67.2,84.3,59.5,69.6,75.1,2,4,0,,0.0,0,0,0,0.0,0,1,0,0,7,108,107,0,1,105,1,0,1,70,31,1,1,3,0,7,0,0,0,
Corey Peters,5607,DI,ARZ,3,1,0,,0,0,1,60.0,61.2,79.5,63.4,58.3,72.6,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,1,58,58,24,30,0,4,0,0,23,34,0,5,6,0,1,0,0,0,
Everson Griffen,5624,ED,MIN,2,1,0,,0,0,18,60.0,57.6,8.6,64.3,55.5,29.2,2,2,0,,50.0,1,0,1,0.0,0,1,2,0,0,62,60,0,16,28,16,0,2,45,17,0,1,0,0,5,0,0,0,
Al Woods,5646,DI,SEA,3,4,0,,0,0,29,60.0,78.8,80.1,68.9,74.6,48.0,0,2,0,,9.1,1,0,0,0.0,0,1,0,0,0,119,119,87,21,0,11,0,0,60,59,0,7,6,0,3,0,0,0,
Andrew Sendejo,6118,S,IND,2,0,0,100.0,0,0,14,72.8,69.3,72.1,59.1,57.6,71.6,0,0,0,-2,0.0,0,0,0,79.2,1,0,11,0,8,23,5,0,0,5,0,4,18,1,14,2,1,1,1,0,0,-2,0,-2.0
Von Miller,6154,ED,DEN,3,1,0,,0,0,10,77.3,89.5,38.7,85.0,73.8,58.5,2,9,0,,40.0,2,0,1,0.0,0,4,0,0,7,127,127,0,0,127,0,0,0,83,37,0,6,2,0,15,0,0,0,
Patrick Peterson,6157,CB,MIN,3,1,0,76.9,0,0,18,57.5,59.4,82.8,,66.2,27.4,0,0,0,77,37.5,3,0,0,157.9,10,0,5,177,113,183,0,0,0,0,0,0,183,0,70,1,3,4,13,0,2,182,139,18.2
J.J. Watt,6163,DI,ARZ,3,1,0,,0,0,1,57.7,70.6,82.6,71.2,61.7,26.3,3,9,0,,33.3,3,0,0,0.0,0,0,2,0,2,157,155,3,44,29,79,0,2,97,58,0,5,5,0,12,0,0,0,
Robert Quinn,6166,ED,CHI,3,1,0,0.0,0,0,6,64.9,66.3,39.4,68.3,60.5,29.6,1,6,0,,50.0,3,0,1,39.6,0,3,0,1,14,134,129,0,0,128,1,0,5,66,54,4,4,2,1,10,0,0,0,
Ryan Kerrigan,6168,ED,PHI,3,0,0,,0,0,24,60.0,52.0,81.2,61.7,44.1,66.8,0,4,0,,,0,0,0,0.0,0,0,0,0,1,93,93,0,9,57,27,0,0,48,44,0,0,0,0,4,0,0,0,
Cameron Jordan,6176,ED,NO,3,1,0,,0,0,20,68.6,77.8,84.6,65.2,77.9,76.5,5,10,0,,0.0,0,0,0,0.0,0,0,0,0,0,162,162,0,3,151,8,0,0,112,50,0,6,7,0,15,0,0,0,
Jimmy Smith,6179,CB,BLT,1,0,0,25.0,0,0,3,43.0,40.2,74.2,,60.0,72.8,0,0,0,9,0.0,0,1,1,39.6,1,0,2,7,17,19,0,0,0,0,0,8,19,0,2,2,0,1,4,0,0,9,0,9.0
Cameron Heyward,6183,DI,PIT,3,6,3,,0,1,25,60.0,93.2,82.1,91.0,91.0,75.4,0,14,0,,0.0,0,0,0,0.0,0,1,6,0,0,154,148,17,83,16,32,0,6,97,57,0,7,8,0,15,0,0,0,
Justin Houston,6222,ED,BLT,2,0,0,100.0,0,0,3,39.7,79.0,80.8,72.2,81.7,43.8,2,1,0,27,20.0,1,0,0,118.8,1,1,2,0,3,83,81,0,0,79,2,0,2,59,21,0,3,4,1,4,0,27,27,27.0
K.J. Wright,6251,LB,LV,3,2,0,100.0,0,0,23,62.9,68.1,77.3,,69.0,30.0,0,0,0,29,25.0,2,0,0,118.8,1,0,34,1,35,68,21,0,0,21,0,0,47,0,33,12,3,4,1,0,0,29,24,29.0
Pernell McPhee,6317,ED,BLT,3,0,0,,0,0,3,63.3,52.9,81.6,53.7,52.0,74.4,1,3,0,,0.0,0,0,0,0.0,0,0,7,1,5,86,78,1,4,66,7,0,8,50,31,0,5,4,0,4,0,0,0,
Lawrence Guy,6385,DI,NE,3,3,0,,0,0,19,,35.3,79.8,47.0,38.6,46.0,1,2,0,,13.3,2,0,0,0.0,0,0,0,0,0,93,93,2,48,2,41,0,0,34,59,0,5,10,0,3,0,0,0,
Malcolm Smith,6394,LB,CLV,3,2,0,77.8,0,0,8,82.3,71.0,0.0,49.4,56.8,29.1,0,0,1,14,30.8,4,1,1,98.1,7,0,100,0,60,105,1,0,0,1,0,1,104,6,39,3,4,7,9,0,2,68,49,9.7
Chris Harris Jr.,6457,CB,LAC,1,0,0,100.0,0,0,27,77.1,76.6,76.9,59.0,63.9,,1,0,0,9,,0,0,0,97.9,2,0,5,8,29,54,0,0,0,0,0,7,54,1,24,34,0,0,2,1,0,15,13,7.5
Josh Bynes,6503,LB,BLT,1,2,0,100.0,0,0,3,49.9,52.6,69.8,55.8,63.4,77.3,0,0,0,14,0.0,0,0,0,118.8,1,0,13,0,6,14,1,0,0,1,0,0,13,2,6,0,1,2,1,0,0,14,12,14.0
Mario Addison,6558,ED,BUF,3,0,0,,0,1,4,77.5,63.6,83.4,59.2,56.3,73.7,1,5,0,,0.0,0,0,0,0.0,0,1,3,0,2,87,84,0,0,82,2,0,3,61,24,0,2,1,0,7,0,0,0,
Fletcher Cox,7018,DI,PHI,3,3,0,,1,0,24,66.3,59.1,0.0,61.7,62.5,71.2,0,5,0,,0.0,0,0,3,0.0,0,0,0,0,0,134,134,3,89,0,42,0,0,72,62,0,2,2,0,5,0,0,0,
Michael Brockers,7020,DI,DET,3,2,0,,0,0,11,,52.7,80.8,58.4,49.9,41.1,0,1,0,,11.1,1,0,0,0.0,0,1,0,0,0,136,136,8,70,10,48,0,0,70,66,0,4,6,0,2,0,0,0,
