player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Calais Campbell,4364,DI,BLT,5,3,0,,0,0,3,81.0,89.4,83.8,80.3,74.1,41.7,6,12,0,,15.0,3,0,0,0.0,0,0,1,0,0,230,229,54,86,30,59,0,1,162,68,0,10,14,0,18,0,0,0,
Malcolm Jenkins,4937,S,NO,5,5,0,66.7,0,0,20,57.6,60.4,84.5,54.0,69.0,65.7,0,0,1,31,10.5,4,1,1,81.1,16,0,88,7,214,341,44,0,0,44,0,123,297,24,103,79,9,29,24,0,1,155,74,9.7
Jason McCourty,5127,S,MIA,5,5,0,76.9,0,0,17,68.4,67.3,80.5,54.5,58.9,60.8,0,0,0,25,16.0,4,2,0,123.2,10,0,69,20,151,270,6,0,0,6,0,161,264,4,115,14,3,16,13,0,1,98,29,9.8
Steve McLendon,5232,DI,TB,5,0,0,,0,0,30,59.5,46.5,79.6,56.5,41.4,26.7,1,1,0,,25.0,1,0,0,0.0,0,0,0,0,1,89,89,2,66,0,21,0,0,61,27,0,2,3,0,2,0,0,0,
Ndamukong Suh,5527,DI,TB,5,2,1,,0,0,30,60.0,54.1,53.7,55.2,57.7,29.1,2,6,0,,28.6,2,0,1,0.0,0,1,2,0,3,206,204,0,103,22,79,0,2,166,37,0,4,3,0,9,0,0,0,
Gerald McCoy,5528,DI,LV,1,0,0,,0,0,23,,48.2,73.2,55.2,53.3,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,9,9,3,6,0,0,0,0,5,4,0,0,0,0,0,0,0,0,
Joe Haden,5532,CB,PIT,4,5,0,73.7,0,1,25,64.0,60.3,82.3,,41.0,47.8,0,0,0,37,17.4,4,2,0,119.4,14,0,22,235,167,264,3,0,0,3,0,0,261,0,97,4,4,14,19,0,1,175,59,12.5
Tyson Alualu,5535,DI,PIT,2,2,0,,0,0,25,,59.4,78.7,59.4,57.8,40.8,1,1,0,,16.7,1,0,0,0.0,0,0,0,0,0,57,57,7,40,1,9,0,0,40,17,0,1,3,0,2,0,0,0,
Brandon Graham,5538,ED,PHI,2,0,0,,0,0,24,,64.0,79.9,60.6,63.0,25.6,1,1,0,,50.0,2,0,0,0.0,0,0,0,0,0,50,50,0,1,36,13,0,0,32,18,0,1,2,0,2,0,0,0,
Jason Pierre-Paul,5540,ED,TB,3,3,1,100.0,0,0,30,67.1,47.4,17.3,46.1,59.6,54.6,2,5,0,24,18.8,3,0,2,143.8,5,0,11,0,20,179,165,0,7,150,8,0,14,125,34,3,4,10,5,7,1,45,22,9.0
Kareem Jackson,5545,S,DEN,5,4,0,60.0,0,0,10,59.1,62.4,90.8,60.0,68.3,72.9,0,0,1,23,9.4,3,0,0,80.4,6,0,48,0,189,294,2,0,0,2,0,206,292,1,104,38,8,25,10,0,1,83,14,13.8
Devin McCourty,5552,S,NE,5,3,0,50.0,0,0,19,54.8,57.5,82.3,52.2,67.2,61.5,0,0,1,27,13.6,3,1,0,33.3,3,0,53,2,179,324,2,0,0,2,0,257,322,4,141,10,0,16,6,0,0,42,10,14.0
Jerry Hughes,5556,ED,BUF,5,0,1,100.0,1,0,4,48.5,76.4,25.9,80.5,71.7,33.6,0,14,0,18,20.0,1,0,2,118.8,1,1,2,0,6,177,175,0,0,173,2,0,2,122,49,0,4,4,1,15,0,18,3,18.0
Linval Joseph,5571,DI,LAC,5,6,0,,1,0,27,60.0,50.4,52.2,83.8,34.9,48.0,1,7,0,,8.3,2,0,1,0.0,0,0,0,0,0,203,203,100,103,0,0,0,0,98,105,0,9,16,0,8,0,0,0,
Carlos Dunlap,5579,ED,SEA,5,1,2,100.0,0,0,29,56.7,68.2,86.5,62.2,73.0,76.7,2,8,0,4,0.0,0,0,0,83.3,1,1,0,0,15,175,171,0,1,168,2,0,4,108,52,4,2,6,1,11,0,4,0,4.0
Corey Peters,5607,DI,ARZ,5,1,0,,0,0,1,57.2,52.6,81.5,62.5,48.8,72.6,0,3,0,,0.0,0,0,0,0.0,0,0,1,0,3,106,105,37,62,0,6,0,1,46,57,0,5,6,0,3,0,0,0,
Everson Griffen,5624,ED,MIN,4,3,0,,0,1,18,60.6,74.8,0.0,81.6,64.3,43.5,3,9,0,,37.5,3,0,3,0.0,0,4,4,0,2,154,150,0,21,100,29,0,4,105,47,0,6,2,0,16,0,0,0,
Al Woods,5646,DI,SEA,5,4,1,,0,0,29,60.0,86.1,82.1,73.5,80.8,51.5,2,3,0,,7.7,1,0,0,0.0,0,1,0,0,0,197,197,146,37,2,12,0,0,99,98,0,9,8,0,6,0,0,0,
Andrew Sendejo,6118,S,IND,4,1,0,55.6,0,0,14,62.4,59.7,79.1,57.7,50.8,44.1,0,0,0,18,25.0,2,1,0,100.5,5,0,40,1,84,122,14,0,0,14,0,41,108,2,36,25,2,5,9,0,2,25,29,5.0
Von Miller,6154,ED,DEN,5,3,0,,1,0,10,77.4,82.3,33.9,74.5,80.0,68.2,2,12,0,,27.3,3,0,2,0.0,0,5,0,0,13,246,244,0,0,244,0,0,2,141,92,2,9,5,0,19,0,0,0,
Patrick Peterson,6157,CB,MIN,5,2,0,64.0,0,0,18,65.0,66.0,84.5,,65.5,28.9,0,0,0,77,28.6,4,2,0,122.3,16,0,20,305,198,329,1,0,0,1,0,0,328,0,131,3,4,8,25,0,2,241,172,15.1
J.J. Watt,6163,DI,ARZ,5,2,1,,0,0,1,59.0,80.9,84.8,83.9,62.4,26.1,9,14,0,,28.6,4,0,0,0.0,0,0,3,0,3,260,257,6,88,49,114,0,3,161,96,0,8,8,0,23,0,0,0,
Robert Quinn,6166,ED,CHI,5,2,0,0.0,1,1,6,66.3,75.2,33.4,73.2,71.2,50.2,2,9,0,,28.6,4,0,2,39.6,0,4,0,1,19,235,226,0,0,224,2,0,9,130,86,8,8,8,1,15,0,0,0,
Ryan Kerrigan,6168,ED,PHI,5,0,0,,0,0,24,60.8,59.9,82.9,64.0,52.4,70.4,0,7,0,,0.0,0,0,0,0.0,0,0,0,0,2,136,136,0,9,98,29,0,0,71,63,0,1,1,0,7,0,0,0,
Cameron Jordan,6176,ED,NO,5,2,1,,0,0,20,70.8,76.6,87.0,64.7,78.1,66.9,7,14,0,,6.3,1,0,0,0.0,0,0,0,0,0,288,288,0,5,268,15,0,0,199,89,0,10,13,0,21,0,0,0,
Jimmy Smith,6179,CB,BLT,3,0,0,33.3,0,0,3,66.1,66.3,80.2,,54.3,78.3,0,0,0,11,25.0,1,2,1,42.4,3,0,5,26,60,77,1,0,0,1,0,34,76,0,17,11,1,3,9,0,0,23,9,7.7
Cameron Heyward,6183,DI,PIT,5,9,5,,0,1,25,60.0,91.9,83.9,86.6,90.5,77.7,1,17,0,,0.0,0,0,0,0.0,0,1,8,0,0,256,248,21,137,27,63,0,8,162,94,0,12,17,0,19,0,0,0,
Jabaal Sheard,6189,ED,MIA,1,1,0,,0,0,17,60.0,46.0,0.0,52.6,67.2,66.8,0,0,0,,0.0,0,0,1,0.0,0,0,1,1,1,13,11,0,4,5,2,0,2,8,4,0,0,0,0,0,0,0,0,
Justin Houston,6222,ED,BLT,4,1,0,100.0,0,0,3,39.1,61.6,48.5,67.4,62.3,39.8,3,3,0,29,20.0,2,0,1,118.8,2,2,2,0,8,164,162,0,0,160,2,0,2,117,39,0,6,7,2,8,0,56,56,28.0
K.J. Wright,6251,LB,LV,5,6,0,100.0,0,0,23,52.7,65.5,79.6,60.0,73.9,56.6,0,0,0,29,11.1,2,0,0,158.3,3,0,54,3,51,118,44,0,0,44,0,0,74,1,66,16,7,10,3,0,1,65,28,21.7
Richard Sherman,6306,CB,TB,2,0,0,83.3,0,0,30,49.6,51.9,79.7,68.3,62.8,48.1,0,1,0,21,23.1,3,0,2,102.4,10,0,7,96,91,111,1,0,0,1,0,0,110,4,16,7,3,10,12,1,0,103,25,10.3
Pernell McPhee,6317,ED,BLT,5,1,0,,0,0,3,66.2,56.3,83.2,51.2,59.8,55.2,1,3,0,,15.4,2,0,0,0.0,0,0,14,1,7,134,119,1,10,97,11,0,15,77,50,0,9,10,0,4,0,0,0,
Lawrence Guy,6385,DI,NE,5,3,0,,0,0,19,,46.1,81.8,48.7,48.5,44.2,2,2,0,,13.6,3,0,0,0.0,0,0,0,0,0,153,153,2,89,7,55,0,0,61,92,0,9,16,0,4,0,0,0,
Malcolm Smith,6394,LB,CLV,5,2,0,83.3,0,0,8,79.8,70.2,0.0,49.4,56.8,43.8,0,0,1,19,19.0,4,1,1,106.9,10,0,150,0,95,159,3,0,0,3,0,3,156,6,58,3,9,15,12,0,2,102,71,10.2
Chris Harris Jr.,6457,CB,LAC,2,1,0,75.0,0,0,27,80.0,81.2,77.7,59.0,71.6,77.1,1,0,0,9,0.0,0,0,0,86.5,3,0,14,9,52,88,0,0,0,0,0,8,88,1,35,57,0,1,4,1,0,21,14,7.0
Josh Bynes,6503,LB,BLT,2,2,0,100.0,0,0,3,52.1,46.3,70.8,55.8,53.8,40.9,0,0,0,14,20.0,1,0,0,118.8,1,0,17,0,8,18,1,0,0,1,0,0,17,2,8,0,1,2,1,0,0,14,12,14.0
Mario Addison,6558,ED,BUF,5,0,0,,0,1,4,75.8,60.5,85.1,55.2,58.2,74.9,1,7,0,,0.0,0,0,0,0.0,0,1,4,0,5,129,125,0,0,123,2,0,4,93,31,0,2,3,0,9,0,0,0,
Fletcher Cox,7018,DI,PHI,5,3,0,,1,0,24,66.3,62.5,12.3,64.2,61.9,72.1,1,9,0,,0.0,0,0,3,0.0,0,1,0,0,0,231,231,8,160,0,63,0,0,134,97,0,4,3,0,11,0,0,0,
Michael Brockers,7020,DI,DET,5,4,0,,0,0,11,,52.7,83.3,55.9,51.4,36.0,0,2,0,,14.3,2,0,0,0.0,0,1,0,0,0,230,230,17,116,30,67,0,0,106,124,0,6,8,0,3,0,0,0,
