player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Calais Campbell,4364,DI,BLT,4,2,0,,0,0,3,74.2,88.9,82.6,83.3,70.4,34.1,5,11,0,,18.8,3,0,0,0.0,0,0,0,0,0,178,178,53,64,18,43,0,0,127,51,0,8,11,0,16,0,0,0,
Malcolm Jenkins,4937,S,NO,4,5,0,65.0,0,0,20,67.6,69.2,83.1,55.9,68.6,61.9,0,0,1,31,12.1,4,1,1,74.2,13,0,74,6,165,258,31,0,0,31,0,98,227,20,73,49,8,24,20,0,1,106,71,8.2
Jason McCourty,5127,S,MIA,4,4,0,72.7,0,0,17,71.8,70.0,79.8,54.5,58.7,56.9,0,0,0,25,18.2,4,2,0,117.6,8,0,60,12,129,243,6,0,0,6,0,154,237,4,110,11,3,14,11,0,1,65,21,8.1
Steve McLendon,5232,DI,TB,4,0,0,,0,0,30,59.5,48.0,79.0,56.1,44.7,26.7,0,0,0,,25.0,1,0,0,0.0,0,0,0,0,1,74,74,2,57,0,15,0,0,51,22,0,2,3,0,0,0,0,0,
Ndamukong Suh,5527,DI,TB,4,2,1,,0,0,30,60.4,53.5,48.0,54.9,57.5,29.1,2,4,0,,28.6,2,0,1,0.0,0,1,2,0,2,172,170,0,90,15,65,0,2,135,35,0,4,3,0,7,0,0,0,
Gerald McCoy,5528,DI,LV,1,0,0,,0,0,23,,48.2,73.2,55.2,53.3,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,9,9,3,6,0,0,0,0,5,4,0,0,0,0,0,0,0,0,
Joe Haden,5532,CB,PIT,3,3,0,69.2,0,1,25,66.6,63.3,81.4,,45.8,35.8,0,0,0,37,23.5,4,1,0,117.5,9,0,17,180,124,204,3,0,0,3,0,0,201,0,80,4,4,10,13,0,1,100,39,11.1
Tyson Alualu,5535,DI,PIT,2,2,0,,0,0,25,,59.4,78.7,59.4,57.8,40.8,1,1,0,,16.7,1,0,0,0.0,0,0,0,0,0,57,57,7,40,1,9,0,0,40,17,0,1,3,0,2,0,0,0,
Brandon Graham,5538,ED,PHI,2,0,0,,0,0,24,,64.0,79.9,60.6,63.0,25.6,1,1,0,,50.0,2,0,0,0.0,0,0,0,0,0,50,50,0,1,36,13,0,0,32,18,0,1,2,0,2,0,0,0,
Jason Pierre-Paul,5540,ED,TB,2,3,1,100.0,0,0,30,85.9,60.4,38.0,51.5,58.8,81.0,1,3,0,6,0.0,0,0,1,81.9,3,0,8,0,16,138,127,0,6,113,8,0,11,93,29,3,3,7,3,4,0,11,11,3.7
