player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
DeSean Jackson,4363,WR,LV,1,0,0,,0,0,23,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Calais Campbell,4364,DI,BLT,12,10,1,,1,0,3,70.4,84.4,86.9,73.0,79.3,46.8,10,17,0,,12.2,5,0,1,0.0,0,1,1,0,1,509,508,92,186,64,166,0,1,352,156,0,20,26,0,28,0,0,0,
Malcolm Jenkins,4937,S,NO,14,15,0,68.6,0,0,20,54.5,59.8,88.5,56.0,70.2,65.0,1,2,1,31,10.8,9,4,2,92.8,35,1,270,37,558,931,125,0,0,125,0,297,806,46,327,202,24,59,51,4,2,350,162,10.0
Jason McCourty,5127,S,MIA,7,5,0,71.4,0,0,17,73.5,72.1,81.7,54.5,59.2,60.8,0,0,0,25,16.0,4,3,0,114.6,10,0,76,22,190,312,6,0,0,6,0,183,306,4,118,25,3,16,14,0,1,98,29,9.8
Steve McLendon,5232,DI,TB,9,2,0,,0,0,30,65.2,60.0,82.1,56.8,55.4,29.8,2,5,1,,16.7,1,0,0,0.0,0,0,0,0,2,167,167,9,129,0,29,0,0,107,58,0,2,3,0,7,0,0,0,
Ndamukong Suh,5527,DI,TB,14,7,1,100.0,0,0,30,57.6,53.1,63.2,55.3,54.9,47.9,7,20,0,5,19.0,4,0,2,87.5,1,6,4,0,8,603,599,9,292,34,264,0,4,436,159,0,13,10,1,33,0,5,2,5.0
Gerald McCoy,5528,DI,LV,1,0,0,,0,0,23,,48.2,73.2,55.2,53.3,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,9,9,3,6,0,0,0,0,5,4,0,0,0,0,0,0,0,0,
Joe Haden,5532,CB,PIT,9,8,0,63.6,0,1,25,67.5,66.2,84.4,,55.6,40.3,0,0,0,50,19.4,7,5,0,100.1,21,0,42,437,301,486,3,0,0,3,0,0,483,0,185,4,7,21,33,0,1,276,85,13.1
Tyson Alualu,5535,DI,PIT,2,2,0,,0,0,25,,59.7,78.7,59.4,58.2,40.8,1,1,0,,16.7,1,0,0,0.0,0,0,0,0,0,57,57,7,40,1,9,0,0,40,17,0,1,3,0,2,0,0,0,
Brandon Graham,5538,ED,PHI,2,0,0,,0,0,24,,62.6,79.9,60.6,61.0,25.6,1,1,0,,50.0,2,0,0,0.0,0,0,0,0,0,50,50,0,1,36,13,0,0,32,18,0,1,2,0,2,0,0,0,
Jason Pierre-Paul,5540,ED,TB,12,7,4,100.0,0,1,30,64.6,48.7,52.1,52.7,44.8,52.2,3,18,0,24,18.9,7,0,3,134.2,10,3,12,0,49,601,585,0,7,568,10,0,16,388,164,4,14,23,10,24,1,82,56,8.2
