player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Rodney McLeod,7271,S,CLV,1,0,0,,0,0,8,0,0,65.9,67.1,68.1,,60.6,,0,0,0,0,,,0,0,0,0.0,0,0,0,6,0,8,12,0,0,0,0,0,0,12,0,4,6,0,0,0,0,0,0,0,0,
Tashaun Gipson Sr.,7288,S,SF,1,0,0,,0,0,28,0,0,62.5,63.2,70.1,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,2,3,0,0,0,0,0,1,3,0,1,2,0,0,0,0,0,0,0,0,
Darius Slay,7817,CB,PHI,1,1,0,55.6,0,0,24,0,0,88.4,87.0,76.6,,64.9,80.2,0,0,0,0,51,0.0,0,3,0,79.4,5,0,0,7,56,44,63,0,0,0,0,0,0,63,0,19,0,2,6,1,9,0,0,67,22,13.4
Johnathan Hankins,7830,DI,SEA,1,1,0,,0,0,29,0,0,,41.9,73.5,55.1,46.7,65.9,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,12,12,4,8,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,
Tyrann Mathieu,7850,S,NO,1,0,0,100.0,0,0,20,0,0,45.6,48.7,75.0,,65.3,83.2,0,0,0,0,37,0.0,0,0,0,118.8,1,0,0,19,0,28,66,0,0,0,0,0,45,66,0,38,2,0,5,0,1,0,0,37,2,37.0
John Jenkins,7863,DI,LV,1,3,1,,0,0,23,0,0,,76.4,75.2,74.4,67.8,70.5,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,22,22,4,18,0,0,0,0,8,14,0,1,1,0,0,1,0,0,0,
William Gholston,7908,DI,TB,1,0,0,,0,0,30,0,0,,60.0,69.5,60.0,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,4,4,0,1,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,
Jordan Poyer,8000,S,MIA,1,3,0,100.0,0,0,17,0,0,58.1,59.7,76.6,59.1,64.4,69.4,0,0,0,0,9,11.1,1,0,0,95.8,2,0,0,31,0,46,64,2,0,0,2,0,28,62,1,17,3,1,5,0,2,0,0,14,2,7.0
Tony Jefferson,8361,S,LAC,1,1,0,100.0,0,0,27,0,0,56.3,56.8,76.4,,62.4,61.9,0,0,0,0,6,12.5,1,0,1,127.1,3,0,0,9,0,45,64,0,0,0,0,0,50,64,0,19,5,1,6,0,3,0,1,15,8,5.0
Jadeveon Clowney,8636,ED,CAR,1,1,0,,0,0,5,0,0,51.4,71.6,79.2,75.0,62.5,29.9,0,4,0,0,,33.3,2,0,0,0.0,0,0,0,0,0,4,47,47,0,0,47,0,0,0,31,12,0,2,3,0,0,4,0,0,0,
Khalil Mack,8640,ED,LAC,1,1,1,,0,0,27,0,0,,62.8,78.2,60.1,62.2,69.9,0,3,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,41,41,0,0,41,0,0,0,30,11,0,0,0,0,0,3,0,0,0,
Jimmie Ward,8665,S,HST,1,3,0,50.0,0,0,13,0,0,67.4,68.0,72.9,59.0,64.6,79.6,0,0,0,0,7,0.0,0,0,1,58.3,1,0,0,4,0,19,26,0,0,0,0,0,1,26,1,6,21,1,1,0,2,0,0,7,0,7.0
Kyle Van Noy,8675,ED,BLT,1,2,0,100.0,0,0,3,1,0,77.0,80.3,77.6,69.8,65.8,75.0,1,1,0,0,6,0.0,0,0,0,91.7,1,2,0,3,0,5,34,31,0,0,31,0,0,3,20,9,0,3,1,0,1,4,0,6,0,6.0
DaQuan Jones,8747,DI,BUF,1,0,0,,0,0,4,0,0,,52.7,77.5,51.1,58.6,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,29,29,7,22,0,0,0,0,21,8,0,0,0,0,0,0,0,0,0,
Brent Urban,8769,ED,BLT,1,0,0,,0,0,3,0,0,,60.5,72.8,57.9,61.0,69.6,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,7,7,0,0,5,2,0,0,2,5,0,1,1,0,0,1,0,0,0,
Denico Autry,8982,ED,HST,1,0,0,,0,0,13,0,0,60.0,77.6,78.4,72.7,66.1,69.2,0,3,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,36,36,0,0,23,13,0,0,28,7,0,0,1,0,0,3,0,0,0,
Mike Pennel,9316,DI,KC,1,1,0,,0,0,16,0,0,61.8,83.7,74.9,55.6,79.6,70.6,0,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,18,18,4,14,0,0,0,0,11,7,0,3,2,1,0,1,0,0,0,
Dante Fowler Jr.,9436,ED,WAS,1,0,0,,0,0,32,0,0,60.2,45.0,79.1,58.8,34.5,71.4,0,2,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,1,44,44,0,0,43,1,0,0,24,19,0,2,1,0,0,3,0,0,0,
Leonard Williams,9439,DI,SEA,1,0,0,,0,0,29,0,0,,70.1,0.0,62.2,79.1,70.6,2,2,0,0,,20.0,1,0,1,0.0,0,0,0,0,0,0,49,49,2,22,9,16,0,0,31,18,0,4,4,0,0,4,0,0,0,
Arik Armstead,9450,ED,JAX,1,0,0,,2,0,15,0,0,,49.6,0.0,66.6,62.9,70.2,0,2,0,0,,0.0,0,0,2,0.0,0,1,0,0,0,0,31,31,0,6,18,7,0,0,20,11,0,2,2,0,0,3,0,0,0,
Bud Dupree,9455,ED,LAC,1,0,0,,0,0,27,0,0,61.0,56.1,73.7,61.0,52.4,72.8,0,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,2,18,17,0,0,17,0,0,1,10,6,1,2,1,0,0,1,0,0,0,
Mario Edwards Jr.,9468,DI,HST,1,1,0,,0,0,13,0,0,,70.9,76.6,66.3,66.0,70.8,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,41,41,1,30,0,10,0,0,28,13,0,1,3,0,0,2,0,0,0,
Preston Smith,9471,ED,PIT,1,0,0,,0,0,25,0,0,,54.9,72.7,56.0,57.3,70.5,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,13,13,0,0,13,0,0,0,3,10,0,1,1,0,0,0,0,0,0,
Eddie Goldman,9472,DI,ATL,1,1,0,,0,0,2,0,0,,52.6,76.2,53.3,56.3,67.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,19,19,14,5,0,0,0,0,12,7,0,0,0,0,0,0,0,0,0,
Denzel Perryman,9481,LB,LAC,1,0,0,100.0,0,0,27,0,0,49.4,51.8,68.6,,62.8,73.2,0,0,0,0,13,0.0,0,0,0,102.1,2,0,0,11,0,7,11,0,0,0,0,0,0,11,0,4,0,0,1,0,2,0,0,17,23,8.5
Jordan Phillips,9485,DI,BUF,1,0,0,,0,0,4,0,0,,55.2,75.1,59.4,54.2,26.0,0,0,0,0,,50.0,1,0,0,0.0,0,0,0,0,0,0,20,20,2,14,0,4,0,0,13,7,0,0,1,0,0,0,0,0,0,
Jordan Hicks,9517,LB,CLV,1,0,0,100.0,0,0,8,0,0,80.0,68.8,74.3,53.7,44.6,81.5,0,2,0,0,10,0.0,0,0,0,95.8,2,0,0,52,0,32,56,0,0,0,0,0,1,56,4,20,3,1,8,0,2,2,0,14,10,7.0
Danielle Hunter,9521,ED,HST,1,0,0,,1,0,13,0,0,,65.4,9.9,68.9,64.0,71.4,1,5,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,53,53,0,0,53,0,0,0,36,17,0,1,2,0,0,6,0,0,0,
Carl Davis Jr.,9523,DI,WAS,1,1,0,,0,0,32,0,0,,72.6,74.8,53.4,74.4,70.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,19,19,7,9,0,3,0,0,8,11,0,2,2,0,0,0,0,0,0,
Za'Darius Smith,9555,ED,DET,1,1,0,100.0,1,0,11,0,0,63.7,50.8,0.0,63.1,61.5,25.4,1,5,0,0,13,66.7,2,0,2,118.8,1,0,0,3,0,3,40,37,0,3,24,10,0,3,31,6,0,0,0,0,1,6,0,13,17,13.0
Grady Jarrett,9570,DI,ATL,1,1,0,,0,0,2,0,0,60.0,55.5,75.8,61.9,50.9,68.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,28,28,3,23,0,2,0,0,19,8,0,0,1,0,0,0,0,0,0,
Bobby McCain,9578,S,MIN,1,2,0,100.0,0,0,18,0,0,50.6,52.3,77.8,55.6,65.9,80.6,0,0,0,0,12,0.0,0,0,0,116.7,1,0,0,5,0,25,37,5,0,0,5,0,21,32,3,9,6,0,2,0,1,0,0,12,1,12.0
Rakeem Nunez-Roches,9650,DI,NYG,1,1,0,,0,0,21,0,0,,47.3,75.9,58.8,46.8,66.8,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,34,34,0,19,0,15,0,0,15,19,0,0,0,0,0,1,0,0,0,
Neville Hewitt,9836,LB,HST,1,0,0,,0,0,13,0,0,61.9,88.6,70.6,,79.5,75.9,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,7,0,3,7,0,0,0,0,0,0,7,0,4,0,1,2,0,0,0,0,0,0,
Joey Bosa,10637,ED,LAC,1,1,0,,0,0,27,0,0,61.6,62.0,80.9,52.0,65.2,73.0,0,2,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,50,50,0,1,49,0,0,0,38,12,0,2,1,0,0,3,0,0,0,
Jalen Ramsey,10639,CB,MIA,1,4,0,66.7,0,0,17,0,0,57.7,56.3,78.4,39.8,66.7,62.0,0,1,0,0,16,14.3,1,0,0,122.2,4,0,0,5,54,43,64,5,0,0,5,0,0,59,4,17,0,0,2,0,6,1,1,36,17,9.0
DeForest Buckner,10641,DI,IND,1,1,1,,0,0,14,0,0,59.8,74.0,77.2,59.7,79.1,37.9,1,2,0,0,,20.0,1,0,0,0.0,0,0,0,1,0,1,48,47,0,30,0,17,0,1,30,17,0,3,3,1,0,3,0,0,0,
Leonard Floyd,10643,ED,SF,1,0,0,,0,0,28,0,0,60.0,52.2,77.4,49.2,50.5,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,30,30,0,0,30,0,0,0,18,12,0,0,0,0,0,0,0,0,0,
Kenny Clark,10661,DI,GB,1,0,0,,0,0,12,0,0,60.0,62.1,74.3,66.6,55.2,68.4,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,20,20,3,12,0,5,0,0,12,7,0,2,2,0,0,2,0,0,0,
Emmanuel Ogbah,10666,ED,MIA,1,1,0,100.0,0,0,17,0,0,63.0,67.6,80.6,57.3,71.3,48.3,1,4,0,0,6,20.0,1,0,0,91.7,1,0,0,0,0,3,49,49,0,2,43,4,0,0,32,14,0,2,3,0,1,5,0,6,10,6.0
Chris Jones,10671,DI,KC,1,3,0,,0,0,16,0,0,,87.7,78.1,82.5,68.5,69.6,3,5,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,44,44,0,17,11,16,0,0,35,9,0,0,0,0,0,8,0,0,0,
Austin Johnson,10677,DI,BUF,1,0,0,,0,0,4,0,0,,37.0,75.0,57.8,39.0,28.4,0,0,0,0,,50.0,1,0,0,0.0,0,1,0,0,0,0,21,21,1,19,0,1,0,0,8,13,0,2,1,0,0,1,0,0,0,
Jihad Ward,10678,DI,MIN,1,0,0,66.7,0,0,18,0,0,32.7,68.3,77.6,79.6,60.0,24.8,2,2,0,0,18,100.0,1,0,0,95.1,2,0,0,1,0,5,51,49,4,16,20,9,0,2,36,10,0,0,0,0,3,4,0,27,21,13.5
A'Shawn Robinson,10680,DI,CAR,1,2,0,,0,0,5,0,0,60.0,72.3,77.3,59.1,73.9,50.9,0,1,0,0,,16.7,1,0,0,0.0,0,1,0,0,0,0,51,51,0,32,3,16,0,0,31,20,0,2,3,0,0,2,0,0,0,
Jarran Reed,10683,DI,SEA,1,1,1,,0,1,29,0,0,60.0,86.5,76.8,91.2,55.2,70.3,1,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,1,40,40,0,31,0,9,0,0,26,13,0,1,2,0,0,3,0,0,0,
Vonn Bell,10695,S,CIN,1,0,0,,0,1,7,1,0,61.3,94.1,68.9,59.1,70.8,72.5,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,4,1,5,7,0,0,0,0,0,2,7,1,1,0,1,1,0,0,0,0,0,0,
Kevin Byard,10698,S,CHI,1,2,0,100.0,0,0,6,0,0,34.2,33.6,74.0,,58.3,63.3,0,0,0,0,28,11.1,1,0,0,118.8,3,0,0,29,0,33,65,1,0,0,1,0,30,64,0,32,5,2,6,1,3,0,0,65,36,21.7
Maliek Collins,10701,DI,SF,1,0,0,,0,0,28,0,0,,63.4,77.1,58.5,63.9,,1,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,41,41,0,20,1,20,0,0,23,18,0,0,0,0,0,1,0,0,0,
Yannick Ngakoue,10703,ED,NE,1,0,0,,0,0,19,0,0,60.8,49.6,78.5,47.8,60.0,69.2,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,25,25,0,0,25,0,0,0,22,2,0,0,1,0,0,1,0,0,0,
Jonathan Bullard,10706,DI,MIN,1,0,0,,0,0,18,0,0,,64.4,76.9,50.5,72.8,66.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,35,35,0,22,2,11,0,0,22,13,0,1,1,0,0,0,0,0,0,
Daryl Worley,10711,S,TEN,1,2,0,,0,0,31,0,0,63.5,52.1,79.8,59.1,45.2,48.2,0,0,0,0,,16.7,1,0,0,0.0,0,0,0,16,0,13,60,10,0,0,10,0,30,50,1,46,4,1,3,0,0,0,0,0,0,
Kendall Fuller,10718,CB,MIA,1,0,0,66.7,0,0,17,0,0,55.4,56.2,77.0,56.0,63.2,45.1,0,0,0,0,21,20.0,1,1,0,93.8,4,0,0,1,43,28,44,0,0,0,0,0,0,44,2,14,0,0,4,0,6,0,0,52,21,13.0
Nick Vigil,10721,LB,DAL,1,2,0,100.0,0,0,9,0,0,73.1,57.0,75.8,45.0,39.3,80.7,0,1,0,0,4,0.0,0,0,0,81.3,2,0,0,68,0,40,69,0,0,0,0,0,1,69,9,20,0,3,8,0,2,1,0,7,11,3.5
Justin Simmons,10732,S,ATL,1,0,0,100.0,0,0,2,0,0,60.1,61.0,80.3,58.8,61.6,82.7,0,0,0,0,2,0.0,0,0,0,118.8,1,0,0,3,0,43,58,0,0,0,0,0,49,58,1,14,6,0,3,0,1,0,1,2,0,2.0
Sheldon Day,10737,DI,WAS,1,0,1,,0,0,32,0,0,,69.5,75.8,57.9,72.3,69.4,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,33,33,0,23,0,10,0,0,20,13,0,3,3,0,0,1,0,0,0,
Eric Murray,10740,S,HST,1,0,0,100.0,0,0,13,0,0,69.6,66.4,74.6,,50.4,57.6,0,0,0,0,20,12.5,1,0,0,98.6,6,0,0,31,1,49,73,1,0,0,1,0,17,72,0,24,23,2,7,0,6,0,0,46,16,7.7
David Onyemata,10754,DI,ATL,1,1,0,,0,0,2,0,0,,78.8,73.8,66.8,73.4,70.5,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,20,20,0,6,1,13,0,0,12,8,0,2,2,0,0,1,0,0,0,
Dean Lowry,10771,DI,PIT,1,2,0,,0,0,25,0,0,60.0,30.6,76.2,53.0,32.6,25.2,0,0,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,0,31,31,0,8,1,22,0,0,8,23,0,0,0,0,0,0,0,0,0,
Matthew Judon,10780,ED,ATL,1,0,0,,0,0,2,0,0,86.7,73.3,0.0,74.0,56.0,70.5,1,1,1,1,,,0,0,1,0.0,0,1,0,0,0,3,24,23,0,0,22,1,0,1,14,7,1,1,0,0,0,3,0,0,0,
Quinton Jefferson,10781,DI,BUF,1,0,0,,0,0,4,0,0,,66.9,73.3,52.5,72.5,68.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,14,14,0,8,0,6,0,0,10,4,0,1,1,0,0,0,0,0,0,
DJ Reader,10800,DI,DET,1,0,1,,0,0,11,0,0,60.0,65.8,77.7,58.1,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,30,30,12,15,0,3,0,0,20,10,0,0,0,0,0,0,0,0,0,
Kamu Grugier-Hill,10842,LB,MIN,1,0,0,,0,0,18,0,0,,60.0,60.5,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Elandon Roberts,10848,LB,PIT,1,1,0,100.0,0,0,25,0,0,37.0,41.1,75.9,49.5,58.1,28.1,0,2,0,0,16,33.3,1,0,0,118.8,3,0,0,41,0,11,47,4,0,0,4,0,0,43,7,29,2,1,1,1,3,2,0,41,33,13.7
Mike Hilton,10898,CB,CIN,1,1,0,100.0,0,0,7,0,0,67.4,76.0,76.3,67.9,90.2,41.1,0,1,0,0,12,25.0,2,0,0,88.5,4,0,0,2,0,30,51,0,0,0,0,0,1,51,4,17,48,5,5,2,4,1,0,21,20,5.3
Michael Pierce,11101,DI,BLT,1,0,0,,0,0,3,0,0,,65.1,73.6,68.3,58.2,67.3,0,0,0,0,,,0,0,0,0.0,0,1,0,0,0,0,13,13,3,10,0,0,0,0,8,5,0,1,0,0,0,1,0,0,0,
Morgan Fox,11184,DI,LAC,1,1,0,,0,0,27,0,0,,66.6,75.8,58.0,69.4,70.0,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,32,32,5,11,4,12,0,0,23,9,0,1,2,0,0,2,0,0,0,
Jonathan Jones,11217,CB,NE,1,0,0,40.0,0,1,19,0,0,76.5,76.1,76.5,,60.8,77.3,0,0,0,0,12,0.0,0,1,0,53.8,2,0,0,1,6,31,39,0,0,0,0,0,2,39,0,8,30,1,4,0,5,0,0,22,10,11.0
Roy Robertson-Harris,11341,DI,SEA,1,0,0,,0,0,29,0,0,,48.1,72.7,58.8,52.4,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,6,6,0,0,5,1,0,0,1,5,0,0,0,0,0,0,0,0,0,
Myles Garrett,11756,ED,CLV,1,1,0,,1,0,8,0,0,63.4,87.3,4.6,87.4,65.6,72.4,0,2,0,0,,0.0,0,0,1,0.0,0,1,0,0,0,1,45,45,0,0,45,0,0,0,31,13,0,2,1,0,0,3,0,0,0,
Solomon Thomas,11758,DI,NYJ,1,1,0,,0,0,22,0,0,,51.3,75.4,62.8,48.2,69.2,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,35,35,0,21,0,14,0,0,16,19,0,1,1,0,0,1,0,0,0,
Marshon Lattimore,11766,CB,WAS,1,0,0,50.0,0,0,32,0,0,57.7,57.4,77.8,,55.6,78.0,0,0,0,0,45,0.0,0,3,3,105.4,5,0,0,2,60,32,63,0,0,0,0,0,0,63,0,31,1,1,4,0,10,0,1,68,10,13.6
Haason Reddick,11768,ED,NYJ,1,0,1,,0,0,22,0,0,60.0,52.6,76.2,63.7,46.4,,1,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,29,29,0,0,29,0,0,0,12,16,0,0,0,0,0,1,0,0,0,
Derek Barnett,11769,ED,HST,1,0,0,,0,0,13,0,0,,45.5,0.0,57.6,60.6,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,19,19,0,0,19,0,0,0,12,7,0,0,0,0,0,0,0,0,0,
Malik Hooker,11770,S,DAL,1,1,0,60.0,0,0,9,0,0,43.6,44.3,79.4,,66.5,80.0,0,0,0,0,20,0.0,0,0,0,123.3,3,0,0,20,1,52,72,1,0,0,1,0,40,71,0,20,10,0,2,0,5,0,1,38,2,12.7
Marlon Humphrey,11771,CB,BLT,1,0,0,80.0,0,0,3,0,0,79.8,68.9,75.0,56.4,39.0,26.5,0,1,1,1,13,50.0,3,0,0,57.1,4,0,0,14,9,33,56,3,0,0,3,0,2,53,2,21,28,1,3,0,5,1,0,36,23,9.0
Adoree' Jackson,11773,CB,NYG,1,0,0,66.7,0,0,21,0,0,62.6,64.0,77.0,,65.2,75.1,0,0,0,0,22,0.0,0,0,0,109.7,2,0,0,2,45,26,52,0,0,0,0,0,0,52,0,26,5,0,2,0,3,0,0,41,9,20.5
Charles Harris,11777,ED,PHI,1,0,0,,0,0,24,0,0,,71.1,71.1,69.4,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,7,7,0,0,7,0,0,0,6,1,0,0,0,0,0,0,0,0,0,
Tre'Davious White,11782,CB,BLT,1,0,0,,0,0,3,0,0,68.3,68.3,73.0,,60.0,72.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,12,12,13,0,0,0,0,0,0,13,0,1,1,0,1,0,0,0,0,0,0,
T.J. Watt,11785,ED,PIT,1,2,0,,0,0,25,0,0,52.1,52.9,79.3,52.3,61.6,28.0,0,3,0,0,,33.3,2,0,0,0.0,0,0,0,0,0,2,48,48,0,0,48,0,0,0,22,24,0,1,2,0,0,3,0,0,0,
Kevin King,11788,CB,ATL,1,0,0,100.0,0,0,2,0,0,63.9,64.2,71.0,,,27.1,0,0,0,0,21,50.0,1,0,0,118.8,1,0,0,1,8,11,11,0,0,0,0,0,2,11,0,0,0,1,1,0,1,0,0,21,12,21.0
Budda Baker,11791,S,ARZ,1,0,0,100.0,0,0,1,0,0,48.2,53.0,75.5,60.0,64.6,62.2,0,0,0,0,23,14.3,1,0,1,118.8,2,0,0,33,0,34,68,1,0,0,1,0,16,67,1,33,18,2,6,0,2,0,0,29,21,14.5
Marcus Maye,11794,S,LAC,1,1,0,,0,0,27,0,0,60.0,66.7,68.5,,62.4,78.0,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,1,3,0,0,0,0,0,1,3,0,2,1,0,1,0,0,0,0,0,0,
DeMarcus Walker,11806,ED,CHI,1,0,0,,0,0,6,0,0,60.0,59.2,0.0,49.4,75.6,71.7,0,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,1,40,40,0,5,27,8,0,0,20,19,0,2,3,1,0,0,0,0,0,
Dalvin Tomlinson,11810,DI,CLV,1,0,0,,0,0,8,0,0,,58.5,76.8,61.0,55.6,22.9,0,3,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,0,34,34,2,29,0,3,0,0,22,12,0,0,0,0,0,3,0,0,0,
Tanoh Kpassagnon,11814,ED,NO,1,0,0,,0,0,20,0,0,60.0,27.4,0.0,69.9,28.3,21.6,1,1,0,0,,100.0,2,0,1,0.0,0,0,0,0,0,0,30,30,0,27,0,3,0,0,12,18,0,0,0,0,0,2,0,0,0,
Chidobe Awuzie,11815,CB,TEN,1,1,0,33.3,0,0,31,0,0,36.7,49.9,76.5,,71.8,77.0,0,0,0,0,36,0.0,0,0,0,79.9,1,0,0,7,49,14,57,1,0,0,1,0,0,56,0,43,0,1,2,0,3,0,0,36,3,36.0
Ahkello Witherspoon,11821,CB,LA,1,0,0,70.0,0,0,26,0,0,55.6,57.6,79.5,,67.1,38.3,0,0,0,0,15,28.6,2,1,0,86.7,7,0,0,0,69,49,69,0,0,0,0,0,0,69,0,20,0,0,5,0,10,0,0,63,51,9.0
Dawuane Smoot,11823,ED,BUF,1,0,0,,0,1,4,0,0,61.4,58.0,0.0,49.9,67.5,25.0,1,0,0,0,,50.0,2,0,1,0.0,0,0,0,0,0,0,34,34,0,5,25,4,0,0,21,13,0,2,2,1,0,1,0,0,0,
