player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Rodney McLeod,7271,S,CLV,1,0,0,100.0,0,0,8,0,0,41.0,38.4,71.6,59.1,54.3,48.5,0,0,0,0,17,33.3,1,0,0,152.1,2,0,0,22,0,20,38,0,0,0,0,0,11,38,1,17,5,1,2,0,2,0,1,22,0,11.0
Harrison Smith,7641,S,MIN,1,1,1,100.0,0,0,18,0,0,66.9,73.0,79.7,62.0,72.2,83.1,0,1,0,0,15,0.0,0,0,0,118.8,1,0,0,2,0,34,52,15,0,0,15,0,32,37,7,11,3,2,5,0,1,1,0,15,17,15.0
Darius Slay,7817,CB,PHI,1,1,0,50.0,0,0,24,0,0,71.9,68.8,76.1,,56.7,75.1,0,0,0,0,9,0.0,0,1,0,62.5,1,0,0,4,43,22,47,0,0,0,0,0,0,47,0,25,0,0,1,0,2,0,0,9,1,9.0
Johnathan Hankins,7830,DI,SEA,1,1,0,,0,0,29,0,0,,78.5,76.4,59.4,78.4,69.8,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,33,33,12,21,0,0,0,0,16,17,0,1,1,1,0,1,0,0,0,
Tyrann Mathieu,7850,S,NO,1,0,0,80.0,0,0,20,0,0,72.8,68.5,78.4,55.3,47.0,30.0,0,0,0,1,43,30.0,3,0,0,79.2,4,0,0,23,0,43,71,8,0,0,8,0,37,63,3,25,3,2,7,1,5,0,0,84,41,21.0
John Jenkins,7863,DI,LV,1,3,0,,0,0,23,0,0,,52.6,77.5,58.9,51.6,70.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,47,47,32,15,0,0,0,0,20,27,0,1,1,0,0,0,0,0,0,
William Gholston,7908,DI,TB,1,0,0,,0,0,30,0,0,,44.9,75.8,63.4,41.5,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,23,23,0,12,6,5,0,0,10,13,0,0,0,0,0,0,0,0,0,
Jordan Poyer,8000,S,MIA,1,2,0,100.0,0,0,17,0,0,48.2,45.3,77.9,57.2,55.6,45.8,0,0,0,0,18,25.0,3,0,0,118.8,2,0,0,22,0,37,64,0,0,0,0,0,37,64,1,26,5,1,7,0,2,0,0,26,4,13.0
Jadeveon Clowney,8636,ED,CAR,1,1,0,,0,0,5,0,0,62.5,64.4,80.1,65.0,55.2,71.7,1,5,0,0,,0.0,0,0,0,0.0,0,1,0,1,0,4,50,49,0,0,49,0,0,1,32,14,0,1,0,0,0,7,0,0,0,
Khalil Mack,8640,ED,LAC,1,0,0,,0,0,27,0,0,78.3,82.2,3.8,81.1,69.1,29.7,1,1,0,0,,40.0,2,0,1,0.0,0,1,0,0,0,2,51,51,0,0,51,0,0,0,27,22,0,3,3,0,0,3,0,0,0,
Jimmie Ward,8665,S,HST,1,3,0,100.0,0,0,13,0,0,62.1,68.1,77.4,60.0,72.4,83.5,0,0,0,0,20,0.0,0,0,0,156.3,2,0,0,21,1,34,63,2,0,0,2,0,29,61,1,28,10,0,2,0,2,0,1,24,23,12.0
DeMarcus Lawrence,8669,ED,DAL,1,2,0,,0,0,9,0,0,60.0,58.2,80.2,50.5,61.1,52.6,0,0,0,0,,14.3,1,0,0,0.0,0,0,0,0,0,1,51,51,0,1,46,4,0,0,16,34,0,2,4,0,0,0,0,0,0,
Kyle Van Noy,8675,ED,BLT,1,0,1,100.0,0,0,3,0,0,47.4,65.4,77.4,68.7,65.0,35.4,0,4,0,0,7,100.0,1,0,0,95.8,1,2,0,0,0,2,40,40,0,0,40,0,0,0,31,7,0,2,0,0,1,6,0,7,1,7.0
DaQuan Jones,8747,DI,BUF,1,0,0,,0,0,4,0,0,,48.3,0.0,67.0,49.4,,0,2,0,0,,,0,0,1,0.0,0,0,0,0,0,0,31,31,0,29,0,2,0,0,20,11,0,0,0,0,0,2,0,0,0,
Shelby Harris,8869,DI,CLV,1,3,0,,0,1,8,0,0,59.7,78.7,77.2,62.8,79.9,71.4,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,43,43,1,30,0,12,0,0,20,22,0,2,2,0,0,2,0,0,0,
Mike Pennel,9316,DI,KC,1,0,0,,0,0,16,0,0,59.9,56.7,73.4,69.1,53.5,68.4,0,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,1,13,13,4,9,0,0,0,0,4,8,0,2,1,0,0,1,0,0,0,
Dante Fowler Jr.,9436,ED,WAS,1,0,0,,0,0,32,0,0,61.0,63.1,79.1,74.3,40.8,23.3,1,4,0,0,,100.0,2,0,0,0.0,0,1,0,0,0,4,39,39,0,0,38,1,0,0,25,10,0,1,0,0,0,6,0,0,0,
Leonard Williams,9439,DI,SEA,1,0,0,,0,0,29,0,0,,42.7,70.2,56.1,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,5,5,0,4,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,
Arik Armstead,9450,ED,JAX,1,0,0,,0,0,15,0,0,,44.8,0.0,56.8,56.0,,0,1,0,0,,,0,0,1,0.0,0,0,0,0,0,0,28,28,3,7,14,4,0,0,21,7,0,0,0,0,0,1,0,0,0,
Bud Dupree,9455,ED,LAC,1,0,0,,0,0,27,0,0,60.0,41.0,76.5,49.4,34.8,70.5,1,0,0,1,,0.0,0,0,0,0.0,0,0,0,0,0,0,41,41,0,0,41,0,0,0,23,18,0,1,1,0,0,1,0,0,0,
Shaq Thompson,9458,LB,CAR,1,2,0,75.0,0,0,5,0,0,65.9,56.5,75.1,48.9,45.5,42.3,1,1,0,0,21,22.2,2,0,0,94.8,3,0,0,53,1,41,64,2,0,0,2,0,0,62,8,15,8,4,5,0,4,2,0,29,26,9.7
Mario Edwards Jr.,9468,DI,HST,1,0,0,,0,0,13,0,0,,49.6,76.8,60.6,45.1,,0,3,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,0,36,36,0,28,2,6,0,0,22,14,0,0,0,0,0,3,0,0,0,
Preston Smith,9471,ED,GB,1,0,0,,0,0,12,0,0,66.7,77.3,0.0,77.4,59.5,73.9,0,2,0,0,,0.0,0,0,1,0.0,0,2,0,0,0,0,33,33,0,1,32,0,0,0,28,5,0,2,1,0,0,4,0,0,0,
Eddie Goldman,9472,DI,ATL,1,0,0,,0,0,2,0,0,,61.1,75.8,62.6,58.0,65.9,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,27,27,16,11,0,0,0,0,12,15,0,0,1,0,0,1,0,0,0,
Eric Kendricks,9478,LB,DAL,1,2,0,,0,0,9,0,0,68.5,75.4,75.9,54.3,72.9,84.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,59,0,16,63,0,0,0,0,0,0,63,2,45,4,4,9,0,0,0,0,0,0,
Denzel Perryman,9481,LB,LAC,1,2,0,100.0,0,0,27,0,0,58.2,63.6,73.4,56.9,68.6,33.9,0,0,0,0,11,12.5,1,0,0,93.8,2,0,0,51,0,27,55,1,0,0,1,0,0,54,2,26,3,4,5,1,2,0,0,13,6,6.5
Ronald Darby,9483,CB,JAX,1,1,0,50.0,1,0,15,0,0,71.8,74.4,75.1,,72.3,78.9,0,0,0,0,7,0.0,0,0,1,58.3,1,0,0,14,38,35,54,0,0,0,0,0,0,54,0,19,2,1,3,1,2,0,0,7,0,7.0
Chris Conley,9509,WR,SF,1,0,0,,0,0,28,0,0,,62.7,60.0,,61.9,68.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,
Jordan Hicks,9517,LB,CLV,1,2,0,,0,0,8,0,0,76.4,83.5,76.6,63.5,74.5,56.4,1,0,0,0,,11.1,1,0,0,0.0,0,0,0,58,1,32,61,1,0,1,0,0,0,60,6,23,1,5,6,1,0,1,0,0,0,
Danielle Hunter,9521,ED,HST,1,1,0,,0,0,13,0,0,,66.7,6.1,69.3,66.0,30.0,2,4,0,0,,50.0,2,0,1,0.0,0,0,0,2,0,0,51,49,0,2,45,2,0,2,30,21,0,0,1,0,0,6,0,0,0,
Za'Darius Smith,9555,ED,CLV,1,0,0,100.0,0,0,8,0,0,50.1,62.4,78.0,79.7,46.2,29.8,0,0,0,0,12,25.0,1,0,0,116.7,1,1,0,0,0,1,33,33,0,2,29,2,0,0,21,11,0,2,3,0,1,1,0,12,13,12.0
Grady Jarrett,9570,DI,ATL,1,2,0,,0,0,2,0,0,,62.0,77.2,57.9,62.9,71.6,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,48,48,2,26,2,18,0,0,27,21,0,1,2,0,0,1,0,0,0,
Quandre Diggs,9633,S,TEN,1,0,0,66.7,0,0,31,0,0,59.3,64.3,81.6,58.3,70.2,85.9,0,0,0,0,30,0.0,0,0,0,147.2,2,0,0,13,2,25,61,1,0,0,1,0,41,60,1,35,4,2,7,0,3,0,1,36,37,18.0
Rakeem Nunez-Roches,9650,DI,NYG,1,3,0,,0,0,21,0,0,,52.7,0.0,52.0,67.7,41.5,0,1,0,0,,20.0,1,0,1,0.0,0,1,0,0,0,0,44,44,4,25,1,14,0,0,31,13,0,0,1,0,0,2,0,0,0,
Troy Hill,9881,CB,CAR,1,0,0,50.0,0,0,5,0,0,80.4,79.4,74.8,60.0,63.7,79.6,0,0,0,0,6,0.0,0,1,0,56.3,1,0,0,3,0,40,48,0,0,0,0,0,0,48,1,7,45,3,3,0,2,0,0,6,9,6.0
DeShawn Williams,9891,DI,CAR,1,0,0,,0,0,5,0,0,60.0,49.4,75.9,52.9,55.7,67.3,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,27,27,1,17,0,9,0,0,24,3,0,0,1,0,0,2,0,0,0,
Alex Singleton,9994,LB,DEN,1,5,0,83.3,0,0,10,0,0,46.0,51.9,76.4,57.3,69.0,52.1,0,0,0,0,13,16.7,2,0,0,92.4,5,0,0,56,0,34,57,0,0,0,0,0,0,57,7,16,1,3,5,0,6,0,0,37,33,7.4
Joey Bosa,10637,ED,LAC,1,0,0,,0,0,27,0,0,,56.8,68.4,56.8,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
Jalen Ramsey,10639,CB,MIA,1,0,0,75.0,0,0,17,0,0,80.2,79.3,77.8,,64.1,79.0,0,0,0,0,9,0.0,0,0,0,77.1,3,0,0,2,56,38,59,0,0,0,0,0,0,59,0,21,1,2,4,2,4,0,0,6,8,2.0
Leonard Floyd,10643,ED,SF,1,0,0,100.0,1,0,28,0,0,61.1,36.3,0.0,54.3,44.5,73.5,0,1,0,0,5,0.0,0,0,1,87.5,1,0,0,1,0,1,29,28,0,0,28,0,0,1,15,13,0,2,3,0,1,1,0,5,2,5.0
Kenny Clark,10661,DI,GB,1,0,0,,0,0,12,0,0,,44.5,0.0,50.1,63.2,67.3,0,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,34,34,1,29,1,3,0,0,27,7,0,0,1,0,0,0,0,0,0,
Emmanuel Ogbah,10666,ED,MIA,1,0,0,,0,0,17,0,0,60.8,66.1,80.8,55.8,71.6,72.6,1,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,3,41,41,0,0,41,0,0,0,25,13,0,3,3,1,0,2,0,0,0,
Chris Jones,10671,DI,KC,1,1,0,,0,0,16,0,0,,60.1,0.0,65.9,61.3,68.8,0,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,49,49,0,16,5,28,0,0,33,16,0,1,1,0,0,0,0,0,0,
Austin Johnson,10677,DI,BUF,1,0,0,,0,0,4,0,0,,63.0,75.9,61.2,61.2,66.8,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,29,29,0,25,0,4,0,0,21,8,0,1,1,0,0,1,0,0,0,
Jihad Ward,10678,DI,MIN,1,0,0,,0,0,18,0,0,60.0,40.4,77.0,41.9,60.0,24.8,0,2,0,0,,100.0,1,0,0,0.0,0,0,0,2,0,1,37,35,1,8,17,9,0,2,35,1,0,0,0,0,0,2,0,0,0,
A'Shawn Robinson,10680,DI,CAR,1,2,0,,0,0,5,0,0,,82.5,75.3,79.6,67.1,71.0,0,5,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,37,37,0,19,0,18,0,0,25,12,0,1,1,0,0,5,0,0,0,
Jarran Reed,10683,DI,SEA,1,2,0,,0,0,29,0,0,,72.0,78.2,71.9,61.1,70.5,1,2,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,49,49,4,30,6,9,0,0,34,15,0,2,1,0,0,4,0,0,0,
Vonn Bell,10695,S,CIN,1,3,0,100.0,0,0,7,0,0,39.9,43.4,75.2,59.1,65.1,82.9,0,0,0,0,16,0.0,0,0,0,114.6,4,0,0,35,2,30,58,4,0,0,4,0,9,54,1,27,8,0,3,0,4,0,0,46,3,11.5
Kevin Byard,10698,S,CHI,1,1,0,0.0,0,0,6,0,0,76.3,83.5,73.9,,75.3,83.4,0,0,0,0,,0.0,0,1,0,39.6,0,0,0,14,0,23,56,0,0,0,0,0,35,56,0,33,7,1,5,0,1,0,0,0,0,
Maliek Collins,10701,DI,SF,1,0,0,,0,0,28,0,0,,77.2,77.3,84.3,59.1,67.3,0,4,0,0,,,0,0,0,0.0,0,1,0,0,0,0,42,42,0,26,0,16,0,0,22,20,0,1,0,0,0,5,0,0,0,
Jonathan Bullard,10706,DI,MIN,1,1,0,,0,0,18,0,0,,55.6,0.0,50.6,74.8,71.8,0,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,23,23,0,7,3,13,0,0,15,8,0,3,3,2,0,0,0,0,0,
Kendall Fuller,10718,CB,MIA,1,1,0,50.0,0,0,17,0,0,72.3,56.8,72.3,,30.7,36.3,0,0,0,0,22,25.0,1,1,0,89.6,1,0,0,2,14,10,16,0,0,0,0,0,0,16,0,6,0,1,2,0,2,0,0,22,2,22.0
Javon Hargrave,10723,DI,SF,1,0,0,,0,0,28,0,0,,69.1,76.2,80.9,51.2,68.4,0,4,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,39,39,3,32,0,4,0,0,22,17,0,1,1,0,0,5,0,0,0,
Justin Simmons,10732,S,ATL,1,3,0,0.0,0,0,2,0,0,73.1,73.8,82.0,55.1,61.0,64.6,0,0,0,1,,12.5,1,0,0,0.0,0,0,0,16,0,42,73,0,0,0,0,0,48,73,2,29,9,1,4,0,1,0,0,0,0,
Eric Murray,10740,S,HST,1,0,0,50.0,0,0,13,0,0,57.9,58.9,74.3,57.8,60.5,78.0,0,0,0,0,6,0.0,0,1,0,95.8,2,0,0,5,0,15,21,2,0,0,2,0,10,19,2,4,4,0,2,0,4,0,1,11,0,5.5
De'Vondre Campbell,10749,LB,SF,1,1,0,100.0,0,0,28,0,0,35.3,52.8,71.5,58.2,76.4,79.5,1,0,0,0,32,0.0,0,0,1,158.3,3,0,0,41,1,25,48,3,0,0,3,0,0,45,2,21,3,3,4,0,3,1,1,53,24,17.7
David Onyemata,10754,DI,ATL,1,1,0,,0,0,2,0,0,,69.2,77.2,49.7,79.0,43.8,0,0,0,0,,16.7,1,0,0,0.0,0,0,0,0,0,0,47,47,1,27,3,16,0,0,27,20,0,3,4,1,0,0,0,0,0,
Andrew Billings,10756,DI,CHI,1,0,0,,0,0,6,0,0,,45.0,0.0,60.1,52.0,67.6,0,1,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,38,38,15,21,0,2,0,0,13,25,0,1,1,0,0,1,0,0,0,
Dean Lowry,10771,DI,PIT,1,0,0,,0,0,25,0,0,,48.3,71.2,57.0,53.6,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,6,6,0,3,0,3,0,0,2,4,0,0,0,0,0,0,0,0,0,
Matthew Judon,10780,ED,ATL,1,0,0,100.0,0,0,2,0,0,49.8,57.5,77.7,56.8,64.1,43.3,1,2,0,0,14,25.0,1,0,0,118.8,1,0,0,0,0,2,44,43,0,0,42,1,0,1,23,19,1,0,3,0,1,3,0,14,16,14.0
Quinton Jefferson,10781,DI,CLV,1,1,0,,0,0,8,0,0,,58.5,75.9,52.1,67.5,67.4,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,32,32,0,6,0,26,0,0,24,8,0,0,0,0,0,2,0,0,0,
DJ Reader,10800,DI,DET,1,1,0,,0,0,11,0,0,,73.5,76.3,66.4,68.4,68.6,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,25,25,13,12,0,0,0,0,14,11,0,0,0,0,0,1,0,0,0,
Kamu Grugier-Hill,10842,LB,MIN,1,1,0,40.0,0,0,18,0,0,57.5,53.7,73.6,57.4,55.5,39.0,0,0,0,1,18,20.0,1,1,0,13.3,2,0,0,19,0,14,21,2,0,0,2,0,0,19,2,5,0,3,3,0,5,0,0,21,3,10.5
Elandon Roberts,10848,LB,PIT,1,0,0,0.0,0,0,25,0,0,46.3,63.4,71.1,68.1,68.9,78.4,0,0,0,0,,0.0,0,0,0,39.6,0,1,0,18,0,5,21,0,0,0,0,0,0,21,3,13,3,2,2,0,1,1,0,0,0,
Mike Hilton,10898,CB,CIN,1,1,0,100.0,0,0,7,0,0,75.6,77.3,73.7,52.1,78.1,75.9,0,0,0,0,4,0.0,0,0,0,83.3,1,0,0,9,0,21,44,1,0,0,1,0,0,43,4,19,34,0,1,0,1,0,0,4,9,4.0
Kyle Peko,11027,DI,DET,1,0,0,,0,0,11,0,0,,60.9,72.0,55.9,62.5,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,10,10,7,3,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,
Michael Pierce,11101,DI,BLT,1,1,0,,0,0,3,0,0,59.3,73.6,75.9,67.0,71.9,68.4,1,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,4,25,25,5,19,0,1,0,0,14,7,0,0,1,0,0,3,0,0,0,
Morgan Fox,11184,DI,LAC,1,1,0,,0,0,27,0,0,,63.3,77.3,56.2,65.0,71.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,0,38,37,0,9,8,20,0,1,18,20,0,2,3,0,0,0,0,0,0,
Jonathan Jones,11217,CB,NE,1,1,0,80.0,0,1,19,0,0,67.5,65.4,76.5,,55.7,56.4,0,0,0,0,27,12.5,1,1,0,117.5,4,0,0,4,42,30,50,1,0,0,1,0,0,49,0,20,3,0,6,0,5,0,0,61,25,15.3
Roy Robertson-Harris,11341,DI,JAX,1,0,0,,0,0,15,0,0,,54.2,76.9,61.8,49.8,23.0,0,2,0,0,,100.0,2,0,0,0.0,0,0,0,0,0,0,27,27,0,7,13,7,0,0,17,10,0,0,0,0,0,2,0,0,0,
Myles Garrett,11756,ED,CLV,1,0,0,,0,0,8,0,0,,92.6,0.0,93.5,69.5,69.2,3,6,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,40,40,0,0,39,1,0,0,25,15,0,1,1,0,0,9,0,0,0,
Solomon Thomas,11758,DI,NYJ,1,0,0,,0,0,22,0,0,60.0,41.0,75.0,57.7,54.6,67.4,0,1,0,0,,,0,0,0,0.0,0,1,0,0,0,0,26,26,0,10,0,16,0,0,19,7,0,0,0,0,0,2,0,0,0,
Jamal Adams,11761,S,TEN,1,2,0,100.0,0,0,31,0,0,35.2,46.2,71.6,,67.2,42.7,0,0,0,0,21,25.0,1,0,0,115.3,3,0,0,7,0,5,17,3,0,0,3,0,5,14,0,12,2,0,1,0,3,0,0,35,45,11.7
Marshon Lattimore,11766,CB,NO,1,1,0,50.0,0,0,20,0,0,71.9,72.7,78.1,,67.4,76.9,0,0,0,0,14,0.0,0,1,0,72.9,1,0,0,9,57,46,71,0,0,0,0,0,0,71,0,25,5,0,1,0,2,0,0,14,0,14.0
Derek Barnett,11769,ED,HST,1,0,0,,0,1,13,0,0,,67.7,78.3,60.3,66.7,71.7,0,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,25,25,0,0,22,3,0,0,10,15,0,3,2,0,0,1,0,0,0,
Malik Hooker,11770,S,DAL,1,0,0,100.0,0,0,9,0,0,47.3,48.5,76.3,,59.2,31.7,0,0,0,0,30,28.6,2,0,0,118.8,1,0,0,11,0,18,63,3,0,0,3,0,48,60,0,45,1,0,5,0,1,0,0,30,29,30.0
Marlon Humphrey,11771,CB,BLT,1,0,0,40.0,0,0,3,0,0,75.8,75.0,77.8,56.4,64.8,71.4,1,0,0,0,12,0.0,0,2,0,50.4,2,0,0,9,36,62,77,1,0,0,1,0,0,76,2,13,31,0,1,0,5,1,0,18,11,9.0
Jonathan Allen,11772,DI,WAS,1,0,0,,0,0,32,0,0,,49.7,76.7,59.7,44.6,68.1,1,2,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,0,46,45,0,32,0,13,0,1,32,14,0,0,1,0,0,3,0,0,0,
Adoree' Jackson,11773,CB,NYG,1,0,0,,0,0,21,0,0,66.4,66.8,74.3,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,16,12,17,0,0,0,0,0,0,17,0,5,1,0,0,0,0,0,0,0,0,
Charles Harris,11777,ED,CAR,1,1,0,100.0,0,0,5,0,0,45.2,52.1,77.4,52.8,65.6,72.8,0,3,0,0,11,0.0,0,0,0,112.5,1,0,0,0,0,3,45,45,0,0,44,1,0,0,30,12,0,0,1,0,1,3,0,11,7,11.0
Jabrill Peppers,11780,S,NE,1,2,0,,0,0,19,0,0,72.0,77.8,75.8,59.0,72.6,81.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,32,1,32,57,6,0,0,6,0,14,51,1,24,4,1,2,0,0,0,0,0,0,
Takk McKinley,11781,ED,NYJ,1,0,0,,0,0,22,0,0,,62.6,77.2,65.4,53.3,72.4,0,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,29,29,0,0,28,1,0,0,23,6,0,1,1,0,0,2,0,0,0,
Tre'Davious White,11782,CB,LA,1,0,0,60.0,0,0,26,0,0,61.5,61.5,77.8,,59.5,77.2,0,0,0,0,13,0.0,0,1,1,120.8,3,0,0,8,62,43,71,0,0,0,0,0,0,71,0,28,1,2,3,0,5,0,1,35,3,11.7
T.J. Watt,11785,ED,PIT,1,0,0,,0,0,25,0,0,60.4,72.6,79.7,70.8,62.9,73.0,1,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,2,44,44,0,0,44,0,0,0,23,19,0,3,2,0,0,2,0,0,0,
Budda Baker,11791,S,ARZ,1,0,0,0.0,0,0,1,0,0,69.9,83.0,76.7,51.7,87.6,85.6,0,1,0,0,,0.0,0,0,0,39.6,0,0,0,28,1,20,66,2,0,0,2,0,30,64,5,41,5,5,7,1,1,1,0,0,0,
Marcus Maye,11794,S,MIA,1,1,0,,0,0,17,0,0,54.0,58.2,71.4,56.3,67.7,42.3,0,1,0,0,,25.0,1,0,0,0.0,0,0,0,1,1,12,19,0,0,0,0,0,13,19,2,5,4,0,2,0,0,1,0,0,0,
