player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Calais Campbell,4364,DI,MIA,1,1,0,,0,0,17,0,0,60.0,79.3,77.9,60.6,81.4,26.4,1,2,0,0,,50.0,2,0,0,0.0,0,0,0,0,0,1,29,29,1,5,16,7,0,0,15,13,0,1,1,0,0,3,0,0,0,
Linval Joseph,5571,DI,DAL,1,1,0,,0,0,9,0,0,,41.7,74.6,70.2,39.9,67.6,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,10,10,8,2,0,0,0,0,3,7,0,0,0,0,0,1,0,0,0,
Von Miller,6154,ED,BUF,1,0,0,,0,0,4,0,0,60.0,39.9,0.0,57.9,51.2,69.9,0,1,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,20,20,0,0,20,0,0,0,12,8,0,1,1,0,0,1,0,0,0,
Cameron Jordan,6176,ED,NO,1,2,0,,0,0,20,0,0,,60.6,78.7,55.1,63.3,73.0,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,32,32,0,2,27,3,0,0,18,14,0,0,1,0,0,1,0,0,0,
Cameron Heyward,6183,DI,PIT,1,1,1,,0,0,25,0,0,60.0,79.2,76.4,70.1,73.5,71.4,3,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,42,42,2,25,0,15,0,0,35,7,0,4,3,1,0,5,0,0,0,
Stephon Gilmore,7016,CB,MIN,1,1,0,33.3,0,0,18,0,0,80.6,79.9,74.8,,65.2,74.6,0,0,0,0,6,0.0,0,1,0,42.4,1,0,0,6,29,22,35,0,0,0,0,0,0,35,0,13,0,0,1,0,3,0,0,6,3,6.0
Bobby Wagner,7050,LB,WAS,1,0,0,50.0,0,0,32,0,0,51.0,65.6,75.7,69.5,76.4,81.1,1,0,0,0,2,0.0,0,0,1,56.3,1,0,0,53,0,29,55,1,0,0,1,0,0,54,14,12,1,2,5,0,2,1,0,2,3,2.0
Lavonte David,7060,LB,TB,1,0,0,83.3,0,0,30,0,0,58.8,49.3,75.6,45.6,48.4,56.0,0,0,0,0,16,11.1,1,0,0,93.8,5,0,0,59,1,40,70,3,0,0,3,0,0,67,12,18,7,4,8,0,6,0,0,39,19,7.8
Demario Davis,7079,LB,NO,1,0,0,,0,0,20,0,0,52.0,63.1,76.2,67.2,67.7,30.9,0,0,0,0,,25.0,1,0,0,0.0,0,0,0,52,0,21,56,4,0,0,4,0,0,52,6,29,0,3,3,0,0,0,0,0,0,
Rodney McLeod,7271,S,CLV,1,0,0,100.0,0,0,8,0,0,72.0,54.1,73.7,56.3,28.2,73.0,0,0,0,0,7,0.0,0,1,0,95.8,1,0,0,19,0,21,38,1,0,0,1,0,11,37,3,14,7,0,1,0,1,0,0,7,-1,7.0
Tashaun Gipson Sr.,7288,S,SF,1,0,0,,0,0,28,0,0,60.0,61.0,66.3,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Harrison Smith,7641,S,MIN,1,2,0,100.0,0,0,18,0,0,56.0,58.9,78.9,55.4,68.8,82.7,0,0,0,0,19,0.0,0,0,0,106.3,4,0,0,20,1,46,75,9,0,0,9,0,41,66,3,26,4,0,3,0,4,0,0,38,19,9.5
Johnathan Hankins,7830,DI,SEA,1,0,0,,0,0,29,0,0,59.8,55.0,72.9,57.0,57.9,23.0,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,10,10,4,6,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,
Tyrann Mathieu,7850,S,NO,1,0,0,,0,0,20,0,0,55.9,60.3,73.4,,66.8,30.1,0,0,0,0,,33.3,1,0,0,0.0,0,0,0,13,0,19,42,0,0,0,0,0,28,42,0,23,1,0,2,0,0,0,0,0,0,
John Jenkins,7863,DI,LV,1,0,0,,0,0,23,0,0,61.7,45.1,77.0,54.5,35.6,68.7,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,43,43,16,27,0,0,0,0,30,13,0,2,2,0,0,1,0,0,0,
William Gholston,7908,DI,TB,1,0,0,,0,0,30,0,0,,63.0,72.7,51.5,67.0,27.7,0,1,0,0,,50.0,1,0,0,0.0,0,0,0,0,0,0,9,9,0,5,2,2,0,0,5,4,0,0,1,0,0,1,0,0,0,
Jordan Poyer,8000,S,MIA,1,5,0,,0,0,17,0,0,59.2,60.1,76.3,55.5,62.1,41.7,0,0,0,0,,20.0,2,0,0,0.0,0,0,0,13,0,27,54,5,0,0,5,0,30,49,2,25,6,1,3,0,0,0,0,0,0,
Tony Jefferson,8361,S,LAC,1,2,0,100.0,0,0,27,0,0,73.1,83.0,72.8,,80.7,65.9,0,0,0,0,8,10.0,1,0,0,85.4,2,0,0,19,0,18,54,0,0,0,0,0,25,54,0,36,10,4,7,0,2,0,0,9,7,4.5
Jadeveon Clowney,8636,ED,CAR,1,1,0,,0,0,5,0,0,64.0,54.1,80.3,53.6,53.4,73.3,1,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,5,57,57,0,0,57,0,0,0,28,24,0,1,1,0,0,3,0,0,0,
Khalil Mack,8640,ED,LAC,1,0,0,,0,0,27,0,0,60.0,79.5,80.1,72.6,71.9,43.1,0,3,0,0,,25.0,1,0,0,0.0,0,0,0,0,0,1,57,57,0,0,57,0,0,0,30,26,0,3,3,0,0,3,0,0,0,
Jimmie Ward,8665,S,HST,1,4,0,83.3,0,0,13,0,0,56.3,56.5,76.9,53.9,60.6,59.7,0,0,0,0,18,12.5,1,0,0,95.1,5,0,0,7,0,37,57,2,0,0,2,0,0,55,2,18,48,1,3,1,6,0,0,41,41,8.2
DaQuan Jones,8747,DI,BUF,1,1,0,,0,0,4,0,0,66.3,83.4,75.3,61.6,69.2,68.4,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,24,24,0,24,0,0,0,0,11,13,0,1,1,1,0,1,0,0,0,
Brent Urban,8769,ED,BLT,1,0,0,,0,0,3,0,0,,60.5,74.9,55.8,61.5,28.7,0,1,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,0,19,19,0,11,4,4,0,0,6,13,0,1,2,0,0,1,0,0,0,
