player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Brandon Graham,5538,ED,PHI,1,1,0,,0,0,24,0,0,60.0,73.1,75.9,65.7,68.9,75.4,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,23,23,0,0,21,2,0,0,9,13,0,2,4,1,0,1,0,0,0,
Linval Joseph,5571,DI,DAL,1,1,0,,0,0,9,0,0,,64.3,78.2,72.7,57.4,27.8,0,2,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,0,29,29,26,3,0,0,0,0,11,18,0,0,1,0,0,2,0,0,0,
Cameron Jordan,6176,ED,NO,1,1,0,,0,0,20,0,0,60.0,53.2,78.4,51.2,50.5,69.6,0,1,0,1,,0.0,0,0,0,0.0,0,0,0,0,0,0,40,40,0,0,22,18,0,0,24,16,0,0,0,0,0,1,0,0,0,
Cameron Heyward,6183,DI,PIT,1,1,0,,0,0,25,0,0,,86.4,76.2,71.5,80.4,70.6,1,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,40,40,1,22,3,14,0,0,24,16,0,3,2,0,0,3,0,0,0,
Bobby Wagner,7050,LB,WAS,1,2,0,50.0,0,0,32,0,0,45.1,74.8,76.1,68.4,90.6,83.0,1,0,0,0,23,0.0,0,0,0,91.7,1,0,0,66,0,30,68,1,0,0,1,0,0,67,3,35,1,5,10,1,2,1,0,23,4,23.0
Lavonte David,7060,LB,TB,1,1,0,50.0,0,0,30,0,0,59.1,59.4,76.7,61.9,58.3,79.4,0,1,0,0,7,0.0,0,0,0,58.3,1,1,0,54,0,34,61,5,0,0,5,0,0,56,8,19,2,3,5,0,2,2,0,7,6,7.0
Demario Davis,7079,LB,NO,1,1,0,100.0,0,0,20,0,0,54.3,44.1,75.1,48.2,45.8,29.0,0,0,0,0,15,28.6,2,0,0,116.7,2,0,0,73,0,36,76,0,0,0,0,0,1,76,9,31,2,3,4,1,2,0,0,24,18,12.0
Rodney McLeod,7271,S,CLV,1,0,0,0.0,0,0,8,0,0,74.9,77.8,77.8,58.7,66.5,85.4,0,0,0,0,,0.0,0,1,0,39.6,0,0,0,18,0,26,62,6,0,0,6,0,28,56,1,35,10,1,8,0,2,0,0,0,0,
Darius Slay,7817,CB,PHI,1,0,0,100.0,0,0,24,0,0,68.0,68.4,74.5,,62.9,,0,0,0,0,6,,0,0,0,91.7,1,0,0,2,27,17,29,0,0,0,0,0,0,29,0,12,0,0,0,0,1,0,0,6,8,6.0
Johnathan Hankins,7830,DI,SEA,1,1,0,,0,0,29,0,0,,41.5,77.0,53.6,43.8,28.9,0,0,0,0,,16.7,1,0,0,0.0,0,0,0,0,0,0,41,41,9,32,0,0,0,0,13,28,0,3,4,1,0,0,0,0,0,
