player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Tashaun Gipson Sr.,7288,S,SF,1,1,0,0.0,0,0,28,0,0,43.6,53.0,73.9,,69.5,77.0,0,0,0,0,,0.0,0,1,0,39.6,0,0,0,2,1,6,10,2,0,0,2,0,3,8,0,4,2,1,2,0,1,0,0,0,0,
Harrison Smith,7641,S,MIN,1,0,0,50.0,0,0,18,0,0,73.4,66.7,76.6,,49.2,37.3,0,0,0,0,20,25.0,1,2,0,75.0,2,0,0,16,0,28,55,6,0,0,6,0,25,49,0,27,8,1,3,0,4,0,0,30,10,15.0
Darius Slay,7817,CB,PHI,1,0,0,33.3,0,0,24,1,0,67.5,69.4,76.1,,69.3,72.5,0,0,0,0,6,0.0,0,0,0,42.4,1,0,0,1,36,24,38,1,0,0,1,0,0,37,0,14,0,0,1,0,3,0,0,6,7,6.0
Johnathan Hankins,7830,DI,SEA,1,1,0,,0,0,29,0,0,,58.8,74.7,61.6,56.9,69.8,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,22,22,7,15,0,0,0,0,12,10,0,2,2,0,0,1,0,0,0,
Tyrann Mathieu,7850,S,NO,1,2,0,50.0,0,1,20,0,0,52.8,58.8,77.4,,77.6,86.4,0,0,0,0,25,0.0,0,0,0,95.8,1,0,0,20,0,49,78,1,0,0,1,0,54,77,0,29,3,0,4,0,2,0,0,25,2,25.0
John Jenkins,7863,DI,LV,1,2,0,,0,0,23,0,0,,37.0,77.5,64.6,37.0,36.6,0,1,0,0,,20.0,1,0,0,0.0,0,0,0,0,0,0,40,40,34,6,0,0,0,0,8,32,0,0,2,0,0,1,0,0,0,
William Gholston,7908,DI,TB,1,0,0,,0,0,30,0,0,,59.4,65.1,58.8,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
Jordan Poyer,8000,S,MIA,1,1,0,100.0,0,0,17,0,0,60.9,61.8,77.4,55.2,63.9,74.5,0,1,0,0,6,0.0,0,0,0,131.3,1,0,0,17,0,32,50,4,0,0,4,0,24,46,1,17,5,1,1,0,1,1,1,6,0,6.0
Tony Jefferson,8361,S,LAC,1,2,0,,0,0,27,0,0,57.1,58.0,71.7,,61.2,67.8,0,0,0,0,,20.0,1,0,0,0.0,0,0,0,11,0,15,38,0,0,0,0,0,23,38,0,23,4,0,2,0,0,0,0,0,0,
Jadeveon Clowney,8636,ED,CAR,1,0,2,,0,0,5,0,0,67.6,90.3,77.6,81.5,69.6,73.1,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,27,27,0,0,27,0,0,0,18,8,0,2,3,0,0,1,0,0,0,
Khalil Mack,8640,ED,LAC,1,0,0,,0,0,27,0,0,,39.1,77.6,51.1,39.5,69.6,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,36,36,0,0,36,0,0,0,22,14,0,0,1,0,0,1,0,0,0,
Jimmie Ward,8665,S,HST,1,2,0,83.3,0,0,13,0,0,80.7,82.9,74.8,54.6,82.3,81.8,0,0,0,0,14,0.0,0,0,0,89.9,10,0,0,22,1,47,66,0,0,0,0,0,0,66,2,17,43,3,7,0,12,0,0,67,67,6.7
Kyle Van Noy,8675,ED,BLT,1,1,0,100.0,0,0,3,0,0,44.1,56.6,77.9,61.2,61.9,73.6,0,1,0,0,16,0.0,0,0,0,118.8,1,1,0,3,0,3,39,36,0,0,36,0,0,3,27,9,0,2,1,0,1,2,0,16,8,16.0
DaQuan Jones,8747,DI,BUF,1,0,0,,0,0,4,0,0,,77.4,77.3,79.7,56.2,19.6,1,5,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,0,42,42,0,39,0,3,0,0,34,8,0,0,0,0,0,6,0,0,0,
Brent Urban,8769,ED,BLT,1,0,1,,0,0,3,0,0,,55.0,74.0,60.8,53.4,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,16,16,0,10,1,5,0,0,12,4,0,0,0,0,0,0,0,0,0,
Shelby Harris,8869,DI,CLV,1,0,0,,0,0,8,0,0,,60.9,74.6,67.5,55.5,68.4,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,25,25,0,20,0,5,0,0,12,13,0,2,2,1,0,1,0,0,0,
Denico Autry,8982,ED,HST,1,0,0,,1,0,13,0,0,60.0,56.5,0.0,59.8,65.6,69.2,0,2,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,1,38,38,0,1,25,12,0,0,29,8,0,1,1,0,0,2,0,0,0,
Mike Pennel,9316,DI,KC,1,1,0,,0,0,16,0,0,,58.0,72.1,54.2,61.9,67.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,10,10,1,8,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0,
Dante Fowler Jr.,9436,ED,WAS,1,0,0,,0,0,32,0,0,60.0,55.7,0.0,68.4,60.7,69.9,1,2,0,0,,0.0,0,0,2,0.0,0,0,0,0,0,1,46,46,0,0,43,3,0,0,33,12,0,1,1,1,0,3,0,0,0,
Leonard Williams,9439,DI,SEA,1,1,0,,1,0,29,0,0,63.1,69.3,0.0,66.8,65.7,29.8,1,1,0,0,,14.3,1,0,1,0.0,0,0,0,0,0,0,46,46,1,28,11,6,0,0,24,22,0,5,5,1,0,2,0,0,0,
Arik Armstead,9450,ED,JAX,1,0,0,,0,0,15,0,0,,56.3,76.6,55.2,59.6,,0,2,0,0,,,0,0,0,0.0,0,0,0,0,0,0,22,22,1,3,14,4,0,0,16,6,0,0,0,0,0,2,0,0,0,
Bud Dupree,9455,ED,LAC,1,0,0,,0,0,27,0,0,49.2,56.8,74.9,59.7,61.6,28.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,3,27,26,0,0,26,0,0,1,7,17,0,1,1,0,0,0,0,0,0,
Mario Edwards Jr.,9468,DI,HST,1,0,0,,0,0,13,0,0,60.0,56.5,0.0,62.9,62.4,28.4,0,0,0,0,,50.0,1,0,1,0.0,0,0,0,0,0,0,34,34,3,27,1,3,0,0,24,10,0,0,1,0,0,0,0,0,0,
Preston Smith,9471,ED,PIT,1,2,0,100.0,0,0,25,0,0,60.5,63.5,75.3,55.6,66.3,72.8,0,1,0,0,5,0.0,0,0,0,87.5,1,0,0,0,0,2,28,28,0,0,25,3,0,0,11,15,0,0,0,0,1,1,0,5,5,5.0
Eddie Goldman,9472,DI,ATL,1,0,0,,0,0,2,0,0,,39.9,76.1,55.9,43.2,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,16,16,14,2,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,
Eric Kendricks,9478,LB,DAL,1,3,0,100.0,0,0,9,0,0,73.9,79.3,76.0,56.2,74.5,78.3,0,0,0,1,16,0.0,0,0,0,63.2,3,0,0,53,1,40,55,0,0,0,0,0,0,55,2,13,1,1,2,0,3,0,0,26,20,8.7
Jordan Phillips,9485,DI,BUF,1,0,0,,0,0,4,0,0,60.0,58.6,74.3,55.9,61.4,67.3,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,20,20,0,13,0,7,0,0,17,3,0,0,1,0,0,1,0,0,0,
Jordan Hicks,9517,LB,CLV,1,2,0,50.0,0,0,8,0,0,66.4,70.8,75.0,50.8,71.8,61.0,0,0,0,0,23,15.4,2,1,0,91.7,1,0,0,64,1,36,69,1,0,0,1,0,0,68,5,28,3,5,9,0,2,0,0,23,25,23.0
Danielle Hunter,9521,ED,HST,1,0,0,,0,0,13,0,0,69.6,64.6,1.7,68.4,54.7,71.2,0,3,0,0,,33.3,1,0,1,0.0,0,1,0,0,0,2,46,45,0,2,37,6,0,1,33,11,1,2,2,1,0,4,0,0,0,
Carl Davis Jr.,9523,DI,WAS,1,0,0,,0,0,32,0,0,,30.5,72.9,58.1,37.4,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,10,10,4,6,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,
Za'Darius Smith,9555,ED,DET,1,0,0,,0,0,11,0,0,60.0,50.2,77.2,53.1,52.3,28.3,0,2,0,0,,50.0,1,0,1,0.0,0,0,0,1,0,1,30,29,0,3,24,2,0,1,20,9,0,0,1,0,0,2,0,0,0,
Kwon Alexander,9557,LB,DET,1,0,0,100.0,0,0,11,0,0,36.9,27.1,0.0,58.7,50.8,43.3,1,0,0,0,33,33.3,1,0,1,118.8,1,0,0,9,0,5,12,2,0,0,2,0,0,10,1,6,1,0,2,0,1,1,0,33,7,33.0
Grady Jarrett,9570,DI,ATL,1,1,0,,0,0,2,0,0,,77.2,77.7,64.2,78.0,69.6,0,5,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,48,48,15,31,1,1,0,0,35,13,0,2,2,1,0,5,0,0,0,
Neville Hewitt,9836,LB,HST,1,0,0,,0,0,13,0,0,60.0,63.9,66.1,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,2,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,
Joey Bosa,10637,ED,LAC,1,0,0,,0,1,27,0,0,60.5,69.1,0.0,64.6,76.1,71.4,0,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,2,43,43,0,0,41,2,0,0,26,15,0,1,2,0,0,0,0,0,0,
Jalen Ramsey,10639,CB,MIA,1,0,0,0.0,0,0,17,0,0,61.2,64.5,76.2,52.3,78.8,75.1,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,8,39,29,50,0,0,0,0,0,0,50,4,17,3,1,1,0,1,0,0,0,0,
DeForest Buckner,10641,DI,IND,1,1,0,,0,0,14,0,0,60.0,64.1,77.6,58.1,65.9,70.2,0,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,48,48,2,41,0,5,0,0,32,16,0,2,1,0,0,2,0,0,0,
Leonard Floyd,10643,ED,SF,1,0,0,,0,0,28,0,0,,67.5,78.8,62.7,65.2,73.6,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,39,39,0,1,38,0,0,0,20,19,0,2,3,0,0,2,0,0,0,
Kenny Clark,10661,DI,GB,1,0,0,,0,0,12,0,0,,79.5,76.0,73.2,68.7,74.9,1,4,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,0,32,31,3,11,1,16,0,1,25,7,0,1,1,0,0,5,0,0,0,
Emmanuel Ogbah,10666,ED,MIA,1,0,0,100.0,0,0,17,0,0,50.3,48.8,79.6,52.2,54.8,72.8,0,2,0,0,10,0.0,0,0,0,102.1,2,0,0,0,0,5,42,41,0,0,41,0,0,1,22,15,0,0,2,0,2,2,0,17,4,8.5
Chris Jones,10671,DI,KC,1,2,0,,0,0,16,0,0,,87.3,78.5,78.4,75.0,70.9,3,4,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,58,58,1,18,11,28,0,0,42,16,0,1,1,1,0,7,0,0,0,
Austin Johnson,10677,DI,BUF,1,1,0,,0,0,4,0,0,,66.6,73.7,52.8,72.0,67.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,14,14,0,13,0,1,0,0,11,3,0,0,0,0,0,0,0,0,0,
Jihad Ward,10678,DI,MIN,1,0,0,,0,0,18,0,0,,42.9,76.2,46.3,53.1,,1,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,36,36,1,11,1,23,0,0,30,6,0,0,0,0,0,2,0,0,0,
A'Shawn Robinson,10680,DI,CAR,1,2,0,,0,0,5,0,0,60.0,60.4,76.7,62.9,57.2,68.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,45,45,0,31,2,12,0,0,20,25,0,0,0,0,0,0,0,0,0,
Jarran Reed,10683,DI,SEA,1,2,0,,0,0,29,0,0,60.0,59.8,76.3,55.8,60.7,72.3,0,3,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,34,34,0,27,0,7,0,0,14,20,0,3,5,0,0,3,0,0,0,
Vonn Bell,10695,S,CIN,1,1,0,100.0,0,0,7,0,0,50.6,49.6,73.2,,60.7,70.2,0,0,0,0,13,0.0,0,0,0,147.9,2,0,0,5,1,11,15,0,0,0,0,0,7,15,0,4,2,0,0,0,2,0,1,20,3,10.0
Kevin Byard,10698,S,CHI,1,1,0,50.0,0,0,6,0,0,45.7,43.0,74.2,71.2,49.8,49.6,0,1,0,0,16,25.0,2,1,1,71.9,2,0,0,30,0,45,77,1,0,0,1,0,40,76,2,30,6,0,5,0,4,1,0,27,12,13.5
Maliek Collins,10701,DI,SF,1,0,0,,0,0,28,0,0,,67.7,77.3,71.0,58.6,19.7,0,4,0,0,,100.0,2,0,0,0.0,0,0,0,0,0,0,45,45,0,27,0,18,0,0,23,22,0,0,0,0,0,4,0,0,0,
Yannick Ngakoue,10703,ED,NE,1,0,0,,0,0,19,0,0,67.6,52.9,78.9,42.2,61.5,30.0,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,28,28,0,0,28,0,0,0,23,4,0,1,2,0,0,0,0,0,0,
Jonathan Bullard,10706,DI,MIN,1,2,0,,0,0,18,0,0,,55.4,77.3,52.0,58.2,70.9,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,33,33,0,13,9,11,0,0,10,23,0,1,2,0,0,0,0,0,0,
Daryl Worley,10711,S,TEN,1,1,0,100.0,0,0,31,0,0,82.4,85.6,83.0,,60.7,53.0,0,0,0,1,4,22.2,2,0,0,43.8,1,0,0,12,0,41,66,1,0,0,1,0,48,65,0,25,5,1,6,0,1,0,0,4,3,4.0
Kendall Fuller,10718,CB,MIA,1,0,0,75.0,0,0,17,0,0,56.4,60.7,76.5,78.1,61.5,78.0,0,0,0,0,15,0.0,0,0,0,102.1,3,0,0,4,46,32,50,0,0,0,0,0,0,50,1,17,0,1,4,1,4,0,0,36,2,12.0
Justin Simmons,10732,S,ATL,1,0,0,0.0,0,0,2,0,0,76.6,79.5,84.2,,58.1,77.2,0,0,0,1,,0.0,0,1,0,0.0,0,0,0,8,0,49,67,0,0,0,0,0,56,67,0,18,3,0,1,0,1,0,0,0,0,
Sheldon Day,10737,DI,WAS,1,1,0,,0,0,32,0,0,,51.3,73.2,54.2,55.2,66.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,13,13,0,12,0,1,0,0,8,5,0,0,0,0,0,0,0,0,0,
Eric Murray,10740,S,HST,1,0,0,100.0,0,0,13,0,0,70.5,72.3,0.0,56.8,77.0,76.3,0,1,0,0,0,0.0,0,0,1,79.2,1,0,0,23,4,48,68,4,0,0,4,0,27,64,2,18,10,1,3,0,1,1,0,0,4,0.0
Miles Killebrew,10745,S,PIT,1,0,0,,0,0,25,0,0,,60.0,62.6,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,
David Onyemata,10754,DI,ATL,1,0,0,,0,0,2,0,0,,54.8,75.7,51.3,61.2,69.9,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,29,29,2,8,5,14,0,0,20,9,0,0,2,0,0,0,0,0,0,
Dean Lowry,10771,DI,PIT,1,1,0,,0,0,25,0,0,,51.7,76.7,76.1,41.2,67.4,0,4,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,37,37,0,6,3,28,0,0,11,26,0,0,0,0,0,4,0,0,0,
Matthew Judon,10780,ED,ATL,1,1,0,33.3,0,0,2,0,0,39.0,40.1,76.3,50.2,53.1,27.7,0,1,0,0,15,33.3,1,0,0,50.7,1,0,0,0,0,13,38,38,0,0,38,0,0,0,14,11,0,1,1,0,3,1,0,15,2,15.0
DJ Reader,10800,DI,DET,1,0,0,,0,0,11,0,0,,56.0,78.5,56.4,56.4,,0,2,0,0,,,0,0,0,0.0,0,0,0,0,0,0,49,49,25,24,0,0,0,0,25,24,0,0,0,0,0,2,0,0,0,
Kamu Grugier-Hill,10842,LB,MIN,1,1,0,0.0,0,0,18,0,0,42.7,49.7,69.8,56.2,69.6,73.2,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,12,0,6,12,0,0,0,0,0,0,12,2,4,0,0,0,0,1,0,0,0,0,
Elandon Roberts,10848,LB,PIT,1,0,0,50.0,0,0,25,0,0,55.0,63.5,74.1,53.8,68.8,33.3,0,1,0,0,22,25.0,1,0,0,89.6,1,0,0,41,1,12,49,3,0,0,3,0,0,46,4,33,4,1,3,0,2,1,0,22,2,22.0
Jalen Mills,10867,S,NYJ,1,3,0,100.0,0,1,22,0,0,85.7,93.4,71.9,,86.6,79.7,0,0,0,1,3,0.0,0,0,0,39.6,1,0,0,4,0,8,15,0,0,0,0,0,6,15,0,7,5,1,1,0,1,0,0,3,5,3.0
Mike Hilton,10898,CB,CIN,1,0,0,100.0,0,0,7,0,0,76.9,81.6,74.4,57.6,84.0,83.7,0,0,0,1,12,0.0,0,0,0,46.5,3,0,0,8,0,35,50,1,0,0,1,0,1,49,2,13,40,5,6,3,3,0,0,14,15,4.7
Michael Pierce,11101,DI,BLT,1,0,0,,0,0,3,0,0,61.8,69.9,75.1,59.0,62.5,67.3,0,3,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,23,23,7,16,0,0,0,0,17,6,0,1,1,0,0,3,0,0,0,
Morgan Fox,11184,DI,LAC,1,1,0,,0,0,27,0,0,,52.4,75.7,59.8,50.1,68.8,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,33,33,1,19,0,13,0,0,19,14,0,1,1,0,0,2,0,0,0,
Jonathan Jones,11217,CB,NE,1,0,0,100.0,0,0,19,0,0,74.6,75.1,75.8,,65.9,76.7,0,0,0,0,6,0.0,0,0,1,82.3,4,0,0,7,30,25,42,1,0,0,1,0,0,41,0,17,4,2,3,0,4,0,0,15,7,3.8
Roy Robertson-Harris,11341,DI,SEA,1,1,0,,0,0,29,0,0,,48.5,75.2,54.7,51.7,69.2,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,15,15,0,0,10,5,0,0,5,10,0,0,0,0,0,1,0,0,0,
Myles Garrett,11756,ED,CLV,1,0,1,,0,0,8,0,0,61.8,90.8,82.2,90.4,64.5,71.2,3,9,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,1,60,59,0,0,58,1,0,1,38,21,0,2,2,1,0,12,0,0,0,
Solomon Thomas,11758,DI,NYJ,1,0,0,,0,0,22,0,0,60.0,53.3,0.0,69.0,49.0,30.7,0,1,0,0,,33.3,1,0,1,0.0,0,1,0,0,0,0,37,37,1,12,0,24,0,0,25,12,0,2,2,0,0,2,0,0,0,
Jamal Adams,11761,S,DET,1,0,0,,0,0,11,0,0,63.5,48.4,72.6,54.9,40.2,26.9,0,0,0,0,,50.0,1,0,0,0.0,0,0,0,2,2,4,12,1,0,0,1,0,0,11,3,5,7,0,1,0,0,0,0,0,0,
Marshon Lattimore,11766,CB,WAS,1,0,0,,0,0,32,0,0,71.0,71.1,78.3,,63.2,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,51,39,53,0,0,0,0,0,0,53,0,14,1,0,0,0,0,0,0,0,0,
Haason Reddick,11768,ED,NYJ,1,0,0,,0,0,22,0,0,65.5,34.5,6.2,50.1,33.0,72.4,0,2,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,2,60,60,0,0,60,0,0,0,39,19,0,0,1,0,0,2,0,0,0,
Derek Barnett,11769,ED,HST,1,0,0,,0,0,13,0,0,,76.3,76.2,63.6,72.4,71.2,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,14,14,0,0,14,0,0,0,10,4,0,1,2,0,0,2,0,0,0,
Malik Hooker,11770,S,DAL,1,0,0,100.0,0,0,9,0,0,66.5,63.2,79.2,,48.8,29.2,0,0,0,0,4,33.3,1,0,0,83.3,1,0,0,14,0,40,53,1,0,0,1,0,27,52,0,13,11,1,2,0,1,0,0,4,0,4.0
Marlon Humphrey,11771,CB,BLT,1,1,0,62.5,0,0,3,0,0,44.0,55.1,76.7,68.7,86.4,48.3,0,1,0,0,17,16.7,1,1,1,76.0,5,0,0,7,5,31,52,2,0,0,2,0,0,50,5,16,38,1,4,1,8,1,0,42,21,8.4
Adoree' Jackson,11773,CB,NYG,1,0,0,50.0,0,1,21,1,0,64.2,87.3,77.4,,95.7,78.9,0,0,0,0,7,0.0,0,0,0,58.3,1,0,0,0,42,25,45,1,0,0,1,0,0,44,0,20,2,0,5,0,2,0,0,7,1,7.0
Jabrill Peppers,11780,S,NE,1,2,0,100.0,0,0,19,0,0,67.6,67.9,79.8,,59.8,82.9,0,0,0,0,13,0.0,0,0,0,108.3,2,0,0,13,2,41,69,9,0,0,9,0,33,60,0,28,12,1,5,1,2,0,0,20,19,10.0
Tre'Davious White,11782,CB,BLT,1,0,0,100.0,0,0,3,0,0,63.6,56.8,75.0,,41.3,29.6,0,0,0,0,8,33.3,1,0,0,100.0,1,0,0,1,23,20,24,0,0,0,0,0,0,24,0,4,0,1,2,0,1,0,0,8,6,8.0
T.J. Watt,11785,ED,PIT,1,1,0,,0,1,25,0,0,60.0,88.7,80.4,78.9,77.0,76.1,0,3,0,0,,0.0,0,0,0,0.0,0,2,0,0,0,0,53,51,0,0,49,2,0,2,32,21,2,5,4,0,0,5,0,0,0,
Kevin King,11788,CB,ATL,1,0,0,0.0,0,0,2,1,0,75.4,81.4,72.3,,60.0,,0,0,0,0,,,0,1,0,39.6,0,0,0,7,0,16,17,0,0,0,0,0,3,17,0,1,7,0,0,0,1,0,0,0,0,
Budda Baker,11791,S,ARZ,1,1,0,66.7,0,0,1,0,0,39.1,44.1,75.8,59.1,73.4,49.5,0,0,0,0,7,16.7,2,0,0,110.4,4,0,0,27,0,29,51,1,0,0,1,0,15,50,1,21,8,2,9,0,6,0,1,19,8,4.8
Marcus Maye,11794,S,LAC,1,0,0,100.0,0,0,27,0,0,46.5,45.8,71.7,,63.0,58.1,0,0,0,0,57,25.0,1,0,0,158.3,2,0,0,12,0,17,27,0,0,0,0,0,15,27,0,10,0,0,3,0,2,0,1,60,31,30.0
DeMarcus Walker,11806,ED,CHI,1,0,0,,0,0,6,0,0,60.0,61.5,79.4,65.7,54.3,22.8,4,3,0,0,,66.7,2,0,0,0.0,0,0,0,0,0,1,46,46,0,3,28,15,0,0,26,19,0,1,1,1,0,7,0,0,0,
Dalvin Tomlinson,11810,DI,CLV,1,0,0,,0,0,8,0,0,60.0,56.5,77.9,55.6,57.7,69.0,5,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,50,50,5,31,0,14,0,0,30,19,0,2,2,1,0,6,0,0,0,
Chidobe Awuzie,11815,CB,TEN,1,1,0,57.1,0,0,31,0,0,41.7,46.3,77.5,,66.0,49.4,0,1,0,0,38,16.7,1,1,1,123.8,4,0,0,7,60,41,68,1,0,0,1,0,0,67,0,27,0,0,4,0,7,1,1,58,8,14.5
Ahkello Witherspoon,11821,CB,LA,1,1,0,57.1,1,0,26,0,0,67.9,72.2,77.9,,80.4,79.1,0,0,0,0,18,0.0,0,3,1,83.6,4,0,0,4,50,35,54,0,0,0,0,0,0,54,0,19,0,0,4,0,7,0,0,57,12,14.3
Dawuane Smoot,11823,ED,BUF,1,0,1,,0,0,4,0,0,60.0,57.6,77.8,62.9,50.4,24.0,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,1,29,29,3,11,15,0,0,0,23,5,0,0,0,0,0,0,0,0,0,
