player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Calais Campbell,4364,DI,MIA,1,0,0,,0,0,17,0,0,60.0,63.3,77.7,62.8,58.7,70.2,0,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,2,37,37,1,18,10,8,0,0,29,6,0,2,1,0,0,1,0,0,0,
Brandon Graham,5538,ED,PHI,1,1,0,,0,0,24,0,0,53.8,47.4,77.4,60.4,48.8,27.0,0,1,0,0,,40.0,2,0,0,0.0,0,1,0,0,0,1,32,32,0,0,27,5,0,0,16,15,0,2,2,1,0,2,0,0,0,
Jerry Hughes,5556,ED,HST,1,0,0,,0,0,13,0,0,,55.4,77.5,49.5,65.0,69.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,18,18,0,0,18,0,0,0,15,3,0,1,1,0,0,0,0,0,0,
Linval Joseph,5571,DI,DAL,1,0,0,,0,0,9,0,0,60.0,67.3,73.2,55.9,59.3,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,11,11,3,8,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,
Von Miller,6154,ED,BUF,1,1,0,,0,0,4,0,0,60.0,63.7,75.3,63.3,58.0,73.3,0,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,21,21,0,0,21,0,0,0,18,3,0,2,1,0,0,2,0,0,0,
Cameron Jordan,6176,ED,NO,1,0,1,,0,0,20,0,0,,68.4,79.6,70.3,56.2,27.6,0,3,0,0,,40.0,2,0,0,0.0,0,0,0,0,0,0,49,49,0,6,31,12,0,0,37,12,0,3,3,0,0,3,0,0,0,
Cameron Heyward,6183,DI,PIT,1,0,2,,0,0,25,0,0,60.0,85.7,76.0,73.9,77.4,44.7,1,3,0,0,,20.0,1,0,0,0.0,0,0,0,0,0,0,39,39,0,26,1,12,0,0,24,15,0,3,4,0,0,4,0,0,0,
Stephon Gilmore,7016,CB,MIN,1,0,0,50.0,0,0,18,0,0,58.3,60.1,75.8,,65.4,77.0,0,0,0,0,12,0.0,0,0,0,60.4,2,0,0,18,31,39,54,1,0,0,1,0,0,53,0,15,4,1,3,0,4,0,0,16,10,8.0
Bobby Wagner,7050,LB,WAS,1,1,0,100.0,0,0,32,0,0,71.5,67.7,77.2,55.0,59.5,82.1,0,0,0,0,10,0.0,0,0,0,108.3,1,0,0,62,0,33,71,1,0,0,1,0,0,70,2,36,8,3,7,0,1,0,0,10,3,10.0
Demario Davis,7079,LB,NO,1,5,0,33.3,0,0,20,0,0,86.6,91.2,76.0,78.4,81.6,82.7,0,0,0,0,6,0.0,0,2,0,42.4,1,0,0,66,0,49,73,4,0,0,4,0,0,69,5,19,3,2,6,1,3,0,0,6,3,6.0
Rodney McLeod,7271,S,CLV,1,0,0,100.0,0,0,8,0,0,55.1,57.0,70.0,,62.6,,0,0,0,0,9,,0,0,0,93.8,2,0,0,17,0,17,27,0,0,0,0,0,6,27,0,10,4,0,0,0,2,0,0,13,22,6.5
Harrison Smith,7641,S,MIN,1,0,1,33.3,0,0,18,0,0,50.2,55.6,77.0,68.1,71.1,78.8,0,0,0,1,6,0.0,0,0,0,2.8,1,0,0,16,0,38,59,7,0,0,7,0,35,52,3,18,1,1,3,0,3,0,0,6,1,6.0
Darius Slay,7817,CB,PHI,1,0,0,33.3,0,0,24,0,0,61.2,62.5,76.1,,64.8,75.1,0,0,0,0,9,0.0,0,0,0,42.4,1,0,0,11,55,42,66,0,0,0,0,0,0,66,0,24,0,1,2,1,3,0,0,9,6,9.0
Robert Woods,7822,WR,HST,1,0,0,,0,0,13,0,0,60.7,70.2,60.0,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Johnathan Hankins,7830,DI,SEA,1,0,0,,0,0,29,0,0,61.4,29.0,0.0,55.3,29.8,26.1,0,0,0,1,,50.0,1,0,1,0.0,0,0,0,0,0,0,17,17,9,8,0,0,0,0,8,9,0,1,1,0,0,0,0,0,0,
Tyrann Mathieu,7850,S,NO,1,0,0,50.0,0,0,20,0,0,50.6,50.0,79.5,,62.7,45.6,0,0,0,0,23,25.0,1,0,0,91.7,1,0,0,8,0,54,73,1,0,0,1,0,62,72,0,19,2,0,3,0,2,0,0,23,2,23.0
John Jenkins,7863,DI,LV,1,1,0,,0,0,23,0,0,,72.3,77.3,53.9,73.6,70.9,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,35,35,21,14,0,0,0,0,14,21,0,3,3,2,0,0,0,0,0,
Jordan Poyer,8000,S,MIA,1,3,0,100.0,0,0,17,0,0,51.0,55.0,77.0,,74.8,55.3,0,0,0,0,23,14.3,1,0,0,158.3,3,0,0,14,0,50,65,0,0,0,0,0,43,65,0,15,8,1,3,0,3,0,1,52,25,17.3
Jimmie Ward,8665,S,HST,1,1,0,,0,0,13,0,0,66.5,68.8,76.1,,60.6,80.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,10,0,33,42,0,0,0,0,0,27,42,0,9,5,0,1,0,0,0,0,0,0,
Kyle Van Noy,8675,ED,BLT,1,0,0,,0,0,3,0,0,62.4,48.7,7.0,58.0,51.4,28.6,1,3,0,0,,50.0,1,0,1,0.0,0,0,0,2,0,4,58,56,0,0,56,0,0,2,29,25,0,1,1,0,0,4,0,0,0,
DaQuan Jones,8747,DI,BUF,1,1,0,,0,0,4,0,0,,56.1,76.8,64.8,50.6,69.6,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,31,31,5,26,0,0,0,0,18,13,0,0,2,0,0,1,0,0,0,
Brent Urban,8769,ED,BLT,1,2,0,,0,0,3,0,0,62.7,53.7,75.8,59.7,44.8,69.9,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,28,28,0,17,3,8,0,0,12,16,0,0,0,0,0,0,0,0,0,
Shelby Harris,8869,DI,CLV,1,1,0,,0,0,8,0,0,60.0,73.9,76.4,62.6,72.6,68.4,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,38,38,0,37,0,1,0,0,22,15,0,1,1,0,0,1,0,0,0,
Denico Autry,8982,ED,HST,1,2,1,,0,0,13,0,0,60.0,59.7,79.1,59.4,55.9,47.0,0,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,44,44,0,2,23,19,0,0,37,7,0,2,2,0,0,2,0,0,0,
Mike Pennel,9316,DI,KC,1,0,0,,0,0,16,0,0,,57.8,75.2,52.9,62.8,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,22,22,1,21,0,0,0,0,15,7,0,0,0,0,0,1,0,0,0,
Dante Fowler Jr.,9436,ED,WAS,1,0,0,100.0,0,0,32,0,0,60.0,33.7,77.6,48.8,49.6,,0,0,0,0,9,,0,0,0,104.2,1,0,0,0,0,0,26,26,0,0,26,0,0,0,16,10,0,0,0,0,1,0,0,9,5,9.0
Leonard Williams,9439,DI,SEA,1,1,0,,0,0,29,0,0,60.0,67.6,78.1,66.8,61.7,71.0,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,1,49,48,0,14,13,21,0,1,31,17,0,2,2,0,0,1,0,0,0,
Arik Armstead,9450,ED,JAX,1,0,0,,0,0,15,0,0,61.5,54.3,0.0,66.5,48.3,73.0,1,1,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,33,33,0,0,30,3,0,0,15,18,0,3,3,0,0,2,0,0,0,
Bud Dupree,9455,ED,LAC,1,0,0,,0,0,27,0,0,,54.2,77.8,54.0,58.1,69.9,2,2,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,0,53,52,0,0,52,0,0,1,38,15,0,1,1,0,0,4,0,0,0,
Mario Edwards Jr.,9468,DI,HST,1,0,0,,0,0,13,0,0,62.2,41.4,77.3,60.9,27.9,68.7,1,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,45,45,1,39,0,5,0,0,36,9,0,1,2,0,0,3,0,0,0,
