player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Calais Campbell,4364,DI,MIA,1,0,0,,0,0,17,0,0,60.0,67.6,78.0,63.3,65.0,27.4,0,4,0,0,,28.6,2,0,0,0.0,0,0,0,0,0,1,36,36,1,15,11,9,0,0,14,21,0,4,5,1,0,4,0,0,0,
Brandon Graham,5538,ED,PHI,1,0,0,,0,0,24,0,0,60.0,71.4,76.0,65.4,67.1,70.6,0,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,1,32,32,0,0,25,7,0,0,18,13,0,2,1,0,0,1,0,0,0,
Jerry Hughes,5556,ED,HST,1,0,0,,0,0,13,0,0,,43.8,76.0,54.1,48.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,13,13,0,0,13,0,0,0,6,7,0,0,0,0,0,0,0,0,0,
Linval Joseph,5571,DI,DAL,1,0,0,,0,0,9,0,0,,49.5,77.0,54.9,51.5,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,22,22,17,5,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,
Von Miller,6154,ED,BUF,1,0,0,,0,0,4,0,0,,30.3,72.8,51.0,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,9,9,0,0,9,0,0,0,7,2,0,0,0,0,0,0,0,0,0,
Cameron Jordan,6176,ED,NO,1,1,0,,0,0,20,0,0,,67.2,75.8,56.6,70.5,69.6,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,19,19,0,0,12,7,0,0,12,7,0,0,0,0,0,1,0,0,0,
Cameron Heyward,6183,DI,PIT,1,0,0,,0,0,25,0,0,,80.5,76.6,84.8,63.5,71.0,1,2,0,0,,0.0,0,0,0,0.0,0,2,0,0,0,0,48,48,1,28,1,18,0,0,24,24,0,2,3,1,0,5,0,0,0,
Lawrence Guy Sr.,6385,DI,CIN,1,1,0,,0,0,7,0,0,,46.9,76.2,53.8,49.1,23.0,0,0,0,0,,50.0,1,0,0,0.0,0,0,0,0,0,0,30,30,0,28,0,2,0,0,14,16,0,0,0,0,0,0,0,0,0,
Stephon Gilmore,7016,CB,MIN,1,0,0,33.3,0,0,18,0,0,67.6,68.0,77.3,,63.2,,0,0,0,0,3,,0,1,0,42.4,1,0,0,9,53,46,62,0,0,0,0,0,0,62,0,16,0,0,0,0,3,0,0,3,9,3.0
Bobby Wagner,7050,LB,WAS,1,1,0,0.0,0,0,32,0,0,75.7,87.0,74.1,86.1,72.2,82.7,0,2,0,0,,0.0,0,0,0,39.6,0,1,0,52,1,24,55,0,0,0,0,0,0,55,5,26,2,3,8,1,1,3,0,0,0,
Lavonte David,7060,LB,TB,1,1,0,75.0,0,1,30,0,0,79.8,90.4,77.1,89.7,70.3,81.2,0,3,0,0,26,0.0,0,1,0,91.7,6,2,0,44,0,29,57,12,0,0,12,0,0,45,9,19,1,6,5,0,8,5,0,52,21,8.7
Rodney McLeod,7271,S,CLV,1,1,0,33.3,0,0,8,1,0,28.9,38.1,70.2,,66.2,36.0,0,0,0,0,14,33.3,1,0,0,49.3,1,0,0,12,0,9,23,2,0,0,2,0,4,21,0,14,5,1,1,0,3,0,0,14,12,14.0
Harrison Smith,7641,S,MIN,1,0,0,60.0,0,0,18,0,0,58.0,57.3,79.3,54.6,59.6,48.3,0,1,0,0,42,20.0,1,1,0,140.0,3,0,0,16,1,55,76,7,0,0,7,0,47,69,3,18,5,0,4,0,5,1,1,58,19,19.3
Darius Slay,7817,CB,PHI,1,0,0,57.1,0,0,24,0,0,67.8,66.9,78.1,,57.5,81.4,0,0,0,0,15,0.0,0,1,0,107.1,4,0,0,3,63,49,68,2,0,0,2,0,0,66,0,19,0,2,9,0,7,0,1,30,0,7.5
Johnathan Hankins,7830,DI,SEA,1,0,0,,0,0,29,0,0,,57.7,77.2,58.8,57.0,69.5,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,40,40,12,28,0,0,0,0,18,22,0,1,2,0,0,1,0,0,0,
Tyrann Mathieu,7850,S,NO,1,1,0,100.0,0,0,20,0,0,55.6,57.1,73.4,58.5,65.1,29.3,0,0,0,0,26,50.0,2,0,0,118.8,1,0,0,16,0,24,33,0,0,0,0,0,14,33,1,8,3,0,1,0,1,0,0,26,24,26.0
John Jenkins,7863,DI,LV,1,0,0,,0,0,23,0,0,,65.4,74.8,54.3,67.8,68.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,24,24,11,13,0,0,0,0,13,11,0,0,1,0,0,0,0,0,0,
William Gholston,7908,DI,TB,1,0,0,,0,0,30,0,0,,85.6,73.6,75.1,72.2,66.8,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,14,14,0,11,0,3,0,0,6,8,0,0,1,0,0,1,0,0,0,
Jordan Poyer,8000,S,MIA,1,0,0,100.0,0,0,17,0,0,48.0,41.0,77.7,,47.6,23.8,0,0,0,0,27,,0,0,0,118.8,1,0,0,10,1,20,37,2,0,0,2,0,21,35,0,17,3,0,0,0,1,0,0,27,3,27.0
Jadeveon Clowney,8636,ED,CAR,1,0,0,,0,0,5,0,0,62.5,69.1,79.2,62.1,68.7,24.0,0,3,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,4,42,41,0,0,41,0,0,1,24,14,1,0,0,0,0,3,0,0,0,
Khalil Mack,8640,ED,LAC,1,1,1,,0,0,27,0,0,60.0,85.3,80.8,71.1,82.3,74.0,0,3,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,55,55,0,0,55,0,0,0,34,21,0,2,3,0,0,3,0,0,0,
DeMarcus Lawrence,8669,ED,DAL,1,0,0,,0,0,9,0,0,,52.1,0.0,52.4,69.3,29.4,0,1,0,0,,50.0,1,0,1,0.0,0,1,0,1,0,0,30,29,0,2,24,3,0,1,18,12,0,2,1,0,0,2,0,0,0,
Kyle Van Noy,8675,ED,BLT,1,0,0,,0,1,3,0,0,,93.9,76.7,92.5,64.6,72.4,2,0,0,0,,,0,0,0,0.0,0,2,0,2,0,0,27,25,0,0,25,0,0,2,21,6,0,2,0,0,0,4,0,0,0,
DaQuan Jones,8747,DI,BUF,1,0,0,,0,0,4,0,0,,52.9,77.1,62.4,51.2,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,36,36,4,32,0,0,0,0,12,24,0,0,0,0,0,0,0,0,0,
Brent Urban,8769,ED,BLT,1,0,0,,0,0,3,0,0,60.0,61.2,75.7,60.1,59.5,69.5,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,25,25,1,16,3,5,0,0,12,12,0,2,2,0,0,2,0,0,0,
