,,,,,Games,,Rushing,,,,,,,,
29,Jordan Howard,PHI,25,rb,9,4,119,525,28,242,2,283,2.4,4,29.8
30,Miles Sanders,PHI,22,RB,12,7,116,520,17,293,2.5,227,2,8,14.5
31,Matt Breida,SFO,24,rb,9,5,109,542,20,345,3.2,197,1.8,5,21.8
32,Royce Freeman,DEN,23,,12,0,108,436,18,205,1.9,231,2.1,6,18
33,Latavius Murray,NOR,29,RB,12,6,106,464,28,291,2.7,173,1.6,9,11.8
34,Austin Ekeler,LAC,24,RB,12,6,104,380,23,143,1.4,237,2.3,9,11.6
35,James Conner,PIT,24,RB,8,8,102,390,21,165,1.6,225,2.2,5,20.4
36,Kenyan Drake,2TM,25,,10,6,101,417,23,214,2.1,203,2,7,14.4
37,Devin Singletary,BUF,22,rb,9,5,98,553,25,318,3.2,235,2.4,11,8.9
38,Josh Allen,BUF,23,QB,12,12,93,430,35,203,2.2,227,2.4,5,18.6
39,Kerryon Johnson,DET,22,RB,6,6,92,308,16,122,1.3,186,2,6,15.3
40,Raheem Mostert,SFO,27,,12,0,92,539,19,321,3.5,218,2.4,8,11.5
41,Gus Edwards,BAL,24,,12,0,91,460,32,249,2.7,211,2.3,3,30.3
42,David Johnson,ARI,28,RB,10,8,86,317,19,164,1.9,153,1.8,4,21.5
43,Alexander Mattison,MIN,21,,12,0,86,416,17,247,2.9,169,2,10,8.6
44,Jamaal Williams,GNB,24,rb,11,2,86,377,18,226,2.6,151,1.8,4,21.5
45,LeSean McCoy,KAN,31,RB,11,7,84,410,21,229,2.7,181,2.2,5,16.8
46,Damien Williams,KAN,27,rb,9,5,83,309,13,92,1.1,217,2.6,5,16.6
47,Kalen Ballage,MIA,24,RB,12,6,74,135,10,47,0.6,88,1.2,1,74
48,Duke Johnson,HOU,26,rb,12,1,74,385,16,157,2.1,228,3.1,8,9.3
49,Kyler Murray,ARI,22,QB,12,12,71,446,23,369,5.2,77,1.1,3,23.7
50,Rashaad Penny,SEA,23,,9,0,65,370,16,182,2.8,188,2.9,5,13
51,Benny Snell,PIT,21,rb,9,1,65,279,14,83,1.3,196,3,4,16.3
52,Deshaun Watson,HOU,24,QB,12,12,62,300,19,249,4,51,0.8,3,20.7
53,Chase Edmonds,ARI,23,rb,9,2,58,295,11,173,3,122,2.1,4,14.5
54,Tony Pollard,DAL,22,,12,0,58,264,14,105,1.8,159,2.7,4,14.5
55,Russell Wilson,SEA,31,QB,12,12,57,284,15,240,4.2,44,0.8,1,57
56,Brian Hill,ATL,24,rb,8,2,56,158,8,47,0.8,111,2,2,28
57,Malcolm Brown,LAR,26,rb,10,1,54,209,12,78,1.4,131,2.4,10,5.4
58,Jaylen Samuels,PIT,23,rb,10,3,54,153,8,52,1,101,1.9,2,27
59,Ty Johnson,DET,22,rb,12,1,53,182,7,79,1.5,103,1.9,3,17.7
60,Bo Scarbrough,DET,23,rb,3,3,53,236,11,109,2.1,127,2.4,3,17.7
61,Mark Walton,MIA,22,rb,7,4,53,201,11,88,1.7,113,2.1,1,53
62,James White,NWE,27,rb,11,1,53,208,12,135,2.5,73,1.4,3,17.7
63,Jonathan Williams,IND,25,rb,5,1,49,235,13,101,2.1,134,2.7,7,7
64,DeAndre Washington,OAK,26,,12,0,48,156,9,74,1.5,82,1.7,3,16
65,Tarik Cohen,CHI,24,RB,12,8,47,150,10,97,2.1,53,1.1,3,15.7
66,Jameis Winston,TAM,25,QB,12,12,47,220,14,174,3.7,46,1,2,23.5
67,Carson Wentz,PHI,27,QB,12,12,45,188,16,132,2.9,56,1.2,2,22.5
68,Jacoby Brissett,IND,27,QB,11,11,44,141,12,112,2.5,29,0.7,1,44
69,Gardner Minshew,JAX,23,QB,10,8,44,243,12,176,4,67,1.5,2,22
70,Rex Burkhead,NWE,29,rb,9,1,41,166,9,90,2.2,76,1.9,3,13.7
71,Darrel Williams,KAN,24,,12,0,41,141,12,81,2,60,1.5,1,41
72,Giovani Bernard,CIN,28,rb,12,2,39,121,7,50,1.3,71,1.8,6,6.5
73,Daniel Jones,NYG,22,QB,11,10,39,241,19,203,5.2,38,1,2,19.5
74,Justice Hill,BAL,22,,12,0,38,144,6,83,2.2,61,1.6,0,
75,Nyheim Hines,IND,23,rb,12,2,38,150,12,87,2.3,63,1.7,2,19
76,Dak Prescott,DAL,26,QB,12,12,38,222,16,159,4.2,63,1.7,5,7.6
77,Jordan Wilkins,IND,25,rb,11,1,38,212,5,90,2.4,122,3.2,2,19
78,Derrius Guice,WAS,22,rb,4,1,37,203,7,37,1,166,4.5,2,18.5
79,Darrell Henderson,LAR,22,,10,0,37,140,10,81,2.2,59,1.6,7,5.3
80,Jimmy Garoppolo,SFO,28,QB,12,12,36,46,9,29,0.8,17,0.5,1,36
81,J.D. McKissic,DET,26,rb,12,3,36,201,7,108,3,93,2.6,3,12
82,Ryan Fitzpatrick,MIA,37,QB,11,9,33,121,10,84,2.5,37,1.1,2,16.5
83,Aaron Rodgers,GNB,36,QB,12,12,33,146,7,118,3.6,28,0.8,0,
84,Bilal Powell,NYJ,31,,10,0,32,125,7,42,1.3,83,2.6,2,16
85,Jon Hilliman,NYG,24,rb,3,1,30,91,6,42,1.4,49,1.6,0,
86,Ryan Tannehill,TEN,31,QB,8,6,30,128,9,106,3.5,22,0.7,1,30
87,Wayne Gallman,NYG,25,rb,10,2,29,110,6,72,2.5,38,1.3,0,
88,Kirk Cousins,MIN,31,QB,12,12,27,50,7,43,1.6,7,0.3,0,
89,Jeff Wilson,SFO,24,,9,0,27,105,9,66,2.4,39,1.4,0,
90,Dion Lewis,TEN,29,,12,0,26,98,3,39,1.5,59,2.3,4,6.5
91,Chris Thompson,WAS,29,,7,0,26,93,3,64,2.5,29,1.1,1,26
92,Mitchell Trubisky,CHI,25,QB,11,11,26,80,6,54,2.1,26,1,2,13
93,Kareem Hunt,CLE,24,,4,0,25,125,7,41,1.6,84,3.4,3,8.3
94,Patrick Mahomes,KAN,24,QB,10,10,25,166,11,146,5.8,20,0.8,0,
95,Marcus Mariota,TEN,26,QB,6,6,24,129,5,98,4.1,31,1.3,1,24
96,Jalen Richard,OAK,26,,12,0,23,75,6,47,2,28,1.2,0,
97,Boston Scott,PHI,24,rb,7,1,23,94,5,45,2,49,2.1,1,23
98,Teddy Bridgewater,NOR,27,qb,7,5,22,37,4,19,0.9,18,0.8,0,
99,Derek Carr,OAK,28,QB,12,12,22,50,4,49,2.2,1,0,0,
100,Sam Darnold,NYJ,22,QB,9,9,22,47,4,43,2,4,0.2,0,
101,Jeff Driskel,DET,26,qb,3,3,22,151,10,125,5.7,26,1.2,1,22
102,Trey Edmunds,PIT,25,,7,0,22,92,2,53,2.4,39,1.8,0,
103,Jared Goff,LAR,25,QB,12,12,22,18,3,14,0.6,4,0.2,0,
104,Matt Ryan,ATL,34,QB,11,11,22,106,8,92,4.2,14,0.6,0,
105,Ito Smith,ATL,24,,7,0,22,106,10,68,3.1,38,1.7,2,11
106,Ryquell Armstead,JAX,23,,12,0,21,65,2,7,0.3,58,2.8,2,10.5
107,Justin Jackson,LAC,24,,4,0,20,149,5,72,3.6,77,3.9,3,6.7
108,Matthew Stafford,DET,31,QB,8,8,20,66,5,54,2.7,12,0.6,1,20
109,Kyle Allen,CAR,23,QB,10,10,19,52,3,40,2.1,12,0.6,0,
110,Andy Dalton,CIN,32,QB,9,9,19,51,8,30,1.6,21,1.1,0,
111,Ty Montgomery,NYJ,26,wr,12,1,19,60,1,34,1.8,26,1.4,0,
112,Mason Rudolph,PIT,24,QB,9,8,19,42,6,26,1.4,16,0.8,1,19
113,Tom Brady,NWE,42,QB,12,12,18,12,5,11,0.6,1,0.1,0,
114,Tra Carson,2TM,27,,3,1,18,48,3,19,1.1,29,1.6,0,
115,Baker Mayfield,CLE,24,QB,12,12,18,84,9,70,3.9,14,0.8,0,
116,Wendell Smallwood,WAS,25,,11,0,17,72,4,46,2.7,26,1.5,0,
117,Darren Sproles,PHI,36,rb,6,1,17,66,3,40,2.4,26,1.5,0,
118,C.J. Anderson,DET,28,,2,0,16,43,1,5,0.3,38,2.4,1,16
119,Dwayne Haskins,WAS,22,qb,6,4,16,76,6,52,3.3,24,1.5,0,
120,Taysom Hill,NOR,29,qb,12,2,16,127,7,95,5.9,32,2,1,16
121,Patrick Laird,MIA,24,,11,0,16,36,2,11,0.7,25,1.6,0,
122,Darwin Thompson,KAN,23,,8,0,16,52,4,10,0.6,42,2.6,0,
123,Brandon Bolden,NWE,29,rb,11,2,14,58,4,39,2.8,19,1.4,2,7
124,Elijhaa Penny,NYG,26,rb,12,1,14,41,2,18,1.3,23,1.6,1,14
125,Dontrell Hilliard,CLE,24,,11,0,13,49,3,36,2.8,13,1,0,
126,Devlin Hodges,PIT,23,qb,4,2,13,31,2,29,2.2,2,0.2,0,
127,C.J. Prosise,SEA,25,,6,0,13,41,3,17,1.3,24,1.8,1,13
128,Joe Flacco,DEN,34,QB,8,8,12,20,4,16,1.3,4,0.3,0,
129,Qadree Ollison,ATL,23,,4,0,12,31,3,15,1.3,16,1.3,0,
130,Cordarrelle Patterson,CHI,28,wr,12,3,12,78,2,74,6.2,4,0.3,0,
131,Paul Perkins,DET,25,,4,0,12,29,3,13,1.1,16,1.3,1,12
132,Robert Woods,LAR,27,WR,11,11,12,71,3,47,3.9,24,2,3,4
133,Reggie Bonnafon,CAR,23,,12,0,11,95,2,77,7,18,1.6,1,11
134,Mike Davis,2TM,26,,8,1,11,25,0,16,1.5,9,0.8,0,
135,Brandon Allen,DEN,27,qb,3,3,10,39,4,32,3.2,7,0.7,0,
136,Ryan Finley,CIN,25,qb,3,3,10,77,4,73,7.3,4,0.4,0,
137,Troymaine Pope,LAC,26,,10,0,10,20,0,11,1.1,9,0.9,0,
138,Philip Rivers,LAC,38,QB,12,12,10,24,2,24,2.4,0,0,0,
139,Curtis Samuel,CAR,23,WR,12,11,10,86,5,68,6.8,18,1.8,1,10
140,T.J. Yeldon,BUF,26,,5,0,10,45,2,13,1.3,32,3.2,0,
141,Dare Ogunbowale,TAM,25,,12,0,9,10,3,2,0.2,8,0.9,1,9
142,Kerrith Whyte,PIT,23,,2,0,9,53,2,21,2.3,32,3.6,0,
143,Ameer Abdullah,MIN,26,,12,0,8,41,1,33,4.1,8,1,0,
144,Josh Adams,NYJ,23,,3,0,8,12,1,5,0.6,7,0.9,0,
145,Jay Ajayi,PHI,26,,2,0,8,25,2,7,0.9,18,2.3,5,1.6
146,Tony Brooks-James,PIT,25,,3,0,8,7,,-11,-1.4,18,2.3,2,4
147,Robert Griffin,BAL,29,,4,0,8,14,1,8,1,6,0.8,1,8
148,Alec Ingold,OAK,23,fb,12,4,8,18,7,11,1.4,7,0.9,0,
149,Case Keenum,WAS,31,QB,8,7,8,11,1,11,1.4,0,0,0,
150,Julian Edelman,NWE,33,WR,12,10,7,19,2,16,2.3,3,0.4,0,
151,Myles Gaskin,MIA,22,,4,0,7,30,1,11,1.6,19,2.7,0,
152,Alex Armah,CAR,25,fb,12,1,6,11,1,6,1,5,0.8,0,
153,Brandin Cooks,LAR,26,WR,10,10,6,52,3,45,7.5,7,1.2,0,
154,Chase Daniel,CHI,33,qb,3,1,6,6,2,2,0.3,4,0.7,0,
155,Isaiah McKenzie,BUF,24,wr,11,5,6,19,2,7,1.2,12,2,0,
156,Deebo Samuel,SFO,23,WR,11,7,6,57,2,46,7.7,11,1.8,0,
157,Steven Sims,WAS,22,,12,0,6,82,1,27,4.5,55,9.2,2,3
158,Tim Boyle,GNB,25,,3,0,5,-7,0,-7,-1.4,0,0,0,
159,Tyreek Hill,KAN,25,WR,8,8,5,14,1,9,1.8,5,1,0,
160,Brian Hoyer,IND,34,qb,3,1,5,4,0,-1,-0.2,5,1,0,
161,Christian Kirk,ARI,23,WR,9,9,5,46,2,32,6.4,14,2.8,1,5
162,Zach Line,NOR,29,fb,10,2,5,16,3,7,1.4,9,1.8,0,
163,Cam Newton,CAR,30,qb,2,2,5,-2,0,-2,-0.4,0,0,0,
164,Sterling Shepard,NYG,26,WR,6,6,5,64,3,59,11.8,5,1,0,
165,Derek Watt,LAC,27,fb,12,1,5,6,4,4,0.8,2,0.4,0,
166,Tavon Austin,DAL,29,,10,0,4,44,2,26,6.5,18,4.5,0,
167,Kenjon Barner,ATL,29,,10,0,4,28,1,22,5.5,6,1.5,0,
168,Drew Brees,NOR,40,QB,7,7,4,-1,1,-1,-0.3,0,0,0,
169,Parris Campbell,IND,22,wr,6,2,4,34,1,24,6,10,2.5,1,4
170,Trevor Davis,2TM,26,,11,4,4,73,2,73,18.3,0,0,0,
171,Stefon Diggs,MIN,26,WR,12,12,4,57,3,35,8.8,22,5.5,0,
172,Alex Erickson,CIN,27,wr,12,3,4,28,2,16,4,12,3,0,
173,Nick Foles,JAX,30,qb,4,4,4,23,2,18,4.5,5,1.3,0,
174,Jakeem Grant,MIA,27,wr,10,2,4,5,1,5,1.3,0,0,0,
175,Mecole Hardman,KAN,21,wr,12,4,4,17,1,16,4,1,0.3,0,
176,Damien Harris,NWE,22,,2,0,4,12,,8,2,4,1,0,
177,D'Ernest Johnson,CLE,23,,12,0,4,21,0,18,4.5,3,0.8,0,
178,George Kittle,SFO,26,TE,10,10,4,15,1,14,3.5,1,0.3,0,
179,Tyler Lockett,SEA,27,WR,12,12,4,-5,0,-5,-1.3,0,0,0,
180,D.J. Moore,CAR,22,WR,12,12,4,30,2,21,5.3,9,2.3,0,
181,Matt Moore,KAN,35,qb,5,2,4,0,0,-1,-0.3,1,0.3,0,
182,Jordan Scarlett,CAR,23,,9,0,4,9,,4,1,5,1.3,0,
183,Anthony Sherman,KAN,31,,12,0,4,9,3,9,2.3,0,0,0,
184,Keith Smith,ATL,27,fb,12,4,4,9,4,1,0.3,8,2,0,
185,Tyrod Taylor,LAC,30,,6,0,4,-1,0,-4,-1,3,0.8,0,
186,Dede Westbrook,JAX,26,WR,11,9,4,20,0,13,3.3,7,1.8,0,
187,Albert Wilson,MIA,27,wr,9,2,4,36,1,27,6.8,9,2.3,1,4
188,Odell Beckham,CLE,27,WR,12,12,3,10,1,4,1.3,6,2,1,3
189,Mike Boone,MIN,24,,12,0,3,28,1,22,7.3,6,2,0,
190,Tyler Boyd,CIN,25,WR,12,12,3,16,1,16,5.3,0,0,0,
191,Randall Cobb,DAL,29,wr,11,4,3,11,0,6,2,5,1.7,0,
192,Patrick DiMarco,BUF,30,fb,12,2,3,7,0,1,0.3,6,2,0,
193,Phillip Dorsett,NWE,26,wr,10,4,3,21,1,18,6,3,1,0,
194,Evan Engram,NYG,25,TE,8,6,3,7,0,6,2,1,0.3,0,
195,Noah Fant,DEN,22,TE,12,8,3,-12,0,-12,-4,0,0,0,
196,Taylor Gabriel,CHI,28,WR,9,7,3,20,1,20,6.7,0,0,0,
197,Ted Ginn,NOR,34,WR,12,8,3,18,2,16,5.3,2,0.7,0,
198,C.J. Ham,MIN,26,FB,12,6,3,8,1,1,0.3,7,2.3,0,
199,Andy Isabella,ARI,23,wr,11,1,3,16,0,12,4,4,1.3,0,
200,Diontae Johnson,PIT,23,WR,12,9,3,25,1,3,1,22,7.3,1,3
201,John Kelly,LAR,23,,3,0,3,9,,5,1.7,4,1.3,0,
202,Drew Lock,DEN,23,qb,1,1,3,15,1,15,5,0,0,0,
203,T.J. Logan,TAM,25,,12,0,3,10,0,6,2,4,1.3,0,
204,Nick Mullens,SFO,24,,1,0,3,-3,,-3,-1,0,0,0,
205,Josh Rosen,MIA,22,qb,6,3,3,13,0,13,4.3,0,0,0,
206,Mohamed Sanu,2TM,30,,11,8,3,11,1,6,2,5,1.7,0,
207,Courtland Sutton,DEN,24,WR,12,10,3,17,1,13,4.3,4,1.3,0,
208,Dwayne Washington,NOR,25,,12,0,3,38,1,2,0.7,36,12,2,1.5
209,Dexter Williams,GNB,22,,3,0,3,2,,2,0.7,0,0,0,
210,Zach Zenner,2TM,28,,4,0,3,-2,0,-2,-0.7,0,0,0,
211,Nelson Agholor,PHI,26,WR,11,10,2,7,1,0,0,7,3.5,0,
212,Keenan Allen,LAC,27,WR,12,12,2,21,1,18,9,3,1.5,0,
213,Blake Bortles,LAR,27,,3,0,2,-9,,-9,-4.5,0,0,0,
214,DJ Chark,JAX,23,WR,12,11,2,20,1,16,8,4,2,0,
215,Keke Coutee,HOU,22,wr,7,3,2,14,2,14,7,0,0,0,
216,Dalyn Dawkins,TEN,25,,1,0,2,2,,1,0.5,1,0.5,0,
217,James Develin,NWE,31,fb,2,2,2,3,1,3,1.5,0,0,0,
218,Robert Foster,BUF,25,wr,9,1,2,29,1,27,13.5,2,1,0,
219,Garrett Gilbert,CLE,28,,4,0,2,-2,,-2,-1,0,0,0,
220,Mike Glennon,OAK,30,,2,0,2,0,0,0,0,0,0,0,
221,Buddy Howell,HOU,23,,12,0,2,5,,2,1,3,1.5,0,
222,Julio Jones,ATL,30,WR,11,11,2,-3,0,-4,-2,1,0.5,0,
223,Marvin Jones,DET,29,WR,12,10,2,0,0,-1,-0.5,1,0.5,0,
224,Cooper Kupp,LAR,26,WR,12,11,2,4,0,4,2,0,0,0,
225,Eli Manning,NYG,38,qb,2,2,2,8,1,6,3,2,1,0,
226,Sean Mannion,MIN,27,,1,0,2,-2,,-2,-1,0,0,0,
227,Josh McCown,PHI,40,,3,0,2,-2,0,-2,-1,0,0,0,
228,Colt McCoy,WAS,33,qb,1,1,2,14,1,14,7,0,0,0,
229,D.K. Metcalf,SEA,22,WR,12,11,2,11,0,4,2,7,3.5,2,1
230,Scott Miller,TAM,22,wr,9,1,2,16,1,5,2.5,11,5.5,0,
231,David Moore,SEA,24,wr,10,1,2,6,0,0,0,6,3,1,2
232,Josh Reynolds,LAR,24,wr,12,2,2,-6,0,-6,-3,0,0,0,
233,Calvin Ridley,ATL,25,WR,12,9,2,34,2,30,15,4,2,0,
234,Matt Schaub,ATL,38,qb,5,1,2,-2,0,-2,-1,0,0,0,
235,Jonnu Smith,TEN,24,TE,12,11,2,14,1,-6,-3,20,10,1,2
236,Vyncint Smith,NYJ,23,wr,9,2,2,32,2,25,12.5,7,3.5,0,
237,Diontae Spencer,DEN,27,wr,12,1,2,14,0,10,5,4,2,0,
238,Jarrett Stidham,NWE,23,,3,0,2,-2,0,-2,-1,0,0,0,
239,Adam Thielen,MIN,29,WR,8,8,2,1,1,0,0,1,0.5,1,2
240,Marquez Valdes-Scantling,GNB,25,WR,12,8,2,9,0,6,3,3,1.5,0,
241,Darren Waller,OAK,27,TE,12,12,2,5,0,2,1,3,1.5,0,
242,Sammy Watkins,KAN,26,WR,10,9,2,12,1,10,5,2,1,0,
243,Jamal Agnew,DET,24,,10,0,1,9,1,6,6,3,3,0,
244,Javorius Allen,NYG,28,,6,0,1,4,,2,2,2,2,0,
245,Geronimo Allison,GNB,25,WR,12,6,1,7,0,5,5,2,2,0,
246,Bryan Anger,HOU,31,P,10,0,1,-5,,-5,-5,0,0,0,
247,David Blough,DET,24,qb,1,1,1,1,0,1,1,0,0,0,
248,Devontae Booker,DEN,27,,12,0,1,4,,0,0,4,4,0,
249,A.J. Brown,TEN,22,WR,12,7,1,-2,0,-2,-2,0,0,0,
250,Antonio Brown,NWE,31,,1,0,1,5,1,5,5,0,0,0,
251,John Brown,BUF,29,WR,12,12,1,4,0,2,2,2,2,0,
252,Derek Carrier,OAK,29,te,12,4,1,27,1,27,27,0,0,0,
253,Pharoh Cooper,2TM,24,,9,1,1,2,0,1,1,1,1,0,
254,Jamison Crowder,NYJ,26,WR,12,8,1,4,0,0,0,4,4,1,1
255,Will Dissly,SEA,23,TE,6,6,1,7,0,5,5,2,2,0,
256,Gerald Everett,LAR,25,te,11,2,1,0,0,0,0,0,0,0,
257,Bennie Fowler,NYG,28,wr,8,2,1,20,1,17,17,3,3,0,
258,Russell Gage,ATL,23,wr,12,1,1,-1,0,-1,-1,0,0,1,1
259,Chris Godwin,TAM,23,WR,12,12,1,8,0,0,0,8,8,1,1
260,Marquise Goodwin,SFO,29,WR,9,6,1,15,1,15,15,0,0,0,
261,Josh Gordon,2TM,28,,9,6,1,1,0,1,1,0,0,0,
262,Matt Haack,MIA,25,P,12,0,1,2,1,2,2,0,0,0,
263,Marvin Hall,DET,26,,9,0,1,7,0,4,4,3,3,0,
264,Deonte Harris,NOR,22,,10,0,1,10,1,10,10,0,0,0,
265,Erik Harris,OAK,29,S,12,10,1,4,1,4,4,0,0,0,
266,Johnny Holton,PIT,28,wr,12,2,1,9,1,7,7,2,2,0,
267,Travis Homer,SEA,21,,12,0,1,29,1,29,29,0,0,0,
268,DeAndre Hopkins,HOU,27,WR,12,12,1,6,1,3,3,3,3,0,
269,Adam Humphries,TEN,26,wr,12,3,1,1,0,1,1,0,0,0,
270,Richie James,SFO,24,wr,12,1,1,0,0,-2,-2,2,2,1,1
271,Andy Janovich,DEN,26,fb,7,3,1,1,1,0,0,1,1,0,
272,Alshon Jeffery,PHI,29,WR,9,9,1,2,1,1,1,1,1,0,
273,KeeSean Johnson,ARI,23,wr,10,4,1,3,0,3,3,0,0,0,
274,Colin Jones,CAR,32,,12,0,1,5,1,5,5,0,0,0,
275,Zay Jones,2TM,24,,11,5,1,3,0,3,3,0,0,0,
276,Kyle Juszczyk,SFO,28,fb/rb,8,8,1,6,0,3,3,3,3,0,
277,Brett Kern,TEN,33,P,12,0,1,0,0,0,0,0,0,0,
278,Dawson Knox,BUF,23,TE,12,8,1,9,1,6,6,3,3,0,
279,Jarvis Landry,CLE,27,WR,12,12,1,10,1,9,9,1,1,0,
280,Allen Lazard,GNB,24,wr,12,1,1,21,1,15,15,6,6,1,1
281,Marqise Lee,JAX,28,wr,6,1,1,1,0,1,1,0,0,0,
282,Anthony Levine,BAL,32,,12,0,1,60,1,60,60,0,0,0,
283,Vance McDonald,PIT,29,TE,11,11,1,2,0,0,0,2,2,0,
284,Anthony Miller,CHI,25,wr,12,3,1,-1,0,-1,-1,0,0,0,
285,Alfred Morris,ARI,31,,1,0,1,4,1,2,2,2,2,0,
286,Quenton Nelson,IND,23,G,12,12,1,0,,0,0,0,0,0,
287,Zach Pascal,IND,25,WR,12,10,1,12,1,8,8,4,4,0,
288,Breshad Perriman,TAM,26,wr,10,1,1,13,1,13,13,0,0,0,
289,Kalif Raymond,TEN,25,wr,5,1,1,-5,0,-5,-5,0,0,0,
290,Paul Richardson,WAS,27,WR,10,6,1,0,0,0,0,0,0,0,
291,Andre Roberts,BUF,31,,10,0,1,7,,5,5,2,2,0,
292,Ben Roethlisberger,PIT,37,qb,2,2,1,7,0,7,7,0,0,0,
293,Chester Rogers,IND,25,WR,12,6,1,18,1,18,18,0,0,0,
294,Willie Snead,BAL,27,WR,12,8,1,2,0,2,2,0,0,0,
295,Golden Tate,NYG,31,WR,7,7,1,16,1,12,12,4,4,0,
296,De'Anthony Thomas,2TM,26,,10,0,1,4,1,2,2,2,2,0,
297,Michael Thomas,NOR,26,WR,12,11,1,-9,0,-9,-9,0,0,0,
298,Danny Vitale,GNB,26,fb,12,4,1,3,0,2,2,1,1,0,
299,Trevon Wesco,NYJ,24,te,12,1,1,2,1,-1,-1,3,3,0,
300,Mike Williams,LAC,25,WR,11,11,1,2,0,-1,-1,3,3,0,
301,Jarius Wright,CAR,30,WR,12,6,1,-7,0,-7,-7,0,0,1,1
