Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,1D,YBC,YBC/R,YAC,YAC/R,BrkTkl,Rec/Br,Drop,Drop%
49,Bennie Fowler,NYG,28,,1,0,5,5,40,2,28,5.6,12,2.4,0,,0,0
50,Alshon Jeffery,PHI,29,WR,1,1,7,5,49,4,39,7.8,10,2,0,,0,0
51,KeeSean Johnson,ARI,23,WR,1,1,10,5,46,3,43,8.6,3,0.6,0,,0,0
52,Terry McLaurin,WAS,23,WR,1,1,7,5,125,4,91,18.2,34,6.8,0,,0,0
53,Emmanuel Sanders,DEN,32,WR,1,1,7,5,86,3,54,10.8,32,6.4,0,,0,0
54,Mohamed Sanu,ATL,30,,1,0,6,5,57,2,27,5.4,30,6,0,,0,0
55,Devin Singletary,BUF,22,RB,1,1,6,5,28,0,-1,-0.2,29,5.8,0,,1,16.7
56,Delanie Walker,TEN,35,TE,1,1,6,5,55,5,35,7,20,4,0,,1,16.7
57,Dede Westbrook,JAX,26,WR,1,1,6,5,30,2,14,2.8,16,3.2,0,,0,0
58,James White,NWE,27,,1,0,7,5,56,3,2,0.4,54,10.8,0,,0,0
59,Davante Adams,GNB,27,WR,1,1,8,4,36,3,17,4.3,19,4.8,1,4,0,0
60,Saquon Barkley,NYG,22,RB,1,1,6,4,19,0,3,0.8,16,4,0,,0,0
61,Marquise Brown,BAL,22,WR,1,1,5,4,147,3,56,14,91,22.8,2,2,0,0
62,Damiere Byrd,ARI,26,WR,1,1,7,4,42,3,32,8,10,2.5,0,,0,0
63,DJ Chark,JAX,23,WR,1,1,4,4,146,3,106,26.5,40,10,0,,0,0
64,Randall Cobb,DAL,29,,1,0,5,4,69,4,28,7,41,10.3,1,4,0,0
65,James Conner,PIT,24,RB,1,1,4,4,44,1,3,0.8,41,10.3,1,4,0,0
66,Vernon Davis,WAS,35,TE,1,0,7,4,59,1,5,1.3,54,13.5,2,2,0,0
67,Phillip Dorsett,NWE,26,,1,0,4,4,95,3,73,18.3,22,5.5,0,,0,0
68,Alex Erickson,CIN,27,,1,0,4,4,28,1,25,6.3,3,0.8,0,,0,0
69,Leonard Fournette,JAX,24,RB,1,1,6,4,28,2,-3,-0.8,31,7.8,0,,1,16.7
70,Kenny Golladay,DET,26,WR,1,1,9,4,42,3,30,7.5,12,3,0,,1,11.1
71,Justin Hardy,ATL,28,,1,0,5,4,41,2,23,5.8,18,4.5,0,,0,0
72,Hunter Henry,LAC,25,TE,1,1,5,4,60,3,39,9.8,21,5.3,0,,0,0
73,Tyler Higbee,LAR,26,TE,1,1,5,4,20,2,5,1.3,15,3.8,0,,0,0
74,Nyheim Hines,IND,23,RB,1,1,4,4,4,0,-14,-3.5,18,4.5,1,4,0,0
75,O.J. Howard,TAM,25,,1,1,5,4,32,2,24,6,8,2,0,,1,20
76,Duke Johnson,HOU,26,,1,0,5,4,33,1,4,1,29,7.3,0,,0,0
77,Marvin Jones,DET,29,WR,1,1,4,4,56,3,52,13,4,1,0,,0,0
78,Christian Kirk,ARI,23,WR,1,1,12,4,32,4,20,5,12,3,0,,0,0
79,Jarvis Landry,CLE,27,WR,1,1,7,4,67,2,51,12.8,16,4,0,,0,0
80,Phillip Lindsay,DEN,25,RB,1,1,6,4,23,1,5,1.3,18,4.5,0,,0,0
81,D.K. Metcalf,SEA,22,WR,1,1,6,4,89,3,73,18.3,16,4,0,,0,0
82,David Njoku,CLE,23,TE,1,1,6,4,37,3,18,4.5,19,4.8,0,,2,33.3
83,James O'Shaughnessy,JAX,27,TE,1,1,5,4,32,1,11,2.8,21,5.3,0,,0,0
84,Dare Ogunbowale,TAM,25,,1,0,6,4,33,,14,3.5,19,4.8,1,4,0,0
85,Greg Olsen,CAR,34,TE,1,1,9,4,36,2,20,5,16,4,0,,1,11.1
86,Trey Quinn,WAS,24,WR,1,1,6,4,33,2,21,5.3,12,3,0,,0,0
87,Paul Richardson,WAS,27,WR,1,1,7,4,36,2,32,8,4,1,0,,1,14.3
88,Calvin Ridley,ATL,25,WR,1,1,6,4,64,4,52,13,12,3,1,4,0,0
89,Geoff Swaim,JAX,26,,1,0,4,4,17,,3,0.8,14,3.5,0,,0,0
90,C.J. Uzomah,CIN,26,TE,1,1,5,4,66,3,16,4,50,12.5,0,,0,0
91,Marquez Valdes-Scantling,GNB,25,WR,1,1,6,4,52,2,50,12.5,2,0.5,0,,0,0
92,Robby Anderson,NYJ,26,WR,1,1,7,3,23,,27,9,-4,-1.3,0,,0,0
93,Nick Boyle,BAL,26,TE,1,1,3,3,26,2,12,4,14,4.7,0,,0,0
94,A.J. Brown,TEN,22,WR,1,1,4,3,100,2,44,14.7,56,18.7,2,1.5,0,0
95,Nick Chubb,CLE,24,RB,1,1,4,3,10,1,1,0.3,9,3,1,3,1,25
96,Devonta Freeman,ATL,27,RB,1,1,4,3,12,0,5,1.7,7,2.3,0,,0,0
97,Devin Funchess,IND,25,WR,1,1,5,3,32,2,26,8.7,6,2,0,,1,20
98,Wayne Gallman,NYG,25,,1,0,3,3,24,1,0,0,24,8,0,,0,0
99,Chris Godwin,TAM,23,WR,1,1,6,3,53,3,33,11,20,6.7,0,,0,0
100,Josh Gordon,NWE,28,WR,1,1,4,3,73,2,52,17.3,21,7,2,1.5,0,0
101,Jimmy Graham,GNB,33,,1,0,5,3,30,2,21,7,9,3,0,,0,0
102,Ryan Grant,OAK,29,WR,1,1,4,3,16,1,13,4.3,3,1,0,,0,0
103,Ryan Griffin,NYJ,29,TE,1,1,4,3,10,1,-2,-0.7,12,4,1,3,0,0
104,Derrius Guice,WAS,22,RB,1,1,3,3,20,1,-1,-0.3,21,7,0,,0,0
105,Hayden Hurst,BAL,26,,1,0,3,3,41,2,25,8.3,16,5.3,0,,0,0
106,Blake Jarwin,DAL,25,TE,1,1,3,3,39,1,32,10.7,7,2.3,0,,0,0
107,Diontae Johnson,PIT,23,,1,0,5,3,25,,4,1.3,21,7,0,,1,20
108,Travis Kelce,KAN,30,TE,1,1,8,3,88,2,47,15.7,41,13.7,0,,1,12.5
109,Cody Latimer,NYG,27,WR,1,1,8,3,74,2,59,19.7,15,5,0,,0,0
110,Dion Lewis,TEN,29,,1,0,4,3,6,,-6,-2,12,4,1,3,1,25
111,Donte Moncrief,PIT,26,WR,1,1,10,3,7,,4,1.3,3,1,0,,4,40
112,DeVante Parker,MIA,26,WR,1,1,7,3,75,3,75,25,0,0,0,,0,0
113,Curtis Samuel,CAR,23,WR,1,1,4,3,32,2,-5,-1.7,37,12.3,1,3,0,0
114,Deebo Samuel,SFO,23,WR,1,1,3,3,17,1,10,3.3,7,2.3,1,3,0,0
115,Darren Sproles,PHI,36,RB,1,1,3,3,16,0,-3,-1,19,6.3,0,,0,0
116,Kenny Stills,HOU,27,,1,0,3,3,37,2,25,8.3,12,4,0,,0,0
117,Adam Thielen,MIN,29,WR,1,1,3,3,43,2,25,8.3,18,6,1,3,0,0
118,Preston Williams,MIA,22,WR,1,1,5,3,24,2,24,8,0,0,2,1.5,0,0
119,Damion Willis,CIN,22,WR,1,1,5,3,30,2,26,8.7,4,1.3,0,,1,20
120,Jason Witten,DAL,37,TE,1,1,4,3,15,1,-1,-0.3,16,5.3,0,,0,0
121,Nelson Agholor,PHI,26,WR,1,1,5,2,11,,1,0.5,10,5,0,,0,0
122,Peyton Barber,TAM,25,RB,1,1,4,2,12,0,3,1.5,9,4.5,0,,1,25
123,Travis Benjamin,LAC,30,WR,1,1,3,2,12,1,-3,-1.5,15,7.5,0,,0,0
124,Giovani Bernard,CIN,28,,1,0,3,2,42,1,-4,-2,46,23,1,2,0,0
125,Cameron Brate,TAM,28,TE,1,0,2,2,8,,2,1,6,3,0,,0,0
126,Deon Cain,IND,23,,1,0,2,2,35,2,32,16,3,1.5,0,,0,0
127,Tevin Coleman,SFO,26,RB,1,1,3,2,33,1,1,0.5,32,16,0,,0,0
128,Dalvin Cook,MIN,24,RB,1,1,2,2,9,0,2,1,7,3.5,0,,0,0
129,Jared Cook,NOR,32,,1,0,3,2,37,2,22,11,15,7.5,0,,0,0
130,Brandin Cooks,LAR,26,WR,1,1,6,2,39,2,27,13.5,12,6,0,,0,0
131,Stefon Diggs,MIN,26,WR,1,1,2,2,37,1,29,14.5,8,4,0,,0,0
132,Patrick DiMarco,BUF,30,FB,1,1,2,2,9,,8,4,1,0.5,0,,0,0
133,Kenyan Drake,MIA,25,,1,0,3,2,15,1,4,2,11,5.5,0,,0,0
134,Mike Evans,TAM,26,WR,1,1,5,2,28,2,27,13.5,1,0.5,0,,0,0
135,Noah Fant,DEN,22,TE,1,1,4,2,29,1,20,10,9,4.5,0,,0,0
136,Will Fuller,HOU,25,WR,1,1,3,2,69,2,65,32.5,4,2,0,,0,0
137,Taylor Gabriel,CHI,28,,1,0,5,2,24,1,13,6.5,11,5.5,0,,0,0
138,Mike Gesicki,MIA,24,,1,0,6,2,31,1,17,8.5,14,7,0,,0,0
139,Dallas Goedert,PHI,24,,1,0,3,2,16,,6,3,10,5,0,,1,33.3
140,DaeSean Hamilton,DEN,24,,1,0,4,2,5,1,3,1.5,2,1,0,,1,25
141,Kelvin Harmon,WAS,23,,1,0,2,2,31,2,26,13,5,2.5,0,,0,0
142,Rashard Higgins,CLE,25,WR,1,1,3,2,46,2,37,18.5,9,4.5,0,,0,0
143,Tyreek Hill,KAN,25,WR,1,1,2,2,16,1,16,8,0,0,0,,0,0
144,Jordan Howard,PHI,25,,1,0,3,2,11,0,3,1.5,8,4,0,,0,0
145,D'Ernest Johnson,CLE,23,,1,0,2,2,23,,8,4,15,7.5,1,2,0,0
146,Kerryon Johnson,DET,22,RB,1,1,2,2,13,1,4,2,9,4.5,0,,0,0
147,Zay Jones,BUF,24,,1,0,4,2,18,1,17,8.5,1,0.5,0,,0,0
148,Marcedes Lewis,GNB,35,TE,1,1,3,2,14,,6,3,8,4,0,,0,0
149,Vance McDonald,PIT,29,TE,1,1,4,2,40,2,20,10,20,10,0,,1,25
150,J.D. McKissic,DET,26,,1,0,2,2,24,,1,0.5,23,11.5,0,,0,0
151,Joe Mixon,CIN,23,RB,1,1,3,2,7,,-4,-2,11,5.5,0,,0,0
152,Foster Moreau,OAK,22,,1,0,2,2,20,,7,3.5,13,6.5,1,2,0,0
153,Latavius Murray,NOR,29,,1,0,3,2,4,0,-9,-4.5,13,6.5,1,2,0,0
154,Breshad Perriman,TAM,26,,1,0,5,2,10,2,10,5,0,0,0,,1,20
155,Damion Ratley,CLE,24,,1,0,2,2,17,1,16,8,1,0.5,0,,0,0
156,Hunter Renfrow,OAK,24,,1,0,3,2,13,1,8,4,5,2.5,0,,0,0
157,Tre'Quan Smith,NOR,23,WR,1,1,2,2,26,2,26,13,0,0,0,,0,0
158,Willie Snead,BAL,27,,1,0,3,2,41,2,40,20,1,0.5,0,,1,33.3
159,Tommy Sweeney,BUF,24,,1,0,2,2,35,1,24,12,11,5.5,0,,0,0
160,Nick Vannett,SEA,26,,1,0,2,2,16,,13,6.5,3,1.5,0,,0,0
161,James Washington,PIT,23,WR,1,1,6,2,51,2,42,21,9,4.5,0,,0,0
162,Jamaal Williams,GNB,24,,1,0,2,2,15,1,-6,-3,21,10.5,1,2,0,0
163,Mike Williams,LAC,25,WR,1,1,3,2,29,1,25,12.5,4,2,0,,0,0
164,Albert Wilson,MIA,27,,1,0,4,2,13,1,5,2.5,8,4,0,,1,25
165,Jordan Akins,HOU,27,,1,0,2,1,17,1,4,4,13,13,1,1,0,0
166,Mo Alie-Cox,IND,26,,1,0,1,1,3,,3,3,0,0,0,,0,0
167,Tavon Austin,DAL,29,,1,0,1,1,8,1,6,6,2,2,0,,0,0
168,Kalen Ballage,MIA,24,RB,1,1,1,1,13,1,-5,-5,18,18,0,,0,0
169,Nick Bawden,DET,23,,1,0,1,1,0,,-1,-1,1,1,0,,0,0
170,Chad Beebe,MIN,25,,1,0,1,1,9,1,0,0,9,9,0,,0,0
171,Blake Bell,KAN,28,,1,0,1,1,7,,7,7,0,0,0,,0,0
172,Josh Bellamy,NYJ,30,,1,0,1,1,15,1,11,11,4,4,0,,0,0
173,Kendrick Bourne,SFO,24,,1,0,3,1,9,,6,6,3,3,0,,0,0
174,Miles Boykin,BAL,23,WR,1,1,1,1,5,1,0,0,5,5,0,,0,0
175,Parris Campbell,IND,22,,1,0,1,1,1,,-4,-4,5,5,0,,0,0
176,DeAndre Carter,HOU,26,WR,1,1,1,1,-1,,-4,-4,3,3,0,,0,0
177,Charles Clay,ARI,30,,1,0,1,1,5,,5,5,0,0,0,,0,0
178,Trevor Davis,GNB,26,,1,0,1,1,28,1,18,18,10,10,0,,0,0
179,Will Dissly,SEA,23,TE,1,1,2,1,12,1,9,9,3,3,0,,0,0
180,Jack Doyle,IND,29,TE,1,1,2,1,20,1,7,7,13,13,0,,1,50
181,Eric Ebron,IND,26,TE,1,0,3,1,8,1,8,8,0,0,0,,1,33.3
182,Ezekiel Elliott,DAL,24,RB,1,1,2,1,10,1,-4,-4,14,14,0,,1,50
183,Rhett Ellison,NYG,31,TE,1,1,2,1,8,,2,2,6,6,0,,0,0
184,Quincy Enunwa,NYJ,27,WR,1,1,3,1,-4,,0,0,-4,-4,0,,0,0
185,Gerald Everett,LAR,25,,1,0,1,1,7,1,0,0,7,7,0,,0,0
186,Royce Freeman,DEN,23,,1,0,1,1,5,0,5,5,0,0,0,,0,0
187,Russell Gage,ATL,23,,1,0,2,1,13,1,13,13,0,0,0,,0,0
188,Marquise Goodwin,SFO,29,WR,1,1,3,1,7,,5,5,2,2,0,,0,0
189,Jakeem Grant,MIA,27,,1,0,3,1,-3,,-3,-3,0,0,0,,0,0
190,Virgil Green,LAC,31,,1,0,1,1,4,1,1,1,3,3,0,,0,0
191,Todd Gurley,LAR,25,RB,1,1,1,1,4,1,4,4,0,0,0,,0,0
192,Dwayne Harris,OAK,32,,1,0,1,1,7,,0,0,7,7,0,,0,0
193,Derrick Henry,TEN,25,RB,1,1,2,1,75,1,-5,-5,80,80,0,,0,0
194,Josh Hill,NOR,29,TE,1,1,1,1,-2,,-4,-4,2,2,0,,0,0
195,Taysom Hill,NOR,29,,1,0,2,1,9,1,9,9,0,0,0,,1,50
196,Dontrell Hilliard,CLE,24,,1,0,2,1,14,1,4,4,10,10,0,,0,0
197,Adam Humphries,TEN,26,,1,0,1,1,5,1,5,5,0,0,0,,0,0
198,Allen Hurns,MIA,28,,1,0,3,1,22,1,22,22,0,0,0,,0,0
199,Carlos Hyde,HOU,29,RB,1,1,1,1,2,0,-2,-2,4,4,1,1,0,0
200,Dontrelle Inman,LAC,30,,1,0,1,1,5,,4,4,1,1,0,,0,0
201,Ryan Izzo,NWE,24,TE,1,1,2,1,3,,2,2,1,1,0,,0,0
202,Justin Jackson,LAC,24,,1,0,3,1,4,0,-5,-5,9,9,0,,0,0
203,Josh Jacobs,OAK,21,RB,1,1,1,1,28,1,4,4,24,24,2,0.5,0,0
204,Jesse James,DET,25,TE,1,1,1,1,15,1,6,6,9,9,0,,0,0
205,Richie James,SFO,24,,1,0,2,1,39,1,27,27,12,12,0,,0,0
206,Aaron Jones,GNB,25,RB,1,1,1,1,0,0,-1,-1,1,1,0,,0,0
207,Ronald Jones,TAM,22,,1,0,1,1,18,1,-1,-1,19,19,1,1,0,0
208,Dawson Knox,BUF,23,,1,0,2,1,1,,1,1,0,0,0,,1,50
209,Tyler Lockett,SEA,27,WR,1,1,2,1,44,1,38,38,6,6,0,,1,50
210,LeSean McCoy,KAN,31,,1,0,1,1,12,1,4,4,8,8,0,,0,0
211,Jakobi Meyers,NWE,23,,1,0,1,1,22,1,17,17,5,5,1,1,0,0
212,David Montgomery,CHI,22,RB,1,1,1,1,27,1,20,20,7,7,0,,0,0
213,Raheem Mostert,SFO,27,,1,0,1,1,0,0,0,0,0,0,0,,0,0
214,Cordarrelle Patterson,CHI,28,,1,0,3,1,3,,-2,-2,5,5,0,,0,0
215,Dante Pettis,SFO,24,,1,0,1,1,7,,6,6,1,1,0,,0,0
216,Patrick Ricard,BAL,25,FB,1,1,1,1,1,1,1,1,0,0,0,,0,0
217,Seth Roberts,BAL,28,,1,0,1,1,10,,5,5,5,5,0,,0,0
218,Demarcus Robinson,KAN,25,WR,1,1,2,1,0,,0,0,0,0,0,,0,0
219,Jaylen Samuels,PIT,23,,1,0,2,1,2,,-1,-1,3,3,0,,1,50
220,Miles Sanders,PHI,22,,1,0,2,1,2,0,1,1,1,1,0,,0,0
221,Adam Shaheen,CHI,25,TE,1,1,2,1,6,,5,5,1,1,0,,0,0
222,Anthony Sherman,KAN,31,,1,0,1,1,15,1,-4,-4,19,19,0,,0,0
223,Ito Smith,ATL,24,,1,0,1,1,9,0,1,1,8,8,1,1,0,0
224,Jonnu Smith,TEN,24,TE,1,1,1,1,7,0,2,2,5,5,0,,0,0
225,Jeremy Sprinkle,WAS,25,,1,1,1,1,8,1,1,1,7,7,0,,0,0
226,Darwin Thompson,KAN,23,,1,0,1,1,3,,0,0,3,3,0,,0,0
227,Robert Tonyan,GNB,25,,1,0,1,1,28,1,19,19,9,9,0,,0,0
228,Maxx Williams,ARI,25,,1,0,1,1,15,1,4,4,11,11,0,,0,0
229,Jarius Wright,CAR,30,,1,0,1,1,14,1,10,10,4,4,0,,0,0
