,,,,,Games,,Rushing,,,,,,,,
52,Bo Scarbrough,DET,23,rb,4,4,72,301,13,138,1.9,163,2.3,4,18
53,Tony Pollard,DAL,22,,13,0,70,395,18,119,1.7,276,3.9,9,7.8
54,DeAndre Washington,OAK,26,rb,14,1,68,225,15,93,1.4,132,1.9,3,22.7
55,Brian Hill,ATL,24,rb,10,2,66,236,14,108,1.6,128,1.9,3,22
56,Rashaad Penny,SEA,23,,10,0,65,370,16,182,2.8,188,2.9,5,13
57,Russell Wilson*,SEA,31,QB,14,14,65,311,16,262,4,49,0.8,1,65
58,Jaylen Samuels,PIT,23,rb,12,4,63,168,9,47,0.7,121,1.9,3,21
59,James White,NWE,27,rb,13,1,62,254,14,153,2.5,101,1.6,3,20.7
60,Malcolm Brown,LAR,26,rb,12,1,59,230,14,97,1.6,133,2.3,10,5.9
61,Chase Edmonds,ARI,23,rb,11,2,59,304,12,182,3.1,122,2.1,4,14.8
62,Tarik Cohen,CHI,24,RB,14,10,58,185,13,109,1.9,76,1.3,5,11.6
63,Ty Johnson,DET,22,rb,14,1,57,188,7,78,1.4,110,1.9,3,19
64,Gardner Minshew,JAX,23,QB,12,10,55,301,16,211,3.8,90,1.6,2,27.5
65,Jameis Winston,TAM,25,QB,14,14,55,229,17,176,3.2,53,1,2,27.5
66,Rex Burkhead,NWE,29,rb,11,1,54,234,13,118,2.2,116,2.1,3,18
67,Mark Walton,MIA,22,rb,7,4,53,201,11,88,1.7,113,2.1,1,53
68,Carson Wentz,PHI,27,QB,14,14,53,206,19,143,2.7,63,1.2,2,26.5
69,Bilal Powell,NYJ,31,rb,11,1,51,199,11,70,1.4,129,2.5,4,12.8
70,Jacoby Brissett,IND,27,QB,13,13,49,174,16,142,2.9,32,0.7,1,49
71,Jonathan Williams,IND,25,rb,7,1,49,235,13,101,2.1,134,2.7,7,7
72,Giovani Bernard,CIN,28,rb,14,2,48,163,9,65,1.4,98,2,6,8
73,Dak Prescott,DAL,26,QB,14,14,48,235,18,151,3.1,84,1.8,5,9.6
74,Justice Hill,BAL,22,,14,0,45,167,7,93,2.1,74,1.6,0,
75,Ryan Fitzpatrick,MIA,37,QB,13,11,44,219,14,171,3.9,48,1.1,3,14.7
76,Nyheim Hines,IND,23,rb,14,2,44,161,12,93,2.1,68,1.5,2,22
77,Patrick Laird,MIA,24,rb,13,2,43,130,7,59,1.4,71,1.7,4,10.8
78,Derrius Guice,WAS,22,rb,5,1,42,245,9,49,1.2,196,4.7,3,14
79,Jordan Wilkins,IND,25,rb,13,1,42,223,7,93,2.2,130,3.1,3,14
80,Aaron Rodgers*,GNB,36,QB,14,14,41,185,9,157,3.8,28,0.7,0,
81,Darrel Williams,KAN,24,,12,0,41,141,12,81,2,60,1.5,1,41
82,Jimmy Garoppolo,SFO,28,QB,14,14,40,53,11,36,0.9,17,0.4,1,40
83,Mitchell Trubisky,CHI,25,QB,13,13,40,172,11,122,3.1,50,1.3,4,10
84,Daniel Jones,NYG,22,QB,11,10,39,241,19,203,5.2,38,1,2,19.5
85,Boston Scott,PHI,24,rb,9,2,39,179,12,113,2.9,66,1.7,2,19.5
86,Kareem Hunt,CLE,24,rb,6,2,38,167,8,61,1.6,106,2.8,3,12.7
87,Dion Lewis,TEN,29,,14,0,38,134,5,46,1.2,88,2.3,5,7.6
88,J.D. McKissic,DET,26,rb,14,3,38,205,8,109,2.9,96,2.5,3,12.7
89,Darrell Henderson,LAR,22,,12,0,37,140,10,81,2.2,59,1.6,7,5.3
90,Ryan Tannehill,TEN,31,QB,10,8,37,157,13,128,3.5,29,0.8,1,37
91,Patrick Mahomes*,KAN,24,QB,12,12,34,183,12,161,4.7,22,0.6,0,
92,Kirk Cousins,MIN,31,QB,14,14,31,63,8,51,1.6,12,0.4,0,
93,Jalen Richard,OAK,26,,14,0,31,114,9,63,2,51,1.6,0,
94,Kyle Allen,CAR,23,QB,12,12,30,101,9,79,2.6,22,0.7,2,15
95,Jon Hilliman,NYG,24,rb,3,1,30,91,6,42,1.4,49,1.6,0,
96,Ty Montgomery,NYJ,26,rb,14,2,30,96,1,58,1.9,38,1.3,0,
97,Wayne Gallman,NYG,25,rb,10,2,29,110,6,72,2.5,38,1.3,0,
98,Justin Jackson,LAC,24,,6,0,28,189,8,90,3.2,99,3.5,4,7
99,Matt Ryan,ATL,34,QB,13,13,28,141,9,127,4.5,14,0.5,0,
100,Darwin Thompson,KAN,23,,10,0,28,97,6,42,1.5,55,2,1,28
101,Jared Goff,LAR,25,QB,14,14,27,24,3,20,0.7,4,0.1,0,
102,Jeff Wilson,SFO,24,,10,0,27,105,9,66,2.4,39,1.4,0,
103,Sam Darnold,NYJ,22,QB,11,11,26,61,5,57,2.2,4,0.2,0,
104,Chris Thompson,WAS,29,,9,0,26,93,3,64,2.5,29,1.1,1,26
105,Teddy Bridgewater,NOR,27,qb,8,5,25,34,4,16,0.6,18,0.7,0,
106,Derek Carr,OAK,28,QB,14,14,25,79,6,78,3.1,1,0,0,
107,Ryquell Armstead,JAX,23,,14,0,24,73,2,6,0.3,67,2.8,2,12
108,Andy Dalton,CIN,32,QB,11,11,24,63,9,35,1.5,28,1.2,1,24
109,Marcus Mariota,TEN,26,qb,6,6,24,129,5,98,4.1,31,1.3,1,24
110,Taysom Hill,NOR,29,qb,14,3,23,141,9,94,4.1,47,2,1,23
111,Tom Brady,NWE,42,QB,14,14,22,30,7,26,1.2,4,0.2,0,
112,Jeff Driskel,DET,26,qb,3,3,22,151,10,125,5.7,26,1.2,1,22
113,Trey Edmunds,PIT,25,,9,0,22,92,2,53,2.4,39,1.8,0,
114,Baker Mayfield,CLE,24,QB,14,14,22,108,13,86,3.9,22,1,1,22
115,Ito Smith,ATL,24,,7,0,22,106,10,68,3.1,38,1.7,2,11
116,Mike Boone,MIN,24,,14,0,21,97,4,49,2.3,48,2.3,1,21
117,Myles Gaskin,MIA,22,,6,0,20,78,3,7,0.4,71,3.6,0,
118,Dwayne Haskins,WAS,22,qb,8,6,20,101,7,72,3.6,29,1.5,0,
119,Matthew Stafford,DET,31,QB,8,8,20,66,5,54,2.7,12,0.6,1,20
120,Devlin Hodges,PIT,23,qb,6,4,19,69,5,65,3.4,4,0.2,0,
121,C.J. Prosise,SEA,25,,8,0,19,58,4,29,1.5,29,1.5,1,19
122,Mason Rudolph,PIT,24,QB,9,8,19,42,6,26,1.4,16,0.8,1,19
123,Wendell Smallwood,WAS,25,,13,0,19,76,4,47,2.5,29,1.5,0,
124,Tra Carson,2TM,27,,3,1,18,48,3,19,1.1,29,1.6,0,
125,Qadree Ollison,ATL,23,,6,0,17,38,4,22,1.3,16,0.9,0,
126,Curtis Samuel,CAR,23,WR,14,13,17,126,7,102,6,24,1.4,1,17
127,Darren Sproles,PHI,36,rb,6,1,17,66,3,40,2.4,26,1.5,0,
128,C.J. Anderson,DET,28,,2,0,16,43,1,5,0.3,38,2.4,1,16
129,Brandon Bolden,NWE,29,rb,13,2,15,68,5,46,3.1,22,1.5,2,7.5
130,Elijhaa Penny,NYG,26,rb,14,1,15,39,2,16,1.1,23,1.5,1,15
131,Kerrith Whyte,PIT,23,,4,0,15,99,4,38,2.5,61,4.1,1,15
132,Cordarrelle Patterson*,CHI,28,wr,14,4,14,73,2,69,4.9,4,0.3,2,7
133,Robert Woods,LAR,27,WR,13,13,14,100,5,71,5.1,29,2.1,3,4.7
134,Ameer Abdullah,MIN,26,,14,0,13,66,2,47,3.6,19,1.5,0,
135,Dontrell Hilliard,CLE,24,,13,0,13,49,3,36,2.8,13,1,0,
136,Reggie Bonnafon,CAR,23,,14,0,12,101,2,83,6.9,18,1.5,1,12
137,Joe Flacco,DEN,34,QB,8,8,12,20,4,16,1.3,4,0.3,0,
138,Robert Griffin,BAL,29,,6,0,12,20,1,8,0.7,12,1,1,12
139,Paul Perkins,DET,25,,4,0,12,29,3,13,1.1,16,1.3,1,12
140,Spencer Ware,KAN,28,,2,0,12,37,3,18,1.5,19,1.6,0,
141,Mike Davis,2TM,26,,10,1,11,25,0,16,1.5,9,0.8,0,
142,Philip Rivers,LAC,38,QB,14,14,11,24,2,24,2.2,0,0,0,
143,Jay Ajayi,PHI,26,,3,0,10,30,3,9,0.9,21,2.1,5,2
144,Brandon Allen,DEN,27,qb,3,3,10,39,4,32,3.2,7,0.7,0,
145,Ryan Finley,CIN,25,qb,3,3,10,77,4,73,7.3,4,0.4,0,
146,Wes Hills,DET,24,rb,1,1,10,21,3,9,0.9,12,1.2,0,
147,Dare Ogunbowale,TAM,25,,14,0,10,13,3,5,0.5,8,0.8,1,10
148,Troymaine Pope,LAC,26,,12,0,10,20,0,11,1.1,9,0.9,0,
149,T.J. Yeldon,BUF,26,,5,0,10,45,2,13,1.3,32,3.2,0,
150,Javorius Allen,NYG,28,,8,0,9,32,2,-5,-0.6,37,4.1,0,
151,Alec Ingold,OAK,23,fb,14,4,9,17,7,9,1,8,0.9,0,
152,Deebo Samuel,SFO,23,WR,13,9,9,98,3,78,8.7,20,2.2,1,9
153,Josh Adams,NYJ,23,,3,0,8,12,1,5,0.6,7,0.9,0,
154,Tony Brooks-James,PIT,25,,3,0,8,7,,-11,-1.4,18,2.3,2,4
155,Julian Edelman,NWE,33,WR,14,12,8,27,2,21,2.6,6,0.8,0,
156,Tyreek Hill*,KAN,25,WR,10,10,8,23,1,9,1.1,14,1.8,0,
157,Case Keenum,WAS,31,QB,8,7,8,11,1,11,1.4,0,0,0,
158,Drew Lock,DEN,23,qb,3,3,8,33,4,31,3.9,2,0.3,1,8
159,Tyrod Taylor,LAC,30,,7,0,8,9,1,5,0.6,4,0.5,0,
160,Christian Kirk,ARI,23,WR,11,11,7,78,3,62,8.9,16,2.3,1,7
161,Zach Line,NOR,29,fb,11,2,7,20,5,10,1.4,10,1.4,0,
162,Derek Watt,LAC,27,fb,14,2,7,10,6,5,0.7,5,0.7,0,
163,Alex Armah,CAR,25,fb,14,1,6,11,1,6,1,5,0.8,0,
164,Tavon Austin,DAL,29,,12,0,6,47,2,28,4.7,19,3.2,0,
165,David Blough,DET,24,qb,3,3,6,20,0,17,2.8,3,0.5,0,
166,Brandin Cooks,LAR,26,WR,12,12,6,52,3,45,7.5,7,1.2,0,
167,Chase Daniel,CHI,33,qb,3,1,6,6,2,2,0.3,4,0.7,0,
168,Isaiah McKenzie,BUF,24,wr,13,6,6,19,2,7,1.2,12,2,0,
169,D.J. Moore,CAR,22,WR,14,14,6,40,3,29,4.8,11,1.8,0,
170,Sterling Shepard,NYG,26,WR,8,8,6,72,3,67,11.2,5,0.8,0,
171,Steven Sims,WAS,22,wr,14,1,6,82,1,27,4.5,55,9.2,2,3
172,Dwayne Washington,NOR,25,,14,0,6,58,2,9,1.5,49,8.2,2,3
173,Tim Boyle,GNB,25,,3,0,5,-7,0,-7,-1.4,0,0,0,
174,Drew Brees*,NOR,40,QB,9,9,5,0,2,0,0,0,0,0,
175,Stefon Diggs,MIN,26,WR,14,14,5,61,3,37,7.4,24,4.8,0,
176,C.J. Ham,MIN,26,fb,14,6,5,13,1,0,0,13,2.6,1,5
177,Brian Hoyer,IND,34,qb,3,1,5,4,0,-1,-0.2,5,1,0,
178,Sean Mannion,MIN,27,,2,0,5,-5,,-5,-1,0,0,0,
179,Cam Newton,CAR,30,qb,2,2,5,-2,0,-2,-0.4,0,0,0,
180,Josh Reynolds,LAR,24,wr,14,2,5,23,2,22,4.4,1,0.2,0,
181,Dede Westbrook,JAX,26,WR,13,10,5,27,0,13,2.6,14,2.8,0,
182,Kenjon Barner,ATL,29,,12,0,4,28,1,22,5.5,6,1.5,0,
183,Tyler Boyd,CIN,25,WR,14,13,4,23,1,20,5,3,0.8,0,
184,Parris Campbell,IND,22,wr,7,3,4,34,1,24,6,10,2.5,1,4
185,Trevor Davis,3TM,26,,12,4,4,73,2,73,18.3,0,0,0,
186,Alex Erickson,CIN,27,wr,14,4,4,28,2,16,4,12,3,0,
187,Nick Foles,JAX,30,qb,4,4,4,23,2,18,4.5,5,1.3,0,
188,Jakeem Grant,MIA,27,wr,10,2,4,5,1,5,1.3,0,0,0,
189,Ryan Griffin,TAM,30,,2,0,4,-1,0,-1,-0.3,0,0,0,
190,Mecole Hardman*,KAN,21,wr,14,4,4,17,1,16,4,1,0.3,0,
191,Damien Harris,NWE,22,,2,0,4,12,,8,2,4,1,0,
192,Andy Isabella,ARI,23,wr,13,1,4,15,0,11,2.8,4,1,0,
193,D'Ernest Johnson,CLE,23,,14,0,4,21,0,18,4.5,3,0.8,0,
194,Diontae Johnson,PIT,23,WR,14,10,4,41,2,18,4.5,23,5.8,1,4
195,George Kittle*,SFO,26,TE,12,12,4,15,1,14,3.5,1,0.3,0,
196,Tyler Lockett,SEA,27,WR,14,14,4,-5,0,-5,-1.3,0,0,0,
197,Eli Manning,NYG,38,qb,4,4,4,7,1,5,1.3,2,0.5,0,
198,Matt Moore,KAN,35,qb,5,2,4,0,0,-1,-0.3,1,0.3,0,
199,Jordan Scarlett,CAR,23,,9,0,4,9,,4,1,5,1.3,0,
200,Anthony Sherman,KAN,31,,14,0,4,9,3,9,2.3,0,0,0,
201,Keith Smith,ATL,27,fb,14,5,4,9,4,1,0.3,8,2,0,
202,Albert Wilson,MIA,27,wr,11,3,4,36,1,27,6.8,9,2.3,1,4
203,Odell Beckham,CLE,27,WR,14,14,3,10,1,4,1.3,6,2,1,3
204,Randall Cobb,DAL,29,wr,13,5,3,11,0,6,2,5,1.7,0,
205,Patrick DiMarco,BUF,30,fb,14,3,3,7,0,1,0.3,6,2,0,
206,Phillip Dorsett,NWE,26,wr,12,4,3,21,1,18,6,3,1,0,
207,Evan Engram,NYG,25,te,8,6,3,7,0,6,2,1,0.3,0,
208,Noah Fant,DEN,22,TE,14,10,3,-12,0,-12,-4,0,0,0,
209,Josh Ferguson,WAS,26,,1,0,3,9,1,9,3,0,0,0,
210,Taylor Gabriel,CHI,28,WR,9,7,3,20,1,20,6.7,0,0,0,
211,Garrett Gilbert,CLE,28,,5,0,3,-3,,-3,-1,0,0,0,
212,Ted Ginn,NOR,34,WR,14,9,3,18,2,16,5.3,2,0.7,0,
213,Travis Homer,SEA,21,,14,0,3,36,2,33,11,3,1,0,
214,Kyle Juszczyk*,SFO,28,fb/rb,10,10,3,7,1,2,0.7,5,1.7,0,
215,John Kelly,LAR,23,,3,0,3,9,,5,1.7,4,1.3,0,
216,T.J. Logan,TAM,25,,12,0,3,10,0,6,2,4,1.3,0,
217,Nick Mullens,SFO,24,,1,0,3,-3,,-3,-1,0,0,0,
218,Josh Rosen,MIA,22,qb,6,3,3,13,0,13,4.3,0,0,0,
219,Mohamed Sanu,2TM,30,,13,10,3,11,1,6,2,5,1.7,0,
220,Matt Schaub,ATL,38,qb,6,1,3,-3,0,-3,-1,0,0,0,
221,Jonnu Smith,TEN,24,TE,14,13,3,71,2,-6,-2,77,25.7,1,3
222,Courtland Sutton,DEN,24,WR,14,12,3,17,1,13,4.3,4,1.3,0,
223,Adam Thielen,MIN,29,WR,9,9,3,4,1,0,0,4,1.3,1,3
224,Dexter Williams,GNB,22,,3,0,3,2,,2,0.7,0,0,0,
225,Zach Zenner,3TM,28,,5,0,3,-2,0,-2,-0.7,0,0,0,
226,Nelson Agholor,PHI,26,WR,11,10,2,7,1,0,0,7,3.5,0,
227,Keenan Allen*,LAC,27,WR,14,14,2,21,1,18,9,3,1.5,0,
228,Devontae Booker,DEN,27,,14,0,2,9,0,0,0,9,4.5,1,2
229,Blake Bortles,LAR,27,,3,0,2,-9,,-9,-4.5,0,0,0,
230,A.J. Brown,TEN,22,WR,14,9,2,11,1,8,4,3,1.5,0,
231,DJ Chark,JAX,23,WR,13,12,2,20,1,16,8,4,2,0,
232,Keke Coutee,HOU,22,wr,8,4,2,14,2,14,7,0,0,0,
233,Dalyn Dawkins,TEN,25,,1,0,2,2,,1,0.5,1,0.5,0,
234,James Develin,NWE,31,fb,2,2,2,3,1,3,1.5,0,0,0,
235,Robert Foster,BUF,25,wr,11,1,2,29,1,27,13.5,2,1,0,
236,Russell Gage,ATL,23,wr,14,2,2,5,0,0,0,5,2.5,1,2
237,Mike Glennon,OAK,30,,2,0,2,0,0,0,0,0,0,0,
238,Deonte Harris*,NOR,22,,12,0,2,18,2,18,9,0,0,0,
239,N'Keal Harry,NWE,22,wr,5,3,2,22,2,12,6,10,5,0,
240,DeAndre Hopkins*,HOU,27,WR,14,14,2,18,2,15,7.5,3,1.5,0,
241,Buddy Howell,HOU,23,,14,0,2,5,,2,1,3,1.5,0,
242,Richie James,SFO,24,wr,14,1,2,-1,0,-3,-1.5,2,1,1,2
243,Julio Jones*,ATL,30,WR,13,13,2,-3,0,-4,-2,1,0.5,0,
244,Marvin Jones,DET,29,WR,13,11,2,0,0,-1,-0.5,1,0.5,0,
245,Cooper Kupp,LAR,26,WR,14,12,2,4,0,4,2,0,0,0,
246,Josh McCown,PHI,40,,3,0,2,-2,0,-2,-1,0,0,0,
247,Colt McCoy,WAS,33,qb,1,1,2,14,1,14,7,0,0,0,
248,D.K. Metcalf,SEA,22,WR,14,13,2,11,0,4,2,7,3.5,2,1
249,Scott Miller,TAM,22,wr,10,2,2,16,1,5,2.5,11,5.5,0,
250,David Moore,SEA,24,wr,12,1,2,6,0,0,0,6,3,1,2
251,Breshad Perriman,TAM,26,wr,12,2,2,16,1,15,7.5,1,0.5,0,
252,Calvin Ridley,ATL,25,WR,13,10,2,34,2,30,15,4,2,0,
253,Vyncint Smith,NYJ,23,wr,11,2,2,32,2,25,12.5,7,3.5,0,
254,Diontae Spencer,DEN,27,wr,14,1,2,14,0,10,5,4,2,0,
255,Jarrett Stidham,NWE,23,,3,0,2,-2,0,-2,-1,0,0,0,
256,Marquez Valdes-Scantling,GNB,25,WR,14,9,2,9,0,6,3,3,1.5,0,
257,Darren Waller,OAK,27,TE,14,14,2,5,0,2,1,3,1.5,0,
258,Sammy Watkins,KAN,26,WR,12,11,2,12,1,10,5,2,1,0,
259,Jamal Agnew,DET,24,,11,0,1,9,1,6,6,3,3,0,
260,Geronimo Allison,GNB,25,wr,14,6,1,7,0,5,5,2,2,0,
261,Robby Anderson,NYJ,26,WR,14,13,1,4,0,4,4,0,0,0,
262,Bryan Anger,HOU,31,P,12,0,1,-5,,-5,-5,0,0,0,
263,Jordan Berry,PIT,28,P,14,0,1,-8,,-8,-8,0,0,0,
264,Antonio Brown,NWE,31,,1,0,1,5,1,5,5,0,0,0,
265,John Brown,BUF,29,WR,14,14,1,4,0,2,2,2,2,0,
266,Derek Carrier,OAK,29,te,14,4,1,27,1,27,27,0,0,0,
267,Pharoh Cooper,2TM,24,,11,1,1,2,0,1,1,1,1,0,
268,Jamison Crowder,NYJ,26,WR,14,10,1,4,0,0,0,4,4,1,1
269,Will Dissly,SEA,23,te,6,6,1,7,0,5,5,2,2,0,
270,Gerald Everett,LAR,25,te,11,2,1,0,0,0,0,0,0,0,
271,Bennie Fowler,NYG,28,wr,8,2,1,20,1,17,17,3,3,0,
272,Chris Godwin*,TAM,23,WR,14,14,1,8,0,0,0,8,8,1,1
273,Marquise Goodwin,SFO,29,wr,9,6,1,15,1,15,15,0,0,0,
274,Josh Gordon,2TM,28,,11,7,1,1,0,1,1,0,0,0,
275,Matt Haack,MIA,25,P,14,0,1,2,1,2,2,0,0,0,
276,Marvin Hall,DET,26,,9,0,1,7,0,4,4,3,3,0,
277,Erik Harris,OAK,29,S,14,12,1,4,1,4,4,0,0,0,
278,Johnny Holton,PIT,28,wr,14,3,1,9,1,7,7,2,2,0,
279,Adam Humphries,TEN,26,wr,12,3,1,1,0,1,1,0,0,0,
280,Andy Janovich,DEN,26,fb,7,3,1,1,1,0,0,1,1,0,
281,Alshon Jeffery,PHI,29,WR,10,10,1,2,1,1,1,1,1,0,
282,KeeSean Johnson,ARI,23,wr,10,4,1,3,0,3,3,0,0,0,
283,Olabisi Johnson,MIN,22,wr,14,5,1,6,0,4,4,2,2,0,
284,Colin Jones,CAR,32,,14,0,1,5,1,5,5,0,0,0,
285,Zay Jones,2TM,24,,13,7,1,3,0,3,3,0,0,0,
286,Travis Kelce*,KAN,30,TE,14,14,1,4,1,3,3,1,1,0,
287,Brett Kern*,TEN,33,P,14,0,1,0,0,0,0,0,0,0,
288,Dawson Knox,BUF,23,TE,14,10,1,9,1,6,6,3,3,0,
289,Jarvis Landry*,CLE,27,WR,14,14,1,10,1,9,9,1,1,0,
290,Allen Lazard,GNB,24,wr,14,1,1,21,1,15,15,6,6,1,1
291,Marqise Lee,JAX,28,wr,6,1,1,1,0,1,1,0,0,0,
292,Anthony Levine,BAL,32,,14,0,1,60,1,60,60,0,0,0,
293,Vance McDonald,PIT,29,TE,12,12,1,2,0,0,0,2,2,0,
294,Anthony Miller,CHI,25,wr,14,5,1,-1,0,-1,-1,0,0,0,
295,Alfred Morris,ARI,31,,1,0,1,4,1,2,2,2,2,0,
296,Quenton Nelson*,IND,23,G,14,14,1,0,,0,0,0,0,0,
297,Zach Pascal,IND,25,WR,14,11,1,12,1,8,8,4,4,0,
298,Kalif Raymond,TEN,25,wr,7,1,1,-5,0,-5,-5,0,0,0,
299,Paul Richardson,WAS,27,wr,10,6,1,0,0,0,0,0,0,0,
300,Andre Roberts,BUF,31,,12,0,1,7,0,5,5,2,2,0,
301,Ben Roethlisberger,PIT,37,qb,2,2,1,7,0,7,7,0,0,0,
302,Chester Rogers,IND,25,wr,12,6,1,18,1,18,18,0,0,0,
303,Willie Snead,BAL,27,WR,14,9,1,2,0,2,2,0,0,0,
304,Golden Tate,NYG,31,WR,9,9,1,16,1,12,12,4,4,0,
305,De'Anthony Thomas,2TM,26,,12,0,1,4,1,2,2,2,2,0,
306,Michael Thomas*,NOR,26,WR,14,13,1,-9,0,-9,-9,0,0,0,
307,Danny Vitale,GNB,26,fb,14,4,1,3,0,2,2,1,1,0,
308,Trevon Wesco,NYJ,24,te,14,1,1,2,1,-1,-1,3,3,0,
309,Mike Williams,LAC,25,WR,13,13,1,2,0,-1,-1,3,3,0,
310,Jarius Wright,CAR,30,WR,14,8,1,-7,0,-7,-7,0,0,1,1
