Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,1D,YBC,YBC/R,YAC,YAC/R,BrkTkl,Rec/Br,Drop,Drop%
270,Matt LaCosse,NWE,27,te,3,2,6,3,55,3,31,10.3,24,8,0,,1,16.7
271,J.D. McKissic,DET,26,rb,4,1,4,3,35,0,-3,-1,38,12.7,0,,0,0
272,Sony Michel,NWE,24,RB,5,4,4,3,32,2,5,1.7,27,9,0,,0,0
273,Donte Moncrief,PIT,26,wr,3,2,11,3,7,,4,1.3,3,1,0,,4,36.4
274,Ty Montgomery,NYJ,26,,4,0,4,3,15,0,3,1,12,4,1,3,0,0
275,David Moore,SEA,24,,3,0,6,3,48,2,31,10.3,17,5.7,1,3,0,0
276,Nick O'Leary,MIA,27,te,4,1,3,3,34,1,19,6.3,15,5,0,,0,0
277,Cordarrelle Patterson,CHI,28,WR,5,3,5,3,12,0,0,0,12,4,0,,0,0
278,Rashaad Penny,SEA,23,,3,0,3,3,34,1,21,7,13,4.3,0,,0,0
279,Breshad Perriman,TAM,26,,4,0,12,3,16,3,16,5.3,0,0,0,,1,8.3
280,Adrian Peterson,WAS,34,RB,4,4,5,3,4,1,-8,-2.7,12,4,0,,0,0
281,Russell Shepard,NYG,29,,3,0,8,3,25,1,12,4,13,4.3,0,,1,12.5
282,Wendell Smallwood,WAS,25,,5,0,3,3,23,1,9,3,14,4.7,0,,0,0
283,Tommy Sweeney,BUF,24,te,5,1,8,3,38,1,26,8.7,12,4,0,,1,12.5
284,Golden Tate,NYG,31,wr,1,1,6,3,13,,1,0.3,12,4,0,,0,0
285,Mark Walton,MIA,22,,3,0,4,3,23,1,7,2.3,16,5.3,0,,0,0
286,Derek Watt,LAC,27,,5,0,4,3,32,1,4,1.3,28,9.3,0,,1,25
287,Luke Willson,SEA,29,te,2,1,3,3,36,2,28,9.3,8,2.7,0,,0,0
288,Ameer Abdullah,MIN,26,,5,0,4,2,14,1,-4,-2,18,9,0,,0,0
289,JJ Arcega-Whiteside,PHI,23,wr,5,1,7,2,14,,9,4.5,5,2.5,0,,1,14.3
290,Alex Armah,CAR,25,,5,0,2,2,6,0,-1,-0.5,7,3.5,0,,0,0
291,Ryquell Armstead,JAX,23,,5,0,3,2,14,1,7,3.5,7,3.5,0,,0,0
292,Chad Beebe,MIN,25,,3,0,2,2,70,2,4,2,66,33,1,2,0,0
293,Blake Bell,KAN,28,TE,5,3,3,2,8,,6,3,2,1,0,,0,0
294,Josh Bellamy,NYJ,30,,4,0,3,2,20,1,10,5,10,5,0,,1,33.3
295,Braxton Berrios,NYJ,24,,4,0,6,2,29,1,9,4.5,20,10,0,,0,0
296,Ben Braunecker,CHI,25,,5,0,3,2,24,2,8,4,16,8,0,,0,0
297,Tevin Coleman,SFO,26,rb,2,1,3,2,33,1,1,0.5,32,16,0,,0,0
298,Pharoh Cooper,2TM,24,,2,0,2,2,33,1,30,15,3,1.5,0,,0,0
299,Geremy Davis,LAC,27,,4,0,2,2,25,,23,11.5,2,1,0,,0,0
300,Ross Dwelley,SFO,24,,4,0,2,2,-3,,-4,-2,1,0.5,0,,0,0
301,Isaiah Ford,MIA,23,,1,0,3,2,9,1,3,1.5,6,3,0,,0,0
302,Russell Gage,ATL,23,,5,0,5,2,25,2,25,12.5,0,0,0,,0,0
303,Marvin Hall,DET,26,,2,0,3,2,47,2,33,16.5,14,7,0,,0,0
304,Rashard Higgins,CLE,25,wr,1,1,3,2,46,2,37,18.5,9,4.5,0,,0,0
305,Tyreek Hill,KAN,25,wr,1,1,2,2,16,1,16,8,0,0,0,,0,0
306,J.P. Holtz,2TM,26,,4,0,3,2,23,1,0,0,23,11.5,0,,1,33.3
307,Darius Jennings,TEN,27,,5,0,4,2,17,2,3,1.5,14,7,0,,0,0
308,Jake Kumerow,GNB,27,wr,3,1,3,2,21,,13,6.5,8,4,0,,0,0
309,Marqise Lee,JAX,28,wr,4,1,3,2,10,2,9,4.5,1,0.5,0,,0,0
310,Andre Patton,LAC,25,,3,0,4,2,22,2,12,6,10,5,0,,0,0
311,Troymaine Pope,LAC,26,,4,0,2,2,14,1,3,1.5,11,5.5,0,,0,0
312,Josh Reynolds,LAR,24,,5,0,8,2,34,2,31,15.5,3,1.5,1,2,2,25
313,Patrick Ricard,BAL,25,fb,5,1,2,2,4,1,0,0,4,2,0,,0,0
314,Drew Sample,CIN,23,,5,0,3,2,25,1,13,6.5,12,6,0,,0,0
315,Trent Sherfield,ARI,23,,5,0,7,2,38,2,30,15,8,4,0,,1,14.3
316,Lee Smith,BUF,32,TE,5,4,3,2,16,2,14,7,2,1,0,,1,33.3
317,Jordan Wilkins,IND,25,,5,0,2,2,15,1,3,1.5,12,6,0,,0,0
318,Albert Wilson,MIA,27,,1,0,4,2,13,1,5,2.5,8,4,0,,1,25
319,Bobo Wilson,TAM,24,wr,5,1,8,2,25,1,22,11,3,1.5,0,,0,0
320,Deon Yelder,KAN,24,,3,0,2,2,43,2,17,8.5,26,13,0,,0,0
321,Kenjon Barner,ATL,29,,3,0,1,1,4,,4,4,0,0,0,,0,0
322,Andrew Beck,DEN,23,fb,5,2,2,1,10,1,7,7,3,3,0,,0,0
323,Malcolm Brown,LAR,26,,5,0,3,1,10,0,6,6,4,4,0,,1,33.3
324,Pharaoh Brown,CLE,25,TE,5,3,2,1,18,,7,7,11,11,0,,0,0
325,DeAndre Carter,HOU,26,wr,5,1,1,1,-1,,-4,-4,3,3,0,,0,0
326,Keelan Cole,JAX,26,,5,0,2,1,19,1,19,19,0,0,0,,0,0
327,Sean Culkin,LAC,26,te,4,2,2,1,12,1,12,12,0,0,0,,1,50
328,Robert Davis,WAS,24,wr,3,1,2,1,11,1,11,11,0,0,0,,0,0
329,Quincy Enunwa,NYJ,27,wr,1,1,3,1,-4,,0,0,-4,-4,0,,0,0
330,Troy Fumagalli,DEN,24,te,3,1,1,1,7,,5,5,2,2,0,,0,0
331,Xavier Grimble,PIT,27,te,3,1,3,1,3,,1,1,2,2,0,,1,33.3
332,Deonte Harris,NOR,22,,5,0,1,1,-7,0,-4,-4,-3,-3,1,1,0,0
333,Dwayne Harris,OAK,32,,2,0,1,1,7,,0,0,7,7,0,,0,0
334,Jon Hilliman,NYG,24,,2,0,2,1,4,0,-5,-5,9,9,0,,0,0
335,Jakob Johnson,NWE,25,fb,3,2,2,1,5,,4,4,1,1,0,,0,0
336,Zach Line,NOR,29,fb,5,1,2,1,3,,1,1,2,2,0,,0,0
337,Alexander Mattison,MIN,21,,5,0,1,1,8,0,6,6,2,2,0,,0,0
338,Stanley Morgan,CIN,23,,1,0,2,1,6,,0,0,6,6,0,,0,0
339,Elijhaa Penny,NYG,26,rb,5,1,1,1,9,,-6,-6,15,15,0,,0,0
340,David Quessenberry,TEN,29,,4,0,1,1,1,1,1,1,0,0,0,,0,0
341,Andre Roberts,BUF,31,,3,0,1,1,6,,5,5,1,1,0,,0,0
342,Anthony Sherman,KAN,31,,5,0,2,1,15,1,-4,-4,19,19,0,,1,50
343,Durham Smythe,MIA,24,TE,4,3,2,1,24,1,24,24,0,0,0,,0,0
344,Diontae Spencer,DEN,27,,5,0,1,1,8,,0,0,8,8,0,,0,0
345,De'Anthony Thomas,KAN,26,,4,0,1,1,6,,3,3,3,3,0,,0,0
346,Darwin Thompson,KAN,23,,4,0,1,1,3,0,0,0,3,3,0,,0,0
347,Justin Watson,TAM,24,,5,0,1,1,13,1,13,13,0,0,0,,0,0
