Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,1D,YBC,YBC/R,YAC,YAC/R,BrkTkl,Rec/Br,Drop,Drop%
1,Michael Thomas,NOR,26,WR,2,2,26,20,212,10,155,7.8,57,2.9,2,10,1,3.8
2,Tyler Boyd,CIN,25,WR,2,2,21,18,182,9,116,6.4,66,3.7,0,,0,0
3,Jamison Crowder,NYJ,26,WR,2,2,23,18,139,7,57,3.2,82,4.6,1,18,1,4.3
4,Evan Engram,NYG,25,TE,2,1,22,17,164,10,98,5.8,66,3.9,1,17,1,4.5
5,Keenan Allen,LAC,27,WR,2,2,25,16,221,12,187,11.7,34,2.1,0,,2,8
6,Mark Andrews,BAL,23,,2,0,17,16,220,12,156,9.8,64,4,3,5.3,0,0
7,Le'Veon Bell,NYJ,27,RB,2,2,19,16,93,5,-23,-1.4,116,7.3,5,3.2,0,0
8,D.J. Moore,CAR,22,WR,2,2,24,16,165,10,126,7.9,39,2.4,0,,0,0
9,Emmanuel Sanders,DEN,32,WR,2,2,20,16,184,8,124,7.8,60,3.8,0,,0,0
10,Sammy Watkins,KAN,26,WR,2,2,24,15,247,8,72,4.8,175,11.7,0,,0,0
11,John Brown,BUF,29,WR,2,2,18,14,195,12,142,10.1,53,3.8,0,,0,0
12,Odell Beckham,CLE,27,WR,2,2,21,13,232,7,128,9.8,104,8,1,13,0,0
13,Zach Ertz,PHI,29,TE,2,2,23,13,126,5,93,7.2,33,2.5,0,,1,4.3
14,Larry Fitzgerald,ARI,36,WR,2,2,24,13,217,6,156,12,61,4.7,0,,0,0
15,Michael Gallup,DAL,23,WR,2,2,15,13,226,9,135,10.4,91,7,2,6.5,0,0
16,Austin Hooper,ATL,25,TE,2,1,15,13,111,5,59,4.5,52,4,1,13,0,0
17,DeAndre Hopkins,HOU,27,WR,2,2,21,13,151,9,120,9.2,31,2.4,0,,2,9.5
18,Darren Waller,OAK,27,TE,2,2,15,13,133,6,49,3.8,84,6.5,2,6.5,0,0
19,Marquise Brown,BAL,22,WR,2,2,18,12,233,7,120,10,113,9.4,2,6,0,0
20,Austin Ekeler,LAC,24,RB,2,2,13,12,163,5,-2,-0.2,165,13.8,2,6,0,0
21,Kenny Golladay,DET,26,WR,2,2,19,12,159,10,136,11.3,23,1.9,0,,1,5.3
22,T.Y. Hilton,IND,30,WR,2,2,15,12,130,5,69,5.8,61,5.1,0,,0,0
23,Cooper Kupp,LAR,26,WR,2,2,19,12,166,7,66,5.5,100,8.3,4,3,0,0
24,Christian McCaffrey,CAR,23,RB,2,2,17,12,97,5,28,2.3,69,5.8,1,12,0,0
25,Calvin Ridley,ATL,25,WR,2,2,16,12,169,10,138,11.5,31,2.6,2,6,1,6.3
26,Chris Thompson,WAS,29,,2,0,18,12,116,3,25,2.1,91,7.6,0,,1,5.6
27,Davante Adams,GNB,27,WR,2,2,17,11,142,10,101,9.2,41,3.7,1,11,0,0
28,DJ Chark,JAX,23,WR,2,2,13,11,201,6,152,13.8,49,4.5,0,,0,0
29,Chris Godwin,TAM,23,WR,2,2,15,11,174,8,112,10.2,62,5.6,1,11,0,0
30,Julio Jones,ATL,30,WR,2,2,21,11,137,8,70,6.4,67,6.1,1,11,0,0
31,George Kittle,SFO,26,TE,2,2,13,11,108,6,44,4,64,5.8,0,,0,0
32,Tyler Lockett,SEA,27,WR,2,2,14,11,123,5,82,7.5,41,3.7,0,,2,14.3
33,Allen Robinson,CHI,26,WR,2,1,20,11,143,7,113,10.3,30,2.7,2,5.5,1,5
34,John Ross,CIN,25,WR,2,2,20,11,270,8,124,11.3,146,13.3,2,5.5,3,15
35,JuJu Smith-Schuster,PIT,23,WR,2,2,16,11,162,8,113,10.3,49,4.5,0,,0,0
36,Courtland Sutton,DEN,24,WR,2,1,15,11,160,9,111,10.1,49,4.5,1,11,0,0
37,Tyrell Williams,OAK,27,WR,2,2,14,11,151,9,119,10.8,32,2.9,0,,0,0
38,Nelson Agholor,PHI,26,WR,2,2,16,10,118,5,84,8.4,34,3.4,1,10,2,12.5
39,Damiere Byrd,ARI,26,WR,2,2,14,10,87,5,61,6.1,26,2.6,1,10,1,7.1
40,Tarik Cohen,CHI,24,RB,2,1,15,10,56,3,18,1.8,38,3.8,1,10,2,13.3
41,Chris Conley,JAX,27,WR,2,2,12,10,170,9,131,13.1,39,3.9,1,10,1,8.3
42,Amari Cooper,DAL,25,WR,2,2,14,10,150,7,118,11.8,32,3.2,0,,2,14.3
43,Julian Edelman,NWE,33,WR,2,2,15,10,134,5,77,7.7,57,5.7,1,10,1,6.7
44,Bennie Fowler,NYG,28,WR,2,1,15,10,91,5,76,7.6,15,1.5,0,,1,6.7
45,Travis Kelce,KAN,30,TE,2,2,17,10,195,8,127,12.7,68,6.8,0,,2,11.8
46,Christian Kirk,ARI,23,WR,2,2,20,10,146,8,72,7.2,74,7.4,0,,0,0
47,Terry McLaurin,WAS,23,WR,2,2,16,10,187,8,140,14,47,4.7,1,10,1,6.3
48,Greg Olsen,CAR,34,TE,2,2,18,10,146,6,96,9.6,50,5,1,10,1,5.6
49,Robert Woods,LAR,27,WR,2,2,15,10,103,4,36,3.6,67,6.7,1,10,1,6.7
50,Cole Beasley,BUF,30,WR,2,1,13,9,123,5,70,7.8,53,5.9,1,9,2,15.4
51,Chris Carson,SEA,25,RB,2,2,10,9,61,2,-43,-4.8,104,11.6,4,2.3,1,10
52,Randall Cobb,DAL,29,,2,0,11,9,93,5,30,3.3,63,7,1,9,1,9.1
53,Marvin Jones,DET,29,WR,2,2,10,9,99,5,92,10.2,7,0.8,0,,0,0
54,Vance McDonald,PIT,29,TE,2,2,11,9,78,4,32,3.6,46,5.1,0,,1,9.1
55,Mohamed Sanu,ATL,30,WR,2,1,13,9,73,4,26,2.9,47,5.2,1,9,0,0
56,Delanie Walker,TEN,35,TE,2,2,12,9,94,7,68,7.6,26,2.9,0,,1,8.3
57,Damien Williams,KAN,27,RB,2,2,11,9,87,5,1,0.1,86,9.6,2,4.5,0,0
58,Tyler Eifert,CIN,29,,2,0,10,8,36,3,26,3.3,10,1.3,0,,0,0
59,Leonard Fournette,JAX,24,RB,2,2,12,8,68,4,-13,-1.6,81,10.1,0,,1,8.3
60,DeSean Jackson,PHI,33,WR,2,2,9,8,154,6,139,17.4,15,1.9,1,8,1,11.1
61,Alvin Kamara,NOR,24,RB,2,2,11,8,87,3,14,1.8,73,9.1,2,4,0,0
62,Phillip Lindsay,DEN,25,RB,2,2,13,8,53,4,-1,-0.1,54,6.8,0,,1,7.7
63,James O'Shaughnessy,JAX,27,TE,2,2,9,8,60,2,19,2.4,41,5.1,0,,0,0
64,Trey Quinn,WAS,24,WR,2,2,13,8,69,4,43,5.4,26,3.3,0,,0,0
65,Curtis Samuel,CAR,23,WR,2,2,17,8,123,5,71,8.9,52,6.5,1,8,1,5.9
