Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,1D,YBC,YBC/R,YAC,YAC/R,BrkTkl,Rec/Br,Drop,Drop%
1,Michael Thomas,NOR,26,WR,6,6,67,53,632,30,430,8.1,202,3.8,3,17.7,4,6
2,Cooper Kupp,LAR,26,WR,6,5,69,45,522,23,277,6.2,245,5.4,4,11.3,1,1.4
3,Chris Godwin,TAM,23,WR,6,6,55,43,662,38,427,9.9,235,5.5,2,21.5,1,1.8
4,Austin Ekeler,LAC,24,RB,6,5,45,42,370,17,-33,-0.8,403,9.6,8,5.3,0,0
5,Austin Hooper,ATL,25,TE,6,5,50,42,480,23,288,6.9,192,4.6,4,10.5,0,0
6,Keenan Allen,LAC,27,WR,6,6,59,40,503,26,373,9.3,130,3.3,3,13.3,3,5.1
7,Tyler Boyd,CIN,25,WR,6,6,60,40,416,20,247,6.2,169,4.2,2,20,1,1.7
8,DeAndre Hopkins,HOU,27,WR,6,6,56,40,402,25,260,6.5,142,3.6,5,8,3,5.4
9,Julian Edelman,NWE,33,WR,6,5,56,38,449,20,295,7.8,154,4.1,2,19,5,8.9
10,Darren Waller,OAK,27,TE,5,5,42,37,359,17,156,4.2,203,5.5,2,18.5,2,4.8
11,Larry Fitzgerald,ARI,36,WR,6,6,52,35,427,18,291,8.3,136,3.9,0,,0,0
12,Tyler Lockett,SEA,27,WR,6,6,41,35,454,22,342,9.8,112,3.2,0,,2,4.9
13,Christian McCaffrey,CAR,23,RB,6,6,44,35,305,18,2,0.1,303,8.7,4,8.8,0,0
14,Mark Andrews,BAL,23,te,6,1,47,34,410,21,273,8,137,4,3,11.3,2,4.3
15,Julio Jones,ATL,30,WR,6,6,53,34,467,26,345,10.1,122,3.6,1,34,0,0
16,Amari Cooper,DAL,25,WR,6,6,45,33,515,21,361,10.9,154,4.7,3,11,4,8.9
17,Evan Engram,NYG,25,TE,5,4,48,33,373,18,154,4.7,219,6.6,2,16.5,1,2.1
18,Zach Ertz,PHI,29,TE,6,6,54,33,366,17,288,8.7,78,2.4,0,,2,3.7
19,Will Fuller,HOU,25,WR,6,6,48,33,444,18,271,8.2,173,5.2,1,33,5,10.4
20,Alvin Kamara,NOR,24,RB,6,6,39,33,276,12,-13,-0.4,289,8.8,7,4.7,2,5.1
21,D.J. Moore,CAR,22,WR,6,6,49,33,425,23,291,8.8,134,4.1,0,,2,4.1
22,Travis Kelce,KAN,30,TE,6,6,49,32,497,25,333,10.4,164,5.1,2,16,5,10.2
23,Mohamed Sanu,ATL,30,WR,6,5,40,32,310,16,190,5.9,120,3.8,2,16,1,2.5
24,George Kittle,SFO,26,TE,5,5,37,31,338,17,153,4.9,185,6,4,7.8,0,0
25,Allen Robinson,CHI,26,WR,5,4,43,31,377,22,320,10.3,57,1.8,2,15.5,1,2.3
26,James White,NWE,27,,5,0,39,31,224,16,55,1.8,169,5.5,2,15.5,0,0
27,Robert Woods,LAR,27,WR,6,6,51,31,355,18,194,6.3,161,5.2,1,31,1,2
28,DJ Chark,JAX,23,WR,6,5,44,30,528,21,385,12.8,143,4.8,1,30,0,0
29,David Johnson,ARI,28,RB,6,6,41,30,315,14,116,3.9,199,6.6,2,15,2,4.9
30,Courtland Sutton,DEN,24,WR,6,4,46,30,477,23,314,10.5,163,5.4,4,7.5,0,0
31,Odell Beckham,CLE,27,WR,6,6,54,29,436,16,280,9.7,156,5.4,2,14.5,3,5.6
32,Le'Veon Bell,NYJ,27,RB,5,5,33,28,169,9,-39,-1.4,208,7.4,8,3.5,0,0
33,John Brown,BUF,29,WR,5,5,39,28,390,23,305,10.9,85,3,1,28,1,2.6
34,Jamison Crowder,NYJ,26,WR,5,4,40,28,272,12,143,5.1,129,4.6,1,28,3,7.5
35,Cole Beasley,BUF,30,WR,5,4,39,27,267,13,144,5.3,123,4.6,1,27,2,5.1
36,Mike Evans,TAM,26,WR,6,6,55,27,464,20,385,14.3,79,2.9,0,,2,3.6
37,Chris Thompson,WAS,29,,6,0,38,27,276,9,34,1.3,242,9,1,27,2,5.3
38,James Conner,PIT,24,RB,6,6,27,26,231,12,-28,-1.1,259,10,7,3.7,0,0
39,Leonard Fournette,JAX,24,RB,6,6,36,26,189,12,-8,-0.3,197,7.6,0,,2,5.6
40,Adam Thielen,MIN,29,WR,6,6,38,26,366,16,252,9.7,114,4.4,2,13,0,0
41,Dede Westbrook,JAX,26,WR,6,5,45,26,280,13,122,4.7,158,6.1,3,8.7,2,4.4
42,Davante Adams,GNB,27,WR,4,4,36,25,378,20,228,9.1,150,6,1,25,0,0
43,Devonta Freeman,ATL,27,RB,6,6,29,25,203,8,21,0.8,182,7.3,0,,1,3.4
44,Jarvis Landry,CLE,27,WR,6,6,44,25,439,16,249,10,190,7.6,1,25,3,6.8
45,Calvin Ridley,ATL,25,WR,6,5,38,25,343,19,293,11.7,50,2,2,12.5,3,7.9
46,Emmanuel Sanders,DEN,32,WR,6,6,38,25,307,14,202,8.1,105,4.2,2,12.5,0,0
47,Sterling Shepard,NYG,26,WR,4,4,34,25,267,14,144,5.8,123,4.9,4,6.3,0,0
48,JuJu Smith-Schuster,PIT,23,WR,6,6,38,25,340,12,178,7.1,162,6.5,0,,0,0
49,Michael Gallup,DAL,23,WR,4,3,36,24,387,17,261,10.9,126,5.3,3,8,5,13.9
50,Kenny Golladay,DET,26,WR,5,5,45,24,364,21,272,11.3,92,3.8,0,,4,8.9
51,T.Y. Hilton,IND,30,WR,4,4,29,24,232,11,137,5.7,95,4,1,24,1,3.4
52,Alshon Jeffery,PHI,29,WR,5,5,36,24,215,17,129,5.4,86,3.6,0,,0,0
53,Christian Kirk,ARI,23,WR,4,4,37,24,242,13,120,5,122,5.1,1,24,2,5.4
54,Nelson Agholor,PHI,26,WR,6,6,39,23,230,10,127,5.5,103,4.5,3,7.7,2,5.1
55,Dalvin Cook,MIN,24,RB,6,6,26,23,213,10,-29,-1.3,242,10.5,3,7.7,3,11.5
56,Brandin Cooks,LAR,26,WR,6,6,37,23,343,17,252,11,91,4,0,,2,5.4
57,Stefon Diggs,MIN,26,WR,6,6,34,23,420,13,312,13.6,108,4.7,2,11.5,3,8.8
58,Will Dissly,SEA,23,TE,6,6,27,23,262,14,192,8.3,70,3,0,,0,0
59,Aaron Jones,GNB,25,RB,6,6,30,23,163,8,-10,-0.4,173,7.5,8,2.9,1,3.3
60,Terry McLaurin,WAS,23,WR,5,5,38,23,408,20,334,14.5,74,3.2,1,23,2,5.3
61,Curtis Samuel,CAR,23,WR,6,6,43,23,297,14,210,9.1,87,3.8,1,23,2,4.7
62,Sammy Watkins,KAN,26,WR,5,5,38,23,365,12,158,6.9,207,9,0,,1,2.6
63,Greg Olsen,CAR,34,TE,6,6,38,22,278,17,189,8.6,89,4,1,22,2,5.3
64,Jason Witten,DAL,37,TE,6,6,27,22,230,12,158,7.2,72,3.3,0,,1,3.7
65,Marquise Brown,BAL,22,WR,5,4,39,21,326,12,195,9.3,131,6.2,2,10.5,1,2.6
66,Royce Freeman,DEN,23,,6,0,26,21,145,6,14,0.7,131,6.2,4,5.3,1,3.8
67,Adam Humphries,TEN,26,WR,6,3,27,21,189,10,131,6.2,58,2.8,0,,1,3.7
68,Delanie Walker,TEN,35,TE,6,4,31,21,215,11,158,7.5,57,2.7,0,,2,6.5
69,Nick Chubb,CLE,24,RB,6,6,26,20,128,6,-20,-1,148,7.4,4,5,2,7.7
70,Tarik Cohen,CHI,24,RB,5,4,31,20,128,6,10,0.5,118,5.9,2,10,4,12.9
71,Gerald Everett,LAR,25,te,6,2,31,20,232,14,103,5.2,129,6.5,8,2.5,0,0
72,Josh Gordon,NWE,28,WR,6,6,36,20,287,10,164,8.2,123,6.2,4,5,2,5.6
73,Diontae Johnson,PIT,23,WR,6,4,31,20,212,6,116,5.8,96,4.8,2,10,2,6.5
74,Marvin Jones,DET,29,WR,5,4,29,20,294,14,267,13.4,27,1.4,1,20,0,0
75,Trey Quinn,WAS,24,WR,6,3,32,20,135,8,85,4.3,50,2.5,0,,0,0
76,Paul Richardson,WAS,27,WR,6,4,30,20,163,8,127,6.4,36,1.8,0,,1,3.3
77,Chris Carson,SEA,25,RB,6,6,21,19,140,6,-39,-2.1,179,9.4,6,3.2,1,4.8
78,Kenyan Drake,MIA,25,rb,5,2,29,19,137,5,3,0.2,134,7.1,1,19,2,6.9
79,Phillip Lindsay,DEN,25,RB,6,6,26,19,147,8,-3,-0.2,150,7.9,0,,3,11.5
80,Auden Tate,CIN,22,WR,5,4,36,19,261,12,204,10.7,57,3,1,19,3,8.3
81,Marquez Valdes-Scantling,GNB,25,WR,6,6,34,19,283,9,245,12.9,38,2,0,,1,2.9
82,Mike Williams,LAC,25,WR,5,5,38,19,303,16,253,13.3,50,2.6,3,6.3,2,5.3
83,Ezekiel Elliott,DAL,24,RB,6,6,23,18,139,7,33,1.8,106,5.9,2,9,2,8.7
84,Nyheim Hines,IND,23,rb,5,1,21,18,120,6,1,0.1,119,6.6,2,9,0,0
85,Randall Cobb,DAL,29,wr,5,2,27,17,210,11,110,6.5,100,5.9,1,17,3,11.1
86,Demarcus Robinson,KAN,25,WR,6,5,31,17,281,9,245,14.4,36,2.1,1,17,0,0
87,Preston Williams,MIA,22,WR,5,5,36,17,232,13,179,10.5,53,3.1,2,8.5,3,8.3
88,Tyrell Williams,OAK,27,WR,4,4,24,17,216,13,172,10.1,44,2.6,0,,2,8.3
89,Robby Anderson,NYJ,26,WR,5,5,29,16,256,8,183,11.4,73,4.6,1,16,0,0
90,Corey Davis,TEN,24,WR,6,3,27,16,237,12,148,9.3,89,5.6,3,5.3,1,3.7
91,Ted Ginn,NOR,34,WR,6,4,25,16,206,9,187,11.7,19,1.2,0,,3,12
92,Mecole Hardman,KAN,21,wr,6,2,27,16,291,11,153,9.6,138,8.6,0,,1,3.7
93,Tyler Higbee,LAR,26,TE,5,5,21,16,154,9,57,3.6,97,6.1,2,8,1,4.8
94,KeeSean Johnson,ARI,23,WR,6,3,31,16,145,8,105,6.6,40,2.5,0,,1,3.2
95,D.K. Metcalf,SEA,22,WR,6,5,31,16,336,13,252,15.8,84,5.3,2,8,1,3.2
96,Dare Ogunbowale,TAM,25,,6,0,21,16,130,3,38,2.4,92,5.8,1,16,1,4.8
97,John Ross,CIN,25,WR,4,4,32,16,328,12,173,10.8,155,9.7,3,5.3,4,12.5
98,Jared Cook,NOR,32,TE,6,4,27,15,168,10,115,7.7,53,3.5,1,15,3,11.1
99,Phillip Dorsett,NWE,26,,5,0,23,15,197,8,148,9.9,49,3.3,0,,0,0
100,Tyler Eifert,CIN,29,te,6,1,22,15,108,8,83,5.5,25,1.7,0,,1,4.5
101,Darren Fells,HOU,33,TE,6,6,20,15,159,9,79,5.3,80,5.3,0,,1,5
102,T.J. Hockenson,DET,22,TE,5,4,25,15,187,8,105,7,82,5.5,0,,2,8
103,Deebo Samuel,SFO,23,wr,5,2,22,15,168,7,47,3.1,121,8.1,1,15,2,9.1
104,Willie Snead,BAL,27,WR,6,4,21,15,223,11,138,9.2,85,5.7,1,15,1,4.8
105,Giovani Bernard,CIN,28,,6,0,20,14,108,4,-20,-1.4,128,9.1,1,14,0,0
106,A.J. Brown,TEN,22,WR,6,5,23,14,273,9,153,10.9,120,8.6,3,4.7,1,4.3
107,Rex Burkhead,NWE,29,rb,4,1,18,14,117,5,49,3.5,68,4.9,1,14,0,0
108,Damiere Byrd,ARI,26,WR,4,3,20,14,156,6,107,7.6,49,3.5,1,14,1,5
109,Chris Conley,JAX,27,WR,6,4,25,14,243,12,176,12.6,67,4.8,2,7,2,8
110,Jack Doyle,IND,29,TE,5,5,20,14,128,9,44,3.1,84,6,0,,1,5
111,Noah Fant,DEN,22,TE,6,4,19,14,152,8,88,6.3,64,4.6,0,,2,10.5
112,Jimmy Graham,GNB,33,te,6,2,24,14,149,9,103,7.4,46,3.3,1,14,1,4.2
113,Todd Gurley,LAR,25,RB,5,5,22,14,68,2,-1,-0.1,69,4.9,0,,3,13.6
114,Dion Lewis,TEN,29,,6,0,18,14,61,2,-10,-0.7,71,5.1,2,7,3,16.7
115,Vance McDonald,PIT,29,TE,5,5,17,14,127,6,42,3,85,6.1,0,,1,5.9
116,Joe Mixon,CIN,23,RB,6,6,19,14,97,4,-31,-2.2,128,9.1,1,14,0,0
117,James O'Shaughnessy,JAX,27,TE,5,5,20,14,153,7,69,4.9,84,6,2,7,0,0
118,Jordan Akins,HOU,27,te,6,2,18,13,196,8,80,6.2,116,8.9,2,6.5,1,5.6
119,Geronimo Allison,GNB,25,wr,6,2,24,13,144,6,101,7.8,43,3.3,0,,3,12.5
120,O.J. Howard,TAM,25,TE,6,6,18,13,176,9,94,7.2,82,6.3,1,13,3,16.7
121,Hayden Hurst,BAL,26,te,6,1,16,13,131,7,76,5.8,55,4.2,0,,0,0
122,LeSean McCoy,KAN,31,RB,6,3,15,13,94,3,-36,-2.8,130,10,0,,0,0
123,DeVante Parker,MIA,26,WR,5,4,28,13,229,11,196,15.1,33,2.5,0,,2,7.1
124,Jaylen Samuels,PIT,23,,5,0,15,13,83,7,-16,-1.2,99,7.6,1,13,2,13.3
125,Miles Sanders,PHI,22,RB,6,4,18,13,219,7,118,9.1,101,7.8,0,,0,0
126,Geoff Swaim,JAX,26,te,6,2,17,13,65,1,19,1.5,46,3.5,0,,1,5.9
127,Damien Williams,KAN,27,RB,4,3,16,13,116,6,0,0,116,8.9,2,6.5,1,6.3
128,Danny Amendola,DET,34,wr,4,2,20,12,147,7,79,6.6,68,5.7,1,12,0,0
129,Cameron Brate,TAM,28,TE,6,2,14,12,119,7,77,6.4,42,3.5,1,12,0,0
130,Bennie Fowler,NYG,28,wr,4,2,20,12,99,6,84,7,15,1.3,0,,1,5
131,Hunter Henry,LAC,25,te,2,2,14,12,160,9,122,10.2,38,3.2,0,,0,0
132,Hunter Renfrow,OAK,24,wr,5,1,23,12,101,8,47,3.9,54,4.5,1,12,1,4.3
133,Darius Slayton,NYG,22,wr,4,1,20,12,189,9,162,13.5,27,2.3,1,12,0,0
134,Jamaal Williams,GNB,24,rb,5,1,14,12,87,5,-20,-1.7,107,8.9,2,6,0,0
135,Jarius Wright,CAR,30,wr,6,2,21,12,138,7,85,7.1,53,4.4,1,12,3,14.3
136,Saquon Barkley,NYG,22,RB,3,3,18,11,74,2,13,1.2,61,5.5,1,11,1,5.6
137,Nick Boyle,BAL,26,TE,6,5,18,11,125,5,53,4.8,72,6.5,0,,0,0
138,Jaron Brown,SEA,29,WR,6,3,18,11,145,7,93,8.5,52,4.7,0,,0,0
139,Trey Burton,CHI,28,TE,4,4,14,11,57,4,27,2.5,30,2.7,0,,2,14.3
140,Alex Erickson,CIN,27,,6,0,15,11,109,8,86,7.8,23,2.1,0,,0,0
141,Marquise Goodwin,SFO,29,WR,5,5,15,11,181,9,148,13.5,33,3,0,,1,6.7
142,Mark Ingram,BAL,30,RB,6,6,12,11,89,6,5,0.5,84,7.6,0,,0,0
143,Duke Johnson,HOU,26,,6,0,17,11,105,6,7,0.6,98,8.9,7,1.6,0,0
144,Ito Smith,ATL,24,,6,0,14,11,87,2,15,1.4,72,6.5,2,5.5,0,0
