Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,1D,YBC,YBC/R,YAC,YAC/R,BrkTkl,Rec/Br,Drop,Drop%
1,Keenan Allen,LAC,27,WR,3,3,42,29,404,20,296,10.2,108,3.7,3,9.7,2,4.8
2,Darren Waller,OAK,27,TE,3,3,29,26,267,13,117,4.5,150,5.8,2,13,1,3.4
3,Michael Thomas,NOR,26,WR,3,3,33,25,266,14,188,7.5,78,3.1,2,12.5,1,3
4,Tyler Boyd,CIN,25,WR,3,3,33,24,249,13,163,6.8,86,3.6,2,12,0,0
5,Evan Engram,NYG,25,TE,3,2,30,23,277,14,128,5.6,149,6.5,2,11.5,1,3.3
6,Cooper Kupp,LAR,26,WR,3,3,31,23,268,13,131,5.7,137,6,4,5.8,0,0
7,Tyler Lockett,SEA,27,WR,3,3,28,22,277,13,195,8.9,82,3.7,0,,2,7.1
8,Le'Veon Bell,NYJ,27,RB,3,3,23,20,121,7,-29,-1.5,150,7.5,6,3.3,0,0
9,Jamison Crowder,NYJ,26,WR,3,3,28,20,164,8,81,4.1,83,4.2,1,20,1,3.6
10,T.Y. Hilton,IND,30,WR,3,3,25,20,195,8,114,5.7,81,4.1,0,,1,4
11,Christian Kirk,ARI,23,WR,3,3,32,20,205,10,87,4.4,118,5.9,1,20,1,3.1
12,Sammy Watkins,KAN,26,WR,3,3,32,20,311,10,117,5.9,194,9.7,0,,1,3.1
13,Mark Andrews,BAL,23,,3,0,24,19,235,13,168,8.8,67,3.5,3,6.3,0,0
14,Odell Beckham,CLE,27,WR,3,3,30,19,288,10,169,8.9,119,6.3,2,9.5,0,0
15,Austin Ekeler,LAC,24,RB,3,3,20,19,208,8,-18,-0.9,226,11.9,5,3.8,0,0
16,Austin Hooper,ATL,25,TE,3,2,22,19,177,9,91,4.8,86,4.5,2,9.5,0,0
17,DeAndre Hopkins,HOU,27,WR,3,3,28,19,218,12,149,7.8,69,3.6,1,19,2,7.1
18,Julio Jones,ATL,30,WR,3,3,30,19,265,15,171,9,94,4.9,1,19,0,0
19,Nelson Agholor,PHI,26,WR,3,3,28,18,168,7,104,5.8,64,3.6,3,6,2,7.1
20,John Brown,BUF,29,WR,3,3,23,18,246,15,193,10.7,53,2.9,0,,0,0
21,Larry Fitzgerald,ARI,36,WR,3,3,31,18,253,9,181,10.1,72,4,0,,0,0
