player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Tyler Biadasz,41178,C,DAL,13,100.0,0,9,62.6,67.2,65.1,3,12,547,100.0,100.0,98.6,8,15,0,950,950,0,0,950,599,599,0,0,351,0
Kevin Zeitler,7032,G,BLT,13,100.0,0,3,73.1,79.5,66.6,0,11,553,100.0,100.0,99.0,6,11,0,950,0,0,0,950,591,591,950,0,359,0
Alejandro Villanueva,9091,T,BLT,13,100.0,1,3,62.8,50.6,69.5,8,31,546,100.0,100.0,94.8,10,48,9,934,0,0,859,934,584,584,0,68,350,7
Bradley Bozeman,27934,C,BLT,13,100.0,0,3,73.1,70.0,71.4,2,14,545,100.0,100.0,98.0,0,19,3,931,931,0,0,931,584,584,0,0,347,0
Trey Smith,62960,G,KC,13,100.0,1,16,73.4,65.1,77.9,4,24,582,100.0,100.0,96.9,9,32,4,915,0,0,0,915,625,625,915,0,290,0
Orlando Brown Jr.,46227,T,KC,13,100.0,3,16,74.6,74.1,69.3,11,18,582,100.0,100.0,96.8,7,33,4,912,0,0,912,912,625,625,0,0,287,0
Brian O'Neill,46854,T,MIN,13,100.0,0,18,72.7,79.5,63.3,2,10,511,100.0,100.0,98.8,4,12,0,911,0,0,0,911,547,547,0,909,364,2
Ezra Cleveland,41973,G,MIN,13,100.0,0,18,65.5,54.1,67.7,6,22,511,100.0,100.0,97.1,3,29,1,911,0,911,0,911,547,547,0,0,364,0
David Quessenberry,7957,T,TEN,13,100.0,0,31,79.3,62.2,86.9,10,14,475,100.0,100.0,95.6,0,33,9,910,0,0,0,910,503,503,1,907,407,2
Oli Udoh,28394,G,MIN,13,100.0,3,18,54.4,38.5,62.8,5,29,510,100.0,100.0,96.5,15,35,1,910,0,0,146,910,546,546,764,0,364,0
