player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Robert Hunt,46139,G,MIA,13,100.0,1,17,63.0,64.4,58.9,3,24,557,100.0,100.0,97.2,6,29,2,887,0,0,0,887,599,599,887,0,288,0
Kevin Zeitler,7032,G,BLT,12,100.0,0,3,70.9,77.8,64.7,0,11,502,100.0,100.0,98.9,6,11,0,876,0,0,0,876,534,534,876,0,342,0
Tyler Biadasz,41178,C,DAL,12,100.0,0,9,64.3,67.8,68.0,3,11,501,100.0,100.0,98.6,8,14,0,865,865,0,0,865,547,547,0,0,318,0
Alejandro Villanueva,9091,T,BLT,12,100.0,1,3,63.0,51.6,68.4,8,29,495,100.0,100.0,94.8,8,44,7,860,0,0,785,860,527,527,0,68,333,7
Jesse Davis,9989,T,MIA,13,100.0,1,17,53.1,51.3,51.6,10,35,537,100.0,100.0,94.7,3,51,6,858,0,135,0,858,578,578,0,721,280,2
Bradley Bozeman,27934,C,BLT,12,100.0,0,3,72.2,67.8,71.2,2,14,494,100.0,100.0,97.8,0,19,3,857,857,0,0,857,527,527,0,0,330,0
Trey Smith,62960,G,KC,12,100.0,1,16,75.9,64.9,82.3,4,21,552,100.0,100.0,97.0,9,29,4,849,0,0,0,849,586,586,849,0,263,0
Creed Humphrey,59996,C,KC,12,100.0,1,16,91.5,76.6,93.5,1,7,552,100.0,100.0,99.1,4,9,1,846,846,0,0,846,586,586,0,0,260,0
Orlando Brown Jr.,46227,T,KC,12,100.0,3,16,76.8,75.9,72.2,11,15,552,100.0,100.0,96.9,6,30,4,846,0,0,846,846,586,586,0,0,260,0
Joe Thuney,10712,G,KC,12,100.0,1,16,74.8,86.8,65.1,0,11,552,100.0,100.0,98.8,5,12,1,846,0,846,0,846,586,586,0,0,260,0
Liam Eichenberg,41851,T,MIA,13,100.0,3,17,48.9,44.8,59.7,7,35,524,100.0,100.0,94.3,9,51,9,842,0,0,678,842,563,563,0,164,279,0
Brian O'Neill,46854,T,MIN,12,100.0,0,18,71.7,78.8,62.4,1,10,478,100.0,100.0,98.8,4,11,0,841,0,0,0,841,512,512,0,840,329,1
Ezra Cleveland,41973,G,MIN,12,100.0,0,18,65.4,53.2,68.1,5,21,478,100.0,100.0,97.1,3,27,1,841,0,841,0,841,512,512,0,0,329,0
Oli Udoh,28394,G,MIN,12,100.0,3,18,56.8,41.9,64.8,4,26,477,100.0,100.0,96.6,14,31,1,840,0,0,76,840,511,511,764,0,329,0
David Quessenberry,7957,T,TEN,12,100.0,0,31,77.6,62.8,83.3,8,14,437,100.0,100.0,95.7,0,30,8,839,0,0,0,839,464,464,1,836,375,2
David Andrews,9948,C,NE,13,100.0,0,19,76.4,73.1,75.0,3,8,428,100.0,100.0,98.5,3,12,1,837,837,0,0,837,455,455,0,0,382,0
Austin Jackson,60816,G,MIA,12,100.0,0,17,47.8,46.1,54.4,5,36,528,100.0,100.0,95.7,9,43,2,833,0,624,209,833,569,569,0,0,264,0
Tristan Wirfs,64818,T,TB,12,100.0,1,30,82.1,85.0,69.5,1,6,537,100.0,100.0,99.2,3,8,1,825,0,0,0,825,560,560,0,825,265,0
Alex Cappa,66578,G,TB,12,100.0,0,30,71.0,69.4,68.1,5,15,537,100.0,100.0,97.8,1,22,2,825,0,0,0,825,560,560,825,0,265,0
Corey Linsley,8796,C,LAC,12,100.0,1,27,84.7,84.4,84.8,1,6,523,100.0,100.0,99.3,6,7,0,823,823,0,0,823,567,567,0,0,256,0
Rashawn Slater,59971,T,LAC,12,100.0,0,27,82.5,79.0,80.2,4,13,523,100.0,100.0,97.6,4,21,4,823,0,1,820,823,567,567,0,0,256,2
Charles Leno Jr.,8880,T,WAS,12,100.0,0,32,79.1,85.4,62.6,5,18,460,100.0,100.0,96.4,1,28,5,822,0,0,818,822,493,493,0,4,329,0
Ereck Flowers,9442,G,WAS,12,100.0,1,32,72.2,77.8,65.1,3,13,457,100.0,100.0,97.6,1,19,3,819,0,819,0,819,490,490,0,0,329,0
Ben Jones,7099,C,TEN,12,100.0,1,31,69.3,60.8,72.7,4,13,433,100.0,100.0,97.8,4,18,1,818,818,0,0,818,460,460,0,0,358,0
Kendrick Green,56642,C,PIT,12,100.0,3,25,56.9,57.0,57.8,4,8,481,100.0,100.0,98.5,8,13,1,807,807,0,0,807,518,518,0,0,289,0
Taylor Moton,11819,T,CAR,12,100.0,0,5,72.9,74.8,69.3,2,20,460,100.0,100.0,97.4,5,23,1,806,0,0,71,806,484,484,0,735,322,0
Ryan Jensen,7985,C,TB,12,100.0,1,30,73.5,63.3,80.5,4,11,531,100.0,100.0,98.4,3,16,1,804,804,0,0,804,552,552,0,0,252,0
Jason Kelce,6343,C,PHI,13,100.0,0,24,84.7,64.3,90.7,0,14,431,100.0,100.0,98.1,4,15,1,804,804,0,0,804,462,462,0,0,342,0
Dan Moore Jr.,60120,T,PIT,12,100.0,1,25,55.1,57.3,52.1,7,22,487,100.0,100.0,96.0,5,34,5,803,0,0,791,803,523,523,0,0,280,11
Donovan Smith,9467,T,TB,12,100.0,0,30,82.3,87.3,66.2,2,14,529,100.0,100.0,98.3,6,17,1,800,0,0,800,800,550,550,0,0,250,0
Alijah Vera-Tucker,57107,G,NYJ,12,100.0,1,22,64.4,52.9,71.1,5,29,505,100.0,100.0,96.4,5,35,1,799,0,799,0,799,539,539,0,0,260,0
Connor McGovern,10778,C,NYJ,12,100.0,0,22,74.2,67.6,77.1,2,12,505,100.0,100.0,98.0,3,17,3,799,799,0,0,799,539,539,0,0,260,0
Kolton Miller,47013,T,LV,12,100.0,2,23,82.4,87.6,69.7,2,16,492,100.0,100.0,97.6,4,21,3,796,0,0,796,796,524,524,0,0,272,0
Andre James,47058,C,LV,12,100.0,0,23,59.5,61.1,59.0,3,11,492,100.0,100.0,98.6,7,14,0,796,796,0,0,796,524,524,0,0,272,0
Dion Dawkins,11818,T,BUF,12,100.0,2,4,68.6,77.8,56.3,4,13,500,100.0,100.0,97.5,9,21,4,795,0,0,794,795,531,531,0,0,264,1
Ryan Kelly,10652,C,IND,12,100.0,1,14,56.6,58.1,55.3,3,18,443,100.0,100.0,97.0,4,24,3,792,792,0,0,792,477,477,0,0,315,0
Daryl Williams,9535,T,BUF,12,100.0,0,4,70.7,70.9,67.1,7,18,499,100.0,100.0,96.7,4,29,4,789,0,0,1,789,530,530,305,483,259,0
D.J. Humphries,9457,T,ARZ,12,100.0,2,1,75.1,68.8,79.2,2,13,423,100.0,100.0,97.3,7,19,4,788,0,0,781,788,448,448,0,0,340,6
Mitch Morse,9482,C,BUF,12,100.0,1,4,62.1,67.1,61.0,2,14,500,100.0,100.0,98.0,5,18,2,787,787,0,0,787,532,532,0,0,255,0
Royce Newman,41746,G,GB,12,100.0,1,12,50.3,55.0,48.0,3,17,450,100.0,100.0,96.7,5,25,5,787,0,0,0,787,481,481,787,0,306,0
Billy Turner,8702,T,GB,12,100.0,1,12,65.7,67.4,60.4,3,26,450,100.0,100.0,96.1,4,32,3,787,0,0,0,787,481,481,0,787,306,0
Jonah Jackson,37070,G,DET,12,100.0,0,11,66.3,52.2,74.7,7,21,461,100.0,100.0,96.3,7,31,3,785,0,785,0,785,499,499,0,0,286,0
Lloyd Cushenberry III,41924,C,DEN,12,100.0,0,10,64.7,71.7,62.8,5,12,452,100.0,100.0,97.2,6,21,4,782,782,0,0,782,476,476,0,0,306,0
J.C. Tretter,7904,C,CLV,12,100.0,0,8,74.9,81.4,70.2,0,6,416,100.0,100.0,99.0,4,7,1,781,781,0,0,781,440,440,0,0,341,0
Joel Bitonio,8670,G,CLV,12,100.0,0,8,91.8,86.7,89.9,1,7,416,100.0,100.0,98.8,2,9,1,781,0,781,0,781,440,440,0,0,341,0
Wyatt Teller,46131,G,CLV,12,100.0,1,8,86.2,65.6,90.2,0,15,416,100.0,100.0,97.5,7,18,3,781,0,0,0,781,440,440,781,0,341,0
Penei Sewell,81788,T,DET,12,100.0,3,11,75.6,66.5,84.1,6,18,459,100.0,100.0,96.3,8,29,5,781,0,0,536,781,497,497,0,240,284,5
Will Hernandez,46180,G,NYG,12,100.0,2,21,52.5,56.1,55.5,4,18,483,100.0,100.0,96.5,8,28,6,778,0,0,0,778,522,522,778,0,256,0
Storm Norton,12188,T,LAC,12,100.0,2,27,56.1,45.6,65.2,7,29,495,100.0,100.0,95.2,4,42,6,778,0,0,0,778,537,537,2,774,241,2
Cesar Ruiz,59857,G,NO,12,100.0,0,20,58.3,60.6,55.5,2,15,432,100.0,100.0,97.1,1,21,4,778,287,0,0,778,458,458,491,0,320,0
Jonah Williams,41651,T,CIN,12,100.0,0,7,75.8,67.9,77.6,3,18,431,100.0,100.0,96.2,2,27,6,778,0,0,778,778,458,458,0,0,320,0
John Simpson,41715,G,LV,12,100.0,1,23,53.2,54.6,50.0,5,21,474,100.0,100.0,96.6,7,29,3,774,0,774,0,774,506,506,0,0,268,0
Laken Tomlinson,9461,G,SF,12,100.0,0,28,71.6,72.8,72.1,5,10,393,100.0,100.0,98.1,5,15,0,773,0,773,0,773,421,421,0,0,352,0
Trai Turner,8727,G,PIT,12,100.0,1,25,67.5,71.5,64.7,0,9,461,100.0,100.0,98.4,3,12,3,772,0,0,0,772,497,497,772,0,275,0
Zack Martin,8651,G,DAL,11,100.0,0,9,94.6,87.0,93.5,2,9,436,100.0,100.0,98.5,1,12,1,770,0,0,0,770,474,474,770,0,296,0
Ben Powers,41482,G,BLT,12,100.0,0,3,66.5,65.4,64.4,3,13,447,100.0,100.0,97.5,3,19,3,770,0,757,0,770,475,475,13,0,295,0
