player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
David Quessenberry,7957,T,TEN,7,100.0,0,31,80.7,63.7,87.5,5,8,260,100.0,100.0,96.0,0,17,4,504,0,0,0,504,279,279,0,502,225,2
Orlando Brown Jr.,46227,T,KC,7,100.0,3,16,70.9,66.5,70.8,10,9,336,100.0,100.0,96.3,4,22,3,502,0,0,502,502,361,361,0,0,141,0
Trey Smith,62960,G,KC,7,100.0,0,16,76.6,64.7,83.6,1,12,336,100.0,100.0,96.9,3,17,4,502,0,0,0,502,361,361,502,0,141,0
Creed Humphrey,59996,C,KC,7,100.0,1,16,84.4,67.6,91.0,1,3,336,100.0,100.0,99.1,2,5,1,502,502,0,0,502,361,361,0,0,141,0
Joe Thuney,10712,G,KC,7,100.0,1,16,70.0,79.1,64.3,0,9,336,100.0,100.0,98.7,4,9,0,502,0,502,0,502,361,361,0,0,141,0
Alex Cappa,66578,G,TB,7,100.0,0,30,70.1,65.2,70.5,4,9,323,100.0,100.0,97.7,1,14,1,500,0,0,0,500,336,336,500,0,164,0
Tristan Wirfs,64818,T,TB,7,100.0,1,30,74.6,79.5,61.4,1,6,323,100.0,100.0,98.9,1,7,0,500,0,0,0,500,336,336,0,500,164,0
Nate Davis,46808,G,TEN,7,100.0,1,31,65.5,40.1,71.2,4,16,257,100.0,100.0,94.6,2,24,4,499,0,0,0,499,276,276,499,0,223,0
Matt Paradis,8841,C,CAR,7,100.0,0,5,63.7,49.9,67.6,2,12,296,100.0,100.0,97.0,1,16,2,492,492,0,0,492,314,314,0,0,178,0
Taylor Moton,11819,T,CAR,7,100.0,0,5,71.0,73.1,70.7,2,15,296,100.0,100.0,97.1,4,17,0,492,0,0,71,492,314,314,0,421,178,0
Ben Jones,7099,C,TEN,7,100.0,1,31,72.8,60.8,76.8,3,9,256,100.0,100.0,97.3,3,13,1,491,491,0,0,491,275,275,0,0,216,0
Ryan Jensen,7985,C,TB,7,100.0,1,30,72.2,55.9,82.0,2,6,319,100.0,100.0,98.4,2,9,1,488,488,0,0,488,331,331,0,0,157,0
Ali Marpet,9494,G,TB,7,100.0,0,30,84.0,71.0,90.1,0,10,317,100.0,100.0,98.4,2,10,0,485,0,485,0,485,329,329,0,0,156,0
Donovan Smith,9467,T,TB,7,100.0,0,30,79.3,83.6,69.0,2,10,317,100.0,100.0,97.8,4,13,1,485,0,0,485,485,329,329,0,0,156,0
Penei Sewell,81788,T,DET,7,100.0,2,11,66.4,58.5,77.4,5,16,299,100.0,100.0,95.2,6,25,4,483,0,0,479,483,324,324,0,0,159,4
Matt Nelson,48584,T,DET,7,100.0,2,11,52.0,47.2,56.1,3,23,299,100.0,100.0,95.0,3,28,2,483,0,0,0,483,324,324,0,483,159,0
Halapoulivaati Vaitai,10798,G,DET,7,100.0,0,11,58.4,59.1,54.6,3,13,299,100.0,100.0,97.3,2,16,0,483,0,0,0,483,324,324,483,0,159,0
Jonah Jackson,37070,G,DET,7,100.0,0,11,62.8,44.2,73.8,5,17,299,100.0,100.0,96.0,5,23,1,483,0,483,0,483,324,324,0,0,159,0
Joel Bitonio,8670,G,CLV,7,100.0,0,8,89.7,83.4,87.4,0,6,245,100.0,100.0,98.4,2,7,1,481,0,481,0,481,258,258,0,0,223,0
J.C. Tretter,7904,C,CLV,7,100.0,0,8,75.4,75.7,73.6,0,3,245,100.0,100.0,99.0,3,4,1,481,481,0,0,481,258,258,0,0,223,0
Wyatt Teller,46131,G,CLV,7,100.0,1,8,83.4,63.4,85.8,0,9,245,100.0,100.0,97.8,4,10,1,481,0,0,0,481,258,258,481,0,223,0
Andre James,47058,C,LV,7,100.0,0,23,46.9,55.8,45.1,2,9,289,100.0,100.0,98.1,5,11,0,480,480,0,0,480,308,308,0,0,172,0
Kolton Miller,47013,T,LV,7,100.0,1,23,77.7,86.7,65.6,1,10,289,100.0,100.0,98.1,3,11,0,480,0,0,480,480,308,308,0,0,172,0
Will Hernandez,46180,G,NYG,7,100.0,1,21,61.2,66.6,62.6,0,10,299,100.0,100.0,97.7,4,12,2,479,0,0,0,479,325,325,479,0,154,0
John Simpson,41715,G,LV,7,100.0,0,23,51.7,57.3,46.8,2,14,288,100.0,100.0,96.9,5,17,1,479,0,479,0,479,307,307,0,0,172,0
Kevin Zeitler,7032,G,BLT,7,100.0,0,3,70.2,66.8,69.1,0,9,272,100.0,100.0,98.3,3,9,0,470,0,0,0,470,286,286,470,0,184,0
D.J. Humphries,9457,T,ARZ,7,100.0,0,1,70.4,66.0,75.4,0,10,253,100.0,100.0,96.8,5,13,3,467,0,0,464,467,266,266,0,0,201,3
Josh Jones,26634,G,ARZ,7,100.0,2,1,50.9,43.9,57.4,1,12,244,100.0,100.0,96.1,7,16,3,465,0,0,0,465,256,256,314,151,209,0
Charles Leno Jr.,8880,T,WAS,7,100.0,0,32,74.1,80.9,57.5,2,13,277,100.0,100.0,96.2,1,18,3,461,0,0,459,461,299,299,0,2,162,0
Chase Roullier,11954,C,WAS,7,100.0,0,32,76.2,67.9,77.4,2,7,277,100.0,100.0,98.4,1,9,0,461,461,0,0,461,299,299,0,0,162,0
Ereck Flowers,9442,G,WAS,7,100.0,0,32,70.4,77.9,62.5,2,6,277,100.0,100.0,98.2,0,9,1,461,0,461,0,461,299,299,0,0,162,0
Robert Hunt,46139,G,MIA,7,100.0,1,17,58.6,63.4,53.8,2,15,312,100.0,100.0,97.0,3,18,1,460,0,0,0,460,333,333,460,0,127,0
David Andrews,9948,C,NE,7,100.0,0,19,69.1,70.5,67.9,3,7,273,100.0,100.0,98.2,2,10,0,458,458,0,0,458,291,291,0,0,167,0
Ryan Kelly,10652,C,IND,7,100.0,1,14,52.3,55.1,51.8,3,7,250,100.0,100.0,97.2,3,12,2,455,455,0,0,455,273,273,0,0,182,0
Alejandro Villanueva,9091,T,BLT,7,100.0,0,3,61.6,47.6,70.4,6,20,265,100.0,100.0,93.2,3,31,5,454,0,0,382,454,279,279,0,68,175,4
Bobby Massie,7112,T,DEN,7,100.0,0,10,62.3,54.9,64.9,4,14,283,100.0,100.0,95.1,0,23,5,454,0,0,0,454,294,294,0,454,160,0
Lloyd Cushenberry III,41924,C,DEN,7,100.0,0,10,58.0,69.3,53.0,5,6,283,100.0,100.0,97.3,2,13,2,454,454,0,0,454,294,294,0,0,160,0
Bradley Bozeman,27934,C,BLT,7,100.0,0,3,71.9,68.3,70.9,1,8,265,100.0,100.0,97.5,0,11,2,452,452,0,0,452,280,280,0,0,172,0
Jason Kelce,6343,C,PHI,7,100.0,0,24,84.9,61.3,93.2,0,10,287,100.0,100.0,97.9,3,11,1,449,449,0,0,449,313,313,0,0,136,0
Nate Solder,6169,T,NYG,7,100.0,1,21,51.1,44.4,57.1,6,13,276,100.0,100.0,95.5,4,22,3,449,0,0,68,449,301,301,0,375,148,6
Connor Williams,46216,G,DAL,6,100.0,2,9,75.6,71.6,76.2,0,4,237,100.0,100.0,98.7,9,5,1,448,0,448,0,448,261,261,0,0,187,0
