player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Tyler Biadasz,41178,C,DAL,16,100.0,0,9,63.8,67.2,67.8,4,16,676,100.0,100.0,98.5,10,20,0,1151,1151,0,0,1151,735,735,0,0,416,0
Kevin Zeitler,7032,G,BLT,16,100.0,0,3,74.0,78.3,67.9,0,16,682,100.0,100.0,98.7,7,17,1,1150,0,0,0,1150,728,728,1150,0,422,0
Alejandro Villanueva,9091,T,BLT,16,100.0,1,3,63.9,56.1,66.3,9,37,675,100.0,100.0,95.3,11,55,9,1134,0,0,1059,1134,721,721,0,68,413,7
Alex Cappa,66578,G,TB,16,100.0,0,30,73.9,71.1,71.0,6,18,722,100.0,100.0,97.6,1,29,5,1122,0,0,0,1122,756,756,1122,0,366,0
Tristan Wirfs,64818,T,TB,16,100.0,1,30,84.1,84.3,73.4,2,8,722,100.0,100.0,99.0,3,12,2,1122,0,0,0,1122,756,756,0,1122,366,0
Trey Smith,62960,G,KC,16,100.0,1,16,72.5,63.9,76.1,7,31,701,100.0,100.0,96.7,9,42,4,1116,0,0,0,1116,751,751,1116,0,365,0
David Quessenberry,7957,T,TEN,16,100.0,1,31,79.9,60.3,89.0,11,21,566,100.0,100.0,95.2,2,43,11,1115,0,0,0,1115,600,600,1,1112,515,2
Creed Humphrey,59996,C,KC,16,100.0,1,16,91.6,78.6,93.0,1,8,701,100.0,100.0,99.2,5,10,1,1106,1106,0,0,1106,751,751,0,0,355,0
Joe Thuney,10712,G,KC,16,100.0,1,16,77.4,88.3,67.0,2,12,701,100.0,100.0,98.9,6,15,1,1106,0,1051,55,1106,751,751,0,0,355,0
Ryan Jensen,7985,C,TB,16,100.0,2,30,71.1,63.1,77.9,5,14,715,100.0,100.0,98.4,5,21,2,1098,1098,0,0,1098,747,747,0,0,351,0
Donovan Smith,9467,T,TB,16,100.0,2,30,83.3,84.4,70.9,4,21,713,100.0,100.0,98.1,8,26,1,1094,0,0,1094,1094,745,745,0,0,349,0
Ezra Cleveland,41973,G,MIN,16,100.0,0,18,67.6,54.7,70.2,6,26,625,100.0,100.0,97.3,3,33,1,1092,0,1092,0,1092,667,667,0,0,425,0
Brian O'Neill,46854,T,MIN,16,100.0,0,18,72.1,78.8,62.6,2,16,625,100.0,100.0,98.6,5,18,0,1092,0,0,0,1092,667,667,0,1090,425,2
Ben Jones,7099,C,TEN,16,100.0,1,31,77.2,65.2,80.1,4,16,562,100.0,100.0,98.0,4,21,1,1091,1091,0,0,1091,596,596,0,0,495,0
Mitch Morse,9482,C,BUF,16,100.0,1,4,63.9,69.3,61.4,2,20,681,100.0,100.0,98.1,5,24,2,1090,1090,0,0,1090,727,727,0,0,363,0
Daryl Williams,9535,T,BUF,16,100.0,0,4,67.3,72.6,59.8,9,24,680,100.0,100.0,97.0,6,37,4,1090,0,0,1,1090,725,725,518,571,365,0
Robert Hunt,46139,G,MIA,16,100.0,1,17,69.3,67.2,69.3,3,25,662,100.0,100.0,97.6,7,30,2,1085,0,0,0,1085,711,711,1085,0,374,0
Dan Moore Jr.,60120,T,PIT,16,100.0,1,25,57.4,58.9,53.0,9,30,653,100.0,100.0,95.9,5,46,7,1079,0,0,1062,1079,704,704,0,0,375,16
Taylor Moton,11819,T,CAR,16,100.0,0,5,75.7,78.0,69.2,4,22,629,100.0,100.0,97.8,5,27,1,1077,0,0,71,1077,662,662,0,1006,415,0
Charles Leno Jr.,8880,T,WAS,16,100.0,0,32,79.9,86.5,61.6,7,23,611,100.0,100.0,96.6,1,36,6,1062,0,0,1057,1062,655,655,0,5,407,0
Kolton Miller,47013,T,LV,16,100.0,2,23,83.0,84.0,75.0,5,24,646,100.0,100.0,97.1,5,33,4,1059,0,0,1059,1059,684,684,0,0,375,0
Andre James,47058,C,LV,16,100.0,0,23,63.0,65.9,60.9,3,12,646,100.0,100.0,98.5,7,17,2,1059,1059,0,0,1059,684,684,0,0,375,0
Jesse Davis,9989,T,MIA,16,100.0,1,17,52.3,50.9,51.3,10,39,642,100.0,100.0,94.9,4,57,8,1056,0,135,0,1056,690,690,0,916,366,5
Bradley Bozeman,27934,C,BLT,15,100.0,0,3,74.2,72.2,72.0,3,15,631,100.0,100.0,98.1,0,21,3,1054,1054,0,0,1054,675,675,0,0,379,0
Zack Martin,8651,G,DAL,15,100.0,0,9,93.6,88.0,92.7,5,13,608,100.0,100.0,98.4,2,19,1,1050,0,0,0,1050,659,659,1050,0,391,0
Orlando Brown Jr.,46227,T,KC,15,100.0,3,16,73.8,73.4,67.7,12,20,664,100.0,100.0,97.0,7,36,4,1049,0,0,1049,1049,711,711,0,0,338,0
Royce Newman,41746,G,GB,16,100.0,1,12,57.3,60.6,54.0,5,20,605,100.0,100.0,96.9,5,31,6,1048,0,3,0,1048,641,641,1045,0,407,0
Jonah Williams,41651,T,CIN,16,100.0,0,7,77.5,68.8,80.7,6,28,595,100.0,100.0,95.8,4,42,8,1044,0,0,1044,1044,637,637,0,0,407,0
Will Hernandez,46180,G,NYG,16,100.0,2,21,56.8,55.8,59.9,7,22,625,100.0,100.0,96.6,8,36,7,1042,0,0,0,1042,673,673,1042,0,369,0
Wyatt Teller,46131,G,CLV,16,100.0,1,8,83.4,70.2,86.2,0,19,570,100.0,100.0,97.6,10,23,4,1041,0,0,0,1041,604,604,1041,0,437,0
Joel Bitonio,8670,G,CLV,16,100.0,0,8,93.0,85.2,92.1,2,13,570,100.0,100.0,98.3,3,17,2,1041,0,917,123,1041,604,604,0,0,437,1
Liam Eichenberg,41851,T,MIA,16,100.0,3,17,51.3,46.5,60.4,8,42,629,100.0,100.0,94.6,10,59,9,1040,0,0,875,1040,675,675,0,164,365,1
Cody Whitehair,10690,G,CHI,16,100.0,1,6,65.1,61.9,64.7,5,23,602,100.0,100.0,97.2,5,31,3,1039,0,1039,0,1039,643,643,0,0,396,0
Sam Mustipher,13026,C,CHI,16,100.0,0,6,51.2,60.3,47.5,3,23,602,100.0,100.0,97.7,5,27,1,1039,1039,0,0,1039,643,643,0,0,396,0
James Daniels,45576,G,CHI,16,100.0,2,6,71.3,68.4,72.4,2,31,602,100.0,100.0,96.8,9,36,3,1039,0,0,0,1039,643,643,1039,0,396,0
