player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Derrick Henry,10679,HB,TEN,1,32,10,3,39.7,87,0,219,0,2,10,193,219.3,7,11,31,0,11,80.0,92.1,0.0,,4.9,72.1,91.3,64.0,41,1,9,1,7,35,0,0,1,33,2,219,193,6.03,6.8,1.29,21
D'Onta Foreman,11844,HB,CAR,1,26,6,1,13.6,16,0,118,0,0,6,76,67.5,3,9,5,0,15,79.3,82.3,76.5,,8.0,50.4,85.3,60.0,16,0,0,0,21,30,0,0,1,26,3,118,76,2.92,4.5,0.0,9
Travis Etienne,57185,HB,JAX,1,24,8,2,41.0,64,0,156,0,0,8,97,119.8,4,11,15,0,11,79.4,84.6,78.2,,59.9,59.7,86.9,60.0,49,0,6,3,20,29,0,0,3,27,1,156,97,4.04,6.5,0.3,10
Nick Chubb,45783,HB,CLV,1,23,4,1,20.8,21,0,101,0,0,4,54,39.1,3,5,8,0,7,78.5,70.6,74.9,,80.6,58.8,68.8,60.0,21,0,3,1,7,27,0,0,1,24,2,101,54,2.35,4.4,0.43,15
Aaron Jones,11937,HB,GB,1,20,13,1,22.4,32,0,143,1,0,13,106,287.1,4,7,12,0,6,77.5,85.1,77.7,,61.9,48.0,90.6,60.0,32,0,14,4,19,20,0,0,5,24,0,143,106,5.3,7.2,0.74,13
Saquon Barkley,45791,HB,NYG,1,20,4,1,28.3,15,0,53,1,0,4,49,42.6,2,4,21,0,14,77.6,67.1,78.4,,73.1,44.4,72.6,60.0,15,0,9,3,27,23,0,0,5,23,1,53,49,2.45,2.7,0.33,6
Dalvin Cook,11796,HB,MIN,1,20,5,2,44.1,49,0,111,0,0,5,60,60.0,4,6,18,0,7,78.1,70.3,77.0,,63.1,63.3,70.5,60.0,30,0,30,5,22,22,0,0,6,25,1,111,60,3.0,5.6,1.36,12
Kenneth Walker III,97199,HB,SEA,1,18,2,1,31.4,16,0,51,0,0,2,39,22.8,2,3,29,0,9,77.3,55.4,77.4,,50.3,53.7,57.6,,16,0,1,1,19,20,0,0,2,19,1,51,39,2.17,2.8,0.05,9
Alvin Kamara,11822,HB,NO,1,18,2,0,0.0,0,0,62,0,5,2,46,66.3,0,4,20,0,4,77.9,81.0,76.1,,80.5,91.0,70.9,60.0,9,0,96,9,22,21,0,0,9,27,1,62,46,2.56,3.4,4.36,13
Christian McCaffrey,11763,HB,SF,1,18,1,2,52.1,49,0,94,0,3,1,50,42.7,3,5,28,1,4,27.6,79.9,77.0,87.1,69.4,91.0,60.5,60.0,25,0,55,8,20,21,0,0,9,26,1,94,50,2.78,5.2,2.75,14
Rhamondre Stevenson,98689,HB,NE,1,16,4,1,49.3,35,0,71,0,2,4,81,132.1,2,3,19,0,11,77.4,85.2,79.8,,81.4,91.1,69.6,72.8,35,0,72,7,23,21,0,0,7,23,0,71,81,5.06,4.4,3.13,4
